,ORPM_adv_h,Net_ORPM_adv_h,Net_ORPM_adv_a,weighted_DRPM_h,weighted_ORPM_h,DRPM_adv_h,weighted_ORPM_a,Winpercent_h,Winpercent_a,weighted_DRPM_a,ORB_h,DRtg_h,+/-_h,TS%_a_x,TOV_h,TRB_a,FGA_h,ORB_a,BLK_a,DREB%_a
2977,0.4002464133533789,0.4260548636114134,0.6120152048757749,0.25915029783739113,0.31825427560426445,0.4152951984922367,0.5130581767276746,0.5,0.6176470589999999,0.4271024431613795,0.4027401930084192,0.5265395159715958,0.6318289608425287,0.6504978513561782,0.4436876096366599,0.5093748185804474,0.469772339345971,0.4463128422465255,0.5270944504302877,0.2428451114418254
2978,0.5532210841999213,0.5451066578461582,0.4941863022947854,0.21357401432568865,0.3710291519869825,0.4915435030285296,0.26709629931783657,0.484848485,0.428571429,0.2303415030984957,0.4153574759305968,0.6388926166330924,0.3954846192006189,0.3959171014926013,0.5266745547653241,0.4332036210718957,0.268069055990373,0.39605868311185777,0.5209338953935001,0.11985125488508225
2979,0.5308726130632517,0.4726066423017058,0.4387498371957377,0.6002512892666736,0.5406682010711252,0.4998921701888361,0.4803785847799329,0.588235294,0.628571429,0.6004650935350562,0.30377804782390555,0.5489560050025966,0.5549348438783046,0.4061783556585728,0.33282367318490064,0.3463588538189358,0.4090031951153559,0.2965333646004012,0.4059258692956917,0.5427861919662285
2980,0.5116798435569417,0.4007355524779324,0.4178970382089646,0.4579150121647066,0.3514172977606104,0.4666660408894527,0.3286083024563756,0.294117647,0.484848485,0.5240093757084949,0.5795889059211778,0.6470230081116268,0.5270087115687226,0.3897819782649695,0.3778346276857079,0.4242179394590179,0.4337636127457398,0.368238198293226,0.3710307039817676,0.33216358727817785
2981,0.4559235076758351,0.4385648883553767,0.5331664484962526,0.2609618499251664,0.2884372682684436,0.4487599710768617,0.37451209466040464,0.411764706,0.424242424,0.3625602555753532,0.36409743431689595,0.5834455349597113,0.4586234803133045,0.4996275808054459,0.6698364110612048,0.4532620941219838,0.4708251493095096,0.38753376547132296,0.3124880388331621,0.1597276053859656
2982,0.5605531298780858,0.5059729260136901,0.4244794780984275,0.480853796298793,0.4770394815380851,0.5165483992614401,0.3587882354222825,0.444444444,0.485714286,0.4480417347844047,0.5463193624816447,0.6418948467805405,0.4645574462847262,0.3374967406547669,0.43650235254777575,0.3159732814090032,0.4667129383041237,0.15843991327020807,0.4828930004599862,0.07818566773060627
2983,0.3483428759484147,0.3121475382672403,0.6810244981851916,0.0086031586497759,0.1374528001855218,0.27551114959954875,0.4336165812740535,0.324324324,0.611111111,0.4537182330604766,0.6119355311356791,0.7120266087252367,0.3954156837641391,0.5914112795835407,0.5207393754320473,0.5383177537165912,0.5892091912615607,0.3816327303295931,0.4500779314040009,0.24044272188153765
2984,0.2909847128265269,0.3264845968361567,0.5693458210265575,0.25227455882280764,0.02357445144550824,0.4855752936943852,0.4317501843147744,0.25,0.323529412,0.28087577536039005,0.3966070866150349,0.6499714124076215,0.3336878951084674,0.22094383160009706,0.5950319214642774,0.40997611357822017,0.57947429350926,0.4389602519590377,0.2434942952688048,0.24753987668943214
2985,0.572051465955809,0.4264339650104231,0.3943534404100875,0.29170184437950425,0.29351774988507195,0.4476090033364217,0.15281196554495968,0.28571428600000004,0.28571428600000004,0.3955823815944276,0.392397522102519,0.6743955430152321,0.3471298028486353,0.524009443982119,0.3347901334306575,0.4770647564512475,0.41350628100141856,0.31396218388465835,0.5629875038944486,0.29197760636001596
2986,0.4552594266675729,0.568461192712615,0.3884323417710643,1.0,0.6259160477077292,0.7546503128988524,0.7132877254252443,0.794117647,0.696969697,0.4950809682864632,0.4618746918198203,0.3610747501124907,0.6101577538979759,0.3742317038229581,0.4469579034269432,0.3672375663050227,0.4934159191234434,0.28910224937597984,0.5671855168715809,0.3154721411926256
2987,0.4206113511169413,0.4484523363155866,0.5406141648241641,0.4164202519582098,0.3580239666583935,0.4946125553574383,0.5130581767276746,0.542857143,0.6,0.4271024431613795,0.4771431324688598,0.5962476565354461,0.4879824196701712,0.6130396856446574,0.4993638700230078,0.5031898265583703,0.5000530883684707,0.4431812839932359,0.50520121917298,0.46246923692823105
2988,0.6387082058583532,0.7352515544360396,0.3445837566819522,0.7018952800574129,0.6659902304943852,0.7645159055124846,0.39511375850588143,0.787878788,0.485714286,0.17741481363346967,0.5955800208039221,0.5388568670410685,0.5269832692133891,0.17280404037827113,0.7020888387113929,0.556096326699989,0.6495719243354814,0.5749432367739923,0.4550221170455598,0.18183968072626186
2989,0.7252638639305875,0.8439237733103468,0.4043017482807236,0.7750116345631581,1.0,0.7131490330719505,0.5600932161841434,0.857142857,0.4166666670000001,0.3523810783143856,0.10452266416284106,0.5246826286632638,0.5927507819917829,0.5937449443362169,0.4168318152096833,0.5675268281676391,0.19929991356192425,0.3878768594505197,0.5076689044320181,0.08859986829628169
2990,0.5453561720843776,0.5288238656783452,0.38374048043804815,0.6634093603262619,0.522190431689694,0.6057553940661129,0.4336165812740535,0.621621622,0.594594595,0.4537182330604766,0.46699207562008,0.7151263260267141,0.3978072091921809,0.5407779825378528,0.6437739837203664,0.53351680512831,0.5867209979161877,0.3800887024003329,0.4447473898382404,0.10626178814194708
2991,0.5270245265810826,0.5320273769467038,0.5229974232038338,0.21357401432568865,0.3710291519869825,0.4770141069596156,0.31825427560426445,0.470588235,0.515151515,0.25915029783739113,0.3937189095395138,0.7613769636690328,0.4068977787780634,0.7392879647524346,0.4726235178867977,0.4706475799884948,0.2703317788027666,0.3642213379503325,0.4689376945984975,0.10078329952623946
2992,0.5202192753377775,0.23861456911065385,0.4643365387705505,0.2303415030984957,0.26709629931783657,0.22454922683967452,0.2276110652917093,0.444444444,0.529411765,0.7765035560157432,0.4449639680029746,0.4654568981028017,0.4848236066874679,0.7094375147923577,0.5195915816710328,0.5607292269668199,0.4301609506788049,0.4854951087627067,0.3941656789174435,0.17574775301471135
2993,0.6135263868523574,0.4720483154922724,0.362183505065021,0.3625602555753532,0.37451209466040464,0.4833456570357334,0.15281196554495968,0.441176471,0.27777777800000003,0.3955823815944276,0.4145848953832102,0.6613162745818546,0.4276404936708869,0.4951235867903645,0.5148774902856085,0.4911548808522338,0.4654235799438207,0.3672399491676874,0.5302806067267658,0.22039734635067867
