,ORPM_adv_h,Net_ORPM_adv_h,Net_ORPM_adv_a,weighted_DRPM_h,weighted_ORPM_h,DRPM_adv_h,weighted_ORPM_a,Winpercent_h,Winpercent_a,weighted_DRPM_a
0,0.15662465711051382,0.28720412318354915,0.7907691241989234,0.24928829740665434,0.1519484342853623,0.3601203529783621,0.8225093493672688,0.5,0.5,0.5266407778595268
1,0.6388786030428888,0.5307482197058273,0.5317098312936813,0.024196533199566158,0.4522682542570682,0.3292579040938718,0.18105902193979986,0.5,0.5,0.3627428823332712
2,0.4809153228997494,0.6326383365612593,0.4197632953611625,0.895297991994477,0.6472456972756417,0.7597933040132582,0.6845152298888368,0.5,0.5,0.38018146998911184
3,0.4247166042809916,0.4527432589751247,0.6240212157425954,0.3265594647316967,0.4417005980717627,0.4017091678298832,0.5887178599957179,0.5,0.5,0.5214499058259744
4,0.5719973098326996,0.4677208860564046,0.3768457280993525,0.2846962504397791,0.25667721066422844,0.5129884312818708,0.11607718516854575,0.5,0.5,0.2589428709458969
5,0.5733641442432935,0.6349824828204546,0.5979796303109494,0.11331028637852032,0.5138375222264652,0.4514733208562232,0.3705682726524877,0.5,0.5,0.2095286792272325
6,0.6814408651977624,0.6284653973743518,0.1072662166489204,0.7449936888167894,0.3627953738010266,0.8573111563970113,0.008468381139173198,0.5,0.5,0.03651938515440345
7,0.551264412582385,0.5346716464754689,0.28207972469087383,0.8066867415192379,0.4687181847652646,0.7179651802223008,0.3686064204111064,0.5,0.5,0.3745067591257952
8,0.469236594411334,0.4859562956135837,0.3678455715392068,0.7340671245685009,0.4022769544232873,0.6687907532813709,0.4623533047779223,0.5,0.5,0.3993898852639485
9,0.3872107803343369,0.2253180696397281,0.4872536691187032,0.4635375753045686,0.2360322606452047,0.3468226593216473,0.4562928120113611,0.5,0.5,0.7672566387344606
10,0.6226066731733815,0.5479665037681244,0.3444551744882774,0.4005379899231749,0.3913810105048829,0.5762811047040091,0.1519484342853623,0.5,0.0,0.24928829740665434
11,0.4319896420618144,0.4980891579695334,0.6126945537667087,0.3593453010745389,0.4622218292830974,0.4557793037232733,0.5950359313974578,0.5,0.5,0.44702581829664784
12,0.34488594007031226,0.2165116226895567,0.6577037178480707,0.2545574944612001,0.2875670893857109,0.19940183566821024,0.5904817514964302,0.5,0.5,0.8505816357296241
13,0.5978669736450032,0.4481722667857427,0.3704737465786482,0.5534339287251814,0.5125234557599063,0.466744820719717,0.321403828906526,0.5,0.5,0.6193720881191973
14,0.2213405805736504,0.3583790585611769,0.8986002319281798,0.011776443894169764,0.2783289964207696,0.24033388422735835,0.8225093493672688,0.5,1.0,0.5266407778595268
15,0.7678415518251678,0.6577810931442513,0.3857779150420863,0.4138232362739145,0.7590869289783562,0.4749271245594519,0.2360322606452047,0.5,0.0,0.4635375753045686
16,0.7079965206099884,0.8208847797224301,0.4248720321596374,0.38018146998911184,0.6845152298888368,0.6858009884282039,0.2783289964207696,0.0,0.0,0.011776443894169764
17,0.5160323049609954,0.5905197497113056,0.5171787842094291,0.5697310417476422,0.6263446357297235,0.5618850183564621,0.5950359313974578,0.5,0.0,0.44702581829664784
18,0.4989953907677418,0.5531913108880595,0.4793956330291769,0.3745067591257952,0.3686064204111064,0.5832048645998672,0.3705682726524877,0.0,0.0,0.2095286792272325
19,0.3559571268620773,0.3613709022362789,0.536427912903685,0.3627428823332712,0.18105902193979986,0.48151749057382204,0.4623533047779223,0.0,0.0,0.3993898852639485
20,0.3449476678404953,0.509824131049023,0.519891709672213,0.7672566387344606,0.4562928120113611,0.6782502161189008,0.7590869289783562,1.0,0.0,0.4138232362739145
21,0.4457599142499667,0.278807062661521,0.3664694475663054,0.7449936888167894,0.3627953738010266,0.4688857931913388,0.4687181847652646,1.0,1.0,0.8066867415192379
22,0.2570750774871361,0.26764101162222564,0.6802931888128796,0.24928829740665434,0.1519484342853623,0.3383882563592982,0.6263446357297235,0.0,1.0,0.5697310417476422
23,0.5551034352740347,0.4895187837836653,0.3279347741488285,0.2589428709458969,0.11607718516854575,0.6121768178565941,0.008468381139173198,0.0,0.0,0.03651938515440345
24,0.3689789062005071,0.2546761271361135,0.6233964142675271,0.4005379899231749,0.3913810105048829,0.2504732810135505,0.6472456972756417,1.0,1.0,0.895297991994477
25,0.4105642308540847,0.4395344206651249,0.5854703654968396,0.2545574944612001,0.2875670893857109,0.4471514320790936,0.4622218292830974,0.0,1.0,0.3593453010745389
26,0.4788045566014854,0.2835050297691399,0.36384848805289177,0.6193720881191973,0.321403828906526,0.43664413912873534,0.3627953738010266,0.0,0.5,0.7449936888167894
27,0.39141979415893857,0.2190434939921418,0.5754458920304686,0.2846962504397791,0.25667721066422844,0.23673988593279224,0.4687181847652646,1.0,1.0,0.8066867415192379
28,0.3882917455067718,0.4126829951225805,0.6771535502039913,0.2095286792272325,0.3705682726524877,0.3426859893088203,0.5887178599957179,0.0,0.0,0.5214499058259744
29,0.7245605503974554,0.6600959494223384,0.1401339832039371,0.8505816357296241,0.5904817514964302,0.8032556254183963,0.1519484342853623,1.0,0.0,0.24928829740665434
30,0.6950014273281043,0.7556877779630646,0.4503865871998806,0.5266407778595268,0.8225093493672688,0.6009087909011951,0.4417005980717627,1.0,1.0,0.3265594647316967
31,0.4550982705593548,0.29998111191969057,0.5276739318913665,0.3745067591257952,0.3686064204111064,0.3019209547441349,0.4562928120113611,0.5,0.5,0.7672566387344606
32,0.3810728703404018,0.5228310475885031,0.8152460212011557,0.024196533199566158,0.4522682542570682,0.3204629458448167,0.6845152298888368,1.0,0.5,0.38018146998911184
33,0.541579416521413,0.7243952027343655,0.5271580554933435,0.44702581829664784,0.5950359313974578,0.6683057268286363,0.5138375222264652,0.0,1.0,0.11331028637852032
34,0.330266406736894,0.2914344354879137,0.5646827109018346,0.3627428823332712,0.18105902193979986,0.4038270859668061,0.5125234557599063,0.0,1.0,0.5534339287251814
