,Net_ORPM_adv_h,Net_ORPM_adv_a,weighted_ORPM_a,weighted_DRPM_h,ORPM_adv_h,DRPM_adv_h,weighted_DRPM_a,Winpercent_h,Winpercent_a,weighted_ORPM_h
0,0.42579127437369657,0.42234586572796384,0.6628612341158947,0.8725554245851114,0.4656471852276809,0.545955707815287,0.7806440089545374,0.5,0.5,0.5941556045712565
1,0.7427967809495128,0.4036968830930645,0.6072157837148073,0.8458422078961091,0.6949152942694339,0.6384489298104168,0.5689443482752754,0.5,0.5,0.9970463722536752
2,0.5653634380143798,0.6919795970792062,0.5777184990768081,0.167922306656327,0.4843118639295154,0.3783040392037667,0.4113142282487936,0.5,0.5,0.5463422269358388
3,0.5661700417188443,0.5009577275857158,0.4753923664442171,0.4676960094354149,0.5269389129026208,0.5395548923081749,0.3885862248190651,0.5,0.5,0.5292701922494587
4,0.7740221452059477,0.4674699826705546,0.4410589049062372,0.5001468022215703,0.7794705475468814,0.498546214375877,0.5030543734698162,0.5,0.5,1.0
5,0.6686702267213053,0.3593445039122183,0.3109263621296478,0.5812889259515593,0.6939364257628089,0.6065086628513534,0.3682716002488525,0.5,0.5,0.6987992136552656
6,0.5784252913850834,0.6630575311006616,0.6786518845664776,0.3560630556189772,0.3139280069305326,0.6339461821495787,0.0881706913198198,0.5,0.5,0.3065078984275426
7,0.29480703666823804,0.3844365732539679,0.0,0.14419711757415982,0.5752326226134552,0.3079924318695326,0.5282122538350946,0.5,0.5,0.1504652452269104
8,0.3232003380429833,0.5088824840555424,0.3488162418050809,0.2948567044561425,0.4673529608018142,0.33335367139556515,0.6281493616650122,0.5,0.5,0.2835221634087094
9,0.4999392719723073,0.7224990210189907,0.4961749852144256,0.0,0.4048112083877381,0.3689904876376394,0.2620190247247212,0.5,0.5,0.3057974019899016
10,0.04756271077036067,0.6255482557406105,0.5515237963737649,0.28368869353075266,0.26741503680108186,0.14184434676537627,1.0,0.5,0.5,0.08635386997592859
11,0.620850174089558,0.7886658827805172,0.7859094185604056,0.20795435458451625,0.5063139157993465,0.3054692087155184,0.5970159371534793,0.5,0.5,0.7985372501590986
12,0.6982295027050284,0.3075368364439284,0.2668139342057508,0.6425318993053736,0.6102842111921886,0.7996429096217915,0.04324608006179054,0.5,0.5,0.4873823565901279
13,0.7406321394188737,0.21704864673245008,0.2151668246256263,0.7806440089545374,0.7238472047451342,0.8083164002670431,0.1640112084204512,0.0,0.5,0.6628612341158947
14,0.6199710871735613,0.6715276339879139,0.5546351124703113,0.1851478223268363,0.5307224377827829,0.4049449367344277,0.37525794885798097,0.5,0.5,0.6160799880358772
15,0.4347854224177871,0.4566063395707947,0.3488162418050809,0.4112298027633156,0.5686487417958561,0.3915402205491517,0.6281493616650122,0.5,0.0,0.4861137253967932
16,0.6462771790534124,0.3575286671210694,0.1504652452269104,0.3885862248190651,0.6624635606086533,0.6221945536224527,0.14419711757415982,0.0,1.0,0.4753923664442171
17,0.36245619267531104,0.6237113546720032,0.6072157837148073,0.3560630556189772,0.3496460573563677,0.3935593536718509,0.5689443482752754,0.0,0.0,0.3065078984275426
18,0.38318716016775656,0.28377971868842,0.0,0.3682716002488525,0.6554631810648239,0.42002967320687895,0.5282122538350946,0.0,0.0,0.3109263621296478
19,0.5062905209113572,0.6493349793741143,0.6987992136552656,0.4113142282487936,0.4394596427107711,0.4150126511486171,0.5812889259515593,1.0,1.0,0.5777184990768081
