0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche, .N. Young",WAS,1,2.1,7.0,3.0,8.0,37.5,1.0,1.0,100,0.0,0.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,03-15-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .D. Songaila, .A. Blatche",WAS,1,1.6,5.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,100,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,03-15-2008
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,1.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.0,03-15-2008
"D. Stevenson, .R. Mason Jr., .A. Blatche, .O. Pecherov, .N. Young",WAS,1,0.9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,03-15-2008
"A. Jamison, .D. Stevenson, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,03-15-2008
"A. Jamison, .D. Stevenson, .R. Mason Jr., .D. Songaila, .N. Young",WAS,1,0.1,6.0,1.0,1.0,100,1.0,1.0,100,3.0,3.0,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,03-15-2008
"D. Stevenson, .C. Butler, .D. Songaila, .A. Blatche, .N. Young",WAS,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .A. Blatche, .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .A. Blatche",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,03-15-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Daniels, .A. Jamison, .R. Mason Jr., .A. Blatche, .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Daniels, .C. Butler, .R. Mason Jr., .D. Songaila, .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Daniels, .D. Stevenson, .C. Butler, .D. Songaila, .A. Blatche",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Daniels, .D. Stevenson, .C. Butler, .D. Songaila, .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Daniels, .D. Stevenson, .C. Butler, .N. Young, .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,03-15-2008
"A. Daniels, .D. Stevenson, .C. Butler, .R. Mason Jr., .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Jamison, .D. Stevenson, .C. Butler, .D. Songaila, .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-15-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler",WAS,1,20.4,42.0,16.0,31.0,51.6,2.0,7.0,28.6,8.0,10.0,80.0,6.0,6.0,12.0,9.0,5.0,3.0,0.0,1.0,4.0,8.0,-4.0,03-17-2008
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,6.8,12.0,5.0,12.0,41.7,0.0,1.0,0.0,2.0,4.0,50.0,3.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,3.0,5.0,-3.0,03-17-2008
"A. Daniels, .R. Mason Jr., .D. Songaila, .A. Blatche, .N. Young",WAS,1,4.2,8.0,3.0,7.0,42.9,0.0,0.0,0.0,2.0,2.0,100,0.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,-2.0,03-17-2008
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .D. Songaila",WAS,1,4.2,11.0,3.0,7.0,42.9,1.0,1.0,100,4.0,4.0,100,2.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,03-17-2008
"A. Jamison, .R. Mason Jr., .D. Songaila, .N. Young, .D. McGuire",WAS,1,3.5,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-3.0,03-17-2008
"A. Jamison, .B. Haywood, .R. Mason Jr., .D. Songaila, .N. Young",WAS,1,3.3,10.0,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,03-17-2008
"A. Jamison, .B. Haywood, .C. Butler, .R. Mason Jr., .N. Young",WAS,1,1.8,5.0,2.0,6.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,03-17-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .R. Mason Jr., .D. Songaila",WAS,1,1.5,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,03-17-2008
"A. Daniels, .A. Jamison, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,03-17-2008
"A. Jamison, .D. Stevenson, .R. Mason Jr., .D. Songaila, .N. Young",WAS,1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,03-17-2008
"A. Daniels, .D. Stevenson, .C. Butler, .O. Pecherov, .D. McGuire",WAS,1,0.5,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,03-17-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .D. McGuire",WAS,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,03-17-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .A. Blatche",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-17-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .D. Songaila",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-17-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .D. Songaila, .A. Blatche",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-17-2008
"A. Jamison, .C. Butler, .R. Mason Jr., .D. Songaila, .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-17-2008
"A. Jamison, .R. Mason Jr., .D. Songaila, .A. Blatche, .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-17-2008
"M. Finley, .B. Bowen, .T. Duncan, .T. Parker, .F. Oberto",SAS,1,10.1,21.0,6.0,14.0,42.9,2.0,3.0,66.7,7.0,8.0,87.5,1.0,4.0,5.0,5.0,2.0,1.0,1.0,0.0,4.0,4.0,-1.0,03-20-2008
"K. Thomas, .D. Stoudamire, .J. Vaughn, .I. Udoka, .M. Bonner",SAS,1,4.0,4.0,2.0,7.0,28.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,-1.0,03-20-2008
"K. Thomas, .M. Finley, .M. Ginobili, .I. Udoka, .T. Parker",SAS,1,3.6,7.0,3.0,6.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,-1.0,03-20-2008
"K. Thomas, .B. Bowen, .J. Vaughn, .M. Ginobili, .I. Udoka",SAS,1,3.4,5.0,1.0,7.0,14.3,1.0,5.0,20.0,2.0,2.0,100,2.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,03-20-2008
"R. Horry, .K. Thomas, .J. Vaughn, .M. Ginobili, .I. Udoka",SAS,1,3.2,7.0,2.0,5.0,40.0,0.0,1.0,0.0,3.0,3.0,100,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,03-20-2008
"R. Horry, .M. Finley, .T. Duncan, .M. Ginobili, .T. Parker",SAS,1,2.7,12.0,4.0,4.0,100,1.0,1.0,100,3.0,3.0,100,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,8.0,03-20-2008
"M. Finley, .T. Duncan, .M. Ginobili, .T. Parker, .F. Oberto",SAS,1,2.6,6.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,03-20-2008
"K. Thomas, .D. Stoudamire, .J. Vaughn, .M. Bonner, .F. Oberto",SAS,1,2.4,5.0,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,03-20-2008
"R. Horry, .B. Bowen, .T. Duncan, .M. Ginobili, .T. Parker",SAS,1,2.4,6.0,3.0,7.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,03-20-2008
"R. Horry, .T. Duncan, .M. Ginobili, .I. Udoka, .T. Parker",SAS,1,2.3,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,03-20-2008
"D. Stoudamire, .J. Vaughn, .I. Udoka, .M. Bonner, .F. Oberto",SAS,1,2.2,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,-1.0,03-20-2008
"M. Finley, .T. Duncan, .M. Ginobili, .I. Udoka, .T. Parker",SAS,1,2.1,5.0,2.0,5.0,40.0,0.0,1.0,0.0,1.0,1.0,100,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,-4.0,03-20-2008
"R. Horry, .K. Thomas, .M. Ginobili, .I. Udoka, .T. Parker",SAS,1,1.8,7.0,2.0,4.0,50.0,0.0,0.0,0.0,3.0,3.0,100,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,03-20-2008
"B. Bowen, .T. Duncan, .J. Vaughn, .I. Udoka, .F. Oberto",SAS,1,1.6,6.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,03-20-2008
"K. Thomas, .J. Vaughn, .M. Ginobili, .I. Udoka, .F. Oberto",SAS,1,1.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,03-20-2008
"B. Bowen, .T. Duncan, .I. Udoka, .T. Parker, .F. Oberto",SAS,1,1.0,4.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,03-20-2008
"B. Bowen, .T. Duncan, .M. Ginobili, .T. Parker, .F. Oberto",SAS,1,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,03-20-2008
"M. Finley, .B. Bowen, .T. Duncan, .M. Ginobili, .T. Parker",SAS,1,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-20-2008
"K. Thomas, .B. Bowen, .J. Vaughn, .I. Udoka, .F. Oberto",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-20-2008
"K. Thomas, .J. Vaughn, .M. Ginobili, .I. Udoka, .M. Bonner",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-20-2008
"M. Finley, .B. Bowen, .T. Duncan, .T. Parker, .F. Oberto",SAS,1,10.1,21.0,6.0,14.0,42.9,2.0,3.0,66.7,7.0,8.0,87.5,1.0,4.0,5.0,5.0,2.0,1.0,1.0,0.0,4.0,4.0,-1.0,03-20-2008
"K. Thomas, .D. Stoudamire, .J. Vaughn, .I. Udoka, .M. Bonner",SAS,1,4.0,4.0,2.0,7.0,28.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,-1.0,03-20-2008
"K. Thomas, .M. Finley, .M. Ginobili, .I. Udoka, .T. Parker",SAS,1,3.6,7.0,3.0,6.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,-1.0,03-20-2008
"K. Thomas, .B. Bowen, .J. Vaughn, .M. Ginobili, .I. Udoka",SAS,1,3.4,5.0,1.0,7.0,14.3,1.0,5.0,20.0,2.0,2.0,100,2.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,03-20-2008
"R. Horry, .K. Thomas, .J. Vaughn, .M. Ginobili, .I. Udoka",SAS,1,3.2,7.0,2.0,5.0,40.0,0.0,1.0,0.0,3.0,3.0,100,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,03-20-2008
"R. Horry, .M. Finley, .T. Duncan, .M. Ginobili, .T. Parker",SAS,1,2.7,12.0,4.0,4.0,100,1.0,1.0,100,3.0,3.0,100,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,8.0,03-20-2008
"M. Finley, .T. Duncan, .M. Ginobili, .T. Parker, .F. Oberto",SAS,1,2.6,6.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,03-20-2008
"K. Thomas, .D. Stoudamire, .J. Vaughn, .M. Bonner, .F. Oberto",SAS,1,2.4,5.0,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,03-20-2008
"R. Horry, .B. Bowen, .T. Duncan, .M. Ginobili, .T. Parker",SAS,1,2.4,6.0,3.0,7.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,03-20-2008
"R. Horry, .T. Duncan, .M. Ginobili, .I. Udoka, .T. Parker",SAS,1,2.3,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,03-20-2008
"D. Stoudamire, .J. Vaughn, .I. Udoka, .M. Bonner, .F. Oberto",SAS,1,2.2,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,-1.0,03-20-2008
"M. Finley, .T. Duncan, .M. Ginobili, .I. Udoka, .T. Parker",SAS,1,2.1,5.0,2.0,5.0,40.0,0.0,1.0,0.0,1.0,1.0,100,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,-4.0,03-20-2008
"R. Horry, .K. Thomas, .M. Ginobili, .I. Udoka, .T. Parker",SAS,1,1.8,7.0,2.0,4.0,50.0,0.0,0.0,0.0,3.0,3.0,100,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,03-20-2008
"B. Bowen, .T. Duncan, .J. Vaughn, .I. Udoka, .F. Oberto",SAS,1,1.6,6.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,03-20-2008
"K. Thomas, .J. Vaughn, .M. Ginobili, .I. Udoka, .F. Oberto",SAS,1,1.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,03-20-2008
"B. Bowen, .T. Duncan, .I. Udoka, .T. Parker, .F. Oberto",SAS,1,1.0,4.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,03-20-2008
"B. Bowen, .T. Duncan, .M. Ginobili, .T. Parker, .F. Oberto",SAS,1,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,03-20-2008
"M. Finley, .B. Bowen, .T. Duncan, .M. Ginobili, .T. Parker",SAS,1,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-20-2008
"K. Thomas, .B. Bowen, .J. Vaughn, .I. Udoka, .F. Oberto",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-20-2008
"K. Thomas, .J. Vaughn, .M. Ginobili, .I. Udoka, .M. Bonner",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-20-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler",WAS,1,21.6,52.0,21.0,36.0,58.3,2.0,7.0,28.6,8.0,10.0,80.0,5.0,8.0,13.0,12.0,4.0,3.0,0.0,0.0,2.0,10.0,4.0,03-23-2008
"A. Daniels, .B. Haywood, .C. Butler, .R. Mason Jr., .D. Songaila",WAS,1,5.7,9.0,4.0,5.0,80.0,1.0,1.0,100,0.0,2.0,0.0,0.0,7.0,7.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,03-23-2008
"A. Jamison, .D. Stevenson, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,3.8,8.0,3.0,4.0,75.0,0.0,1.0,0.0,2.0,2.0,100,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,03-23-2008
"A. Daniels, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,3.1,5.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,100,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,03-23-2008
"A. Daniels, .A. Jamison, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,2.9,4.0,1.0,4.0,25.0,0.0,1.0,0.0,2.0,2.0,100,1.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,03-23-2008
"A. Daniels, .A. Jamison, .B. Haywood, .C. Butler, .A. Blatche",WAS,1,2.6,5.0,2.0,5.0,40.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,03-23-2008
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,1.7,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,03-23-2008
"A. Daniels, .A. Jamison, .R. Mason Jr., .A. Blatche, .D. McGuire",WAS,1,1.5,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,03-23-2008
"D. Stevenson, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,1.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,03-23-2008
"A. Daniels, .A. Jamison, .C. Butler, .D. Songaila, .A. Blatche",WAS,1,1.1,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,03-23-2008
"A. Daniels, .R. Mason Jr., .A. Blatche, .O. Pecherov, .D. McGuire",WAS,1,1.1,3.0,1.0,3.0,33.3,1.0,1.0,100,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,03-23-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .R. Mason Jr., .A. Blatche",WAS,1,0.8,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,03-23-2008
"A. Daniels, .A. Jamison, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,03-23-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .A. Blatche",WAS,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,03-23-2008
"A. Daniels, .A. Jamison, .B. Haywood, .R. Mason Jr., .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-23-2008
"D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr., .D. Songaila",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03-23-2008
"A. Daniels, .A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler",WAS,1,21.6,52.0,21.0,36.0,58.3,2.0,7.0,28.6,8.0,10.0,80.0,5.0,8.0,13.0,12.0,4.0,3.0,0.0,0.0,2.0,10.0,4.0,03-23-2008
"A. Daniels, .B. Haywood, .C. Butler, .R. Mason Jr., .D. Songaila",WAS,1,5.7,9.0,4.0,5.0,80.0,1.0,1.0,100,0.0,2.0,0.0,0.0,7.0,7.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,03-23-2008
"A. Jamison, .D. Stevenson, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,3.8,8.0,3.0,4.0,75.0,0.0,1.0,0.0,2.0,2.0,100,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,03-23-2008
"A. Daniels, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,3.1,5.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,100,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,03-23-2008
"A. Daniels, .A. Jamison, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,2.9,4.0,1.0,4.0,25.0,0.0,1.0,0.0,2.0,2.0,100,1.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,03-23-2008
"A. Daniels, .A. Jamison, .B. Haywood, .C. Butler, .A. Blatche",WAS,1,2.6,5.0,2.0,5.0,40.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,03-23-2008
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,1.7,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,03-23-2008
"A. Daniels, .A. Jamison, .R. Mason Jr., .A. Blatche, .D. McGuire",WAS,1,1.5,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,03-23-2008
