0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"B. Barry, .M. Finley, .J. Vaughn, .T. Parker, .F. Oberto",SAS,1,1.2,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,12-02-2007
"B. Barry, .B. Bowen, .F. Elson, .M. Ginobili, .T. Parker",SAS,1,0.5,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,12-02-2007
"B. Bowen, .F. Elson, .M. Ginobili, .T. Parker, .M. Bonner",SAS,1,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12-02-2007
"B. Barry, .B. Bowen, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12-02-2007
"B. Barry, .J. Vaughn, .I. Udoka, .T. Parker, .F. Oberto",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-02-2007
"B. Barry, .M. Finley, .B. Bowen, .F. Elson, .T. Parker",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-02-2007
"B. Barry, .M. Finley, .B. Bowen, .J. Vaughn, .F. Elson",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-02-2007
"A. Daniels, .A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler",WAS,1,12.1,23.0,8.0,25.0,32.0,2.0,6.0,33.3,5.0,6.0,83.3,6.0,13.0,19.0,6.0,4.0,4.0,0.0,2.0,3.0,4.0,7.0,12-11-2007
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .A. Blatche",WAS,1,5.9,13.0,5.0,9.0,55.6,2.0,4.0,50.0,1.0,2.0,50.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,-4.0,12-11-2007
"D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche, .D. McGuire",WAS,1,5.2,12.0,4.0,10.0,40.0,1.0,3.0,33.3,3.0,3.0,100,2.0,4.0,6.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,12-11-2007
"A. Daniels, .A. Jamison, .B. Haywood, .C. Butler, .N. Young",WAS,1,4.3,8.0,3.0,9.0,33.3,0.0,1.0,0.0,2.0,3.0,66.7,3.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,12-11-2007
"A. Daniels, .A. Jamison, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,4.2,9.0,3.0,7.0,42.9,1.0,2.0,50.0,2.0,2.0,100,2.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,12-11-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,3.3,9.0,4.0,7.0,57.1,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,12-11-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,3.0,4.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,12-11-2007
"A. Daniels, .B. Haywood, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,2.9,9.0,4.0,4.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,12-11-2007
"A. Daniels, .A. Jamison, .R. Mason Jr., .A. Blatche, .D. McGuire",WAS,1,2.7,3.0,1.0,5.0,20.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,12-11-2007
"A. Daniels, .A. Jamison, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,1.4,6.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12-11-2007
"D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr., .D. McGuire",WAS,1,1.4,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,12-11-2007
"A. Daniels, .C. Butler, .R. Mason Jr., .A. Blatche, .D. McGuire",WAS,1,1.0,6.0,2.0,2.0,100,0.0,0.0,0.0,2.0,2.0,100,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,12-11-2007
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .D. McGuire",WAS,1,0.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12-11-2007
"A. Daniels, .A. Jamison, .B. Haywood, .R. Mason Jr., .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-11-2007
"A. Daniels, .A. Jamison, .C. Butler, .R. Mason Jr., .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-11-2007
"A. Daniels, .A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler",WAS,1,24.2,60.0,23.0,45.0,51.1,4.0,10.0,40.0,10.0,15.0,66.7,6.0,22.0,28.0,9.0,6.0,4.0,3.0,1.0,5.0,12.0,23.0,12-13-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,4.6,9.0,4.0,9.0,44.4,1.0,4.0,25.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,12-13-2007
"A. Daniels, .A. Jamison, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,4.3,10.0,4.0,10.0,40.0,1.0,1.0,100,1.0,1.0,100,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12-13-2007
"A. Daniels, .A. Jamison, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,3.6,8.0,4.0,7.0,57.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,12-13-2007
"D. Stevenson, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,2.6,7.0,3.0,6.0,50.0,1.0,1.0,100,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,12-13-2007
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .A. Blatche",WAS,1,2.3,3.0,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-6.0,12-13-2007
"A. Daniels, .A. Jamison, .R. Mason Jr., .A. Blatche, .D. McGuire",WAS,1,1.7,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-5.0,12-13-2007
"A. Daniels, .A. Jamison, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,1.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-5.0,12-13-2007
"A. Daniels, .A. Jamison, .C. Butler, .R. Mason Jr., .D. Songaila",WAS,1,1.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12-13-2007
"A. Daniels, .D. Stevenson, .C. Butler, .D. Songaila, .A. Blatche",WAS,1,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.0,12-13-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .D. Songaila",WAS,1,0.8,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12-13-2007
"A. Daniels, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12-13-2007
"A. Daniels, .A. Jamison, .C. Butler, .R. Mason Jr., .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-13-2007
"A. Daniels, .A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler",WAS,1,24.2,60.0,23.0,45.0,51.1,4.0,10.0,40.0,10.0,15.0,66.7,6.0,22.0,28.0,9.0,6.0,4.0,3.0,1.0,5.0,12.0,23.0,12-13-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,4.6,9.0,4.0,9.0,44.4,1.0,4.0,25.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,12-13-2007
"A. Daniels, .A. Jamison, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,4.3,10.0,4.0,10.0,40.0,1.0,1.0,100,1.0,1.0,100,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12-13-2007
"A. Daniels, .A. Jamison, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,3.6,8.0,4.0,7.0,57.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,12-13-2007
"D. Stevenson, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,2.6,7.0,3.0,6.0,50.0,1.0,1.0,100,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,12-13-2007
"A. Daniels, .A. Jamison, .D. Stevenson, .C. Butler, .A. Blatche",WAS,1,2.3,3.0,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-6.0,12-13-2007
"A. Daniels, .A. Jamison, .R. Mason Jr., .A. Blatche, .D. McGuire",WAS,1,1.7,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-5.0,12-13-2007
"A. Daniels, .A. Jamison, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,1.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-5.0,12-13-2007
"A. Daniels, .A. Jamison, .C. Butler, .R. Mason Jr., .D. Songaila",WAS,1,1.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12-13-2007
"A. Daniels, .D. Stevenson, .C. Butler, .D. Songaila, .A. Blatche",WAS,1,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.0,12-13-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .D. Songaila",WAS,1,0.8,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12-13-2007
"A. Daniels, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12-13-2007
"A. Daniels, .A. Jamison, .C. Butler, .R. Mason Jr., .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-13-2007
"B. Barry, .M. Finley, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,5.0,10.0,4.0,12.0,33.3,2.0,7.0,28.6,0.0,0.0,0.0,5.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,12-17-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .F. Oberto",SAS,1,4.9,12.0,6.0,11.0,54.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,12-17-2007
"M. Finley, .B. Bowen, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,4.4,9.0,3.0,6.0,50.0,1.0,2.0,50.0,2.0,2.0,100,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12-17-2007
"R. Horry, .M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn",SAS,1,4.3,6.0,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,12-17-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,4.1,11.0,4.0,5.0,80.0,1.0,1.0,100,2.0,2.0,100,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,12-17-2007
"R. Horry, .B. Bowen, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,4.1,6.0,3.0,8.0,37.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,-3.0,12-17-2007
"B. Barry, .M. Finley, .T. Duncan, .M. Ginobili, .F. Oberto",SAS,1,3.3,8.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100,1.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,-1.0,12-17-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Bonner",SAS,1,3.2,7.0,3.0,5.0,60.0,0.0,1.0,0.0,1.0,1.0,100,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,12-17-2007
"R. Horry, .B. Barry, .M. Finley, .T. Duncan, .M. Ginobili",SAS,1,3.0,2.0,1.0,7.0,14.3,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn",SAS,1,2.5,4.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .M. Ginobili, .F. Oberto",SAS,1,2.2,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,-2.0,12-17-2007
"B. Barry, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,1.6,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,12-17-2007
"R. Horry, .B. Barry, .B. Bowen, .T. Duncan, .M. Ginobili",SAS,1,1.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,12-17-2007
"B. Barry, .B. Bowen, .T. Duncan, .M. Ginobili, .M. Bonner",SAS,1,1.0,4.0,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12-17-2007
"B. Barry, .M. Finley, .T. Duncan, .M. Ginobili, .M. Bonner",SAS,1,1.0,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12-17-2007
"B. Barry, .M. Finley, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,0.9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .T. Duncan, .M. Bonner",SAS,1,0.8,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,12-17-2007
"R. Horry, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .M. Ginobili, .M. Bonner",SAS,1,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-2.0,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .T. Duncan, .M. Ginobili",SAS,1,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-17-2007
"R. Horry, .B. Barry, .B. Bowen, .M. Ginobili, .F. Oberto",SAS,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-17-2007
"B. Barry, .B. Bowen, .M. Ginobili, .M. Bonner, .F. Oberto",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-17-2007
"B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-17-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,17.6,26.0,11.0,24.0,45.8,3.0,7.0,42.9,1.0,3.0,33.3,0.0,10.0,10.0,5.0,6.0,2.0,1.0,1.0,9.0,6.0,-10.0,12-21-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .N. Young",WAS,1,8.5,19.0,4.0,12.0,33.3,1.0,4.0,25.0,10.0,10.0,100,3.0,4.0,7.0,1.0,2.0,2.0,0.0,1.0,5.0,5.0,1.0,12-21-2007
"A. Jamison, .D. Stevenson, .D. Songaila, .N. Young, .D. McGuire",WAS,1,4.3,13.0,6.0,7.0,85.7,0.0,1.0,0.0,1.0,1.0,100,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,12-21-2007
"A. Jamison, .D. Stevenson, .M. Wilks, .A. Blatche, .D. McGuire",WAS,1,3.8,7.0,2.0,5.0,40.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,12-21-2007
"M. Wilks, .C. Butler, .D. Songaila, .N. Young, .D. McGuire",WAS,1,3.1,2.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,-3.0,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .D. Songaila, .N. Young",WAS,1,2.4,7.0,2.0,4.0,50.0,1.0,1.0,100,2.0,2.0,100,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12-21-2007
"D. Stevenson, .C. Butler, .D. Songaila, .N. Young, .D. McGuire",WAS,1,2.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .D. Songaila, .A. Blatche",WAS,1,2.1,3.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-7.0,12-21-2007
"A. Jamison, .M. Wilks, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,2.0,5.0,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,12-21-2007
"A. Jamison, .D. Stevenson, .M. Wilks, .C. Butler, .A. Blatche",WAS,1,1.2,3.0,1.0,1.0,100,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,0.4,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .N. Young",WAS,1,0.4,4.0,2.0,5.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12-21-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .A. Blatche",WAS,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .A. Blatche, .N. Young",WAS,1,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-21-2007
"A. Jamison, .B. Haywood, .C. Butler, .N. Young, .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-21-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .D. Songaila",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-21-2007
"A. Jamison, .D. Stevenson, .M. Wilks, .D. Songaila, .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-21-2007
"B. Haywood, .M. Wilks, .C. Butler, .N. Young, .D. McGuire",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-21-2007
"D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche, .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-21-2007
"D. Stevenson, .M. Wilks, .C. Butler, .A. Blatche, .N. Young",WAS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,12-21-2007
"B. Barry, .M. Finley, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,5.0,10.0,4.0,12.0,33.3,2.0,7.0,28.6,0.0,0.0,0.0,5.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,12-17-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .F. Oberto",SAS,1,4.9,12.0,6.0,11.0,54.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,12-17-2007
"M. Finley, .B. Bowen, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,4.4,9.0,3.0,6.0,50.0,1.0,2.0,50.0,2.0,2.0,100,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12-17-2007
"R. Horry, .M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn",SAS,1,4.3,6.0,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,12-17-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,4.1,11.0,4.0,5.0,80.0,1.0,1.0,100,2.0,2.0,100,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,12-17-2007
"R. Horry, .B. Bowen, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,4.1,6.0,3.0,8.0,37.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,-3.0,12-17-2007
"B. Barry, .M. Finley, .T. Duncan, .M. Ginobili, .F. Oberto",SAS,1,3.3,8.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100,1.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,-1.0,12-17-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Bonner",SAS,1,3.2,7.0,3.0,5.0,60.0,0.0,1.0,0.0,1.0,1.0,100,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,12-17-2007
