,Visitor/Neutral,Home/Neutral,TEAM,GAMEDAY,SEASON,AWAYSCORE,HOMESCORE,GAMEDAY_FMT,AWAY,SEASON_FMT,TEAM_DECHANGED,AWAY_DECHANGED
10314,Philadelphia 76ers,Boston Celtics,BOS,2015-02-06,2014-15,96,107,2015-02-06,PHI,2014,BOS,PHI
9057,Brooklyn Nets,Washington Wizards,WAS,2015-02-07,2014-15,77,114,2015-02-07,BKN,2014,WAS,BKN
9154,Chicago Bulls,New Orleans Pelicans,NOP,2015-02-07,2014-15,107,72,2015-02-07,CHI,2014,NOP,CHI
9356,Sacramento Kings,Utah Jazz,UTA,2015-02-07,2014-15,90,102,2015-02-07,SAC,2014,UTA,SAC
9364,Golden State Warriors,New York Knicks,NYK,2015-02-07,2014-15,106,92,2015-02-07,GSW,2014,NYK,GSW
9500,Charlotte Hornets,Philadelphia 76ers,PHI,2015-02-07,2014-15,81,89,2015-02-07,CHA,2014,PHI,CHA
10190,Boston Celtics,Milwaukee Bucks,MIL,2015-02-07,2014-15,93,96,2015-02-07,BOS,2014,MIL,BOS
10224,Portland Trail Blazers,Dallas Mavericks,DAL,2015-02-07,2014-15,101,111,2015-02-07,POR,2014,DAL,POR
9079,Portland Trail Blazers,Houston Rockets,HOU,2015-02-08,2014-15,109,98,2015-02-08,POR,2014,HOU,POR
9119,San Antonio Spurs,Toronto Raptors,TOR,2015-02-08,2014-15,82,87,2015-02-08,SAS,2014,TOR,SAS
9175,Los Angeles Lakers,Cleveland Cavaliers,CLE,2015-02-08,2014-15,105,120,2015-02-08,LAL,2014,CLE,LAL
9256,Minnesota Timberwolves,Detroit Pistons,DET,2015-02-08,2014-15,112,101,2015-02-08,MIN,2014,DET,MIN
9330,Chicago Bulls,Orlando Magic,ORL,2015-02-08,2014-15,98,97,2015-02-08,CHI,2014,ORL,CHI
9529,Indiana Pacers,Charlotte Hornets,CHA,2015-02-08,2014-15,103,102,2015-02-08,IND,2014,CHA,IND
9629,Los Angeles Clippers,Oklahoma City Thunder,OKC,2015-02-08,2014-15,108,131,2015-02-08,LAC,2014,OKC,LAC
9776,Atlanta Hawks,Memphis Grizzlies,MEM,2015-02-08,2014-15,88,94,2015-02-08,ATL,2014,MEM,ATL
10248,Phoenix Suns,Sacramento Kings,SAC,2015-02-08,2014-15,83,85,2015-02-08,PHX,2014,SAC,PHX
9063,Orlando Magic,Washington Wizards,WAS,2015-02-09,2014-15,80,96,2015-02-09,ORL,2014,WAS,ORL
9170,Utah Jazz,New Orleans Pelicans,NOP,2015-02-09,2014-15,100,96,2015-02-09,UTA,2014,NOP,UTA
9447,San Antonio Spurs,Indiana Pacers,IND,2015-02-09,2014-15,95,93,2015-02-09,SAS,2014,IND,SAS
9544,Golden State Warriors,Philadelphia 76ers,PHI,2015-02-09,2014-15,89,84,2015-02-09,GSW,2014,PHI,GSW
9771,Atlanta Hawks,Minnesota Timberwolves,MIN,2015-02-09,2014-15,117,105,2015-02-09,ATL,2014,MIN,ATL
9794,Oklahoma City Thunder,Denver Nuggets,DEN,2015-02-09,2014-15,124,114,2015-02-09,OKC,2014,DEN,OKC
9974,New York Knicks,Miami Heat,MIA,2015-02-09,2014-15,95,109,2015-02-09,NYK,2014,MIA,NYK
10244,Brooklyn Nets,Milwaukee Bucks,MIL,2015-02-09,2014-15,97,103,2015-02-09,BKN,2014,MIL,BKN
10338,Los Angeles Clippers,Dallas Mavericks,DAL,2015-02-09,2014-15,115,98,2015-02-09,LAC,2014,DAL,LAC
9598,Sacramento Kings,Chicago Bulls,CHI,2015-02-10,2014-15,86,104,2015-02-10,SAC,2014,CHI,SAC
9659,Detroit Pistons,Charlotte Hornets,CHA,2015-02-10,2014-15,106,78,2015-02-10,DET,2014,CHA,DET
9711,Brooklyn Nets,Memphis Grizzlies,MEM,2015-02-10,2014-15,86,95,2015-02-10,BKN,2014,MEM,BKN
9752,Houston Rockets,Phoenix Suns,PHX,2015-02-10,2014-15,127,118,2015-02-10,HOU,2014,PHX,HOU
10144,Denver Nuggets,Los Angeles Lakers,LAL,2015-02-10,2014-15,106,96,2015-02-10,DEN,2014,LAL,DEN
9203,Indiana Pacers,New Orleans Pelicans,NOP,2015-02-11,2014-15,106,93,2015-02-11,IND,2014,NOP,IND
9215,San Antonio Spurs,Detroit Pistons,DET,2015-02-11,2014-15,104,87,2015-02-11,SAS,2014,DET,SAS
9280,Washington Wizards,Toronto Raptors,TOR,2015-02-11,2014-15,93,95,2015-02-11,WAS,2014,TOR,WAS
9339,New York Knicks,Orlando Magic,ORL,2015-02-11,2014-15,83,89,2015-02-11,NYK,2014,ORL,NYK
9593,Memphis Grizzlies,Oklahoma City Thunder,OKC,2015-02-11,2014-15,89,105,2015-02-11,MEM,2014,OKC,MEM
9705,Golden State Warriors,Minnesota Timberwolves,MIN,2015-02-11,2014-15,94,91,2015-02-11,GSW,2014,MIN,GSW
9881,Miami Heat,Cleveland Cavaliers,CLE,2015-02-11,2014-15,93,113,2015-02-11,MIA,2014,CLE,MIA
10102,Houston Rockets,Los Angeles Clippers,LAC,2015-02-11,2014-15,95,110,2015-02-11,HOU,2014,LAC,HOU
10105,Utah Jazz,Dallas Mavericks,DAL,2015-02-11,2014-15,82,87,2015-02-11,UTA,2014,DAL,UTA
10183,Sacramento Kings,Milwaukee Bucks,MIL,2015-02-11,2014-15,103,111,2015-02-11,SAC,2014,MIL,SAC
10322,Atlanta Hawks,Boston Celtics,BOS,2015-02-11,2014-15,88,89,2015-02-11,ATL,2014,BOS,ATL
10368,Los Angeles Lakers,Portland Trail Blazers,POR,2015-02-11,2014-15,86,102,2015-02-11,LAL,2014,POR,LAL
9599,Cleveland Cavaliers,Chicago Bulls,CHI,2015-02-12,2014-15,98,113,2015-02-12,CLE,2014,CHI,CLE
9612,Dallas Mavericks,Oklahoma City Thunder,OKC,2015-02-19,2014-15,89,104,2015-02-19,DAL,2014,OKC,DAL
10100,San Antonio Spurs,Los Angeles Clippers,LAC,2015-02-19,2014-15,115,119,2015-02-19,SAS,2014,LAC,SAS
9066,Cleveland Cavaliers,Washington Wizards,WAS,2015-02-20,2014-15,127,89,2015-02-20,CLE,2014,WAS,CLE
9089,Toronto Raptors,Atlanta Hawks,ATL,2015-02-20,2014-15,105,80,2015-02-20,TOR,2014,ATL,TOR
9249,Chicago Bulls,Detroit Pistons,DET,2015-02-20,2014-15,91,100,2015-02-20,CHI,2014,DET,CHI
9283,San Antonio Spurs,Golden State Warriors,GSW,2015-02-20,2014-15,99,110,2015-02-20,SAS,2014,GSW,SAS
9332,New Orleans Pelicans,Orlando Magic,ORL,2015-02-20,2014-15,84,95,2015-02-20,NOP,2014,ORL,NOP
9410,Miami Heat,New York Knicks,NYK,2015-02-20,2014-15,111,87,2015-02-20,MIA,2014,NYK,MIA
9555,Indiana Pacers,Philadelphia 76ers,PHI,2015-02-20,2014-15,106,95,2015-02-20,IND,2014,PHI,IND
9666,Portland Trail Blazers,Utah Jazz,UTA,2015-02-20,2014-15,76,92,2015-02-20,POR,2014,UTA,POR
9736,Phoenix Suns,Minnesota Timberwolves,MIN,2015-02-20,2014-15,109,111,2015-02-20,PHX,2014,MIN,PHX
9763,Houston Rockets,Dallas Mavericks,DAL,2015-02-20,2014-15,100,111,2015-02-20,HOU,2014,DAL,HOU
10118,Boston Celtics,Sacramento Kings,SAC,2015-02-20,2014-15,101,109,2015-02-20,BOS,2014,SAC,BOS
10205,Denver Nuggets,Milwaukee Bucks,MIL,2015-02-20,2014-15,81,89,2015-02-20,DEN,2014,MIL,DEN
10366,Brooklyn Nets,Los Angeles Lakers,LAL,2015-02-20,2014-15,114,105,2015-02-20,BKN,2014,LAL,BKN
9080,Toronto Raptors,Houston Rockets,HOU,2015-02-21,2014-15,76,98,2015-02-21,TOR,2014,HOU,TOR
9094,Oklahoma City Thunder,Charlotte Hornets,CHA,2015-02-21,2014-15,110,103,2015-02-21,OKC,2014,CHA,OKC
9385,Phoenix Suns,Chicago Bulls,CHI,2015-02-21,2014-15,107,112,2015-02-21,PHX,2014,CHI,PHX
9957,New Orleans Pelicans,Miami Heat,MIA,2015-02-21,2014-15,105,91,2015-02-21,NOP,2014,MIA,NOP
10115,Sacramento Kings,Los Angeles Clippers,LAC,2015-02-21,2014-15,99,126,2015-02-21,SAC,2014,LAC,SAC
9231,Washington Wizards,Detroit Pistons,DET,2015-02-22,2014-15,89,106,2015-02-22,WAS,2014,DET,WAS
9337,Philadelphia 76ers,Orlando Magic,ORL,2015-02-22,2014-15,98,103,2015-02-22,PHI,2014,ORL,PHI
9380,Golden State Warriors,Indiana Pacers,IND,2015-02-22,2014-15,98,104,2015-02-22,GSW,2014,IND,GSW
9388,Denver Nuggets,Oklahoma City Thunder,OKC,2015-02-22,2014-15,94,119,2015-02-22,DEN,2014,OKC,DEN
9394,Cleveland Cavaliers,New York Knicks,NYK,2015-02-22,2014-15,101,83,2015-02-22,CLE,2014,NYK,CLE
9757,Charlotte Hornets,Dallas Mavericks,DAL,2015-02-22,2014-15,81,92,2015-02-22,CHA,2014,DAL,CHA
10126,Boston Celtics,Los Angeles Lakers,LAL,2015-02-22,2014-15,111,118,2015-02-22,BOS,2014,LAL,BOS
10143,Memphis Grizzlies,Portland Trail Blazers,POR,2015-02-22,2014-15,98,92,2015-02-22,MEM,2014,POR,MEM
10238,Atlanta Hawks,Milwaukee Bucks,MIL,2015-02-22,2014-15,97,86,2015-02-22,ATL,2014,MIL,ATL
9091,Minnesota Timberwolves,Houston Rockets,HOU,2015-02-23,2014-15,102,113,2015-02-23,MIN,2014,HOU,MIN
9158,Toronto Raptors,New Orleans Pelicans,NOP,2015-02-23,2014-15,97,100,2015-02-23,TOR,2014,NOP,TOR
9372,San Antonio Spurs,Utah Jazz,UTA,2015-02-23,2014-15,81,90,2015-02-23,SAS,2014,UTA,SAS
9427,Milwaukee Bucks,Chicago Bulls,CHI,2015-02-23,2014-15,71,87,2015-02-23,MIL,2014,CHI,MIL
9873,Brooklyn Nets,Denver Nuggets,DEN,2015-02-23,2014-15,110,82,2015-02-23,BKN,2014,DEN,BKN
9960,Philadelphia 76ers,Miami Heat,MIA,2015-02-23,2014-15,108,119,2015-02-23,PHI,2014,MIA,PHI
10207,Boston Celtics,Phoenix Suns,PHX,2015-02-23,2014-15,115,110,2015-02-23,BOS,2014,PHX,BOS
10242,Memphis Grizzlies,Los Angeles Clippers,LAC,2015-02-23,2014-15,90,87,2015-02-23,MEM,2014,LAC,MEM
9062,Cleveland Cavaliers,Detroit Pistons,DET,2015-02-24,2014-15,102,93,2015-02-24,CLE,2014,DET,CLE
9156,Golden State Warriors,Washington Wizards,WAS,2015-02-24,2014-15,114,107,2015-02-24,GSW,2014,WAS,GSW
9349,Indiana Pacers,Oklahoma City Thunder,OKC,2015-02-24,2014-15,92,105,2015-02-24,IND,2014,OKC,IND
9853,Toronto Raptors,Dallas Mavericks,DAL,2015-02-24,2014-15,92,99,2015-02-24,TOR,2014,DAL,TOR
9184,Brooklyn Nets,New Orleans Pelicans,NOP,2015-02-25,2014-15,96,102,2015-02-25,BKN,2014,NOP,BKN
9276,Dallas Mavericks,Atlanta Hawks,ATL,2015-02-25,2014-15,87,104,2015-02-25,DAL,2014,ATL,DAL
9327,Charlotte Hornets,Chicago Bulls,CHI,2015-02-25,2014-15,98,86,2015-02-25,CHA,2014,CHI,CHA
9336,Miami Heat,Orlando Magic,ORL,2015-02-25,2014-15,93,90,2015-02-25,MIA,2014,ORL,MIA
9421,Los Angeles Lakers,Utah Jazz,UTA,2015-02-25,2014-15,100,97,2015-02-25,LAL,2014,UTA,LAL
9647,Los Angeles Clippers,Houston Rockets,HOU,2015-02-25,2014-15,105,110,2015-02-25,LAC,2014,HOU,LAC
9748,San Antonio Spurs,Portland Trail Blazers,POR,2015-02-25,2014-15,95,111,2015-02-25,SAS,2014,POR,SAS
9777,Phoenix Suns,Denver Nuggets,DEN,2015-02-25,2014-15,110,96,2015-02-25,PHX,2014,DEN,PHX
9879,Washington Wizards,Minnesota Timberwolves,MIN,2015-02-25,2014-15,77,97,2015-02-25,WAS,2014,MIN,WAS
10125,Memphis Grizzlies,Sacramento Kings,SAC,2015-02-25,2014-15,90,102,2015-02-25,MEM,2014,SAC,MEM
10182,Philadelphia 76ers,Milwaukee Bucks,MIL,2015-02-25,2014-15,88,104,2015-02-25,PHI,2014,MIL,PHI
10264,New York Knicks,Boston Celtics,BOS,2015-02-25,2014-15,94,115,2015-02-25,NYK,2014,BOS,NYK
9162,Oklahoma City Thunder,Phoenix Suns,PHX,2015-02-26,2014-15,113,117,2015-02-26,OKC,2014,PHX,OKC
9502,Golden State Warriors,Cleveland Cavaliers,CLE,2015-02-26,2014-15,99,110,2015-02-26,GSW,2014,CLE,GSW
9159,Golden State Warriors,Toronto Raptors,TOR,2015-02-27,2014-15,113,89,2015-02-27,GSW,2014,TOR,GSW
9189,Miami Heat,New Orleans Pelicans,NOP,2015-02-27,2014-15,102,104,2015-02-27,MIA,2014,NOP,MIA
9224,Orlando Magic,Atlanta Hawks,ATL,2015-02-27,2014-15,88,95,2015-02-27,ORL,2014,ATL,ORL
9371,Brooklyn Nets,Houston Rockets,HOU,2015-02-27,2014-15,98,102,2015-02-27,BKN,2014,HOU,BKN
9424,Minnesota Timberwolves,Chicago Bulls,CHI,2015-02-27,2014-15,89,96,2015-02-27,MIN,2014,CHI,MIN
9574,Washington Wizards,Philadelphia 76ers,PHI,2015-02-27,2014-15,81,89,2015-02-27,WAS,2014,PHI,WAS
9641,Cleveland Cavaliers,Indiana Pacers,IND,2015-02-27,2014-15,86,93,2015-02-27,CLE,2014,IND,CLE
9764,Los Angeles Clippers,Memphis Grizzlies,MEM,2015-02-27,2014-15,97,79,2015-02-27,LAC,2014,MEM,LAC
10003,Utah Jazz,Denver Nuggets,DEN,2015-02-27,2014-15,104,82,2015-02-27,UTA,2014,DEN,UTA
10149,San Antonio Spurs,Sacramento Kings,SAC,2015-02-27,2014-15,107,96,2015-02-27,SAS,2014,SAC,SAS
10195,New York Knicks,Detroit Pistons,DET,2015-02-27,2014-15,121,115,2015-02-27,NYK,2014,DET,NYK
10271,Oklahoma City Thunder,Portland Trail Blazers,POR,2015-02-27,2014-15,112,115,2015-02-27,OKC,2014,POR,OKC
10323,Charlotte Hornets,Boston Celtics,BOS,2015-02-27,2014-15,98,106,2015-02-27,CHA,2014,BOS,CHA
10343,Milwaukee Bucks,Los Angeles Lakers,LAL,2015-02-27,2014-15,93,101,2015-02-27,MIL,2014,LAL,MIL
9118,Detroit Pistons,Washington Wizards,WAS,2015-02-28,2014-15,95,99,2015-02-28,DET,2014,WAS,DET
9151,San Antonio Spurs,Phoenix Suns,PHX,2015-02-28,2014-15,101,74,2015-02-28,SAS,2014,PHX,SAS
9411,Milwaukee Bucks,Utah Jazz,UTA,2015-02-28,2014-15,75,82,2015-02-28,MIL,2014,UTA,MIL
9455,Toronto Raptors,New York Knicks,NYK,2015-02-28,2014-15,98,103,2015-02-28,TOR,2014,NYK,TOR
9991,Atlanta Hawks,Miami Heat,MIA,2015-02-28,2014-15,93,91,2015-02-28,ATL,2014,MIA,ATL
10004,Memphis Grizzlies,Minnesota Timberwolves,MIN,2015-02-28,2014-15,101,97,2015-02-28,MEM,2014,MIN,MEM
10009,Brooklyn Nets,Dallas Mavericks,DAL,2015-02-28,2014-15,104,94,2015-02-28,BKN,2014,DAL,BKN
9120,Charlotte Hornets,Orlando Magic,ORL,2015-03-01,2014-15,98,83,2015-03-01,CHA,2014,ORL,CHA
9456,Philadelphia 76ers,Indiana Pacers,IND,2015-03-01,2014-15,74,94,2015-03-01,PHI,2014,IND,PHI
9472,Los Angeles Clippers,Chicago Bulls,CHI,2015-03-01,2014-15,96,86,2015-03-01,LAC,2014,CHI,LAC
9571,Cleveland Cavaliers,Houston Rockets,HOU,2015-03-01,2014-15,103,105,2015-03-01,CLE,2014,HOU,CLE
9792,Oklahoma City Thunder,Los Angeles Lakers,LAL,2015-03-01,2014-15,108,101,2015-03-01,OKC,2014,LAL,OKC
9915,Golden State Warriors,Boston Celtics,BOS,2015-03-01,2014-15,106,101,2015-03-01,GSW,2014,BOS,GSW
9940,Portland Trail Blazers,Sacramento Kings,SAC,2015-03-01,2014-15,110,99,2015-03-01,POR,2014,SAC,POR
10309,New Orleans Pelicans,Denver Nuggets,DEN,2015-03-01,2014-15,99,92,2015-03-01,NOP,2014,DEN,NOP
9111,Toronto Raptors,Philadelphia 76ers,PHI,2015-03-02,2014-15,114,103,2015-03-02,TOR,2014,PHI,TOR
9745,Golden State Warriors,Brooklyn Nets,BKN,2015-03-02,2014-15,108,110,2015-03-02,GSW,2014,BKN,GSW
9809,Phoenix Suns,Miami Heat,MIA,2015-03-02,2014-15,98,115,2015-03-02,PHX,2014,MIA,PHX
10060,Los Angeles Clippers,Minnesota Timberwolves,MIN,2015-03-02,2014-15,110,105,2015-03-02,LAC,2014,MIN,LAC
10136,New Orleans Pelicans,Dallas Mavericks,DAL,2015-03-02,2014-15,93,102,2015-03-02,NOP,2014,DAL,NOP
9387,Washington Wizards,Chicago Bulls,CHI,2015-03-03,2014-15,92,97,2015-03-03,WAS,2014,CHI,WAS
9445,Houston Rockets,Atlanta Hawks,ATL,2015-03-03,2014-15,96,104,2015-03-03,HOU,2014,ATL,HOU
9581,Sacramento Kings,New York Knicks,NYK,2015-03-03,2014-15,124,86,2015-03-03,SAC,2014,NYK,SAC
9628,Los Angeles Lakers,Charlotte Hornets,CHA,2015-03-03,2014-15,103,104,2015-03-03,LAL,2014,CHA,LAL
9784,Milwaukee Bucks,Denver Nuggets,DEN,2015-03-03,2014-15,95,106,2015-03-03,MIL,2014,DEN,MIL
9923,Utah Jazz,Memphis Grizzlies,MEM,2015-03-03,2014-15,93,82,2015-03-03,UTA,2014,MEM,UTA
10090,Boston Celtics,Cleveland Cavaliers,CLE,2015-03-03,2014-15,79,110,2015-03-03,BOS,2014,CLE,BOS
9048,Detroit Pistons,New Orleans Pelicans,NOP,2015-03-04,2014-15,85,88,2015-03-04,DET,2014,NOP,DET
9140,Philadelphia 76ers,Oklahoma City Thunder,OKC,2015-03-04,2014-15,118,123,2015-03-04,PHI,2014,OKC,PHI
9177,Phoenix Suns,Orlando Magic,ORL,2015-03-04,2014-15,105,100,2015-03-04,PHX,2014,ORL,PHX
9264,Portland Trail Blazers,Los Angeles Clippers,LAC,2015-03-04,2014-15,98,93,2015-03-04,POR,2014,LAC,POR
9331,Milwaukee Bucks,Golden State Warriors,GSW,2015-03-04,2014-15,93,102,2015-03-04,MIL,2014,GSW,MIL
9342,Memphis Grizzlies,Houston Rockets,HOU,2015-03-04,2014-15,102,100,2015-03-04,MEM,2014,HOU,MEM
9639,New York Knicks,Indiana Pacers,IND,2015-03-04,2014-15,82,105,2015-03-04,NYK,2014,IND,NYK
9725,Los Angeles Lakers,Miami Heat,MIA,2015-03-04,2014-15,94,100,2015-03-04,LAL,2014,MIA,LAL
9760,Charlotte Hornets,Brooklyn Nets,BKN,2015-03-04,2014-15,115,91,2015-03-04,CHA,2014,BKN,CHA
9767,Sacramento Kings,San Antonio Spurs,SAS,2015-03-04,2014-15,85,112,2015-03-04,SAC,2014,SAS,SAC
10052,Denver Nuggets,Minnesota Timberwolves,MIN,2015-03-04,2014-15,100,85,2015-03-04,DEN,2014,MIN,DEN
10053,Utah Jazz,Boston Celtics,BOS,2015-03-04,2014-15,84,85,2015-03-04,UTA,2014,BOS,UTA
10142,Cleveland Cavaliers,Toronto Raptors,TOR,2015-03-04,2014-15,120,112,2015-03-04,CLE,2014,TOR,CLE
9320,Oklahoma City Thunder,Chicago Bulls,CHI,2015-03-05,2014-15,105,108,2015-03-05,OKC,2014,CHI,OKC
9934,Dallas Mavericks,Portland Trail Blazers,POR,2015-03-05,2014-15,75,94,2015-03-05,DAL,2014,POR,DAL
9161,Sacramento Kings,Orlando Magic,ORL,2015-03-06,2014-15,114,119,2015-03-06,SAC,2014,ORL,SAC
9244,Boston Celtics,New Orleans Pelicans,NOP,2015-03-06,2014-15,104,98,2015-03-06,BOS,2014,NOP,BOS
9310,Detroit Pistons,Houston Rockets,HOU,2015-03-06,2014-15,93,103,2015-03-06,DET,2014,HOU,DET
9370,Cleveland Cavaliers,Atlanta Hawks,ATL,2015-03-06,2014-15,97,106,2015-03-06,CLE,2014,ATL,CLE
9404,Dallas Mavericks,Golden State Warriors,GSW,2015-03-06,2014-15,89,104,2015-03-06,DAL,2014,GSW,DAL
9520,Utah Jazz,Philadelphia 76ers,PHI,2015-03-06,2014-15,89,83,2015-03-06,UTA,2014,PHI,UTA
9653,Miami Heat,Washington Wizards,WAS,2015-03-06,2014-15,97,99,2015-03-06,MIA,2014,WAS,MIA
9670,Chicago Bulls,Indiana Pacers,IND,2015-03-06,2014-15,84,98,2015-03-06,CHI,2014,IND,CHI
9686,Toronto Raptors,Charlotte Hornets,CHA,2015-03-06,2014-15,94,103,2015-03-06,TOR,2014,CHA,TOR
9737,Phoenix Suns,Brooklyn Nets,BKN,2015-03-06,2014-15,108,100,2015-03-06,PHX,2014,BKN,PHX
9775,Denver Nuggets,San Antonio Spurs,SAS,2015-03-06,2014-15,111,120,2015-03-06,DEN,2014,SAS,DEN
9955,Los Angeles Lakers,Memphis Grizzlies,MEM,2015-03-06,2014-15,90,97,2015-03-06,LAL,2014,MEM,LAL
9243,Memphis Grizzlies,New Orleans Pelicans,NOP,2015-03-07,2014-15,89,95,2015-03-07,MEM,2014,NOP,MEM
9294,Atlanta Hawks,Philadelphia 76ers,PHI,2015-03-07,2014-15,84,92,2015-03-07,ATL,2014,PHI,ATL
9525,Indiana Pacers,New York Knicks,NYK,2015-03-07,2014-15,92,86,2015-03-07,IND,2014,NYK,IND
9732,Sacramento Kings,Miami Heat,MIA,2015-03-07,2014-15,109,114,2015-03-07,SAC,2014,MIA,SAC
9905,Washington Wizards,Milwaukee Bucks,MIL,2015-03-07,2014-15,85,91,2015-03-07,WAS,2014,MIL,WAS
9959,Portland Trail Blazers,Minnesota Timberwolves,MIN,2015-03-07,2014-15,113,121,2015-03-07,POR,2014,MIN,POR
9975,Houston Rockets,Denver Nuggets,DEN,2015-03-07,2014-15,114,100,2015-03-07,HOU,2014,DEN,HOU
10081,Phoenix Suns,Cleveland Cavaliers,CLE,2015-03-07,2014-15,79,89,2015-03-07,PHX,2014,CLE,PHX
9271,Boston Celtics,Orlando Magic,ORL,2015-03-08,2014-15,98,103,2015-03-08,BOS,2014,ORL,BOS
9295,Toronto Raptors,Oklahoma City Thunder,OKC,2015-03-08,2014-15,104,108,2015-03-08,TOR,2014,OKC,TOR
9479,Los Angeles Clippers,Golden State Warriors,GSW,2015-03-08,2014-15,98,106,2015-03-08,LAC,2014,GSW,LAC
9702,Chicago Bulls,San Antonio Spurs,SAS,2015-03-08,2014-15,105,116,2015-03-08,CHI,2014,SAS,CHI
9709,Utah Jazz,Brooklyn Nets,BKN,2015-03-08,2014-15,95,88,2015-03-08,UTA,2014,BKN,UTA
9804,Dallas Mavericks,Los Angeles Lakers,LAL,2015-03-08,2014-15,100,93,2015-03-08,DAL,2014,LAL,DAL
10299,Charlotte Hornets,Detroit Pistons,DET,2015-03-08,2014-15,108,101,2015-03-08,CHA,2014,DET,CHA
9049,Sacramento Kings,Atlanta Hawks,ATL,2015-03-09,2014-15,105,130,2015-03-09,SAC,2014,ATL,SAC
9199,Minnesota Timberwolves,Los Angeles Clippers,LAC,2015-03-09,2014-15,76,89,2015-03-09,MIN,2014,LAC,MIN
9451,Washington Wizards,Charlotte Hornets,CHA,2015-03-09,2014-15,95,69,2015-03-09,WAS,2014,CHA,WAS
9481,Memphis Grizzlies,Chicago Bulls,CHI,2015-03-09,2014-15,101,91,2015-03-09,MEM,2014,CHI,MEM
9698,Boston Celtics,Miami Heat,MIA,2015-03-09,2014-15,100,90,2015-03-09,BOS,2014,MIA,BOS
9762,Golden State Warriors,Phoenix Suns,PHX,2015-03-09,2014-15,98,80,2015-03-09,GSW,2014,PHX,GSW
9906,New Orleans Pelicans,Milwaukee Bucks,MIL,2015-03-09,2014-15,114,103,2015-03-09,NOP,2014,MIL,NOP
9965,New York Knicks,Denver Nuggets,DEN,2015-03-09,2014-15,78,106,2015-03-09,NYK,2014,DEN,NYK
9104,New York Knicks,Utah Jazz,UTA,2015-03-10,2014-15,82,87,2015-03-10,NYK,2014,UTA,NYK
9368,Orlando Magic,Indiana Pacers,IND,2015-03-10,2014-15,86,118,2015-03-10,ORL,2014,IND,ORL
9708,New Orleans Pelicans,Brooklyn Nets,BKN,2015-03-10,2014-15,111,91,2015-03-10,NOP,2014,BKN,NOP
9723,Toronto Raptors,San Antonio Spurs,SAS,2015-03-10,2014-15,107,117,2015-03-10,TOR,2014,SAS,TOR
9814,Detroit Pistons,Los Angeles Lakers,LAL,2015-03-10,2014-15,85,93,2015-03-10,DET,2014,LAL,DET
10145,Cleveland Cavaliers,Dallas Mavericks,DAL,2015-03-10,2014-15,127,94,2015-03-10,CLE,2014,DAL,CLE
9169,Los Angeles Clippers,Oklahoma City Thunder,OKC,2015-03-11,2014-15,120,108,2015-03-11,LAC,2014,OKC,LAC
9207,Chicago Bulls,Philadelphia 76ers,PHI,2015-03-11,2014-15,104,95,2015-03-11,CHI,2014,PHI,CHI
9304,Sacramento Kings,Charlotte Hornets,CHA,2015-03-11,2014-15,113,106,2015-03-11,SAC,2014,CHA,SAC
9430,Detroit Pistons,Golden State Warriors,GSW,2015-03-11,2014-15,98,105,2015-03-11,DET,2014,GSW,DET
9851,Brooklyn Nets,Miami Heat,MIA,2015-03-11,2014-15,98,104,2015-03-11,BKN,2014,MIA,BKN
9882,Minnesota Timberwolves,Phoenix Suns,PHX,2015-03-11,2014-15,97,106,2015-03-11,MIN,2014,PHX,MIN
9913,Houston Rockets,Portland Trail Blazers,POR,2015-03-11,2014-15,100,105,2015-03-11,HOU,2014,POR,HOU
9980,Memphis Grizzlies,Boston Celtics,BOS,2015-03-11,2014-15,92,95,2015-03-11,MEM,2014,BOS,MEM
10029,Atlanta Hawks,Denver Nuggets,DEN,2015-03-11,2014-15,102,115,2015-03-11,ATL,2014,DEN,ATL
10246,Orlando Magic,Milwaukee Bucks,MIL,2015-03-11,2014-15,91,97,2015-03-11,ORL,2014,MIL,ORL
9298,Houston Rockets,Utah Jazz,UTA,2015-03-12,2014-15,91,109,2015-03-12,HOU,2014,UTA,HOU
9625,Milwaukee Bucks,Indiana Pacers,IND,2015-03-12,2014-15,103,109,2015-03-12,MIL,2014,IND,MIL
9655,Memphis Grizzlies,Washington Wizards,WAS,2015-03-12,2014-15,87,107,2015-03-12,MEM,2014,WAS,MEM
9692,Cleveland Cavaliers,San Antonio Spurs,SAS,2015-03-12,2014-15,128,125,2015-03-12,CLE,2014,SAS,CLE
9807,New York Knicks,Los Angeles Lakers,LAL,2015-03-12,2014-15,101,94,2015-03-12,NYK,2014,LAL,NYK
9150,Minnesota Timberwolves,Oklahoma City Thunder,OKC,2015-03-13,2014-15,99,113,2015-03-13,MIN,2014,OKC,MIN
9290,Sacramento Kings,Philadelphia 76ers,PHI,2015-03-13,2014-15,107,114,2015-03-13,SAC,2014,PHI,SAC
9381,Chicago Bulls,Charlotte Hornets,CHA,2015-03-13,2014-15,91,101,2015-03-13,CHI,2014,CHA,CHI
9774,Atlanta Hawks,Phoenix Suns,PHX,2015-03-13,2014-15,96,87,2015-03-13,ATL,2014,PHX,ATL
9911,Detroit Pistons,Portland Trail Blazers,POR,2015-03-13,2014-15,99,118,2015-03-13,DET,2014,POR,DET
9981,Orlando Magic,Boston Celtics,BOS,2015-03-13,2014-15,88,95,2015-03-13,ORL,2014,BOS,ORL
