,weighted_DRPM_h,DRPM_adv_h,weighted_ORPM_a,weighted_ORPM_h,ORPM_adv_h,Net_ORPM_adv_h,weighted_DRPM_a,Winpercent_a,Net_ORPM_adv_a,DRtg_a
0,0.7496384929082869,0.4502047230846745,0.5633141026593645,1.0,0.7355544685113695,0.5877927805888087,0.8492290467389377,0.5,0.4008874530547789,0.4666302646900519
1,0.7035205561022259,0.7811835906465765,0.3662887459984497,0.5758061673689231,0.61301662163891,0.716200630134675,0.14115337480907286,0.5,0.3206819363763593,0.5690468140426327
2,0.8625246031768652,0.7800997355056194,0.07306811010558706,0.8422182716541164,0.9148903333319038,0.7742829931135111,0.3023251321656263,0.5,0.0878206512717864,0.7003932436527494
3,0.7066064579955659,0.6417070251928472,0.43824003361527497,0.8111560587743039,0.7011561093240128,0.6991774081599509,0.4231924076098717,0.5,0.35683042098213463,0.14729342558698333
4,0.5209852083712596,0.6199405773094435,0.5019071506968406,0.5273311259368763,0.5137140471253674,0.6228071808106348,0.2811040537523727,0.5,0.4827256940147757,0.3481864588873812
5,0.8492290467389377,0.588969619688484,0.25658628061808464,0.5633141026593645,0.665453268673397,0.4503900099770466,0.6712898073619696,0.5,0.1905737726201493,0.6910699194579003
6,0.6325257487565376,0.5685646933335661,0.8174451532994254,0.6220665371545818,0.39461004725649296,0.5666526350248668,0.4953963620894053,0.5,0.5923879367152788,0.5684430276938511
7,0.0930220974786326,0.3349148449343805,0.43824003361527497,0.2977127283892232,0.4241976100088329,0.43525605813647295,0.4231924076098717,0.0,0.6627523104334314,0.19654364684624687
8,0.3023251321656263,0.6477796894799331,0.8969937831226978,0.07306811010558706,0.055562991197247384,0.5235362867071028,0.0067657532057600065,0.5,0.7986863358624309,0.488570033353821
9,0.40180810211731055,0.5889010298207498,0.566206273069191,0.3895003835908779,0.4046823766639199,0.579896472405124,0.22400604247581096,0.5,0.5758241732276308,0.4693030267840799
10,0.5666744582788219,0.6778471800157425,0.5915879204161867,0.3361305227808391,0.36220271391005504,0.5588366096563749,0.2109800982473368,0.5,0.5069193819487384,0.4843506983426625
11,0.3051512946403281,0.5022465300433242,0.22832245169020424,0.3309312157944148,0.5553485996235921,0.5122856094771503,0.3006582345536798,0.5,0.4470367534655467,0.6088009559035533
12,0.3139693251912037,0.5192388429890552,0.15208491355213374,0.1257052560421889,0.4857704445183401,0.4191085925455994,0.2754916392130933,0.5,0.4027081099297042,0.7757108457147641
13,0.7833396092997764,0.5510715258382128,0.09127618840988566,0.9257907080883488,0.9501487804964412,0.6318638339733261,0.6811965576233507,0.5,0.1368379662521686,0.7665071427788985
14,0.5231219655356102,0.3788429009098045,0.4111391949151244,0.6452387788193806,0.626276583240071,0.4464364381623614,0.7654361637160013,0.5,0.4341173850500189,0.6281036103572049
15,0.39126048731676666,0.3208109972042399,1.0,0.35567334447493626,0.1524412081677009,0.3053229430664037,0.7496384929082869,0.0,0.8082979894660027,0.4520822151479624
16,0.4927310143358466,0.4848045244001182,0.6452387788193806,0.37620324704512986,0.35487847882496704,0.42670760119148904,0.5231219655356102,1.0,0.571887779313461,0.31118390110752536
17,0.7066064579955659,0.5370403546195142,0.6220665371545818,0.8111560587743039,0.6019975273702479,0.5967531065357956,0.6325257487565376,1.0,0.4531161225983375,0.5126018533215708
18,0.5209852083712596,0.6899159167810933,0.3662887459984497,0.5273311259368763,0.5868685076509618,0.6912833751620675,0.14115337480907286,1.0,0.411690707236264,0.5104576792398149
19,0.8492290467389377,0.6782490162015455,0.37620324704512986,0.5633141026593645,0.6009302073076527,0.5377566930595042,0.4927310143358466,1.0,0.253227434175362,0.3008816379938488
20,0.6712898073619696,0.7301548545573164,0.5915879204161867,0.25658628061808464,0.31929543936811683,0.5179490909453157,0.2109800982473368,0.0,0.4547600908772375,0.5370838886442454
21,0.22400604247581096,0.4550183586423036,0.1257052560421889,0.566206273069191,0.7376123973235938,0.6267092910336336,0.3139693251912037,1.0,0.4337448614050992,0.4727173445072906
22,0.2811040537523727,0.3572147977367754,0.3361305227808391,0.5019071506968406,0.5894222270931282,0.470012503714768,0.5666744582788219,1.0,0.5154945965244302,0.4114015297343184
23,0.8625246031768652,0.5795020235373196,0.5758061673689231,0.8422182716541164,0.6437064077682884,0.5779828677420702,0.7035205561022259,0.0,0.3511476777928372,0.6757253176848539
24,0.40180810211731055,0.5052738074002721,0.35567334447493626,0.3895003835908779,0.5182467770743086,0.4980608717667708,0.39126048731676666,1.0,0.4655500269390505,0.4109762852050768
25,0.3051512946403281,0.2777564008660206,1.0,0.3309312157944148,0.1390949585940996,0.29260493580566016,0.7496384929082869,0.0,0.8512304509461301,0.476324518220205
26,0.3006582345536798,0.2586593126269517,0.9257907080883488,0.22832245169020424,0.1237758868790278,0.22337218378634588,0.7833396092997764,1.0,0.8146008391076383,0.4954172721653821
27,0.7654361637160013,0.7449722622514542,0.15208491355213374,0.4111391949151244,0.6397374953797843,0.5658280181019996,0.2754916392130933,0.0,0.17761503853891536,0.7153410181661415
28,0.6811965576233507,0.6314596528406933,0.16948043450679767,0.09127618840988566,0.4578155380403299,0.33154798854248424,0.4182772519419642,0.5,0.2287268843526492,0.4487795084900273
29,0.0067657532057600065,0.4568718278635637,0.2977127283892232,0.8969937831226978,0.8232605659957059,0.9048483035698088,0.0930220974786326,0.0,0.6321519401106732,0.5860331226139222
30,0.4953963620894053,0.5965356149618896,0.07306811010558706,0.8174451532994254,0.9015273674954858,0.7615490564674594,0.3023251321656263,0.0,0.27086404743948805,0.8269214973725684
31,0.7496384929082869,0.5391743427731587,0.25658628061808464,1.0,0.9010077371847666,0.6748563234763705,0.6712898073619696,0.5,0.2402277930937252,0.7616977201460107
32,0.4231924076098717,0.3582929748071529,0.8111560587743039,0.43824003361527497,0.2988438906759872,0.3688191274049786,0.7066064579955659,0.5,0.693463556718126,0.2424690547722145
33,0.3023251321656263,0.2994022880317002,0.5758061673689231,0.07306811010558706,0.2288160744363844,0.18262249008477666,0.7035205561022259,0.5,0.6304528421177443,0.6670906030817831
34,0.4182772519419642,0.5971356047330766,0.566206273069191,0.16948043450679767,0.2860005449766194,0.4668012999528563,0.22400604247581096,0.5,0.5676129576944157,0.567873370392243
35,0.2109800982473368,0.2648917703119931,0.09127618840988566,0.5915879204161867,0.7698751318520779,0.4600761298894214,0.6811965576233507,0.5,0.4222059031387387,0.5782337906469857
36,0.5231219655356102,0.6238151631612584,0.15208491355213374,0.6452387788193806,0.7660140786198553,0.6861604376070072,0.2754916392130933,0.0,0.2984284459826265,0.6582583915391826
37,0.14115337480907286,0.4202475701276965,0.22832245169020424,0.3662887459984497,0.5744209449541979,0.5304601704320002,0.3006582345536798,0.0,0.5288031033421833,0.5603989408014788
38,0.8492290467389377,0.5418964415114682,0.4111391949151244,0.5633141026593645,0.5820852693726907,0.4043253231612736,0.7654361637160013,0.5,0.27152638556443753,0.5741324219713017
39,0.6325257487565376,0.6153588233196134,0.3895003835908779,0.6220665371545818,0.6254494295099695,0.6124442519519842,0.40180810211731055,0.5,0.36823656783738906,0.5359685061595364
40,0.8625246031768652,0.6707696974028028,0.5273311259368763,0.8422182716541164,0.6698545217562366,0.6672952315091373,0.5209852083712596,1.0,0.3257571422318912,0.5225529765865458
41,0.5666744582788219,0.5369717219714877,0.37620324704512986,0.3361305227808391,0.4783842131761939,0.42097925423341537,0.4927310143358466,0.5,0.3941039609206467,0.5267496604637228
42,0.3139693251912037,0.3036814335978189,0.8111560587743039,0.1257052560421889,0.1302582691322689,0.20816926490795656,0.7066064579955659,0.333333333,0.7479201789779619,0.2963261336822481
43,0.0067657532057600065,0.3508072292827159,0.3309312157944148,0.8969937831226978,0.8053420502086531,0.8010560230168671,0.3051512946403281,0.5,0.6495513101952701,0.6411521346538354
44,0.39126048731676666,0.3039604390084951,0.9257907080883488,0.35567334447493626,0.19247073607622092,0.2888333896515264,0.7833396092997764,1.0,0.7694282204142995,0.42922520029026257
45,0.6712898073619696,0.6853157864041449,0.22832245169020424,0.25658628061808464,0.5152459038447258,0.4740706507894424,0.3006582345536798,0.0,0.2644868176778645,0.6427019940994763
46,0.3023251321656263,0.498586918762649,0.3309312157944148,0.07306811010558706,0.3609050414059005,0.3775398079389721,0.3051512946403281,0.333333333,0.5021908338293494,0.6538088379164133
47,0.2109800982473368,0.22277196726566773,0.4111391949151244,0.5915879204161867,0.5973365613311769,0.4188586975593824,0.7654361637160013,0.333333333,0.5897455854448841,0.6583022726129323
48,0.2754916392130933,0.4368417685478914,0.3895003835908779,0.15208491355213374,0.37193478149414616,0.37086319081646224,0.40180810211731055,0.333333333,0.5462472154654872,0.4958899137324545
49,0.4953963620894053,0.5361019772397668,0.43824003361527497,0.8174451532994254,0.7045485346972721,0.7024101433407751,0.4231924076098717,0.666666667,0.4621358944729621,0.2867079119779937
50,0.4927310143358466,0.5372268811969412,0.16948043450679767,0.37620324704512986,0.6115091706262691,0.4780068663252257,0.4182772519419642,0.5,0.3226923417681617,0.5011982521052807
51,0.7496384929082869,0.8042425590496071,0.3662887459984497,1.0,0.8418326960752944,0.9342457431088024,0.14115337480907286,0.666666667,0.2976883803583743,0.4935416589187008
52,0.7035205561022259,0.6040620970064103,0.8174451532994254,0.5758061673689231,0.3696565580681298,0.5428737707882634,0.4953963620894053,0.333333333,0.5569912300812863,0.473980903368105
53,0.22400604247581096,0.22033321658801724,0.9257907080883488,0.566206273069191,0.3060351364866096,0.3970520214863567,0.7833396092997764,1.0,0.8528182138322637,0.3797559340526224
54,0.2811040537523727,0.3242891524979176,0.6220665371545818,0.5019071506968406,0.4351843496983211,0.4377922544162876,0.6325257487565376,1.0,0.6652638040719672,0.5612230727672699
55,0.5666744582788219,0.7799543525365309,0.8969937831226978,0.3361305227808391,0.19746252855441904,0.6587562476745872,0.0067657532057600065,1.0,0.6668866184583006,0.3717778080597773
56,0.3139693251912037,0.22572236100716936,0.8422182716541164,0.1257052560421889,0.11350287792259167,0.1318803801882537,0.8625246031768652,0.666666667,0.7641901232096167,0.4197820526299241
57,0.6811965576233507,0.4159837554422065,0.5633141026593645,0.09127618840988566,0.24537616010640825,0.12068842659229112,0.8492290467389377,1.0,0.4350113445803569,0.24031505107367074
58,0.7066064579955659,0.5928106248121532,0.5273311259368763,0.8111560587743039,0.6530991305465594,0.6513285596822613,0.5209852083712596,0.666666667,0.40349506490876536,0.5418159615993058
59,0.0930220974786326,0.34560699768066105,0.3895003835908779,0.2977127283892232,0.4504884575650374,0.44571914320355066,0.40180810211731055,0.25,0.6372231766645144,0.5047488772444538
60,0.4231924076098717,0.2803339022165033,0.8422182716541164,0.43824003361527497,0.2820884994663099,0.29253024268527583,0.8625246031768652,0.75,0.7097335009497807,0.4460593465747771
61,0.3051512946403281,0.2279611239506952,0.5633141026593645,0.3309312157944148,0.3746494271054691,0.2438764682400445,0.8492290467389377,1.0,0.6225006040426688,0.16651576335323987
62,0.3006582345536798,0.3340662428985711,0.6220665371545818,0.22832245169020424,0.28760894421852884,0.29716360304507405,0.6325257487565376,1.0,0.6555144487716327,0.5570918660808288
63,0.7654361637160013,0.5309578038068877,0.5758061673689231,0.4111391949151244,0.4111763365523242,0.3563985853744301,0.7035205561022259,0.75,0.3995541900101994,0.8583371208819421
64,0.2109800982473368,0.4649380222474821,0.5019071506968406,0.5915879204161867,0.5483750589968167,0.6558366096561548,0.2811040537523727,0.0,0.6372885465437566,0.5632299427014379
65,0.7833396092997764,0.8882869280470083,0.8969937831226978,0.9257907080883488,0.5155334632887273,0.9618547649826896,0.0067657532057600065,1.0,0.5588613547068922,0.3537096837527361
66,0.2754916392130933,0.3772532154209168,0.5273311259368763,0.15208491355213374,0.2975869551604882,0.3125512572716949,0.5209852083712596,0.75,0.6184409931610348,0.526861792080916
67,0.39126048731676666,0.5836272224204778,0.566206273069191,0.35567334447493626,0.3864355995896114,0.5625086180842185,0.22400604247581096,0.5,0.5810830201875963,0.5173855354188645
68,0.14115337480907286,0.2872394582651254,0.3361305227808391,0.3662887459984497,0.5162677665675338,0.4003016119028412,0.5666744582788219,0.75,0.5852714338875209,0.4334350905924035
69,0.7496384929082869,0.6284537392862202,0.37620324704512986,1.0,0.8364846758190221,0.762223006558828,0.4927310143358466,0.5,0.3028814546489379,0.5980580551287287
70,0.4953963620894053,0.4861371982768976,0.6452387788193806,0.8174451532994254,0.592890522139475,0.6535158051236096,0.5231219655356102,0.666666667,0.570558885891004,0.32089338752818763
71,0.8492290467389377,0.9212316467665888,0.8969937831226978,0.5633141026593645,0.3200085226858779,0.7755336865006761,0.0067657532057600065,0.8,0.5260100917130158,0.4314075358259856
72,0.6712898073619696,0.575152299495355,0.5273311259368763,0.25658628061808464,0.3539564512395661,0.3662672961082687,0.5209852083712596,0.8,0.42110329808116703,0.4317018727589924
73,0.0930220974786326,0.3953484826565031,0.07306811010558706,0.2977127283892232,0.6211764428070468,0.4943949712631573,0.3023251321656263,0.2,0.4714804633999574,0.6265969240307862
74,0.4231924076098717,0.554611541209334,0.1257052560421889,0.43824003361527497,0.6685856215437183,0.560931783224202,0.3139693251912037,0.5,0.3344341991786195,0.3143487168628429
75,0.2811040537523727,0.5699753394716499,0.3662887459984497,0.5019071506968406,0.5731544605255944,0.6782148835268149,0.14115337480907286,0.4,0.5312910438598102,0.5172119183685705
76,0.8625246031768652,0.7303582505297773,0.3895003835908779,0.8422182716541164,0.7442023480898945,0.7256071650539045,0.40180810211731055,0.2,0.2535633645363435,0.6047880798409871
77,0.5666744582788219,0.4670743547611422,0.6220665371545818,0.3361305227808391,0.3457621226051929,0.3525793616728624,0.6325257487565376,1.0,0.5228836468422402,0.3849310195581484
78,0.3051512946403281,0.443437021349182,0.16948043450679767,0.3309312157944148,0.5870888050393908,0.4547360301902375,0.4182772519419642,0.333333333,0.4162161438149611,0.5419817697095208
79,0.7654361637160013,0.6870878381996173,0.35567334447493626,0.4111391949151244,0.529919053948239,0.5091837045306422,0.39126048731676666,0.5,0.2842517559595475,0.4489121722062071
80,0.2109800982473368,0.230670802669525,1.0,0.5915879204161867,0.27969682344711666,0.4265883090532093,0.7496384929082869,0.5,0.8981824793651108,0.4193671223296912
81,0.7833396092997764,0.7796667834119828,0.566206273069191,0.9257907080883488,0.6939648635133904,0.8555616881549287,0.22400604247581096,0.4,0.3855995732001341,0.5380704100320197
82,0.6811965576233507,0.6902691615348355,0.22832245169020424,0.09127618840988566,0.426075332624531,0.38909756782939703,0.3006582345536798,0.0,0.25954749400323474,0.6907960717260759
83,0.7066064579955659,0.5917422462299778,0.6452387788193806,0.8111560587743039,0.5894980967662161,0.6502830699427855,0.5231219655356102,0.5,0.4652534124001765,0.4347812311027609
84,0.5209852083712596,0.444229729807361,0.6220665371545818,0.5273311259368763,0.4488983968236885,0.4508607460515402,0.6325257487565376,0.833333333,0.5456634674484211,0.4600541047897903
85,0.4927310143358466,0.4107206034869385,0.25658628061808464,0.37620324704512986,0.5645230613657444,0.3542108472625945,0.6712898073619696,0.6,0.3683171420348159,0.4940487393146786
86,0.7035205561022259,0.6561300343927297,0.35567334447493626,0.5758061673689231,0.6187427173959147,0.5938262095597586,0.39126048731676666,0.6,0.3151217404092384,0.4116358654151923
87,0.3023251321656263,0.45025851502415787,0.3895003835908779,0.07306811010558706,0.32931201475799066,0.3302467873966109,0.40180810211731055,0.166666667,0.5328685288612506,0.5984190490011551
88,0.4182772519419642,0.6036485768473137,0.5915879204161867,0.16948043450679767,0.27230933010759223,0.473174738762405,0.2109800982473368,0.166666667,0.5809075026916116,0.6093247730326946
89,0.3006582345536798,0.22571459390737106,0.5633141026593645,0.22832245169020424,0.3193008274818772,0.1911332696356076,0.8492290467389377,0.857142857,0.6247407612558802,0.3432926414324549
90,0.4953963620894053,0.609952361438156,0.15208491355213374,0.8174451532994254,0.8589046007593303,0.7746783638235879,0.2754916392130933,0.2,0.3122519224892548,0.6619720386425723
91,0.22400604247581096,0.2714047424262301,0.09127618840988566,0.566206273069191,0.7561839169830508,0.44702939573744616,0.6811965576233507,0.6,0.415711406657595,0.5172954957477685
92,0.8625246031768652,0.5485442197304319,0.4111391949151244,0.8422182716541164,0.7325300712159641,0.5476883010249939,0.7654361637160013,0.333333333,0.2648974653889455,0.559343865628799
93,0.3139693251912037,0.26531485794571363,0.9257907080883488,0.1257052560421889,0.06842273916301568,0.17062465117990314,0.7833396092997764,0.833333333,0.8079641738656199,0.3640020761467454
94,0.7066064579955659,0.7007275816776188,0.3309312157944148,0.8111560587743039,0.7590399835281272,0.7569335137693898,0.3051512946403281,0.166666667,0.3006235921813164,0.7125087580731271
95,0.2754916392130933,0.5912347708672304,0.2977127283892232,0.15208491355213374,0.4214463239291088,0.5219484919117651,0.0930220974786326,0.25,0.498170150348989,0.6069695819839238
96,0.14115337480907286,0.5671938108016564,0.8969937831226978,0.3662887459984497,0.21373029512195285,0.6742582486060857,0.0067657532057600065,0.833333333,0.8790436130511183,0.4095229151161352
97,0.0930220974786326,0.3939354014191522,0.3309312157944148,0.2977127283892232,0.4820814842129472,0.4930121637459118,0.3051512946403281,0.14285714300000002,0.6065454816326131,0.7080325140334841
98,0.3023251321656263,0.2684444842248125,0.4111391949151244,0.07306811010558706,0.3176397378840602,0.15232792336770035,0.7654361637160013,0.28571428600000004,0.5442026297138527,0.642391194584988
99,0.2109800982473368,0.3577918680789658,0.8174451532994254,0.5915879204161867,0.3781694559516308,0.5509859446611757,0.4953963620894053,0.333333333,0.8025628534701716,0.2000595247875263
100,0.6811965576233507,0.8372154022087954,0.8969937831226978,0.09127618840988566,0.06538468279228604,0.5328956460034824,0.0067657532057600065,0.857142857,0.6097880037121698,0.4019117191119835
101,0.5231219655356102,0.5659307391094218,0.35567334447493626,0.6452387788193806,0.65619563718831,0.6295161240356499,0.39126048731676666,0.5,0.40506516340325865,0.4871520153905773
102,0.6712898073619696,0.44397509903109655,0.9257907080883488,0.25658628061808464,0.13902179072375356,0.23790042370307485,0.7833396092997764,0.7142857140000001,0.6298107461067447,0.4935834409571079
103,0.4927310143358466,0.43010263278965455,0.6220665371545818,0.37620324704512986,0.36737790942899895,0.3731776377844991,0.6325257487565376,0.7142857140000001,0.5597504895116221,0.5121586042260288
104,0.7035205561022259,0.640164074246177,0.43824003361527497,0.5758061673689231,0.5742050927654018,0.5782023026483031,0.4231924076098717,0.666666667,0.3583689949723136,0.458715239120148
