Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Jan 1 2010,7:30p,New York Knicks,112,Atlanta Hawks,108,Box Score,OT,17366,
Fri Jan 1 2010,8:00p,Orlando Magic,106,Minnesota Timberwolves,94,Box Score,,17065,
Fri Jan 1 2010,10:30p,Sacramento Kings,108,Los Angeles Lakers,109,Box Score,,18997,
Sat Jan 2 2010,1:00p,Cleveland Cavaliers,94,New Jersey Nets,86,Box Score,,17569,
Sat Jan 2 2010,3:30p,Charlotte Bobcats,107,Miami Heat,97,Box Score,,17856,
Sat Jan 2 2010,7:00p,Minnesota Timberwolves,111,Indiana Pacers,122,Box Score,,12685,
Sat Jan 2 2010,7:00p,San Antonio Spurs,97,Washington Wizards,86,Box Score,,19025,
Sat Jan 2 2010,7:30p,Toronto Raptors,96,Boston Celtics,103,Box Score,,18624,
Sat Jan 2 2010,8:00p,Orlando Magic,93,Chicago Bulls,101,Box Score,,21162,
Sat Jan 2 2010,8:00p,Houston Rockets,95,New Orleans Hornets,99,Box Score,,16020,
Sat Jan 2 2010,8:30p,Oklahoma City Thunder,97,Milwaukee Bucks,103,Box Score,OT,15264,
Sat Jan 2 2010,9:00p,Memphis Grizzlies,128,Phoenix Suns,103,Box Score,,17135,
Sat Jan 2 2010,9:00p,Denver Nuggets,105,Utah Jazz,95,Box Score,,19911,
Sat Jan 2 2010,10:00p,Golden State Warriors,89,Portland Trail Blazers,105,Box Score,,20507,
Sat Jan 2 2010,10:00p,Dallas Mavericks,99,Sacramento Kings,91,Box Score,,14294,
Sun Jan 3 2010,6:00p,Charlotte Bobcats,91,Cleveland Cavaliers,88,Box Score,,20562,
Sun Jan 3 2010,6:00p,Indiana Pacers,89,New York Knicks,132,Box Score,,19763,
Sun Jan 3 2010,6:00p,San Antonio Spurs,86,Toronto Raptors,91,Box Score,,18323,
Sun Jan 3 2010,8:00p,Philadelphia 76ers,108,Denver Nuggets,105,Box Score,,19155,
Sun Jan 3 2010,9:30p,Dallas Mavericks,96,Los Angeles Lakers,131,Box Score,,18997,
Mon Jan 4 2010,7:30p,Atlanta Hawks,75,Miami Heat,92,Box Score,,16500,
Mon Jan 4 2010,8:00p,Oklahoma City Thunder,98,Chicago Bulls,85,Box Score,,18838,
Mon Jan 4 2010,9:00p,New Orleans Hornets,91,Utah Jazz,87,Box Score,,19911,
Mon Jan 4 2010,10:30p,Portland Trail Blazers,95,Los Angeles Clippers,105,Box Score,,15104,
Tue Jan 5 2010,7:00p,Chicago Bulls,108,Charlotte Bobcats,113,Box Score,,13749,
Tue Jan 5 2010,7:00p,Orlando Magic,90,Indiana Pacers,97,Box Score,,11119,
Tue Jan 5 2010,7:00p,Washington Wizards,104,Philadelphia 76ers,97,Box Score,,11822,
Tue Jan 5 2010,7:30p,Milwaukee Bucks,98,New Jersey Nets,76,Box Score,,11101,
Tue Jan 5 2010,8:30p,Detroit Pistons,93,Dallas Mavericks,98,Box Score,,19799,
Tue Jan 5 2010,9:00p,Golden State Warriors,122,Denver Nuggets,123,Box Score,,15129,
Tue Jan 5 2010,10:00p,Memphis Grizzlies,109,Portland Trail Blazers,105,Box Score,,20278,
Tue Jan 5 2010,10:00p,Phoenix Suns,113,Sacramento Kings,109,Box Score,,13630,
Tue Jan 5 2010,10:30p,Houston Rockets,79,Los Angeles Lakers,88,Box Score,,18997,
Wed Jan 6 2010,7:00p,New Jersey Nets,89,Atlanta Hawks,119,Box Score,,11219,
Wed Jan 6 2010,7:00p,Washington Wizards,98,Cleveland Cavaliers,121,Box Score,,20562,
Wed Jan 6 2010,7:00p,Toronto Raptors,108,Orlando Magic,103,Box Score,,17461,
Wed Jan 6 2010,7:30p,Boston Celtics,112,Miami Heat,106,Box Score,OT,19600,
Wed Jan 6 2010,8:00p,Golden State Warriors,107,Minnesota Timberwolves,101,Box Score,,12046,
Wed Jan 6 2010,8:00p,New Orleans Hornets,97,Oklahoma City Thunder,92,Box Score,,17836,
Wed Jan 6 2010,8:30p,Detroit Pistons,92,San Antonio Spurs,112,Box Score,,17337,
Wed Jan 6 2010,9:00p,Houston Rockets,110,Phoenix Suns,118,Box Score,,15811,
Wed Jan 6 2010,9:00p,Memphis Grizzlies,94,Utah Jazz,117,Box Score,,19008,
Wed Jan 6 2010,10:30p,Los Angeles Lakers,91,Los Angeles Clippers,102,Box Score,,19388,
Thu Jan 7 2010,7:30p,Charlotte Bobcats,93,New York Knicks,97,Box Score,,19763,
Fri Jan 8 2010,7:00p,Toronto Raptors,108,Philadelphia 76ers,106,Box Score,,15264,
Fri Jan 8 2010,7:00p,Orlando Magic,97,Washington Wizards,104,Box Score,,20173,
Fri Jan 8 2010,8:00p,Boston Celtics,85,Atlanta Hawks,93,Box Score,,15149,
Fri Jan 8 2010,8:00p,Utah Jazz,89,Memphis Grizzlies,91,Box Score,,14213,
Fri Jan 8 2010,8:00p,Indiana Pacers,109,Minnesota Timberwolves,116,Box Score,,13111,
Fri Jan 8 2010,8:00p,New Jersey Nets,99,New Orleans Hornets,103,Box Score,,15555,
Fri Jan 8 2010,8:30p,Chicago Bulls,93,Milwaukee Bucks,96,Box Score,,18717,
Fri Jan 8 2010,8:30p,Dallas Mavericks,112,San Antonio Spurs,103,Box Score,,18581,
Fri Jan 8 2010,9:00p,Miami Heat,109,Phoenix Suns,105,Box Score,,18422,
Fri Jan 8 2010,10:00p,Los Angeles Lakers,98,Portland Trail Blazers,107,Box Score,,20629,
Fri Jan 8 2010,10:30p,Cleveland Cavaliers,97,Denver Nuggets,99,Box Score,,19996,
Fri Jan 8 2010,10:30p,Sacramento Kings,101,Golden State Warriors,108,Box Score,,18327,
Sat Jan 9 2010,7:00p,Memphis Grizzlies,87,Charlotte Bobcats,89,Box Score,,15438,
Sat Jan 9 2010,7:00p,Atlanta Hawks,81,Orlando Magic,113,Box Score,,17461,
Sat Jan 9 2010,7:30p,Philadelphia 76ers,104,Detroit Pistons,94,Box Score,,19784,
Sat Jan 9 2010,8:00p,Minnesota Timberwolves,96,Chicago Bulls,110,Box Score,,20255,
Sat Jan 9 2010,8:00p,Indiana Pacers,102,Oklahoma City Thunder,108,Box Score,,18203,
Sat Jan 9 2010,8:30p,Utah Jazz,111,Dallas Mavericks,93,Box Score,,19922,
Sat Jan 9 2010,8:30p,New York Knicks,96,Houston Rockets,105,Box Score,,15693,
Sat Jan 9 2010,10:00p,Denver Nuggets,100,Sacramento Kings,102,Box Score,,14411,
Sun Jan 10 2010,1:00p,Boston Celtics,114,Toronto Raptors,107,Box Score,,19800,
Sun Jan 10 2010,1:00p,New Orleans Hornets,115,Washington Wizards,110,Box Score,,14753,
Sun Jan 10 2010,3:30p,Miami Heat,84,Los Angeles Clippers,94,Box Score,,19060,
Sun Jan 10 2010,7:00p,New Jersey Nets,85,San Antonio Spurs,97,Box Score,,18047,
Sun Jan 10 2010,9:00p,Cleveland Cavaliers,106,Portland Trail Blazers,94,Box Score,,20614,
Sun Jan 10 2010,9:30p,Milwaukee Bucks,77,Los Angeles Lakers,95,Box Score,,18997,
Mon Jan 11 2010,7:00p,Toronto Raptors,101,Indiana Pacers,105,Box Score,,11039,
Mon Jan 11 2010,7:00p,New Orleans Hornets,92,Philadelphia 76ers,96,Box Score,,11518,
Mon Jan 11 2010,7:30p,Atlanta Hawks,102,Boston Celtics,96,Box Score,,18624,
Mon Jan 11 2010,8:00p,Detroit Pistons,87,Chicago Bulls,120,Box Score,,21014,
Mon Jan 11 2010,8:00p,New York Knicks,88,Oklahoma City Thunder,106,Box Score,,17152,
Mon Jan 11 2010,9:00p,Minnesota Timberwolves,94,Denver Nuggets,105,Box Score,,14669,
Mon Jan 11 2010,9:00p,Milwaukee Bucks,101,Phoenix Suns,105,Box Score,,15116,
Mon Jan 11 2010,9:00p,Miami Heat,89,Utah Jazz,118,Box Score,,19284,
Mon Jan 11 2010,10:30p,Cleveland Cavaliers,117,Golden State Warriors,114,Box Score,,19596,
Tue Jan 12 2010,7:00p,Houston Rockets,94,Charlotte Bobcats,102,Box Score,,11463,
Tue Jan 12 2010,7:00p,Detroit Pistons,99,Washington Wizards,90,Box Score,,13544,
Tue Jan 12 2010,8:00p,Los Angeles Clippers,102,Memphis Grizzlies,104,Box Score,,11004,
Tue Jan 12 2010,8:30p,Los Angeles Lakers,85,San Antonio Spurs,105,Box Score,,18581,
Tue Jan 12 2010,10:00p,Orlando Magic,109,Sacramento Kings,88,Box Score,,14426,
Wed Jan 13 2010,7:00p,Washington Wizards,82,Atlanta Hawks,94,Box Score,,9695,
Wed Jan 13 2010,7:00p,Phoenix Suns,114,Indiana Pacers,122,Box Score,,10858,
Wed Jan 13 2010,7:00p,New York Knicks,93,Philadelphia 76ers,92,Box Score,,12444,
Wed Jan 13 2010,7:30p,Boston Celtics,111,New Jersey Nets,87,Box Score,,14112,
Wed Jan 13 2010,8:00p,Los Angeles Clippers,94,New Orleans Hornets,108,Box Score,,14348,
Wed Jan 13 2010,8:00p,San Antonio Spurs,109,Oklahoma City Thunder,108,Box Score,OT,17886,
Wed Jan 13 2010,8:30p,Los Angeles Lakers,100,Dallas Mavericks,95,Box Score,,20491,
Wed Jan 13 2010,8:30p,Minnesota Timberwolves,114,Houston Rockets,120,Box Score,3OT,15175,
Wed Jan 13 2010,9:00p,Orlando Magic,97,Denver Nuggets,115,Box Score,,18475,
Wed Jan 13 2010,10:00p,Milwaukee Bucks,108,Portland Trail Blazers,120,Box Score,,20465,
Wed Jan 13 2010,10:30p,Miami Heat,115,Golden State Warriors,102,Box Score,,17121,
Thu Jan 14 2010,8:00p,Chicago Bulls,96,Boston Celtics,83,Box Score,,18624,
Thu Jan 14 2010,10:30p,Cleveland Cavaliers,96,Utah Jazz,97,Box Score,,19911,
Fri Jan 15 2010,7:00p,San Antonio Spurs,76,Charlotte Bobcats,92,Box Score,,15742,
Fri Jan 15 2010,7:00p,Sacramento Kings,86,Philadelphia 76ers,98,Box Score,,16767,
Fri Jan 15 2010,8:00p,Phoenix Suns,101,Atlanta Hawks,102,Box Score,,17605,
Fri Jan 15 2010,8:00p,Washington Wizards,119,Chicago Bulls,121,Box Score,2OT,20304,
Fri Jan 15 2010,8:00p,New Orleans Hornets,104,Detroit Pistons,110,Box Score,OT,17446,
Fri Jan 15 2010,8:00p,Minnesota Timberwolves,110,Memphis Grizzlies,135,Box Score,,12812,
Fri Jan 15 2010,8:00p,Indiana Pacers,121,New Jersey Nets,105,Box Score,,13656,
Fri Jan 15 2010,8:00p,Toronto Raptors,112,New York Knicks,104,Box Score,,19763,
Fri Jan 15 2010,8:30p,Oklahoma City Thunder,98,Dallas Mavericks,99,Box Score,,20064,
Fri Jan 15 2010,8:30p,Miami Heat,115,Houston Rockets,106,Box Score,,16720,
Fri Jan 15 2010,10:30p,Milwaukee Bucks,113,Golden State Warriors,104,Box Score,,17455,
Fri Jan 15 2010,10:30p,Los Angeles Clippers,86,Los Angeles Lakers,126,Box Score,,18997,
