Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Dec 1 2006,7:00p,Boston Celtics,102,Toronto Raptors,106,Box Score,,16562,
Fri Dec 1 2006,7:00p,Charlotte Bobcats,109,Washington Wizards,121,Box Score,,18853,
Fri Dec 1 2006,7:30p,Cleveland Cavaliers,106,Atlanta Hawks,95,Box Score,,19650,
Fri Dec 1 2006,8:00p,New York Knicks,100,Detroit Pistons,108,Box Score,,22076,
Fri Dec 1 2006,8:00p,Denver Nuggets,106,Minnesota Timberwolves,92,Box Score,,14768,
Fri Dec 1 2006,8:00p,Chicago Bulls,111,New Orleans/Oklahoma City Hornets,108,Box Score,,19164,
Fri Dec 1 2006,8:30p,Sacramento Kings,90,Dallas Mavericks,109,Box Score,,20277,
Fri Dec 1 2006,9:00p,Milwaukee Bucks,116,Phoenix Suns,122,Box Score,,18422,
Fri Dec 1 2006,10:00p,Orlando Magic,91,Portland Trail Blazers,89,Box Score,,13519,
Fri Dec 1 2006,10:30p,Indiana Pacers,103,Seattle SuperSonics,105,Box Score,,14413,
Sat Dec 2 2006,7:30p,Philadelphia 76ers,107,New Jersey Nets,112,Box Score,,18885,
Sat Dec 2 2006,8:00p,Miami Heat,98,Memphis Grizzlies,97,Box Score,,18119,
Sat Dec 2 2006,8:00p,Toronto Raptors,103,New York Knicks,100,Box Score,,17525,
Sat Dec 2 2006,8:00p,Sacramento Kings,98,San Antonio Spurs,100,Box Score,,18797,
Sat Dec 2 2006,8:30p,Washington Wizards,94,Chicago Bulls,112,Box Score,,22180,
Sat Dec 2 2006,8:30p,Cleveland Cavaliers,63,Houston Rockets,81,Box Score,,18260,
Sat Dec 2 2006,9:00p,Indiana Pacers,101,Denver Nuggets,121,Box Score,,19155,
Sat Dec 2 2006,9:00p,Seattle SuperSonics,107,Utah Jazz,109,Box Score,,19790,
Sat Dec 2 2006,10:30p,Milwaukee Bucks,115,Golden State Warriors,110,Box Score,,18086,
Sat Dec 2 2006,10:30p,Los Angeles Lakers,97,Los Angeles Clippers,88,Box Score,,20550,
Sun Dec 3 2006,6:00p,Detroit Pistons,89,Charlotte Bobcats,97,Box Score,,13272,
Sun Dec 3 2006,6:00p,Minnesota Timberwolves,95,Philadelphia 76ers,84,Box Score,,13039,
Sun Dec 3 2006,9:00p,Atlanta Hawks,107,Portland Trail Blazers,96,Box Score,,12650,
Sun Dec 3 2006,9:30p,Orlando Magic,91,Los Angeles Clippers,116,Box Score,,17117,
Mon Dec 4 2006,7:00p,Dallas Mavericks,97,Washington Wizards,106,Box Score,,14891,
Mon Dec 4 2006,7:30p,Memphis Grizzlies,90,New York Knicks,98,Box Score,,15233,
Mon Dec 4 2006,8:00p,Golden State Warriors,89,San Antonio Spurs,129,Box Score,,18797,
Mon Dec 4 2006,8:30p,Boston Celtics,82,Chicago Bulls,100,Box Score,,21794,
Mon Dec 4 2006,9:00p,Milwaukee Bucks,88,Utah Jazz,101,Box Score,,18536,
Mon Dec 4 2006,10:00p,Orlando Magic,92,Sacramento Kings,89,Box Score,,17317,
Mon Dec 4 2006,10:30p,Indiana Pacers,87,Los Angeles Lakers,101,Box Score,,18997,
Tue Dec 5 2006,7:30p,Portland Trail Blazers,88,Detroit Pistons,85,Box Score,,22076,
Tue Dec 5 2006,7:30p,Dallas Mavericks,92,New Jersey Nets,75,Box Score,,16794,
Tue Dec 5 2006,8:30p,Golden State Warriors,90,Houston Rockets,118,Box Score,,14109,
Tue Dec 5 2006,9:00p,Sacramento Kings,102,Phoenix Suns,127,Box Score,,18422,
Tue Dec 5 2006,10:00p,Atlanta Hawks,87,Seattle SuperSonics,102,Box Score,,14391,
Tue Dec 5 2006,10:30p,Miami Heat,97,Los Angeles Clippers,101,Box Score,,19060,
Wed Dec 6 2006,7:00p,San Antonio Spurs,96,Charlotte Bobcats,76,Box Score,,14066,
Wed Dec 6 2006,7:00p,Toronto Raptors,91,Cleveland Cavaliers,95,Box Score,,20119,
Wed Dec 6 2006,7:00p,Orlando Magic,80,Indiana Pacers,94,Box Score,,15015,
Wed Dec 6 2006,7:30p,Memphis Grizzlies,98,Boston Celtics,96,Box Score,,15649,
Wed Dec 6 2006,7:30p,Washington Wizards,113,New York Knicks,102,Box Score,,16272,
Wed Dec 6 2006,8:00p,Portland Trail Blazers,94,Milwaukee Bucks,102,Box Score,OT,13687,
Wed Dec 6 2006,8:00p,Houston Rockets,84,Minnesota Timberwolves,90,Box Score,,15017,
Wed Dec 6 2006,9:00p,Philadelphia 76ers,94,Chicago Bulls,121,Box Score,,21908,
Wed Dec 6 2006,9:00p,Atlanta Hawks,98,Denver Nuggets,96,Box Score,,13126,
Wed Dec 6 2006,10:30p,New Orleans/Oklahoma City Hornets,105,Los Angeles Lakers,89,Box Score,,18535,
Thu Dec 7 2006,7:30p,Phoenix Suns,161,New Jersey Nets,157,Box Score,2OT,16966,
Thu Dec 7 2006,8:00p,Detroit Pistons,92,Dallas Mavericks,82,Box Score,,20152,
Thu Dec 7 2006,10:30p,Miami Heat,93,Sacramento Kings,91,Box Score,OT,17317,
Fri Dec 8 2006,7:00p,Houston Rockets,92,Charlotte Bobcats,62,Box Score,,14414,
Fri Dec 8 2006,7:00p,Portland Trail Blazers,95,Indiana Pacers,108,Box Score,,15197,
Fri Dec 8 2006,7:00p,Detroit Pistons,87,Orlando Magic,83,Box Score,,17451,
Fri Dec 8 2006,7:30p,Phoenix Suns,116,Boston Celtics,111,Box Score,,18624,
Fri Dec 8 2006,8:00p,Utah Jazz,103,Minnesota Timberwolves,110,Box Score,,14227,
Fri Dec 8 2006,8:00p,Washington Wizards,113,Philadelphia 76ers,98,Box Score,,15080,
Fri Dec 8 2006,8:00p,Los Angeles Clippers,82,San Antonio Spurs,111,Box Score,,18797,
Fri Dec 8 2006,8:30p,Toronto Raptors,90,Chicago Bulls,93,Box Score,,21797,
Fri Dec 8 2006,8:30p,Memphis Grizzlies,94,Milwaukee Bucks,100,Box Score,,14836,
Fri Dec 8 2006,10:30p,Miami Heat,107,Denver Nuggets,123,Box Score,,19155,
Fri Dec 8 2006,10:30p,Atlanta Hawks,95,Los Angeles Lakers,106,Box Score,,18997,
Fri Dec 8 2006,10:30p,New Orleans/Oklahoma City Hornets,74,Seattle SuperSonics,94,Box Score,,15913,
Sat Dec 9 2006,7:00p,Philadelphia 76ers,84,Orlando Magic,86,Box Score,,17451,
Sat Dec 9 2006,7:00p,Houston Rockets,114,Washington Wizards,109,Box Score,,20173,
Sat Dec 9 2006,7:30p,Indiana Pacers,75,Cleveland Cavaliers,107,Box Score,,20562,
Sat Dec 9 2006,7:30p,Boston Celtics,92,New Jersey Nets,90,Box Score,,17490,
Sat Dec 9 2006,7:30p,Milwaukee Bucks,107,New York Knicks,115,Box Score,,17979,
Sat Dec 9 2006,8:00p,Los Angeles Clippers,89,Memphis Grizzlies,82,Box Score,,14509,
Sat Dec 9 2006,8:30p,Minnesota Timberwolves,91,Chicago Bulls,81,Box Score,,22011,
Sat Dec 9 2006,8:30p,Denver Nuggets,90,Dallas Mavericks,105,Box Score,,20343,
Sat Dec 9 2006,10:30p,New Orleans/Oklahoma City Hornets,80,Golden State Warriors,101,Box Score,,17105,
Sun Dec 10 2006,1:00p,Portland Trail Blazers,93,Toronto Raptors,83,Box Score,,15542,
Sun Dec 10 2006,6:00p,Phoenix Suns,114,Charlotte Bobcats,84,Box Score,,13571,
Sun Dec 10 2006,9:00p,Atlanta Hawks,92,Sacramento Kings,117,Box Score,,17317,
Sun Dec 10 2006,9:00p,Golden State Warriors,115,Seattle SuperSonics,117,Box Score,,16138,
Sun Dec 10 2006,9:30p,San Antonio Spurs,99,Los Angeles Lakers,106,Box Score,,18997,
Mon Dec 11 2006,7:00p,Phoenix Suns,103,Orlando Magic,89,Box Score,,16533,
Mon Dec 11 2006,7:00p,Portland Trail Blazers,81,Philadelphia 76ers,79,Box Score,,11348,
Mon Dec 11 2006,7:30p,Toronto Raptors,77,Miami Heat,99,Box Score,,19600,
Mon Dec 11 2006,7:30p,Memphis Grizzlies,92,New Jersey Nets,105,Box Score,,12111,
Mon Dec 11 2006,7:30p,Boston Celtics,97,New York Knicks,90,Box Score,,16621,
Mon Dec 11 2006,8:00p,Cleveland Cavaliers,89,New Orleans/Oklahoma City Hornets,95,Box Score,,19164,
Mon Dec 11 2006,8:30p,Indiana Pacers,91,Chicago Bulls,106,Box Score,,21764,
Mon Dec 11 2006,9:00p,Dallas Mavericks,79,Utah Jazz,101,Box Score,,19911,
Mon Dec 11 2006,10:30p,San Antonio Spurs,103,Los Angeles Clippers,81,Box Score,,18147,
Tue Dec 12 2006,7:00p,Denver Nuggets,100,Atlanta Hawks,87,Box Score,,14831,
Tue Dec 12 2006,8:00p,Seattle SuperSonics,93,Milwaukee Bucks,94,Box Score,,13374,
Tue Dec 12 2006,8:30p,Los Angeles Lakers,102,Houston Rockets,94,Box Score,,18392,
Tue Dec 12 2006,10:30p,Sacramento Kings,113,Golden State Warriors,126,Box Score,,17574,
Wed Dec 13 2006,7:00p,Charlotte Bobcats,101,Cleveland Cavaliers,104,Box Score,,20562,
