Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue May 1 2012,7:30p,Boston Celtics,87,Atlanta Hawks,80,Box Score,,19308,
Tue May 1 2012,8:00p,Philadelphia 76ers,109,Chicago Bulls,92,Box Score,,22067,
Tue May 1 2012,10:30p,Denver Nuggets,100,Los Angeles Lakers,104,Box Score,,18997,
Wed May 2 2012,7:00p,Utah Jazz,83,San Antonio Spurs,114,Box Score,,18581,
Wed May 2 2012,7:30p,Indiana Pacers,97,Orlando Magic,74,Box Score,,18846,
Wed May 2 2012,9:30p,Los Angeles Clippers,98,Memphis Grizzlies,105,Box Score,,18119,
Thu May 3 2012,7:00p,Miami Heat,87,New York Knicks,70,Box Score,,19763,
Thu May 3 2012,9:30p,Oklahoma City Thunder,95,Dallas Mavericks,79,Box Score,,20640,
Fri May 4 2012,7:30p,Atlanta Hawks,84,Boston Celtics,90,Box Score,OT,18624,
Fri May 4 2012,8:00p,Chicago Bulls,74,Philadelphia 76ers,79,Box Score,,20381,
Fri May 4 2012,10:30p,Los Angeles Lakers,84,Denver Nuggets,99,Box Score,,19155,
Sat May 5 2012,2:00p,Indiana Pacers,101,Orlando Magic,99,Box Score,OT,18846,
Sat May 5 2012,4:30p,Memphis Grizzlies,86,Los Angeles Clippers,87,Box Score,,19060,
Sat May 5 2012,7:30p,Oklahoma City Thunder,103,Dallas Mavericks,97,Box Score,,20533,
Sat May 5 2012,10:00p,San Antonio Spurs,102,Utah Jazz,90,Box Score,,19911,
Sun May 6 2012,1:00p,Chicago Bulls,82,Philadelphia 76ers,89,Box Score,,20412,
Sun May 6 2012,3:30p,Miami Heat,87,New York Knicks,89,Box Score,,19763,
Sun May 6 2012,7:00p,Atlanta Hawks,79,Boston Celtics,101,Box Score,,18624,
Sun May 6 2012,9:30p,Los Angeles Lakers,92,Denver Nuggets,88,Box Score,,19155,
Mon May 7 2012,8:00p,San Antonio Spurs,87,Utah Jazz,81,Box Score,,19911,
Mon May 7 2012,10:30p,Memphis Grizzlies,97,Los Angeles Clippers,101,Box Score,OT,19167,
Tue May 8 2012,7:00p,Orlando Magic,87,Indiana Pacers,105,Box Score,,18165,
Tue May 8 2012,8:00p,Boston Celtics,86,Atlanta Hawks,87,Box Score,,19319,
Tue May 8 2012,9:30p,Philadelphia 76ers,69,Chicago Bulls,77,Box Score,,22093,
Tue May 8 2012,10:30p,Denver Nuggets,102,Los Angeles Lakers,99,Box Score,,18997,
Wed May 9 2012,7:00p,New York Knicks,94,Miami Heat,106,Box Score,,19754,
Wed May 9 2012,9:30p,Los Angeles Clippers,80,Memphis Grizzlies,92,Box Score,,18119,
