,lineup,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM,GAMEDAY
2,".S. Jackson, .C. Maggette, .R. Turiaf, .C. Watson, .A. Morrow ",1,6.2,18.0,5.0,8.0,62.5,1.0,2.0,50.0,7.0,8.0,87.5,0.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,4.0,6.0,-3.0,GSW,Jan 23 2009
3,".S. Jackson, .C. Maggette, .A. Biedrins, .M. Ellis, .A. Morrow ",1,5.8,20.0,6.0,8.0,75.0,2.0,3.0,66.7,6.0,6.0,100,0.0,5.0,5.0,3.0,1.0,0.0,1.0,0.0,5.0,3.0,4.0,GSW,Jan 23 2009
4,".C. Maggette, .A. Biedrins, .M. Ellis, .K. Azubuike, .C. Watson ",1,3.2,4.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,GSW,Jan 23 2009
5,".C. Maggette, .R. Turiaf, .K. Azubuike, .C. Watson, .A. Morrow ",1,2.7,8.0,3.0,4.0,75.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,GSW,Jan 23 2009
6,".S. Jackson, .C. Maggette, .R. Turiaf, .K. Azubuike, .C. Watson ",1,1.7,5.0,2.0,5.0,40.0,0.0,1.0,0.0,1.0,1.0,100,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,GSW,Jan 23 2009
7,".S. Jackson, .R. Turiaf, .K. Azubuike, .C. Watson, .A. Morrow ",1,1.7,4.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,-2.0,GSW,Jan 23 2009
8,".S. Jackson, .C. Maggette, .A. Biedrins, .K. Azubuike, .C. Watson ",1,1.0,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.0,GSW,Jan 23 2009
9,".S. Jackson, .C. Maggette, .R. Turiaf, .M. Ellis, .A. Morrow ",1,0.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,GSW,Jan 23 2009
10,".S. Jackson, .A. Biedrins, .K. Azubuike, .C. Watson, .A. Morrow ",1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0,GSW,Jan 23 2009
11,".S. Jackson, .C. Maggette, .M. Ellis, .C. Watson, .A. Morrow ",1,0.1,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GSW,Jan 23 2009
0,".S. Jackson, .A. Biedrins, .K. Azubuike, .B. Wright, .C. Watson ",1,13.5,27.0,10.0,22.0,45.5,0.0,2.0,0.0,7.0,11.0,63.6,5.0,9.0,14.0,4.0,7.0,2.0,2.0,2.0,5.0,8.0,-6.0,GSW,Nov 7 2008
1,".S. Jackson, .A. Biedrins, .K. Azubuike, .C. Watson, .A. Randolph ",1,11.6,30.0,9.0,20.0,45.0,1.0,4.0,25.0,11.0,14.0,78.6,5.0,6.0,11.0,5.0,3.0,1.0,1.0,0.0,5.0,10.0,1.0,GSW,Nov 7 2008
2,".S. Jackson, .A. Biedrins, .K. Azubuike, .M. Williams, .C. Watson ",1,4.3,6.0,3.0,10.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-4.0,GSW,Nov 7 2008
3,".S. Jackson, .R. Turiaf, .K. Azubuike, .M. Williams, .A. Randolph ",1,4.0,12.0,4.0,7.0,57.1,0.0,0.0,0.0,4.0,4.0,100,0.0,3.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,GSW,Nov 7 2008
4,".A. Biedrins, .K. Azubuike, .B. Wright, .C. Watson, .D. Nelson ",1,3.4,4.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,GSW,Nov 7 2008
5,".S. Jackson, .R. Turiaf, .M. Belinelli, .C. Watson, .D. Nelson ",1,2.7,4.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,-6.0,GSW,Nov 7 2008
6,".S. Jackson, .R. Turiaf, .B. Wright, .M. Belinelli, .C. Watson ",1,2.5,4.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,GSW,Nov 7 2008
7,".S. Jackson, .A. Biedrins, .M. Belinelli, .C. Watson, .D. Nelson ",1,2.0,10.0,4.0,4.0,100,0.0,0.0,0.0,2.0,2.0,100,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,GSW,Nov 7 2008
8,".S. Jackson, .R. Turiaf, .K. Azubuike, .C. Watson, .D. Nelson ",1,0.9,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,GSW,Nov 7 2008
9,".S. Jackson, .R. Turiaf, .M. Williams, .B. Wright, .M. Belinelli ",1,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,GSW,Nov 7 2008
10,".S. Jackson, .R. Turiaf, .M. Williams, .M. Belinelli, .A. Randolph ",1,0.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GSW,Nov 7 2008
11,".R. Turiaf, .K. Azubuike, .B. Wright, .M. Belinelli, .C. Watson ",1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-4.0,GSW,Nov 7 2008
12,".S. Jackson, .R. Turiaf, .K. Azubuike, .C. Watson, .A. Randolph ",1,0.4,5.0,1.0,1.0,100,1.0,1.0,100,2.0,2.0,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,GSW,Nov 7 2008
13,".S. Jackson, .M. Belinelli, .C. Watson, .A. Randolph, .D. Nelson ",1,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW,Nov 7 2008
14,".S. Jackson, .K. Azubuike, .M. Belinelli, .C. Watson, .D. Nelson ",1,0.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.0,GSW,Nov 7 2008
15,".R. Turiaf, .K. Azubuike, .B. Wright, .C. Watson, .D. Nelson ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW,Nov 7 2008
16,".S. Jackson, .A. Biedrins, .K. Azubuike, .M. Belinelli, .C. Watson ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GSW,Nov 7 2008
17,".S. Jackson, .A. Biedrins, .M. Williams, .M. Belinelli, .C. Watson ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW,Nov 7 2008
0,".S. Jackson, .A. Biedrins, .K. Azubuike, .B. Wright, .C. Watson ",1,18.9,50.0,20.0,39.0,51.3,1.0,6.0,16.7,9.0,10.0,90.0,11.0,18.0,29.0,10.0,6.0,2.0,6.0,5.0,9.0,9.0,18.0,GSW,Nov 5 2008
1,".S. Jackson, .R. Turiaf, .K. Azubuike, .B. Wright, .C. Watson ",1,13.2,29.0,9.0,20.0,45.0,0.0,4.0,0.0,11.0,18.0,61.1,3.0,8.0,11.0,5.0,1.0,2.0,2.0,0.0,6.0,11.0,6.0,GSW,Nov 5 2008
2,".S. Jackson, .A. Harrington, .A. Biedrins, .K. Azubuike, .C. Watson ",1,4.0,9.0,3.0,8.0,37.5,0.0,1.0,0.0,3.0,6.0,50.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,-6.0,GSW,Nov 5 2008
3,".S. Jackson, .A. Harrington, .A. Biedrins, .R. Turiaf, .D. Nelson ",1,4.0,6.0,3.0,9.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,-11.0,GSW,Nov 5 2008
4,".A. Harrington, .A. Biedrins, .K. Azubuike, .M. Belinelli, .C. Watson ",1,3.0,8.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,GSW,Nov 5 2008
5,".S. Jackson, .A. Harrington, .A. Biedrins, .K. Azubuike, .D. Nelson ",1,2.2,5.0,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,GSW,Nov 5 2008
6,".A. Harrington, .R. Turiaf, .K. Azubuike, .M. Belinelli, .C. Watson ",1,1.4,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,GSW,Nov 5 2008
7,".S. Jackson, .A. Harrington, .R. Turiaf, .K. Azubuike, .C. Watson ",1,1.3,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,GSW,Nov 5 2008
8,".A. Harrington, .A. Biedrins, .R. Turiaf, .K. Azubuike, .C. Watson ",1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,GSW,Nov 5 2008
0,".S. Jackson, .C. Maggette, .J. Crawford, .R. Turiaf, .K. Azubuike ",1,19.4,47.0,12.0,24.0,50.0,2.0,4.0,50.0,21.0,22.0,95.5,2.0,7.0,9.0,11.0,7.0,2.0,1.0,0.0,7.0,15.0,-1.0,GSW,Jan 21 2009
1,".S. Jackson, .C. Maggette, .R. Turiaf, .K. Azubuike, .C. Watson ",1,6.4,18.0,6.0,10.0,60.0,0.0,0.0,0.0,6.0,6.0,100,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,5.0,3.0,-2.0,GSW,Jan 21 2009
2,".S. Jackson, .J. Crawford, .K. Azubuike, .A. Randolph, .R. Kurz ",1,3.7,6.0,3.0,8.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,GSW,Jan 21 2009
3,".S. Jackson, .C. Maggette, .J. Crawford, .R. Turiaf, .C. Watson ",1,3.0,7.0,3.0,6.0,50.0,0.0,1.0,0.0,1.0,1.0,100,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,GSW,Jan 21 2009
4,".S. Jackson, .J. Crawford, .K. Azubuike, .A. Morrow, .R. Kurz ",1,2.9,6.0,3.0,5.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,-3.0,GSW,Jan 21 2009
5,".S. Jackson, .J. Crawford, .R. Turiaf, .A. Morrow, .R. Kurz ",1,2.8,8.0,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,GSW,Jan 21 2009
6,".S. Jackson, .J. Crawford, .R. Turiaf, .C. Watson, .A. Morrow ",1,2.5,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,GSW,Jan 21 2009
7,".S. Jackson, .J. Crawford, .R. Turiaf, .K. Azubuike, .C. Watson ",1,2.5,10.0,3.0,3.0,100,1.0,1.0,100,3.0,4.0,75.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,5.0,GSW,Jan 21 2009
8,".C. Maggette, .J. Crawford, .R. Turiaf, .C. Watson, .A. Morrow ",1,1.6,5.0,1.0,3.0,33.3,1.0,2.0,50.0,2.0,2.0,100,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,GSW,Jan 21 2009
9,".J. Crawford, .K. Azubuike, .C. Watson, .A. Morrow, .R. Kurz ",1,1.2,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,GSW,Jan 21 2009
10,".S. Jackson, .J. Crawford, .R. Turiaf, .K. Azubuike, .A. Randolph ",1,1.1,5.0,2.0,5.0,40.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,GSW,Jan 21 2009
11,".S. Jackson, .C. Maggette, .R. Turiaf, .C. Watson, .A. Morrow ",1,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,GSW,Jan 21 2009
12,".S. Jackson, .C. Maggette, .J. Crawford, .R. Turiaf, .A. Morrow ",1,0.4,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,GSW,Jan 21 2009
0,".S. Jackson, .C. Maggette, .J. Crawford, .A. Biedrins, .K. Azubuike ",1,11.3,22.0,7.0,19.0,36.8,2.0,5.0,40.0,6.0,8.0,75.0,5.0,11.0,16.0,5.0,4.0,1.0,1.0,1.0,4.0,6.0,6.0,GSW,Jan 19 2009
1,".S. Jackson, .J. Crawford, .A. Biedrins, .K. Azubuike, .A. Randolph ",1,10.8,26.0,10.0,18.0,55.6,4.0,5.0,80.0,2.0,2.0,100,3.0,5.0,8.0,7.0,6.0,1.0,2.0,0.0,5.0,2.0,-5.0,GSW,Jan 19 2009
2,".S. Jackson, .C. Maggette, .J. Crawford, .R. Turiaf, .A. Morrow ",1,5.6,17.0,8.0,9.0,88.9,1.0,1.0,100,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,GSW,Jan 19 2009
3,".S. Jackson, .J. Crawford, .A. Biedrins, .K. Azubuike, .A. Morrow ",1,4.5,15.0,6.0,8.0,75.0,2.0,2.0,100,1.0,1.0,100,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,GSW,Jan 19 2009
4,".S. Jackson, .J. Crawford, .R. Turiaf, .K. Azubuike, .A. Morrow ",1,4.3,13.0,5.0,8.0,62.5,3.0,3.0,100,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,GSW,Jan 19 2009
5,".C. Maggette, .J. Crawford, .A. Biedrins, .K. Azubuike, .A. Morrow ",1,3.8,7.0,2.0,5.0,40.0,1.0,1.0,100,2.0,2.0,100,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,GSW,Jan 19 2009
6,".S. Jackson, .C. Maggette, .J. Crawford, .R. Turiaf, .K. Azubuike ",1,3.0,7.0,2.0,8.0,25.0,0.0,1.0,0.0,3.0,3.0,100,4.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,GSW,Jan 19 2009
7,".C. Maggette, .J. Crawford, .R. Turiaf, .K. Azubuike, .A. Morrow ",1,1.8,3.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,GSW,Jan 19 2009
8,".S. Jackson, .C. Maggette, .J. Crawford, .A. Biedrins, .A. Morrow ",1,1.5,6.0,2.0,2.0,100,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,GSW,Jan 19 2009
9,".J. Crawford, .K. Azubuike, .J. Davidson, .A. Morrow, .R. Kurz ",1,1.4,3.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,GSW,Jan 19 2009
10,".S. Jackson, .C. Maggette, .J. Crawford, .K. Azubuike, .A. Morrow ",1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW,Jan 19 2009
11,".S. Jackson, .J. Crawford, .K. Azubuike, .J. Davidson, .A. Morrow ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW,Jan 19 2009
0,".S. Jackson, .J. Crawford, .A. Biedrins, .K. Azubuike, .A. Randolph ",1,12.4,21.0,9.0,19.0,47.4,1.0,3.0,33.3,2.0,2.0,100,1.0,8.0,9.0,6.0,4.0,1.0,1.0,2.0,3.0,3.0,-3.0,GSW,Jan 16 2009
1,".S. Jackson, .C. Maggette, .J. Crawford, .A. Biedrins, .K. Azubuike ",1,10.7,28.0,10.0,15.0,66.7,3.0,4.0,75.0,5.0,6.0,83.3,2.0,7.0,9.0,4.0,3.0,2.0,0.0,1.0,5.0,5.0,5.0,GSW,Jan 16 2009
2,".S. Jackson, .C. Maggette, .J. Crawford, .R. Turiaf, .A. Morrow ",1,8.6,18.0,8.0,20.0,40.0,0.0,3.0,0.0,2.0,2.0,100,3.0,11.0,14.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,GSW,Jan 16 2009
3,".C. Maggette, .J. Crawford, .A. Biedrins, .K. Azubuike, .A. Morrow ",1,5.4,18.0,6.0,10.0,60.0,1.0,1.0,100,5.0,6.0,83.3,1.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,GSW,Jan 16 2009
4,".S. Jackson, .C. Maggette, .J. Crawford, .R. Turiaf, .K. Azubuike ",1,5.1,11.0,2.0,8.0,25.0,1.0,2.0,50.0,6.0,6.0,100,2.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,4.0,-4.0,GSW,Jan 16 2009
5,".S. Jackson, .C. Maggette, .J. Crawford, .A. Biedrins, .A. Morrow ",1,4.6,15.0,5.0,8.0,62.5,2.0,2.0,100,3.0,4.0,75.0,1.0,4.0,5.0,3.0,2.0,2.0,0.0,0.0,5.0,4.0,5.0,GSW,Jan 16 2009
6,".S. Jackson, .C. Maggette, .J. Crawford, .K. Azubuike, .A. Morrow ",1,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,-1.0,GSW,Jan 16 2009
7,".S. Jackson, .C. Maggette, .R. Turiaf, .M. Williams, .A. Morrow ",1,0.5,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW,Jan 16 2009
8,".C. Maggette, .J. Crawford, .R. Turiaf, .K. Azubuike, .A. Morrow ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW,Jan 16 2009
0,".C. Maggette, .J. Crawford, .A. Biedrins, .K. Azubuike, .C. Watson ",1,10.7,22.0,7.0,14.0,50.0,0.0,3.0,0.0,8.0,14.0,57.1,1.0,7.0,8.0,3.0,1.0,1.0,2.0,0.0,4.0,9.0,6.0,GSW,Jan 14 2009
1,".J. Crawford, .A. Biedrins, .K. Azubuike, .C. Watson, .A. Morrow ",1,8.8,29.0,10.0,16.0,62.5,1.0,2.0,50.0,8.0,9.0,88.9,3.0,8.0,11.0,4.0,1.0,0.0,4.0,0.0,2.0,5.0,17.0,GSW,Jan 14 2009
2,".J. Crawford, .R. Turiaf, .K. Azubuike, .C. Watson, .A. Morrow ",1,8.8,18.0,6.0,17.0,35.3,3.0,5.0,60.0,3.0,5.0,60.0,5.0,6.0,11.0,3.0,2.0,0.0,3.0,2.0,6.0,2.0,-1.0,GSW,Jan 14 2009
3,".J. Crawford, .R. Turiaf, .K. Azubuike, .A. Randolph, .A. Morrow ",1,6.0,8.0,4.0,12.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,-5.0,GSW,Jan 14 2009
4,".C. Maggette, .J. Crawford, .R. Turiaf, .C. Watson, .A. Randolph ",1,5.4,12.0,5.0,10.0,50.0,1.0,1.0,100,1.0,2.0,50.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,-4.0,GSW,Jan 14 2009
