Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Thu Mar 20 2008,10:30p,Los Angeles Lakers,106,Utah Jazz,95,Box Score,,19911,
Fri Mar 21 2008,7:00p,Minnesota Timberwolves,113,Indiana Pacers,124,Box Score,,11805,
Fri Mar 21 2008,7:00p,Philadelphia 76ers,95,Orlando Magic,113,Box Score,,17519,
Fri Mar 21 2008,7:30p,Toronto Raptors,83,Cleveland Cavaliers,90,Box Score,,20562,
Fri Mar 21 2008,7:30p,Washington Wizards,103,Miami Heat,86,Box Score,,19345,
Fri Mar 21 2008,7:30p,Denver Nuggets,125,New Jersey Nets,114,Box Score,,17949,
Fri Mar 21 2008,7:30p,Memphis Grizzlies,120,New York Knicks,106,Box Score,,19763,
Fri Mar 21 2008,8:30p,Sacramento Kings,89,San Antonio Spurs,102,Box Score,,18797,
Fri Mar 21 2008,10:00p,Los Angeles Clippers,102,Portland Trail Blazers,107,Box Score,,19980,
Fri Mar 21 2008,10:30p,Houston Rockets,109,Golden State Warriors,106,Box Score,,19824,
Fri Mar 21 2008,10:30p,Seattle SuperSonics,105,Los Angeles Lakers,130,Box Score,,18997,
Sat Mar 22 2008,7:00p,Orlando Magic,90,Atlanta Hawks,98,Box Score,,18825,
Sat Mar 22 2008,7:00p,Miami Heat,82,Charlotte Bobcats,94,Box Score,,17522,
Sat Mar 22 2008,7:00p,New Jersey Nets,87,Philadelphia 76ers,91,Box Score,,19205,
Sat Mar 22 2008,8:00p,Sacramento Kings,111,Memphis Grizzlies,117,Box Score,,11151,
Sat Mar 22 2008,8:00p,New York Knicks,93,Minnesota Timberwolves,114,Box Score,,14789,
Sat Mar 22 2008,8:00p,Boston Celtics,106,New Orleans Hornets,113,Box Score,,18280,
Sat Mar 22 2008,8:30p,Indiana Pacers,108,Chicago Bulls,101,Box Score,,21752,
Sat Mar 22 2008,8:30p,Cleveland Cavaliers,98,Milwaukee Bucks,108,Box Score,,15337,
Sat Mar 22 2008,9:00p,Seattle SuperSonics,101,Utah Jazz,115,Box Score,,19911,
Sat Mar 22 2008,10:00p,Houston Rockets,113,Phoenix Suns,122,Box Score,,18422,
Sat Mar 22 2008,10:30p,Portland Trail Blazers,83,Los Angeles Clippers,72,Box Score,,18248,
Sun Mar 23 2008,1:00p,San Antonio Spurs,88,Dallas Mavericks,81,Box Score,,20411,
Sun Mar 23 2008,3:30p,Denver Nuggets,109,Toronto Raptors,100,Box Score,,19800,
Sun Mar 23 2008,8:00p,Detroit Pistons,83,Washington Wizards,95,Box Score,,20173,
Sun Mar 23 2008,9:30p,Golden State Warriors,115,Los Angeles Lakers,111,Box Score,,18997,
Mon Mar 24 2008,7:30p,Philadelphia 76ers,95,Boston Celtics,90,Box Score,,18624,
Mon Mar 24 2008,7:30p,Phoenix Suns,105,Detroit Pistons,110,Box Score,OT,22076,
Mon Mar 24 2008,7:30p,Milwaukee Bucks,73,Miami Heat,78,Box Score,,19024,
Mon Mar 24 2008,7:30p,New Jersey Nets,106,New York Knicks,91,Box Score,,19763,
Mon Mar 24 2008,8:00p,Denver Nuggets,120,Memphis Grizzlies,106,Box Score,,12317,
Mon Mar 24 2008,8:30p,Sacramento Kings,100,Houston Rockets,108,Box Score,,18241,
Mon Mar 24 2008,10:00p,Portland Trail Blazers,84,Seattle SuperSonics,97,Box Score,,11292,
Mon Mar 24 2008,10:30p,Los Angeles Lakers,123,Golden State Warriors,119,Box Score,OT,20713,
Tue Mar 25 2008,7:00p,New Orleans Hornets,114,Indiana Pacers,106,Box Score,,10829,
Tue Mar 25 2008,7:00p,San Antonio Spurs,107,Orlando Magic,97,Box Score,,17519,
Tue Mar 25 2008,8:30p,Atlanta Hawks,94,Chicago Bulls,103,Box Score,,21806,
Tue Mar 25 2008,8:30p,Los Angeles Clippers,90,Dallas Mavericks,103,Box Score,,20207,
Tue Mar 25 2008,9:00p,Charlotte Bobcats,106,Utah Jazz,128,Box Score,,19911,
Tue Mar 25 2008,10:00p,Washington Wizards,82,Portland Trail Blazers,102,Box Score,,19980,
Wed Mar 26 2008,7:00p,Milwaukee Bucks,96,Atlanta Hawks,115,Box Score,,14832,
Wed Mar 26 2008,7:00p,Phoenix Suns,97,Boston Celtics,117,Box Score,,18624,
Wed Mar 26 2008,7:00p,New Orleans Hornets,100,Cleveland Cavaliers,99,Box Score,,20562,
Wed Mar 26 2008,7:00p,Chicago Bulls,99,Philadelphia 76ers,121,Box Score,,18620,
Wed Mar 26 2008,7:00p,Detroit Pistons,82,Toronto Raptors,89,Box Score,,19800,
Wed Mar 26 2008,7:30p,Indiana Pacers,117,New Jersey Nets,124,Box Score,,15134,
Wed Mar 26 2008,7:30p,Miami Heat,96,New York Knicks,103,Box Score,OT,19209,
Wed Mar 26 2008,8:30p,Minnesota Timberwolves,86,Houston Rockets,97,Box Score,,18269,
Wed Mar 26 2008,8:30p,Los Angeles Clippers,88,San Antonio Spurs,97,Box Score,,18797,
Wed Mar 26 2008,10:00p,Memphis Grizzlies,106,Sacramento Kings,107,Box Score,OT,13433,
Wed Mar 26 2008,10:00p,Washington Wizards,104,Seattle SuperSonics,99,Box Score,,10497,
Wed Mar 26 2008,10:30p,Charlotte Bobcats,108,Los Angeles Lakers,95,Box Score,,18997,
Thu Mar 27 2008,8:00p,Dallas Mavericks,105,Denver Nuggets,118,Box Score,,18247,
Thu Mar 27 2008,8:00p,Miami Heat,69,Detroit Pistons,85,Box Score,,22076,
Thu Mar 27 2008,10:30p,Portland Trail Blazers,95,Golden State Warriors,111,Box Score,,19732,
Fri Mar 28 2008,7:00p,New Jersey Nets,115,Indiana Pacers,123,Box Score,,13282,
Fri Mar 28 2008,7:00p,Phoenix Suns,107,Philadelphia 76ers,93,Box Score,,20707,
Fri Mar 28 2008,7:00p,New York Knicks,95,Toronto Raptors,103,Box Score,,19800,
Fri Mar 28 2008,7:30p,Chicago Bulls,103,Atlanta Hawks,106,Box Score,,17223,
Fri Mar 28 2008,7:30p,New Orleans Hornets,92,Boston Celtics,112,Box Score,,18624,
Fri Mar 28 2008,8:30p,Orlando Magic,103,Milwaukee Bucks,86,Box Score,,17531,
Fri Mar 28 2008,8:30p,Minnesota Timberwolves,84,San Antonio Spurs,99,Box Score,,18797,
Fri Mar 28 2008,9:00p,Los Angeles Clippers,101,Utah Jazz,121,Box Score,,19911,
Fri Mar 28 2008,10:00p,Washington Wizards,114,Sacramento Kings,108,Box Score,,14061,
Fri Mar 28 2008,10:30p,Memphis Grizzlies,114,Los Angeles Lakers,111,Box Score,,18997,
Fri Mar 28 2008,10:30p,Charlotte Bobcats,96,Seattle SuperSonics,93,Box Score,,13592,
Sat Mar 29 2008,7:30p,Cleveland Cavaliers,71,Detroit Pistons,85,Box Score,,22076,
Sat Mar 29 2008,7:30p,Phoenix Suns,110,New Jersey Nets,104,Box Score,,19990,
Sat Mar 29 2008,8:30p,Milwaukee Bucks,111,Chicago Bulls,114,Box Score,,21983,
Sat Mar 29 2008,9:00p,Golden State Warriors,112,Denver Nuggets,119,Box Score,,19844,
Sat Mar 29 2008,10:00p,Charlotte Bobcats,93,Portland Trail Blazers,85,Box Score,,19980,
Sat Mar 29 2008,10:30p,Memphis Grizzlies,97,Los Angeles Clippers,110,Box Score,,18125,
Sun Mar 30 2008,1:00p,Houston Rockets,88,San Antonio Spurs,109,Box Score,,18797,
Sun Mar 30 2008,3:30p,Utah Jazz,103,Minnesota Timberwolves,110,Box Score,,19356,
Sun Mar 30 2008,4:00p,New York Knicks,109,Atlanta Hawks,114,Box Score,,16573,
Sun Mar 30 2008,6:00p,Miami Heat,62,Boston Celtics,88,Box Score,,18624,
Sun Mar 30 2008,6:00p,Philadelphia 76ers,88,Cleveland Cavaliers,91,Box Score,,20562,
Sun Mar 30 2008,6:00p,New Orleans Hornets,118,Toronto Raptors,111,Box Score,,19800,
Sun Mar 30 2008,9:00p,Dallas Mavericks,104,Golden State Warriors,114,Box Score,,19852,
Sun Mar 30 2008,9:00p,Sacramento Kings,120,Seattle SuperSonics,107,Box Score,,10862,
Sun Mar 30 2008,9:30p,Washington Wizards,120,Los Angeles Lakers,126,Box Score,OT,18997,
Mon Mar 31 2008,7:00p,Toronto Raptors,104,Charlotte Bobcats,100,Box Score,,12188,
Mon Mar 31 2008,7:00p,Miami Heat,85,Indiana Pacers,105,Box Score,,11529,
Mon Mar 31 2008,8:00p,Atlanta Hawks,116,Memphis Grizzlies,99,Box Score,,10281,
Mon Mar 31 2008,9:00p,Washington Wizards,87,Utah Jazz,129,Box Score,,19911,
Mon Mar 31 2008,10:00p,Denver Nuggets,117,Phoenix Suns,132,Box Score,,18422,
Mon Mar 31 2008,10:30p,Dallas Mavericks,93,Los Angeles Clippers,86,Box Score,,17124,
