,lineup,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM,GAMEDAY
1,".A. Miller, .L. Aldridge, .N. Batum, .D. Cunningham, .W. Matthews ",2,6.9,14.0,5.0,10.0,50.0,1.0,2.0,50.0,3.0,4.0,75.0,1.0,5.0,6.0,3.5,2.5,1.0,0.5,0.0,2.0,3.0,3.0,POR,Feb 1 2011
2,".A. Miller, .L. Aldridge, .N. Batum, .W. Matthews, .C. Johnson ",1,5.2,12.0,3.0,7.0,42.9,1.0,1.0,100,5.0,6.0,83.3,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,4.0,-4.0,POR,Feb 1 2011
3,".L. Aldridge, .R. Fernandez, .D. Cunningham, .P. Mills, .W. Matthews ",2,4.9,10.5,4.5,9.0,50.0,0.5,3.0,16.7,1.0,2.0,50.0,2.0,3.5,5.5,3.5,1.0,0.5,0.5,0.0,2.5,2.0,2.5,POR,Feb 1 2011
4,".A. Miller, .J. Przybilla, .L. Aldridge, .R. Fernandez, .N. Batum ",2,4.5,10.5,4.5,7.0,64.3,1.0,2.0,50.0,0.5,0.5,100,0.0,3.0,3.0,3.0,0.5,0.0,0.5,0.0,1.5,1.0,1.5,POR,Feb 1 2011
5,".A. Miller, .L. Aldridge, .R. Fernandez, .D. Cunningham, .W. Matthews ",2,4.4,10.5,3.5,6.5,53.8,0.0,1.0,0.0,3.5,3.5,100,1.0,1.5,2.5,2.0,0.0,1.0,0.0,0.5,1.5,2.5,3.5,POR,Feb 1 2011
6,".A. Miller, .L. Aldridge, .R. Fernandez, .N. Batum, .D. Cunningham ",2,4.1,6.5,2.0,5.5,36.4,0.0,1.0,0.0,2.5,3.0,83.3,0.5,3.5,4.0,1.5,1.5,0.5,1.0,0.0,2.5,1.5,-3.0,POR,Feb 1 2011
7,".R. Fernandez, .N. Batum, .D. Cunningham, .P. Mills, .C. Johnson ",2,3.6,7.5,2.5,6.5,38.5,1.0,1.0,100,1.5,3.0,50.0,1.0,1.5,2.5,1.5,0.5,0.0,1.0,0.0,1.5,1.5,-2.0,POR,Feb 1 2011
8,".S. Marks, .D. Cunningham, .P. Mills, .L. Babbitt, .C. Johnson ",1,2.6,4.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,POR,Feb 1 2011
9,".L. Aldridge, .R. Fernandez, .N. Batum, .P. Mills, .W. Matthews ",1,1.5,4.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,POR,Feb 1 2011
10,".A. Miller, .L. Aldridge, .R. Fernandez, .N. Batum, .W. Matthews ",2,1.2,5.5,2.0,2.0,100,0.5,0.5,100,1.0,1.5,66.7,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.5,4.0,POR,Feb 1 2011
11,".J. Przybilla, .L. Aldridge, .R. Fernandez, .N. Batum, .P. Mills ",1,0.9,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,POR,Feb 1 2011
12,".L. Aldridge, .R. Fernandez, .N. Batum, .D. Cunningham, .P. Mills ",1,0.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,POR,Feb 1 2011
13,".R. Fernandez, .N. Batum, .P. Mills, .W. Matthews, .C. Johnson ",2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.5,POR,Feb 1 2011
14,".J. Przybilla, .R. Fernandez, .N. Batum, .P. Mills, .C. Johnson ",1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Feb 1 2011
15,".R. Fernandez, .D. Cunningham, .P. Mills, .W. Matthews, .C. Johnson ",1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Feb 1 2011
16,".A. Miller, .D. Cunningham, .P. Mills, .L. Babbitt, .C. Johnson ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Feb 1 2011
17,".A. Miller, .D. Cunningham, .P. Mills, .W. Matthews, .L. Babbitt ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Feb 1 2011
18,".A. Miller, .L. Aldridge, .D. Cunningham, .W. Matthews, .L. Babbitt ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Feb 1 2011
19,".A. Miller, .L. Aldridge, .P. Mills, .W. Matthews, .C. Johnson ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Feb 1 2011
20,".A. Miller, .R. Fernandez, .N. Batum, .W. Matthews, .C. Johnson ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Feb 1 2011
21,".L. Aldridge, .R. Fernandez, .P. Mills, .W. Matthews, .C. Johnson ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Feb 1 2011
0,".A. Miller, .L. Aldridge, .R. Fernandez, .D. Cunningham, .W. Matthews ",2,15.2,26.0,10.0,23.5,42.6,0.5,4.0,12.5,5.5,8.0,68.8,3.5,9.5,13.0,5.5,4.5,2.5,1.5,2.0,4.0,8.5,0.0,POR,Dec 17 2010
1,".L. Aldridge, .R. Fernandez, .D. Cunningham, .P. Mills, .W. Matthews ",2,7.9,17.0,6.5,13.0,50.0,2.0,4.5,44.4,2.0,4.0,50.0,2.0,5.0,7.0,3.0,1.5,1.0,1.5,0.5,2.5,3.0,0.0,POR,Dec 17 2010
2,".M. Camby, .A. Miller, .L. Aldridge, .N. Batum, .W. Matthews ",1,6.8,12.0,5.0,12.0,41.7,0.0,1.0,0.0,2.0,2.0,100,2.0,5.0,7.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,-2.0,POR,Dec 17 2010
3,".M. Camby, .A. Miller, .L. Aldridge, .R. Fernandez, .W. Matthews ",1,4.1,13.0,6.0,8.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,POR,Dec 17 2010
4,".J. Przybilla, .R. Fernandez, .D. Cunningham, .P. Mills, .W. Matthews ",1,3.5,12.0,5.0,6.0,83.3,0.0,1.0,0.0,2.0,2.0,100,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,POR,Dec 17 2010
5,".S. Marks, .R. Fernandez, .D. Cunningham, .P. Mills, .L. Babbitt ",1,3.5,8.0,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,POR,Dec 17 2010
6,".S. Marks, .D. Cunningham, .P. Mills, .W. Matthews, .L. Babbitt ",1,2.9,9.0,3.0,8.0,37.5,1.0,1.0,100,2.0,3.0,66.7,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,POR,Dec 17 2010
7,".S. Marks, .L. Aldridge, .P. Mills, .W. Matthews, .L. Babbitt ",1,2.9,2.0,1.0,7.0,14.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,-3.0,POR,Dec 17 2010
8,".S. Marks, .A. Miller, .L. Aldridge, .R. Fernandez, .W. Matthews ",2,2.6,9.0,3.5,5.0,70.0,1.5,1.5,100,0.5,0.5,100,0.0,2.0,2.0,3.0,1.5,1.5,0.0,0.0,2.5,2.0,4.5,POR,Dec 17 2010
9,".J. Przybilla, .L. Aldridge, .R. Fernandez, .P. Mills, .W. Matthews ",1,2.2,8.0,2.0,3.0,66.7,1.0,2.0,50.0,3.0,3.0,100,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,POR,Dec 17 2010
10,".S. Marks, .L. Aldridge, .R. Fernandez, .P. Mills, .W. Matthews ",2,2.1,3.0,1.0,3.0,33.3,0.0,0.5,0.0,1.0,1.0,100,0.5,1.0,1.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,-1.5,POR,Dec 17 2010
11,".A. Miller, .L. Aldridge, .N. Batum, .D. Cunningham, .W. Matthews ",1,2.0,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-4.0,POR,Dec 17 2010
12,".J. Przybilla, .L. Aldridge, .P. Mills, .W. Matthews, .A. Johnson ",1,2.0,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,POR,Dec 17 2010
13,".M. Camby, .A. Miller, .L. Aldridge, .R. Fernandez, .N. Batum ",1,2.0,7.0,3.0,3.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,POR,Dec 17 2010
14,".L. Aldridge, .D. Cunningham, .P. Mills, .W. Matthews, .L. Babbitt ",1,1.8,3.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,POR,Dec 17 2010
15,".A. Miller, .L. Aldridge, .D. Cunningham, .W. Matthews, .A. Johnson ",1,1.7,6.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,POR,Dec 17 2010
16,".M. Camby, .R. Fernandez, .N. Batum, .D. Cunningham, .P. Mills ",1,1.3,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,POR,Dec 17 2010
17,".M. Camby, .L. Aldridge, .R. Fernandez, .N. Batum, .P. Mills ",1,1.2,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,POR,Dec 17 2010
18,".S. Marks, .R. Fernandez, .D. Cunningham, .P. Mills, .W. Matthews ",1,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,POR,Dec 17 2010
19,".S. Marks, .J. Przybilla, .R. Fernandez, .P. Mills, .W. Matthews ",1,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0,POR,Dec 17 2010
20,".L. Aldridge, .R. Fernandez, .D. Cunningham, .P. Mills, .A. Johnson ",1,0.5,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,POR,Dec 17 2010
21,".S. Marks, .R. Fernandez, .D. Cunningham, .P. Mills, .A. Johnson ",1,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,POR,Dec 17 2010
22,".A. Miller, .L. Aldridge, .R. Fernandez, .P. Mills, .W. Matthews ",1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,POR,Dec 17 2010
23,".J. Przybilla, .R. Fernandez, .N. Batum, .D. Cunningham, .P. Mills ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Dec 17 2010
24,".L. Aldridge, .R. Fernandez, .N. Batum, .D. Cunningham, .W. Matthews ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR,Dec 17 2010
0,".A. Miller, .L. Aldridge, .R. Fernandez, .N. Batum, .W. Matthews ",1,21.6,43.0,16.0,36.0,44.4,2.0,8.0,25.0,9.0,12.0,75.0,4.0,20.0,24.0,8.0,6.0,3.0,3.0,2.0,7.0,10.0,4.0,POR,Feb 25 2011
1,".A. Miller, .L. Aldridge, .B. Roy, .R. Fernandez, .W. Matthews ",1,11.1,25.0,7.0,18.0,38.9,4.0,6.0,66.7,7.0,8.0,87.5,1.0,9.0,10.0,5.0,1.0,2.0,0.0,1.0,4.0,7.0,0.0,POR,Feb 25 2011
2,".L. Aldridge, .R. Fernandez, .N. Batum, .P. Mills, .W. Matthews ",1,4.0,7.0,3.0,5.0,60.0,1.0,1.0,100,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,-3.0,POR,Feb 25 2011
3,".A. Miller, .L. Aldridge, .R. Fernandez, .W. Matthews, .L. Babbitt ",1,2.8,5.0,2.0,7.0,28.6,1.0,1.0,100,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,-4.0,POR,Feb 25 2011
4,".A. Miller, .L. Aldridge, .B. Roy, .R. Fernandez, .N. Batum ",1,2.5,8.0,4.0,4.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,POR,Feb 25 2011
5,".A. Miller, .L. Aldridge, .B. Roy, .N. Batum, .W. Matthews ",1,2.4,2.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,-3.0,POR,Feb 25 2011
6,".B. Roy, .N. Batum, .P. Mills, .W. Matthews, .L. Babbitt ",1,2.1,2.0,1.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.0,POR,Feb 25 2011
7,".A. Miller, .L. Aldridge, .B. Roy, .W. Matthews, .L. Babbitt ",1,1.9,5.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,100,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,POR,Feb 25 2011
8,".L. Aldridge, .B. Roy, .R. Fernandez, .N. Batum, .W. Matthews ",1,1.6,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,POR,Feb 25 2011
9,".L. Aldridge, .B. Roy, .N. Batum, .P. Mills, .W. Matthews ",1,1.4,3.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,POR,Feb 25 2011
10,".L. Aldridge, .B. Roy, .R. Fernandez, .N. Batum, .A. Johnson ",1,0.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,POR,Feb 25 2011
11,".L. Aldridge, .B. Roy, .P. Mills, .W. Matthews, .L. Babbitt ",1,0.5,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,POR,Feb 25 2011
12,".L. Aldridge, .N. Batum, .P. Mills, .W. Matthews, .L. Babbitt ",1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,POR,Feb 25 2011
0,".H. Turkoglu, .J. Richardson, .D. Howard, .J. Nelson, .B. Bass ",1,11.2,23.0,9.0,15.0,60.0,0.0,2.0,0.0,5.0,7.0,71.4,1.0,9.0,10.0,6.0,3.0,1.0,1.0,0.0,4.0,8.0,9.0,ORL,Jan 5 2011
1,".J. Richardson, .D. Howard, .J. Nelson, .J. Redick, .R. Anderson ",1,10.9,24.0,10.0,17.0,58.8,2.0,8.0,25.0,2.0,5.0,40.0,2.0,8.0,10.0,8.0,4.0,0.0,0.0,0.0,2.0,3.0,6.0,ORL,Jan 5 2011
