Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sun Apr 1 2007,1:00p,Miami Heat,88,Detroit Pistons,94,Box Score,,22076,
Sun Apr 1 2007,2:00p,Chicago Bulls,105,Atlanta Hawks,97,Box Score,,17687,
Sun Apr 1 2007,3:00p,Memphis Grizzlies,117,Golden State Warriors,122,Box Score,,17198,
Sun Apr 1 2007,3:30p,Washington Wizards,121,Milwaukee Bucks,107,Box Score,,17152,
Sun Apr 1 2007,3:30p,Dallas Mavericks,104,Phoenix Suns,126,Box Score,,18422,
Sun Apr 1 2007,6:00p,Cleveland Cavaliers,96,Boston Celtics,98,Box Score,,17204,
Sun Apr 1 2007,6:00p,Utah Jazz,86,Houston Rockets,83,Box Score,,18280,
Sun Apr 1 2007,6:00p,Minnesota Timberwolves,105,Orlando Magic,104,Box Score,OT,17451,
Sun Apr 1 2007,6:00p,Charlotte Bobcats,94,Toronto Raptors,107,Box Score,,19023,
Sun Apr 1 2007,7:00p,San Antonio Spurs,99,Indiana Pacers,100,Box Score,,13447,
Sun Apr 1 2007,9:00p,Denver Nuggets,114,Seattle SuperSonics,103,Box Score,,16659,
Sun Apr 1 2007,9:30p,Sacramento Kings,103,Los Angeles Lakers,126,Box Score,,18997,
Tue Apr 3 2007,7:00p,Washington Wizards,102,Charlotte Bobcats,122,Box Score,,14345,
Tue Apr 3 2007,7:00p,Detroit Pistons,100,Indiana Pacers,85,Box Score,,13112,
Tue Apr 3 2007,7:30p,Toronto Raptors,89,Miami Heat,92,Box Score,,19600,
Tue Apr 3 2007,8:00p,Phoenix Suns,116,Memphis Grizzlies,111,Box Score,,14863,
Tue Apr 3 2007,8:00p,New Orleans/Oklahoma City Hornets,119,Milwaukee Bucks,101,Box Score,,16013,
Tue Apr 3 2007,8:00p,Cleveland Cavaliers,101,Minnesota Timberwolves,88,Box Score,,16118,
Tue Apr 3 2007,8:00p,Seattle SuperSonics,91,San Antonio Spurs,110,Box Score,,18583,
Tue Apr 3 2007,10:00p,Dallas Mavericks,97,Sacramento Kings,93,Box Score,,17317,
Tue Apr 3 2007,10:30p,Denver Nuggets,111,Los Angeles Lakers,105,Box Score,,18997,
Wed Apr 4 2007,7:00p,Toronto Raptors,111,Orlando Magic,108,Box Score,,16911,
Wed Apr 4 2007,7:00p,Charlotte Bobcats,108,Washington Wizards,100,Box Score,,15292,
Wed Apr 4 2007,7:30p,Chicago Bulls,106,Detroit Pistons,88,Box Score,,22076,
Wed Apr 4 2007,7:30p,Atlanta Hawks,86,New Jersey Nets,101,Box Score,,15082,
Wed Apr 4 2007,7:30p,Philadelphia 76ers,92,New York Knicks,90,Box Score,,19763,
Wed Apr 4 2007,8:00p,Boston Celtics,89,Milwaukee Bucks,98,Box Score,,15104,
Wed Apr 4 2007,8:00p,Seattle SuperSonics,92,New Orleans/Oklahoma City Hornets,101,Box Score,OT,17021,
Wed Apr 4 2007,8:30p,Golden State Warriors,110,Houston Rockets,99,Box Score,,13929,
Wed Apr 4 2007,10:00p,Sacramento Kings,115,Denver Nuggets,120,Box Score,,16045,
Wed Apr 4 2007,10:00p,Utah Jazz,89,Portland Trail Blazers,94,Box Score,,16615,
Wed Apr 4 2007,10:30p,Los Angeles Lakers,82,Los Angeles Clippers,90,Box Score,,20161,
Thu Apr 5 2007,7:00p,Miami Heat,94,Cleveland Cavaliers,90,Box Score,OT,20562,
Thu Apr 5 2007,9:30p,Phoenix Suns,85,San Antonio Spurs,92,Box Score,,18797,
Fri Apr 6 2007,7:00p,Indiana Pacers,112,Charlotte Bobcats,102,Box Score,,18939,
Fri Apr 6 2007,7:00p,Toronto Raptors,94,Philadelphia 76ers,85,Box Score,,17566,
Fri Apr 6 2007,7:30p,Milwaukee Bucks,102,Atlanta Hawks,115,Box Score,,15020,
Fri Apr 6 2007,7:30p,Miami Heat,88,Boston Celtics,85,Box Score,,18624,
Fri Apr 6 2007,7:30p,Minnesota Timberwolves,99,New York Knicks,94,Box Score,,19763,
Fri Apr 6 2007,8:00p,Golden State Warriors,116,Memphis Grizzlies,104,Box Score,,14087,
Fri Apr 6 2007,8:00p,Phoenix Suns,103,New Orleans/Oklahoma City Hornets,95,Box Score,,19164,
Fri Apr 6 2007,8:00p,Cleveland Cavaliers,99,Washington Wizards,94,Box Score,,20173,
Fri Apr 6 2007,8:30p,New Jersey Nets,74,Chicago Bulls,105,Box Score,,22612,
Fri Apr 6 2007,8:30p,Portland Trail Blazers,85,Houston Rockets,78,Box Score,,18138,
Fri Apr 6 2007,10:00p,Utah Jazz,103,Sacramento Kings,107,Box Score,,17317,
Fri Apr 6 2007,10:30p,Dallas Mavericks,71,Denver Nuggets,75,Box Score,,19752,
Fri Apr 6 2007,10:30p,Los Angeles Lakers,112,Seattle SuperSonics,109,Box Score,,17072,
Sat Apr 7 2007,7:00p,Boston Celtics,98,Indiana Pacers,105,Box Score,,17069,
Sat Apr 7 2007,7:00p,Memphis Grizzlies,89,Orlando Magic,116,Box Score,,17233,
Sat Apr 7 2007,7:30p,Washington Wizards,114,New Jersey Nets,120,Box Score,OT,19102,
Sat Apr 7 2007,8:00p,New Orleans/Oklahoma City Hornets,96,Minnesota Timberwolves,94,Box Score,,15907,
Sat Apr 7 2007,8:00p,Golden State Warriors,99,San Antonio Spurs,112,Box Score,,18797,
Sat Apr 7 2007,8:30p,New York Knicks,118,Milwaukee Bucks,113,Box Score,OT,17201,
Sat Apr 7 2007,9:00p,Portland Trail Blazers,74,Dallas Mavericks,86,Box Score,,20573,
Sat Apr 7 2007,9:00p,Seattle SuperSonics,106,Utah Jazz,103,Box Score,,19911,
Sat Apr 7 2007,10:30p,Denver Nuggets,96,Los Angeles Clippers,93,Box Score,,19409,
Sun Apr 8 2007,1:00p,Cleveland Cavaliers,82,Detroit Pistons,87,Box Score,,22076,
Sun Apr 8 2007,3:30p,Phoenix Suns,115,Los Angeles Lakers,107,Box Score,,18997,
Sun Apr 8 2007,6:00p,Charlotte Bobcats,111,Miami Heat,103,Box Score,OT,19600,
Sun Apr 8 2007,6:00p,Chicago Bulls,89,Toronto Raptors,103,Box Score,,19800,
Sun Apr 8 2007,7:30p,Atlanta Hawks,104,Philadelphia 76ers,109,Box Score,OT,13925,
Sun Apr 8 2007,9:00p,Houston Rockets,112,Sacramento Kings,106,Box Score,,17317,
Mon Apr 9 2007,7:30p,Detroit Pistons,91,New York Knicks,83,Box Score,,19763,
Mon Apr 9 2007,8:00p,Orlando Magic,117,Milwaukee Bucks,94,Box Score,,14416,
Mon Apr 9 2007,8:00p,Toronto Raptors,111,Minnesota Timberwolves,100,Box Score,,15561,
Mon Apr 9 2007,8:00p,Portland Trail Blazers,96,San Antonio Spurs,112,Box Score,,17852,
Mon Apr 9 2007,8:30p,Los Angeles Clippers,86,Dallas Mavericks,96,Box Score,,20402,
Mon Apr 9 2007,9:00p,Los Angeles Lakers,111,Denver Nuggets,115,Box Score,,19155,
Mon Apr 9 2007,10:00p,Houston Rockets,95,Seattle SuperSonics,90,Box Score,,16004,
Mon Apr 9 2007,10:30p,Utah Jazz,102,Golden State Warriors,126,Box Score,,17453,
Tue Apr 10 2007,7:00p,Boston Celtics,96,Atlanta Hawks,104,Box Score,,13780,
Tue Apr 10 2007,7:00p,Miami Heat,82,Charlotte Bobcats,92,Box Score,,17105,
Tue Apr 10 2007,7:00p,Indiana Pacers,86,Philadelphia 76ers,90,Box Score,,18073,
Tue Apr 10 2007,7:00p,New Jersey Nets,96,Washington Wizards,92,Box Score,,16224,
Tue Apr 10 2007,8:00p,Sacramento Kings,112,Memphis Grizzlies,100,Box Score,,11393,
Tue Apr 10 2007,8:00p,Los Angeles Clippers,100,New Orleans/Oklahoma City Hornets,103,Box Score,OT,17704,
Tue Apr 10 2007,8:30p,New York Knicks,69,Chicago Bulls,98,Box Score,,22296,
Wed Apr 11 2007,7:30p,Philadelphia 76ers,102,Boston Celtics,94,Box Score,,15008,
Wed Apr 11 2007,7:30p,Washington Wizards,82,Miami Heat,85,Box Score,,19600,
Wed Apr 11 2007,8:00p,Orlando Magic,99,Detroit Pistons,104,Box Score,,22076,
Wed Apr 11 2007,8:00p,Indiana Pacers,104,Milwaukee Bucks,98,Box Score,,14596,
Wed Apr 11 2007,8:00p,Dallas Mavericks,105,Minnesota Timberwolves,88,Box Score,,13671,
Wed Apr 11 2007,8:00p,Sacramento Kings,100,San Antonio Spurs,109,Box Score,,18797,
Wed Apr 11 2007,9:00p,Denver Nuggets,115,Utah Jazz,106,Box Score,,19911,
Wed Apr 11 2007,10:00p,Seattle SuperSonics,91,Phoenix Suns,109,Box Score,,18422,
Wed Apr 11 2007,10:00p,Houston Rockets,99,Portland Trail Blazers,95,Box Score,,19980,
Thu Apr 12 2007,8:00p,New Jersey Nets,76,Cleveland Cavaliers,94,Box Score,,20562,
Thu Apr 12 2007,10:30p,Los Angeles Clippers,118,Los Angeles Lakers,110,Box Score,,18997,
Fri Apr 13 2007,7:00p,Detroit Pistons,84,Toronto Raptors,87,Box Score,,19800,
Fri Apr 13 2007,7:30p,Washington Wizards,98,Atlanta Hawks,85,Box Score,,16658,
Fri Apr 13 2007,7:30p,Milwaukee Bucks,104,Boston Celtics,102,Box Score,,17759,
Fri Apr 13 2007,7:30p,New York Knicks,86,New Jersey Nets,100,Box Score,,20032,
