Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sat Jan 1 2011,7:00p,Cleveland Cavaliers,91,Chicago Bulls,100,Box Score,,21416,
Sat Jan 1 2011,7:00p,New Orleans Hornets,92,Washington Wizards,81,Box Score,,16026,
Sat Jan 1 2011,7:30p,Golden State Warriors,107,Miami Heat,114,Box Score,,20254,
Sat Jan 1 2011,8:00p,New Jersey Nets,88,Minnesota Timberwolves,103,Box Score,,12665,
Sat Jan 1 2011,8:30p,Oklahoma City Thunder,74,San Antonio Spurs,101,Box Score,,18581,
Sat Jan 1 2011,9:00p,Sacramento Kings,86,Denver Nuggets,104,Box Score,,17466,
Sat Jan 1 2011,9:00p,Dallas Mavericks,87,Milwaukee Bucks,99,Box Score,,13194,
Sat Jan 1 2011,9:00p,Memphis Grizzlies,92,Utah Jazz,98,Box Score,,19732,
Sun Jan 2 2011,1:00p,Indiana Pacers,92,New York Knicks,98,Box Score,,19763,
Sun Jan 2 2011,3:30p,Atlanta Hawks,107,Los Angeles Clippers,98,Box Score,,16750,
Sun Jan 2 2011,6:00p,Boston Celtics,93,Toronto Raptors,79,Box Score,,19986,
Sun Jan 2 2011,7:00p,Dallas Mavericks,104,Cleveland Cavaliers,95,Box Score,,20562,
Sun Jan 2 2011,9:00p,Houston Rockets,85,Portland Trail Blazers,100,Box Score,,20416,
Sun Jan 2 2011,9:00p,Phoenix Suns,89,Sacramento Kings,94,Box Score,,12500,
Sun Jan 2 2011,9:30p,Memphis Grizzlies,104,Los Angeles Lakers,85,Box Score,,18997,
Mon Jan 3 2011,7:00p,Miami Heat,96,Charlotte Bobcats,82,Box Score,,19233,
Mon Jan 3 2011,7:00p,Golden State Warriors,90,Orlando Magic,110,Box Score,,18846,
Mon Jan 3 2011,7:30p,Minnesota Timberwolves,93,Boston Celtics,96,Box Score,,18624,
Mon Jan 3 2011,8:00p,Philadelphia 76ers,77,New Orleans Hornets,84,Box Score,,13433,
Mon Jan 3 2011,9:00p,Houston Rockets,106,Denver Nuggets,113,Box Score,,17136,
Mon Jan 3 2011,9:00p,Detroit Pistons,97,Utah Jazz,102,Box Score,,19911,
Tue Jan 4 2011,7:30p,Milwaukee Bucks,89,Miami Heat,101,Box Score,,20215,
Tue Jan 4 2011,7:30p,San Antonio Spurs,115,New York Knicks,128,Box Score,,19763,
Tue Jan 4 2011,8:00p,Toronto Raptors,91,Chicago Bulls,111,Box Score,,21290,
Tue Jan 4 2011,8:00p,Oklahoma City Thunder,105,Memphis Grizzlies,110,Box Score,,12765,
Tue Jan 4 2011,8:30p,Portland Trail Blazers,81,Dallas Mavericks,84,Box Score,,19514,
Tue Jan 4 2011,10:00p,Atlanta Hawks,108,Sacramento Kings,102,Box Score,,11472,
Tue Jan 4 2011,10:30p,Detroit Pistons,83,Los Angeles Lakers,108,Box Score,,18997,
Wed Jan 5 2011,7:00p,Toronto Raptors,120,Cleveland Cavaliers,105,Box Score,,20562,
Wed Jan 5 2011,7:00p,Chicago Bulls,94,New Jersey Nets,96,Box Score,,15025,
Wed Jan 5 2011,7:00p,Milwaukee Bucks,87,Orlando Magic,97,Box Score,,18846,
Wed Jan 5 2011,7:00p,Washington Wizards,97,Philadelphia 76ers,109,Box Score,,12434,
Wed Jan 5 2011,7:30p,San Antonio Spurs,103,Boston Celtics,105,Box Score,,18624,
Wed Jan 5 2011,8:00p,Charlotte Bobcats,108,Minnesota Timberwolves,105,Box Score,OT,14881,
Wed Jan 5 2011,8:00p,Golden State Warriors,110,New Orleans Hornets,103,Box Score,,13532,
