Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Feb 1 2012,7:00p,Washington Wizards,103,Orlando Magic,109,Box Score,,18846,
Wed Feb 1 2012,7:00p,Chicago Bulls,82,Philadelphia 76ers,98,Box Score,,18325,
Wed Feb 1 2012,7:30p,Toronto Raptors,64,Boston Celtics,100,Box Score,,18624,
Wed Feb 1 2012,7:30p,Detroit Pistons,96,New Jersey Nets,99,Box Score,,10504,
Wed Feb 1 2012,8:00p,Oklahoma City Thunder,95,Dallas Mavericks,86,Box Score,,20316,
Wed Feb 1 2012,8:00p,Miami Heat,97,Milwaukee Bucks,105,Box Score,,16116,
Wed Feb 1 2012,8:00p,Indiana Pacers,109,Minnesota Timberwolves,99,Box Score,,15017,
Wed Feb 1 2012,8:00p,Phoenix Suns,120,New Orleans Hornets,103,Box Score,,13598,
Wed Feb 1 2012,8:30p,Houston Rockets,91,San Antonio Spurs,99,Box Score,,18581,
Wed Feb 1 2012,10:00p,Charlotte Bobcats,68,Portland Trail Blazers,112,Box Score,,20608,
Wed Feb 1 2012,10:30p,Los Angeles Clippers,107,Utah Jazz,105,Box Score,,19637,
Thu Feb 2 2012,7:30p,Memphis Grizzlies,96,Atlanta Hawks,77,Box Score,,14211,
Thu Feb 2 2012,8:00p,Chicago Bulls,105,New York Knicks,102,Box Score,,19763,
Thu Feb 2 2012,8:30p,New Orleans Hornets,81,San Antonio Spurs,93,Box Score,,18082,
Thu Feb 2 2012,10:00p,Portland Trail Blazers,92,Sacramento Kings,95,Box Score,,11740,
Thu Feb 2 2012,10:30p,Utah Jazz,101,Golden State Warriors,119,Box Score,,18123,
Thu Feb 2 2012,10:30p,Denver Nuggets,112,Los Angeles Clippers,91,Box Score,,19223,
Fri Feb 3 2012,7:00p,Cleveland Cavaliers,94,Orlando Magic,102,Box Score,,18933,
Fri Feb 3 2012,7:00p,Miami Heat,99,Philadelphia 76ers,79,Box Score,,20694,
Fri Feb 3 2012,7:00p,Washington Wizards,89,Toronto Raptors,106,Box Score,,16382,
Fri Feb 3 2012,7:30p,Milwaukee Bucks,80,Detroit Pistons,88,Box Score,,13181,
Fri Feb 3 2012,7:30p,Minnesota Timberwolves,108,New Jersey Nets,105,Box Score,,15069,
Fri Feb 3 2012,8:00p,New York Knicks,89,Boston Celtics,91,Box Score,,18624,
Fri Feb 3 2012,8:00p,Phoenix Suns,81,Houston Rockets,99,Box Score,,15941,
Fri Feb 3 2012,8:00p,Memphis Grizzlies,94,Oklahoma City Thunder,101,Box Score,,18203,
Fri Feb 3 2012,8:30p,Indiana Pacers,98,Dallas Mavericks,87,Box Score,,20146,
Fri Feb 3 2012,10:30p,Los Angeles Lakers,93,Denver Nuggets,89,Box Score,,19155,
