Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sat Apr 7 2012,7:00p,Boston Celtics,86,Indiana Pacers,72,Box Score,,16892,
Sat Apr 7 2012,8:00p,Atlanta Hawks,116,Charlotte Bobcats,96,Box Score,,14715,
Sat Apr 7 2012,8:00p,Dallas Mavericks,89,Memphis Grizzlies,94,Box Score,,18119,
Sat Apr 7 2012,8:00p,Minnesota Timberwolves,90,New Orleans Hornets,99,Box Score,,15520,
Sat Apr 7 2012,8:00p,Orlando Magic,88,Philadelphia 76ers,82,Box Score,,19775,
Sat Apr 7 2012,8:30p,Portland Trail Blazers,94,Milwaukee Bucks,116,Box Score,,14969,
Sat Apr 7 2012,10:00p,Los Angeles Lakers,105,Phoenix Suns,125,Box Score,,18237,
Sat Apr 7 2012,10:30p,Denver Nuggets,97,Golden State Warriors,112,Box Score,,18942,
Sat Apr 7 2012,10:30p,Sacramento Kings,94,Los Angeles Clippers,109,Box Score,,19060,
Sun Apr 8 2012,1:00p,Chicago Bulls,99,New York Knicks,100,Box Score,OT,19763,
Sun Apr 8 2012,6:00p,Philadelphia 76ers,79,Boston Celtics,103,Box Score,,18624,
Sun Apr 8 2012,6:00p,Detroit Pistons,75,Miami Heat,98,Box Score,,20017,
Sun Apr 8 2012,6:00p,Cleveland Cavaliers,117,New Jersey Nets,122,Box Score,OT,11341,
Sun Apr 8 2012,7:00p,Toronto Raptors,75,Oklahoma City Thunder,91,Box Score,,18203,
Sun Apr 8 2012,7:00p,Utah Jazz,104,San Antonio Spurs,114,Box Score,,18581,
Sun Apr 8 2012,9:00p,Houston Rockets,104,Sacramento Kings,87,Box Score,,13299,
Mon Apr 9 2012,7:00p,Washington Wizards,113,Charlotte Bobcats,85,Box Score,,10303,
Mon Apr 9 2012,7:00p,Toronto Raptors,98,Indiana Pacers,103,Box Score,,11021,
Mon Apr 9 2012,7:00p,Detroit Pistons,89,Orlando Magic,119,Box Score,,18998,
Mon Apr 9 2012,8:00p,Los Angeles Clippers,85,Memphis Grizzlies,94,Box Score,,17219,
Mon Apr 9 2012,8:00p,Oklahoma City Thunder,109,Milwaukee Bucks,89,Box Score,,14111,
Mon Apr 9 2012,8:00p,Los Angeles Lakers,93,New Orleans Hornets,91,Box Score,,17275,
Mon Apr 9 2012,9:00p,Golden State Warriors,84,Denver Nuggets,123,Box Score,,15530,
Mon Apr 9 2012,9:00p,Phoenix Suns,114,Minnesota Timberwolves,90,Box Score,,17274,
Mon Apr 9 2012,9:00p,San Antonio Spurs,84,Utah Jazz,91,Box Score,,19911,
Mon Apr 9 2012,10:00p,Houston Rockets,94,Portland Trail Blazers,89,Box Score,,20487,
Tue Apr 10 2012,7:00p,Charlotte Bobcats,90,Cleveland Cavaliers,103,Box Score,,13576,
Tue Apr 10 2012,7:00p,Boston Celtics,115,Miami Heat,107,Box Score,,19954,
Tue Apr 10 2012,7:00p,Orlando Magic,85,Washington Wizards,93,Box Score,,15355,
Tue Apr 10 2012,7:30p,Philadelphia 76ers,107,New Jersey Nets,88,Box Score,,15376,
Tue Apr 10 2012,8:30p,Sacramento Kings,100,Dallas Mavericks,110,Box Score,,20241,
Tue Apr 10 2012,9:30p,New York Knicks,86,Chicago Bulls,98,Box Score,,22131,
Wed Apr 11 2012,7:00p,Indiana Pacers,104,Cleveland Cavaliers,98,Box Score,OT,14307,
Wed Apr 11 2012,7:00p,Philadelphia 76ers,93,Toronto Raptors,75,Box Score,,16324,
Wed Apr 11 2012,8:00p,Atlanta Hawks,86,Boston Celtics,88,Box Score,OT,18624,
Wed Apr 11 2012,8:00p,Utah Jazz,103,Houston Rockets,91,Box Score,,18273,
Wed Apr 11 2012,8:00p,Phoenix Suns,93,Memphis Grizzlies,104,Box Score,,15239,
Wed Apr 11 2012,8:00p,New York Knicks,111,Milwaukee Bucks,107,Box Score,,15534,
Wed Apr 11 2012,8:00p,Sacramento Kings,96,New Orleans Hornets,105,Box Score,,16906,
Wed Apr 11 2012,8:00p,Los Angeles Clippers,100,Oklahoma City Thunder,98,Box Score,,18203,
Wed Apr 11 2012,8:30p,Los Angeles Lakers,98,San Antonio Spurs,84,Box Score,,18581,
Wed Apr 11 2012,9:00p,Minnesota Timberwolves,107,Denver Nuggets,113,Box Score,,15823,
Wed Apr 11 2012,10:30p,Golden State Warriors,110,Portland Trail Blazers,118,Box Score,,20502,
Thu Apr 12 2012,7:00p,Detroit Pistons,109,Charlotte Bobcats,85,Box Score,,10828,
Thu Apr 12 2012,8:00p,Miami Heat,86,Chicago Bulls,96,Box Score,OT,23015,
Thu Apr 12 2012,8:00p,Los Angeles Clippers,95,Minnesota Timberwolves,82,Box Score,,16016,
Thu Apr 12 2012,8:30p,Memphis Grizzlies,97,San Antonio Spurs,107,Box Score,,18581,
Thu Apr 12 2012,10:30p,Dallas Mavericks,112,Golden State Warriors,103,Box Score,,17929,
Fri Apr 13 2012,7:00p,Cleveland Cavaliers,83,Indiana Pacers,102,Box Score,,13356,
Fri Apr 13 2012,7:00p,Atlanta Hawks,109,Orlando Magic,81,Box Score,,18846,
Fri Apr 13 2012,7:00p,New Jersey Nets,95,Philadelphia 76ers,89,Box Score,,19169,
Fri Apr 13 2012,7:00p,Boston Celtics,79,Toronto Raptors,84,Box Score,,17270,
Fri Apr 13 2012,7:30p,Charlotte Bobcats,82,Miami Heat,105,Box Score,,19600,
Fri Apr 13 2012,7:30p,Washington Wizards,65,New York Knicks,103,Box Score,,19763,
Fri Apr 13 2012,8:00p,Milwaukee Bucks,113,Detroit Pistons,97,Box Score,,15255,
Fri Apr 13 2012,8:00p,Phoenix Suns,112,Houston Rockets,105,Box Score,,18223,
Fri Apr 13 2012,8:00p,Utah Jazz,85,New Orleans Hornets,96,Box Score,,16326,
Fri Apr 13 2012,8:00p,Sacramento Kings,89,Oklahoma City Thunder,115,Box Score,,18203,
Fri Apr 13 2012,10:30p,Denver Nuggets,97,Los Angeles Lakers,103,Box Score,,18997,
Fri Apr 13 2012,10:30p,Dallas Mavericks,97,Portland Trail Blazers,94,Box Score,,20304,
Sat Apr 14 2012,3:30p,Golden State Warriors,104,Los Angeles Clippers,112,Box Score,,19060,
Sat Apr 14 2012,7:00p,Cleveland Cavaliers,98,Washington Wizards,89,Box Score,,17200,
Sat Apr 14 2012,7:30p,Boston Celtics,94,New Jersey Nets,82,Box Score,,18711,
Sat Apr 14 2012,8:00p,Utah Jazz,98,Memphis Grizzlies,103,Box Score,,17190,
Sat Apr 14 2012,8:00p,Oklahoma City Thunder,115,Minnesota Timberwolves,110,Box Score,,19552,
Sat Apr 14 2012,8:30p,Indiana Pacers,105,Milwaukee Bucks,99,Box Score,,15143,
Sat Apr 14 2012,9:00p,Phoenix Suns,91,San Antonio Spurs,105,Box Score,,18581,
Sun Apr 15 2012,1:00p,Miami Heat,93,New York Knicks,85,Box Score,,19763,
Sun Apr 15 2012,3:30p,Dallas Mavericks,108,Los Angeles Lakers,112,Box Score,OT,18997,
Sun Apr 15 2012,6:00p,Toronto Raptors,102,Atlanta Hawks,86,Box Score,,13845,
Sun Apr 15 2012,6:00p,Boston Celtics,94,Charlotte Bobcats,82,Box Score,,15169,
Sun Apr 15 2012,6:00p,Orlando Magic,100,Cleveland Cavaliers,84,Box Score,,16305,
Sun Apr 15 2012,6:00p,Chicago Bulls,100,Detroit Pistons,94,Box Score,OT,17450,
Sun Apr 15 2012,6:00p,Portland Trail Blazers,103,Sacramento Kings,104,Box Score,,16012,
Sun Apr 15 2012,7:00p,Memphis Grizzlies,75,New Orleans Hornets,88,Box Score,,15570,
Sun Apr 15 2012,8:00p,Houston Rockets,86,Denver Nuggets,101,Box Score,,17954,
Mon Apr 16 2012,7:00p,New Orleans Hornets,75,Charlotte Bobcats,67,Box Score,,10876,
Mon Apr 16 2012,7:00p,Minnesota Timberwolves,88,Indiana Pacers,111,Box Score,,11845,
Mon Apr 16 2012,7:00p,Philadelphia 76ers,100,Orlando Magic,113,Box Score,,18846,
Mon Apr 16 2012,7:00p,Atlanta Hawks,109,Toronto Raptors,87,Box Score,,15992,
Mon Apr 16 2012,7:30p,Miami Heat,101,New Jersey Nets,98,Box Score,,18711,
Mon Apr 16 2012,8:00p,Washington Wizards,87,Chicago Bulls,84,Box Score,,22307,
Mon Apr 16 2012,8:00p,Denver Nuggets,105,Houston Rockets,102,Box Score,,15988,
Mon Apr 16 2012,9:00p,Dallas Mavericks,121,Utah Jazz,123,Box Score,3OT,19363,
Mon Apr 16 2012,10:00p,Portland Trail Blazers,107,Phoenix Suns,125,Box Score,,15322,
Mon Apr 16 2012,10:30p,San Antonio Spurs,120,Golden State Warriors,99,Box Score,,18471,
Mon Apr 16 2012,10:30p,Oklahoma City Thunder,77,Los Angeles Clippers,92,Box Score,,19516,
Tue Apr 17 2012,7:00p,Indiana Pacers,102,Philadelphia 76ers,97,Box Score,,18969,
Tue Apr 17 2012,7:30p,Cleveland Cavaliers,77,Detroit Pistons,116,Box Score,,11595,
Tue Apr 17 2012,8:00p,Memphis Grizzlies,91,Minnesota Timberwolves,84,Box Score,,16709,
Tue Apr 17 2012,8:00p,Boston Celtics,110,New York Knicks,118,Box Score,,19763,
Tue Apr 17 2012,10:30p,San Antonio Spurs,112,Los Angeles Lakers,91,Box Score,,18997,
Wed Apr 18 2012,7:00p,Chicago Bulls,100,Charlotte Bobcats,68,Box Score,,14221,
Wed Apr 18 2012,7:00p,Philadelphia 76ers,103,Cleveland Cavaliers,87,Box Score,,14678,
Wed Apr 18 2012,7:00p,Milwaukee Bucks,112,Washington Wizards,121,Box Score,,14141,
Wed Apr 18 2012,7:30p,Detroit Pistons,84,Atlanta Hawks,116,Box Score,,14392,
Wed Apr 18 2012,7:30p,Toronto Raptors,72,Miami Heat,96,Box Score,,19600,
Wed Apr 18 2012,7:30p,New York Knicks,104,New Jersey Nets,95,Box Score,,18711,
Wed Apr 18 2012,8:00p,Orlando Magic,98,Boston Celtics,102,Box Score,,18624,
Wed Apr 18 2012,8:00p,New Orleans Hornets,91,Memphis Grizzlies,103,Box Score,,14507,
Wed Apr 18 2012,8:30p,Houston Rockets,110,Dallas Mavericks,117,Box Score,,20508,
Wed Apr 18 2012,9:00p,Los Angeles Clippers,104,Denver Nuggets,98,Box Score,,17219,
Wed Apr 18 2012,10:00p,Oklahoma City Thunder,109,Phoenix Suns,97,Box Score,,14873,
Wed Apr 18 2012,10:00p,Utah Jazz,112,Portland Trail Blazers,91,Box Score,,20545,
Wed Apr 18 2012,10:00p,San Antonio Spurs,127,Sacramento Kings,102,Box Score,,16954,
Wed Apr 18 2012,10:30p,Los Angeles Lakers,99,Golden State Warriors,87,Box Score,,18547,
Thu Apr 19 2012,7:00p,Milwaukee Bucks,109,Indiana Pacers,118,Box Score,,12453,
Thu Apr 19 2012,7:30p,Minnesota Timberwolves,91,Detroit Pistons,80,Box Score,,12458,
Thu Apr 19 2012,8:00p,Chicago Bulls,72,Miami Heat,83,Box Score,,20008,
Thu Apr 19 2012,8:00p,Houston Rockets,99,New Orleans Hornets,105,Box Score,OT,18315,
Thu Apr 19 2012,10:30p,Los Angeles Clippers,90,Phoenix Suns,93,Box Score,,14644,
Fri Apr 20 2012,7:00p,Boston Celtics,92,Atlanta Hawks,97,Box Score,,16214,
Fri Apr 20 2012,7:00p,Memphis Grizzlies,85,Charlotte Bobcats,80,Box Score,,13428,
Fri Apr 20 2012,7:30p,New York Knicks,90,Cleveland Cavaliers,98,Box Score,,19349,
Fri Apr 20 2012,8:30p,Golden State Warriors,94,Dallas Mavericks,104,Box Score,,20547,
Fri Apr 20 2012,9:30p,Los Angeles Lakers,97,San Antonio Spurs,121,Box Score,,18581,
Fri Apr 20 2012,10:00p,Oklahoma City Thunder,103,Sacramento Kings,92,Box Score,,16882,
Sat Apr 21 2012,5:30p,Denver Nuggets,118,Phoenix Suns,107,Box Score,,15877,
Sat Apr 21 2012,7:00p,Philadelphia 76ers,109,Indiana Pacers,106,Box Score,OT,17701,
Sat Apr 21 2012,7:30p,Washington Wizards,86,Miami Heat,84,Box Score,,19722,
Sat Apr 21 2012,8:00p,Dallas Mavericks,83,Chicago Bulls,93,Box Score,,22945,
Sat Apr 21 2012,8:00p,Golden State Warriors,96,Houston Rockets,99,Box Score,,15436,
Sat Apr 21 2012,8:00p,Portland Trail Blazers,89,Memphis Grizzlies,93,Box Score,,17904,
Sat Apr 21 2012,8:30p,New Jersey Nets,95,Milwaukee Bucks,106,Box Score,,15939,
Sat Apr 21 2012,10:30p,Orlando Magic,107,Utah Jazz,117,Box Score,OT,19580,
Sun Apr 22 2012,1:00p,New York Knicks,113,Atlanta Hawks,112,Box Score,,18158,
Sun Apr 22 2012,3:30p,Oklahoma City Thunder,106,Los Angeles Lakers,114,Box Score,2OT,18997,
Sun Apr 22 2012,6:00p,Sacramento Kings,114,Charlotte Bobcats,88,Box Score,,11317,
Sun Apr 22 2012,6:00p,Toronto Raptors,73,Detroit Pistons,76,Box Score,,14370,
Sun Apr 22 2012,6:00p,Houston Rockets,88,Miami Heat,97,Box Score,,19859,
Sun Apr 22 2012,7:00p,Golden State Warriors,93,Minnesota Timberwolves,88,Box Score,,15872,
Sun Apr 22 2012,7:00p,Cleveland Cavaliers,98,San Antonio Spurs,114,Box Score,,18581,
Sun Apr 22 2012,8:00p,Orlando Magic,74,Denver Nuggets,101,Box Score,,19155,
Sun Apr 22 2012,9:30p,New Orleans Hornets,98,Los Angeles Clippers,107,Box Score,,19060,
Mon Apr 23 2012,7:00p,Detroit Pistons,97,Indiana Pacers,103,Box Score,,13584,
Mon Apr 23 2012,7:00p,Charlotte Bobcats,73,Washington Wizards,101,Box Score,,17355,
Mon Apr 23 2012,7:30p,Philadelphia 76ers,105,New Jersey Nets,87,Box Score,,18711,
Mon Apr 23 2012,8:00p,Cleveland Cavaliers,101,Memphis Grizzlies,109,Box Score,,15504,
Mon Apr 23 2012,8:00p,Toronto Raptors,86,Milwaukee Bucks,92,Box Score,,13867,
Mon Apr 23 2012,8:30p,Portland Trail Blazers,89,San Antonio Spurs,124,Box Score,,18581,
Tue Apr 24 2012,7:30p,Los Angeles Clippers,102,Atlanta Hawks,109,Box Score,,18223,
Tue Apr 24 2012,8:00p,Miami Heat,66,Boston Celtics,78,Box Score,,18624,
Tue Apr 24 2012,8:00p,Sacramento Kings,110,Oklahoma City Thunder,118,Box Score,,18203,
Tue Apr 24 2012,10:30p,New Orleans Hornets,83,Golden State Warriors,81,Box Score,,17598,
Tue Apr 24 2012,10:30p,Phoenix Suns,88,Utah Jazz,100,Box Score,,19911,
Wed Apr 25 2012,7:00p,Washington Wizards,96,Cleveland Cavaliers,85,Box Score,,18086,
Wed Apr 25 2012,7:00p,Chicago Bulls,92,Indiana Pacers,87,Box Score,,18165,
Wed Apr 25 2012,7:00p,Charlotte Bobcats,95,Orlando Magic,102,Box Score,,19152,
Wed Apr 25 2012,8:00p,Philadelphia 76ers,90,Milwaukee Bucks,85,Box Score,,13489,
Wed Apr 25 2012,8:00p,Los Angeles Clippers,93,New York Knicks,99,Box Score,,19763,
Wed Apr 25 2012,8:00p,Denver Nuggets,106,Oklahoma City Thunder,101,Box Score,,18203,
Wed Apr 25 2012,10:30p,San Antonio Spurs,110,Phoenix Suns,106,Box Score,,17172,
Thu Apr 26 2012,7:00p,New Jersey Nets,67,Toronto Raptors,98,Box Score,,18161,
Thu Apr 26 2012,8:00p,Dallas Mavericks,89,Atlanta Hawks,106,Box Score,,14595,
Thu Apr 26 2012,8:00p,Milwaukee Bucks,74,Boston Celtics,87,Box Score,,18624,
Thu Apr 26 2012,8:00p,New York Knicks,104,Charlotte Bobcats,84,Box Score,,16023,
Thu Apr 26 2012,8:00p,Cleveland Cavaliers,75,Chicago Bulls,107,Box Score,,22563,
Thu Apr 26 2012,8:00p,Philadelphia 76ers,86,Detroit Pistons,108,Box Score,,15372,
Thu Apr 26 2012,8:00p,New Orleans Hornets,77,Houston Rockets,84,Box Score,,16602,
Thu Apr 26 2012,8:00p,Orlando Magic,76,Memphis Grizzlies,88,Box Score,,17215,
Thu Apr 26 2012,8:00p,Denver Nuggets,131,Minnesota Timberwolves,102,Box Score,,14824,
Thu Apr 26 2012,8:00p,Portland Trail Blazers,94,Utah Jazz,96,Box Score,,19554,
Thu Apr 26 2012,8:00p,Miami Heat,70,Washington Wizards,104,Box Score,,19537,
Thu Apr 26 2012,10:30p,San Antonio Spurs,107,Golden State Warriors,101,Box Score,,18124,
Thu Apr 26 2012,10:30p,Los Angeles Lakers,96,Sacramento Kings,113,Box Score,,16281,
Sat Apr 28 2012,1:00p,Philadelphia 76ers,91,Chicago Bulls,103,Box Score,,21943,
Sat Apr 28 2012,3:30p,New York Knicks,67,Miami Heat,100,Box Score,,19621,
Sat Apr 28 2012,7:00p,Orlando Magic,81,Indiana Pacers,77,Box Score,,18165,
Sat Apr 28 2012,9:30p,Dallas Mavericks,98,Oklahoma City Thunder,99,Box Score,,18203,
Sun Apr 29 2012,1:00p,Utah Jazz,91,San Antonio Spurs,106,Box Score,,18581,
Sun Apr 29 2012,3:30p,Denver Nuggets,88,Los Angeles Lakers,103,Box Score,,18997,
Sun Apr 29 2012,7:00p,Boston Celtics,74,Atlanta Hawks,83,Box Score,,19292,
Sun Apr 29 2012,9:30p,Los Angeles Clippers,99,Memphis Grizzlies,98,Box Score,,18119,
Mon Apr 30 2012,7:00p,New York Knicks,94,Miami Heat,104,Box Score,,19684,
Mon Apr 30 2012,7:30p,Orlando Magic,78,Indiana Pacers,93,Box Score,,18165,
Mon Apr 30 2012,9:30p,Dallas Mavericks,99,Oklahoma City Thunder,102,Box Score,,18203,
