Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sat Nov 10 2012,7:30p,Dallas Mavericks,97,Charlotte Bobcats,101,Box Score,OT,15763,
Sat Nov 10 2012,8:00p,Minnesota Timberwolves,80,Chicago Bulls,87,Box Score,,21974,
Sat Nov 10 2012,8:00p,Detroit Pistons,82,Houston Rockets,96,Box Score,,15037,
Sat Nov 10 2012,8:30p,Boston Celtics,96,Milwaukee Bucks,92,Box Score,,14589,
Sat Nov 10 2012,9:00p,Phoenix Suns,81,Utah Jazz,94,Box Score,,19100,
Sat Nov 10 2012,10:00p,San Antonio Spurs,112,Portland Trail Blazers,109,Box Score,,20447,
Sat Nov 10 2012,10:30p,Denver Nuggets,107,Golden State Warriors,101,Box Score,2OT,19596,
Sun Nov 11 2012,3:00p,Orlando Magic,74,Brooklyn Nets,82,Box Score,,16523,
Sun Nov 11 2012,3:30p,Atlanta Hawks,76,Los Angeles Clippers,89,Box Score,,19060,
Sun Nov 11 2012,6:00p,Miami Heat,86,Memphis Grizzlies,104,Box Score,,18119,
Sun Nov 11 2012,7:00p,Cleveland Cavaliers,91,Oklahoma City Thunder,106,Box Score,,18203,
Sun Nov 11 2012,9:30p,Sacramento Kings,90,Los Angeles Lakers,103,Box Score,,18997,
Mon Nov 12 2012,7:00p,Milwaukee Bucks,105,Philadelphia 76ers,96,Box Score,,15086,
Mon Nov 12 2012,7:00p,Utah Jazz,140,Toronto Raptors,133,Box Score,3OT,18230,
Mon Nov 12 2012,7:30p,Oklahoma City Thunder,92,Detroit Pistons,90,Box Score,,12784,
Mon Nov 12 2012,8:00p,Boston Celtics,101,Chicago Bulls,95,Box Score,,21712,
Mon Nov 12 2012,8:00p,Miami Heat,113,Houston Rockets,110,Box Score,,18041,
Mon Nov 12 2012,8:30p,Minnesota Timberwolves,90,Dallas Mavericks,82,Box Score,,19322,
Mon Nov 12 2012,9:00p,Denver Nuggets,100,Phoenix Suns,110,Box Score,,14060,
Mon Nov 12 2012,10:00p,Atlanta Hawks,95,Portland Trail Blazers,87,Box Score,,19095,
Tue Nov 13 2012,7:00p,Washington Wizards,76,Charlotte Bobcats,92,Box Score,,11139,
Tue Nov 13 2012,7:00p,Toronto Raptors,74,Indiana Pacers,72,Box Score,,11947,
Tue Nov 13 2012,7:00p,New York Knicks,99,Orlando Magic,89,Box Score,,18846,
Tue Nov 13 2012,7:30p,Cleveland Cavaliers,101,Brooklyn Nets,114,Box Score,,17032,
Tue Nov 13 2012,10:00p,Portland Trail Blazers,103,Sacramento Kings,86,Box Score,,10153,
Tue Nov 13 2012,10:30p,San Antonio Spurs,84,Los Angeles Lakers,82,Box Score,,18997,
Wed Nov 14 2012,7:00p,Detroit Pistons,94,Philadelphia 76ers,76,Box Score,,11879,
Wed Nov 14 2012,7:30p,Utah Jazz,93,Boston Celtics,98,Box Score,,18624,
Wed Nov 14 2012,8:00p,New Orleans Hornets,96,Houston Rockets,100,Box Score,,14535,
Wed Nov 14 2012,8:00p,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,11573,
Wed Nov 14 2012,8:00p,Charlotte Bobcats,89,Minnesota Timberwolves,87,Box Score,,13272,
Wed Nov 14 2012,8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,97,Box Score,,18203,
Wed Nov 14 2012,8:30p,Washington Wizards,101,Dallas Mavericks,107,Box Score,,19560,
Wed Nov 14 2012,9:00p,Chicago Bulls,112,Phoenix Suns,106,Box Score,OT,15305,
Wed Nov 14 2012,10:30p,Atlanta Hawks,88,Golden State Warriors,92,Box Score,,18107,
Wed Nov 14 2012,10:30p,Miami Heat,100,Los Angeles Clippers,107,Box Score,,19146,
Thu Nov 15 2012,8:00p,Boston Celtics,97,Brooklyn Nets,102,Box Score,,17732,
Thu Nov 15 2012,8:30p,New York Knicks,104,San Antonio Spurs,100,Box Score,,18581,
Thu Nov 15 2012,10:30p,Miami Heat,98,Denver Nuggets,93,Box Score,,19155,
Fri Nov 16 2012,7:00p,Dallas Mavericks,83,Indiana Pacers,103,Box Score,,15110,
Fri Nov 16 2012,7:00p,Utah Jazz,93,Philadelphia 76ers,99,Box Score,,15851,
Fri Nov 16 2012,7:30p,Orlando Magic,110,Detroit Pistons,106,Box Score,,11594,
Fri Nov 16 2012,8:00p,Golden State Warriors,106,Minnesota Timberwolves,98,Box Score,,16013,
Fri Nov 16 2012,8:00p,Oklahoma City Thunder,110,New Orleans Hornets,95,Box Score,,15458,
Fri Nov 16 2012,9:30p,New York Knicks,95,Memphis Grizzlies,105,Box Score,,17516,
Fri Nov 16 2012,10:00p,Houston Rockets,117,Portland Trail Blazers,119,Box Score,OT,20382,
Fri Nov 16 2012,10:00p,Atlanta Hawks,112,Sacramento Kings,96,Box Score,,11814,
Fri Nov 16 2012,10:30p,Phoenix Suns,102,Los Angeles Lakers,114,Box Score,,18997,
Sat Nov 17 2012,12:30p,Toronto Raptors,89,Boston Celtics,107,Box Score,,18624,
Sat Nov 17 2012,7:00p,Utah Jazz,83,Washington Wizards,76,Box Score,,16210,
Sat Nov 17 2012,7:30p,Memphis Grizzlies,94,Charlotte Bobcats,87,Box Score,,16541,
Sat Nov 17 2012,7:30p,Dallas Mavericks,103,Cleveland Cavaliers,95,Box Score,,18633,
Sat Nov 17 2012,8:30p,New Orleans Hornets,113,Milwaukee Bucks,117,Box Score,,14731,
Sat Nov 17 2012,8:30p,Denver Nuggets,100,San Antonio Spurs,126,Box Score,,18581,
Sat Nov 17 2012,9:00p,Chicago Bulls,80,Los Angeles Clippers,101,Box Score,,19060,
Sat Nov 17 2012,9:00p,Miami Heat,97,Phoenix Suns,88,Box Score,,16840,
Sun Nov 18 2012,12:00p,Indiana Pacers,76,New York Knicks,88,Box Score,,19033,
Sun Nov 18 2012,1:00p,Orlando Magic,86,Toronto Raptors,97,Box Score,,18702,
Sun Nov 18 2012,6:00p,Cleveland Cavaliers,79,Philadelphia 76ers,86,Box Score,,15021,
Sun Nov 18 2012,6:00p,Brooklyn Nets,99,Sacramento Kings,90,Box Score,,11965,
Sun Nov 18 2012,7:00p,Golden State Warriors,109,Oklahoma City Thunder,119,Box Score,,18203,
Sun Nov 18 2012,7:30p,Boston Celtics,83,Detroit Pistons,103,Box Score,,12214,
Sun Nov 18 2012,9:00p,Chicago Bulls,94,Portland Trail Blazers,102,Box Score,,20242,
Sun Nov 18 2012,9:30p,Houston Rockets,108,Los Angeles Lakers,119,Box Score,,18997,
Mon Nov 19 2012,7:00p,Milwaukee Bucks,98,Charlotte Bobcats,102,Box Score,,11248,
Mon Nov 19 2012,7:00p,Indiana Pacers,96,Washington Wizards,89,Box Score,,14426,
Mon Nov 19 2012,7:30p,Orlando Magic,72,Atlanta Hawks,81,Box Score,,15066,
Mon Nov 19 2012,8:00p,Denver Nuggets,97,Memphis Grizzlies,92,Box Score,,15111,
Mon Nov 19 2012,8:30p,Golden State Warriors,105,Dallas Mavericks,101,Box Score,OT,20034,
Mon Nov 19 2012,8:30p,Los Angeles Clippers,92,San Antonio Spurs,87,Box Score,,17920,
Mon Nov 19 2012,9:00p,Houston Rockets,91,Utah Jazz,102,Box Score,,19197,
Tue Nov 20 2012,7:00p,Toronto Raptors,98,Philadelphia 76ers,106,Box Score,,13965,
Tue Nov 20 2012,8:00p,New York Knicks,102,New Orleans Hornets,80,Box Score,,13705,
Tue Nov 20 2012,10:30p,Brooklyn Nets,90,Los Angeles Lakers,95,Box Score,,18997,
Wed Nov 21 2012,7:00p,Toronto Raptors,97,Charlotte Bobcats,98,Box Score,,15240,
Wed Nov 21 2012,7:00p,Philadelphia 76ers,83,Cleveland Cavaliers,92,Box Score,,16743,
Wed Nov 21 2012,7:00p,New Orleans Hornets,107,Indiana Pacers,115,Box Score,OT,12633,
Wed Nov 21 2012,7:00p,Detroit Pistons,74,Orlando Magic,90,Box Score,,17199,
Wed Nov 21 2012,7:30p,Washington Wizards,100,Atlanta Hawks,101,Box Score,OT,11338,
Wed Nov 21 2012,7:30p,San Antonio Spurs,112,Boston Celtics,100,Box Score,,18624,
Wed Nov 21 2012,7:30p,Milwaukee Bucks,106,Miami Heat,113,Box Score,OT,19971,
Wed Nov 21 2012,7:30p,Los Angeles Clippers,111,Oklahoma City Thunder,117,Box Score,OT,18203,
Wed Nov 21 2012,8:00p,Chicago Bulls,89,Houston Rockets,93,Box Score,,15950,
Wed Nov 21 2012,8:00p,Denver Nuggets,101,Minnesota Timberwolves,94,Box Score,,16879,
Wed Nov 21 2012,8:30p,New York Knicks,111,Dallas Mavericks,114,Box Score,,20157,
Wed Nov 21 2012,9:00p,Portland Trail Blazers,87,Phoenix Suns,114,Box Score,,14263,
Wed Nov 21 2012,10:00p,Los Angeles Lakers,97,Sacramento Kings,113,Box Score,,15249,
Wed Nov 21 2012,10:30p,Brooklyn Nets,93,Golden State Warriors,102,Box Score,,18374,
Fri Nov 23 2012,7:00p,Atlanta Hawks,101,Charlotte Bobcats,91,Box Score,,17868,
Fri Nov 23 2012,7:00p,Cleveland Cavaliers,104,Orlando Magic,108,Box Score,,17334,
Fri Nov 23 2012,7:30p,Oklahoma City Thunder,100,Boston Celtics,108,Box Score,,18624,
Fri Nov 23 2012,7:30p,Los Angeles Clippers,76,Brooklyn Nets,86,Box Score,,17732,
Fri Nov 23 2012,7:30p,Toronto Raptors,90,Detroit Pistons,91,Box Score,,12778,
Fri Nov 23 2012,8:00p,New York Knicks,103,Houston Rockets,131,Box Score,,18038,
Fri Nov 23 2012,8:00p,San Antonio Spurs,104,Indiana Pacers,97,Box Score,,17082,
Fri Nov 23 2012,8:00p,Los Angeles Lakers,98,Memphis Grizzlies,106,Box Score,,18119,
Fri Nov 23 2012,9:00p,Golden State Warriors,91,Denver Nuggets,102,Box Score,,18523,
Fri Nov 23 2012,9:00p,New Orleans Hornets,108,Phoenix Suns,111,Box Score,OT,14020,
Fri Nov 23 2012,9:00p,Sacramento Kings,102,Utah Jazz,104,Box Score,,18000,
Fri Nov 23 2012,10:00p,Minnesota Timberwolves,95,Portland Trail Blazers,103,Box Score,,20555,
Sat Nov 24 2012,7:00p,Los Angeles Clippers,93,Atlanta Hawks,104,Box Score,,16024,
Sat Nov 24 2012,7:00p,Oklahoma City Thunder,116,Philadelphia 76ers,109,Box Score,OT,19611,
Sat Nov 24 2012,7:00p,Charlotte Bobcats,108,Washington Wizards,106,Box Score,2OT,13077,
Sat Nov 24 2012,7:30p,Cleveland Cavaliers,108,Miami Heat,110,Box Score,,20064,
Sat Nov 24 2012,8:30p,Los Angeles Lakers,115,Dallas Mavericks,89,Box Score,,20423,
Sat Nov 24 2012,9:00p,Chicago Bulls,93,Milwaukee Bucks,86,Box Score,,14812,
Sat Nov 24 2012,10:00p,Utah Jazz,97,Sacramento Kings,108,Box Score,,12239,
Sat Nov 24 2012,10:30p,Minnesota Timberwolves,85,Golden State Warriors,96,Box Score,,19084,
Sun Nov 25 2012,1:00p,Detroit Pistons,100,New York Knicks,121,Box Score,,19033,
Sun Nov 25 2012,1:00p,San Antonio Spurs,111,Toronto Raptors,106,Box Score,2OT,19800,
Sun Nov 25 2012,3:00p,Portland Trail Blazers,85,Brooklyn Nets,98,Box Score,,16542,
Sun Nov 25 2012,6:00p,Boston Celtics,116,Orlando Magic,110,Box Score,OT,17037,
Sun Nov 25 2012,6:00p,Phoenix Suns,101,Philadelphia 76ers,104,Box Score,,14518,
Sun Nov 25 2012,8:00p,New Orleans Hornets,84,Denver Nuggets,102,Box Score,,15402,
Mon Nov 26 2012,7:00p,New York Knicks,89,Brooklyn Nets,96,Box Score,OT,17732,
Mon Nov 26 2012,7:00p,San Antonio Spurs,118,Washington Wizards,92,Box Score,,13879,
Mon Nov 26 2012,7:30p,Portland Trail Blazers,101,Detroit Pistons,108,Box Score,,10212,
Mon Nov 26 2012,8:00p,Milwaukee Bucks,93,Chicago Bulls,92,Box Score,,21485,
Mon Nov 26 2012,8:00p,Cleveland Cavaliers,78,Memphis Grizzlies,84,Box Score,,13485,
Mon Nov 26 2012,8:00p,Charlotte Bobcats,69,Oklahoma City Thunder,114,Box Score,,18203,
Mon Nov 26 2012,9:00p,Denver Nuggets,103,Utah Jazz,105,Box Score,,18776,
Mon Nov 26 2012,10:30p,New Orleans Hornets,105,Los Angeles Clippers,98,Box Score,,19060,
Tue Nov 27 2012,7:00p,Phoenix Suns,91,Cleveland Cavaliers,78,Box Score,,13687,
Tue Nov 27 2012,7:00p,Dallas Mavericks,98,Philadelphia 76ers,100,Box Score,,15107,
Tue Nov 27 2012,8:00p,Toronto Raptors,101,Houston Rockets,117,Box Score,,12907,
Tue Nov 27 2012,10:00p,Minnesota Timberwolves,97,Sacramento Kings,89,Box Score,,10741,
Tue Nov 27 2012,10:30p,Indiana Pacers,79,Los Angeles Lakers,77,Box Score,,18997,
Wed Nov 28 2012,7:00p,San Antonio Spurs,110,Orlando Magic,89,Box Score,,17271,
Wed Nov 28 2012,7:00p,Portland Trail Blazers,82,Washington Wizards,84,Box Score,,14114,
Wed Nov 28 2012,7:30p,Charlotte Bobcats,91,Atlanta Hawks,94,Box Score,,10162,
Wed Nov 28 2012,7:30p,Brooklyn Nets,95,Boston Celtics,83,Box Score,,18624,
Wed Nov 28 2012,7:30p,Phoenix Suns,77,Detroit Pistons,117,Box Score,,10517,
Wed Nov 28 2012,8:00p,Dallas Mavericks,78,Chicago Bulls,101,Box Score,,21575,
Wed Nov 28 2012,8:00p,Toronto Raptors,82,Memphis Grizzlies,103,Box Score,,14603,
Wed Nov 28 2012,8:00p,New York Knicks,102,Milwaukee Bucks,88,Box Score,,11439,
Wed Nov 28 2012,8:00p,Utah Jazz,96,New Orleans Hornets,84,Box Score,,10693,
Wed Nov 28 2012,8:00p,Houston Rockets,98,Oklahoma City Thunder,120,Box Score,,18203,
Wed Nov 28 2012,10:30p,Minnesota Timberwolves,95,Los Angeles Clippers,101,Box Score,,19060,
Thu Nov 29 2012,8:00p,San Antonio Spurs,100,Miami Heat,105,Box Score,,19703,
Thu Nov 29 2012,10:30p,Denver Nuggets,105,Golden State Warriors,106,Box Score,,17627,
Fri Nov 30 2012,7:00p,Philadelphia 76ers,104,Charlotte Bobcats,98,Box Score,,13202,
Fri Nov 30 2012,7:00p,Brooklyn Nets,98,Orlando Magic,86,Box Score,,17103,
Fri Nov 30 2012,7:00p,Phoenix Suns,97,Toronto Raptors,101,Box Score,,18246,
Fri Nov 30 2012,7:30p,Cleveland Cavaliers,113,Atlanta Hawks,111,Box Score,,13094,
Fri Nov 30 2012,7:30p,Portland Trail Blazers,78,Boston Celtics,96,Box Score,,18624,
Fri Nov 30 2012,7:30p,Washington Wizards,87,New York Knicks,108,Box Score,,19033,
Fri Nov 30 2012,8:00p,Detroit Pistons,78,Memphis Grizzlies,90,Box Score,,16732,
Fri Nov 30 2012,8:00p,Milwaukee Bucks,85,Minnesota Timberwolves,95,Box Score,,16418,
Fri Nov 30 2012,8:00p,Utah Jazz,94,Oklahoma City Thunder,106,Box Score,,18203,
Fri Nov 30 2012,10:00p,Indiana Pacers,97,Sacramento Kings,92,Box Score,,12544,
Fri Nov 30 2012,10:30p,Denver Nuggets,103,Los Angeles Lakers,122,Box Score,,18997,
