Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue Oct 30 2012,7:00p,Washington Wizards,84,Cleveland Cavaliers,94,Box Score,,20562,
Tue Oct 30 2012,8:00p,Boston Celtics,107,Miami Heat,120,Box Score,,20296,
Tue Oct 30 2012,10:30p,Dallas Mavericks,99,Los Angeles Lakers,91,Box Score,,18997,
Wed Oct 31 2012,7:00p,Indiana Pacers,90,Toronto Raptors,88,Box Score,,19800,
Wed Oct 31 2012,7:00p,Denver Nuggets,75,Philadelphia 76ers,84,Box Score,,19101,
Wed Oct 31 2012,7:30p,Houston Rockets,105,Detroit Pistons,96,Box Score,,16646,
Wed Oct 31 2012,8:00p,San Antonio Spurs,99,New Orleans Hornets,95,Box Score,,15358,
Wed Oct 31 2012,8:00p,Sacramento Kings,87,Chicago Bulls,93,Box Score,,21313,
Wed Oct 31 2012,9:00p,Dallas Mavericks,94,Utah Jazz,113,Box Score,,17634,
Wed Oct 31 2012,10:00p,Golden State Warriors,87,Phoenix Suns,85,Box Score,,15678,
Wed Oct 31 2012,10:30p,Memphis Grizzlies,92,Los Angeles Clippers,101,Box Score,,19060,
Wed Oct 31 2012,10:30p,Los Angeles Lakers,106,Portland Trail Blazers,116,Box Score,,20401,
