Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Mon Dec 7 2009,9:00p,San Antonio Spurs,101,Utah Jazz,104,Box Score,,17565,
Tue Dec 8 2009,7:00p,Denver Nuggets,95,Charlotte Bobcats,107,Box Score,,14127,
Tue Dec 8 2009,7:00p,Minnesota Timberwolves,88,Toronto Raptors,94,Box Score,,15167,
Tue Dec 8 2009,7:30p,Milwaukee Bucks,89,Boston Celtics,98,Box Score,,18624,
Tue Dec 8 2009,8:00p,New Jersey Nets,103,Chicago Bulls,101,Box Score,,17872,
Tue Dec 8 2009,8:00p,Cleveland Cavaliers,109,Memphis Grizzlies,111,Box Score,OT,16325,
Tue Dec 8 2009,8:00p,Sacramento Kings,94,New Orleans Hornets,96,Box Score,,13140,
Tue Dec 8 2009,8:30p,Phoenix Suns,101,Dallas Mavericks,102,Box Score,,19857,
Tue Dec 8 2009,10:30p,Orlando Magic,97,Los Angeles Clippers,86,Box Score,,16750,
Wed Dec 9 2009,7:00p,Chicago Bulls,83,Atlanta Hawks,118,Box Score,,16808,
Wed Dec 9 2009,7:00p,Portland Trail Blazers,102,Indiana Pacers,91,Box Score,,11487,
Wed Dec 9 2009,7:00p,Detroit Pistons,90,Philadelphia 76ers,86,Box Score,,12136,
Wed Dec 9 2009,7:30p,Golden State Warriors,105,New Jersey Nets,89,Box Score,,10005,
Wed Dec 9 2009,8:00p,Toronto Raptors,95,Milwaukee Bucks,117,Box Score,,12637,
Wed Dec 9 2009,8:00p,New Orleans Hornets,97,Minnesota Timberwolves,96,Box Score,,12056,
Wed Dec 9 2009,8:30p,Cleveland Cavaliers,85,Houston Rockets,95,Box Score,,18200,
Wed Dec 9 2009,8:30p,Sacramento Kings,106,San Antonio Spurs,118,Box Score,,17353,
Wed Dec 9 2009,10:30p,Utah Jazz,77,Los Angeles Lakers,101,Box Score,,18997,
Thu Dec 10 2009,7:30p,Denver Nuggets,99,Detroit Pistons,101,Box Score,,17176,
Thu Dec 10 2009,8:00p,Boston Celtics,104,Washington Wizards,102,Box Score,,20173,
Thu Dec 10 2009,10:30p,Orlando Magic,111,Utah Jazz,120,Box Score,,18735,
Fri Dec 11 2009,7:00p,New Jersey Nets,91,Indiana Pacers,107,Box Score,,12175,
Fri Dec 11 2009,7:00p,Houston Rockets,96,Philadelphia 76ers,91,Box Score,,13991,
Fri Dec 11 2009,7:00p,Atlanta Hawks,111,Toronto Raptors,89,Box Score,,17032,
Fri Dec 11 2009,7:30p,Dallas Mavericks,106,Miami Heat,93,Box Score,,18703,
Fri Dec 11 2009,8:00p,Golden State Warriors,91,Chicago Bulls,96,Box Score,OT,18803,
Fri Dec 11 2009,8:00p,Portland Trail Blazers,99,Cleveland Cavaliers,104,Box Score,,20562,
Fri Dec 11 2009,8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,94,Box Score,,13048,
Fri Dec 11 2009,8:00p,New York Knicks,113,New Orleans Hornets,96,Box Score,,15569,
Fri Dec 11 2009,8:30p,Charlotte Bobcats,85,San Antonio Spurs,104,Box Score,,17508,
Fri Dec 11 2009,10:30p,Minnesota Timberwolves,92,Los Angeles Lakers,104,Box Score,,18997,
Fri Dec 11 2009,10:30p,Orlando Magic,103,Phoenix Suns,106,Box Score,,18216,
Sat Dec 12 2009,7:00p,Indiana Pacers,114,Washington Wizards,113,Box Score,,13172,
Sat Dec 12 2009,7:30p,Golden State Warriors,95,Detroit Pistons,104,Box Score,,16952,
Sat Dec 12 2009,8:00p,Boston Celtics,106,Chicago Bulls,80,Box Score,,21257,
Sat Dec 12 2009,8:30p,Charlotte Bobcats,97,Dallas Mavericks,98,Box Score,OT,20151,
Sat Dec 12 2009,8:30p,Portland Trail Blazers,101,Milwaukee Bucks,108,Box Score,2OT,15973,
Sat Dec 12 2009,9:00p,Phoenix Suns,99,Denver Nuggets,105,Box Score,,19155,
Sat Dec 12 2009,9:00p,Los Angeles Lakers,94,Utah Jazz,102,Box Score,,19911,
Sat Dec 12 2009,10:00p,Minnesota Timberwolves,100,Sacramento Kings,120,Box Score,,11333,
Sun Dec 13 2009,12:30p,Houston Rockets,88,Toronto Raptors,101,Box Score,,17111,
Sun Dec 13 2009,5:00p,New Jersey Nets,107,Atlanta Hawks,130,Box Score,,14015,
Sun Dec 13 2009,6:00p,Memphis Grizzlies,118,Miami Heat,90,Box Score,,14465,
Sun Dec 13 2009,7:00p,Cleveland Cavaliers,102,Oklahoma City Thunder,89,Box Score,,18203,
Sun Dec 13 2009,9:30p,San Antonio Spurs,115,Los Angeles Clippers,90,Box Score,,16464,
Mon Dec 14 2009,7:00p,Indiana Pacers,98,Orlando Magic,106,Box Score,,17461,
Mon Dec 14 2009,7:00p,Golden State Warriors,101,Philadelphia 76ers,117,Box Score,,12795,
Mon Dec 14 2009,8:00p,Boston Celtics,110,Memphis Grizzlies,105,Box Score,,14193,
Mon Dec 14 2009,8:30p,New Orleans Hornets,90,Dallas Mavericks,94,Box Score,,19737,
Mon Dec 14 2009,9:00p,Oklahoma City Thunder,93,Denver Nuggets,102,Box Score,,16022,
Mon Dec 14 2009,9:00p,Minnesota Timberwolves,110,Utah Jazz,108,Box Score,,18090,
Mon Dec 14 2009,10:30p,Washington Wizards,95,Los Angeles Clippers,97,Box Score,,14511,
Tue Dec 15 2009,7:00p,New York Knicks,87,Charlotte Bobcats,94,Box Score,,13606,
Tue Dec 15 2009,7:00p,New Jersey Nets,89,Cleveland Cavaliers,99,Box Score,,20562,
Tue Dec 15 2009,7:30p,Toronto Raptors,95,Miami Heat,115,Box Score,,15106,
Tue Dec 15 2009,8:00p,Los Angeles Lakers,96,Chicago Bulls,87,Box Score,,21416,
Tue Dec 15 2009,8:30p,Detroit Pistons,96,Houston Rockets,107,Box Score,,14899,
Tue Dec 15 2009,9:00p,San Antonio Spurs,104,Phoenix Suns,116,Box Score,,17964,
Tue Dec 15 2009,10:00p,Sacramento Kings,88,Portland Trail Blazers,95,Box Score,,20588,
Wed Dec 16 2009,7:00p,Memphis Grizzlies,97,Atlanta Hawks,110,Box Score,,13013,
Wed Dec 16 2009,7:00p,Charlotte Bobcats,98,Indiana Pacers,101,Box Score,,11888,
Wed Dec 16 2009,7:00p,Toronto Raptors,99,Orlando Magic,118,Box Score,,17461,
Wed Dec 16 2009,7:00p,Cleveland Cavaliers,108,Philadelphia 76ers,101,Box Score,,19517,
Wed Dec 16 2009,7:30p,Utah Jazz,108,New Jersey Nets,92,Box Score,,11476,
Wed Dec 16 2009,8:00p,Los Angeles Lakers,107,Milwaukee Bucks,106,Box Score,OT,16309,
Wed Dec 16 2009,8:00p,Los Angeles Clippers,120,Minnesota Timberwolves,95,Box Score,,12526,
Wed Dec 16 2009,8:00p,Detroit Pistons,87,New Orleans Hornets,95,Box Score,,13196,
Wed Dec 16 2009,8:00p,Dallas Mavericks,100,Oklahoma City Thunder,86,Box Score,,18203,
Wed Dec 16 2009,9:00p,Houston Rockets,101,Denver Nuggets,111,Box Score,,15753,
Wed Dec 16 2009,10:30p,San Antonio Spurs,103,Golden State Warriors,91,Box Score,,17857,
Wed Dec 16 2009,10:30p,Washington Wizards,109,Sacramento Kings,112,Box Score,,16579,
Thu Dec 17 2009,8:00p,New York Knicks,89,Chicago Bulls,98,Box Score,,19791,
Thu Dec 17 2009,8:00p,Orlando Magic,86,Miami Heat,104,Box Score,,18303,
Thu Dec 17 2009,10:30p,Phoenix Suns,102,Portland Trail Blazers,105,Box Score,,20559,
Fri Dec 18 2009,7:00p,New Jersey Nets,95,Toronto Raptors,118,Box Score,,15901,
Fri Dec 18 2009,7:30p,Utah Jazz,83,Atlanta Hawks,96,Box Score,,17501,
Fri Dec 18 2009,7:30p,Philadelphia 76ers,98,Boston Celtics,97,Box Score,,18624,
Fri Dec 18 2009,8:00p,Milwaukee Bucks,82,Cleveland Cavaliers,85,Box Score,,20562,
Fri Dec 18 2009,8:00p,Indiana Pacers,94,Memphis Grizzlies,107,Box Score,,13217,
Fri Dec 18 2009,8:00p,Sacramento Kings,96,Minnesota Timberwolves,112,Box Score,,13144,
Fri Dec 18 2009,8:00p,Denver Nuggets,92,New Orleans Hornets,98,Box Score,,14453,
Fri Dec 18 2009,8:00p,Los Angeles Clippers,91,New York Knicks,95,Box Score,,19763,
Fri Dec 18 2009,8:00p,Detroit Pistons,98,Oklahoma City Thunder,109,Box Score,,17774,
Fri Dec 18 2009,8:30p,Houston Rockets,116,Dallas Mavericks,108,Box Score,OT,19890,
Fri Dec 18 2009,10:30p,Washington Wizards,118,Golden State Warriors,109,Box Score,,17423,
Sat Dec 19 2009,7:00p,Utah Jazz,110,Charlotte Bobcats,102,Box Score,,14963,
Sat Dec 19 2009,7:00p,Portland Trail Blazers,83,Orlando Magic,92,Box Score,,17461,
Sat Dec 19 2009,7:30p,Los Angeles Clippers,112,Philadelphia 76ers,107,Box Score,OT,13752,
Sat Dec 19 2009,8:00p,Atlanta Hawks,98,Chicago Bulls,101,Box Score,OT,21381,
Sat Dec 19 2009,8:00p,Los Angeles Lakers,103,New Jersey Nets,84,Box Score,,17190,
Sat Dec 19 2009,8:30p,Oklahoma City Thunder,90,Houston Rockets,95,Box Score,,15095,
Sat Dec 19 2009,8:30p,Sacramento Kings,96,Milwaukee Bucks,95,Box Score,,13745,
Sat Dec 19 2009,8:30p,Indiana Pacers,99,San Antonio Spurs,100,Box Score,,17075,
Sat Dec 19 2009,9:00p,Washington Wizards,95,Phoenix Suns,121,Box Score,,16811,
Sun Dec 20 2009,12:30p,New Orleans Hornets,92,Toronto Raptors,98,Box Score,,15790,
Sun Dec 20 2009,4:00p,Denver Nuggets,96,Memphis Grizzlies,102,Box Score,,13385,
Sun Dec 20 2009,6:00p,Minnesota Timberwolves,104,Boston Celtics,122,Box Score,,18624,
Sun Dec 20 2009,6:00p,Los Angeles Lakers,93,Detroit Pistons,81,Box Score,,22076,
Sun Dec 20 2009,6:00p,Portland Trail Blazers,102,Miami Heat,95,Box Score,,16500,
Sun Dec 20 2009,7:30p,Cleveland Cavaliers,95,Dallas Mavericks,102,Box Score,,20346,
Sun Dec 20 2009,7:30p,Charlotte Bobcats,94,New York Knicks,98,Box Score,,18767,
Mon Dec 21 2009,7:00p,Milwaukee Bucks,84,Indiana Pacers,81,Box Score,,12836,
Mon Dec 21 2009,7:00p,Utah Jazz,99,Orlando Magic,104,Box Score,,17461,
Mon Dec 21 2009,8:00p,Sacramento Kings,102,Chicago Bulls,98,Box Score,,19631,
Mon Dec 21 2009,8:30p,Los Angeles Clippers,87,San Antonio Spurs,103,Box Score,,17451,
Mon Dec 21 2009,9:00p,Cleveland Cavaliers,109,Phoenix Suns,91,Box Score,,18221,
Tue Dec 22 2009,7:00p,Detroit Pistons,76,Charlotte Bobcats,88,Box Score,,16864,
Tue Dec 22 2009,7:00p,Philadelphia 76ers,98,Washington Wizards,105,Box Score,,15435,
Tue Dec 22 2009,7:30p,Indiana Pacers,94,Boston Celtics,103,Box Score,,18624,
Tue Dec 22 2009,7:30p,Chicago Bulls,81,New York Knicks,88,Box Score,,19763,
Tue Dec 22 2009,8:00p,Golden State Warriors,108,Memphis Grizzlies,121,Box Score,,12827,
Tue Dec 22 2009,8:00p,Atlanta Hawks,112,Minnesota Timberwolves,87,Box Score,,11271,
Tue Dec 22 2009,8:30p,Portland Trail Blazers,85,Dallas Mavericks,81,Box Score,,19863,
Tue Dec 22 2009,8:30p,Los Angeles Clippers,99,Houston Rockets,108,Box Score,,17128,
Tue Dec 22 2009,10:30p,Oklahoma City Thunder,108,Los Angeles Lakers,111,Box Score,,18997,
Wed Dec 23 2009,7:00p,Houston Rockets,87,Orlando Magic,102,Box Score,,17461,
Wed Dec 23 2009,7:30p,Toronto Raptors,94,Detroit Pistons,64,Box Score,,19396,
Wed Dec 23 2009,7:30p,Utah Jazz,70,Miami Heat,80,Box Score,,19600,
Wed Dec 23 2009,7:30p,Minnesota Timberwolves,103,New Jersey Nets,99,Box Score,,10204,
Wed Dec 23 2009,8:00p,Washington Wizards,109,Milwaukee Bucks,97,Box Score,,13113,
Wed Dec 23 2009,8:00p,Golden State Warriors,102,New Orleans Hornets,108,Box Score,,14391,
Wed Dec 23 2009,8:30p,Portland Trail Blazers,98,San Antonio Spurs,94,Box Score,,18581,
Wed Dec 23 2009,9:00p,Atlanta Hawks,104,Denver Nuggets,124,Box Score,,19155,
Wed Dec 23 2009,9:00p,Oklahoma City Thunder,117,Phoenix Suns,113,Box Score,,15953,
Wed Dec 23 2009,10:00p,Cleveland Cavaliers,117,Sacramento Kings,104,Box Score,OT,16407,
Fri Dec 25 2009,12:00p,Miami Heat,93,New York Knicks,87,Box Score,,19763,
Fri Dec 25 2009,2:30p,Boston Celtics,86,Orlando Magic,77,Box Score,,17461,
Fri Dec 25 2009,5:00p,Cleveland Cavaliers,102,Los Angeles Lakers,87,Box Score,,18997,
Fri Dec 25 2009,8:00p,Los Angeles Clippers,93,Phoenix Suns,124,Box Score,,16709,
Fri Dec 25 2009,10:30p,Denver Nuggets,96,Portland Trail Blazers,107,Box Score,,20664,
Sat Dec 26 2009,3:00p,Memphis Grizzlies,101,Dallas Mavericks,106,Box Score,,20195,
Sat Dec 26 2009,7:00p,Atlanta Hawks,110,Indiana Pacers,98,Box Score,,15281,
Sat Dec 26 2009,7:30p,Houston Rockets,98,New Jersey Nets,93,Box Score,,13374,
Sat Dec 26 2009,8:00p,New Orleans Hornets,85,Chicago Bulls,96,Box Score,,22008,
Sat Dec 26 2009,8:00p,Washington Wizards,89,Minnesota Timberwolves,101,Box Score,,16838,
Sat Dec 26 2009,8:00p,Charlotte Bobcats,91,Oklahoma City Thunder,98,Box Score,,17961,
Sat Dec 26 2009,8:30p,San Antonio Spurs,112,Milwaukee Bucks,97,Box Score,,14864,
Sat Dec 26 2009,9:00p,Philadelphia 76ers,76,Utah Jazz,97,Box Score,,19911,
Sat Dec 26 2009,10:00p,Los Angeles Lakers,112,Sacramento Kings,103,Box Score,2OT,17345,
Sat Dec 26 2009,10:30p,Phoenix Suns,127,Golden State Warriors,132,Box Score,,19550,
Sun Dec 27 2009,1:00p,Detroit Pistons,95,Toronto Raptors,102,Box Score,,19800,
Sun Dec 27 2009,6:00p,Houston Rockets,83,Cleveland Cavaliers,108,Box Score,,20562,
Sun Dec 27 2009,6:00p,Indiana Pacers,80,Miami Heat,114,Box Score,,19600,
Sun Dec 27 2009,6:00p,San Antonio Spurs,95,New York Knicks,88,Box Score,,19763,
Sun Dec 27 2009,8:00p,Dallas Mavericks,104,Denver Nuggets,96,Box Score,,19756,
Sun Dec 27 2009,9:30p,Boston Celtics,90,Los Angeles Clippers,92,Box Score,,19060,
Mon Dec 28 2009,7:00p,Milwaukee Bucks,84,Charlotte Bobcats,94,Box Score,,15473,
Mon Dec 28 2009,7:30p,Oklahoma City Thunder,105,New Jersey Nets,89,Box Score,,15335,
Mon Dec 28 2009,8:00p,Washington Wizards,111,Memphis Grizzlies,116,Box Score,OT,14571,
Mon Dec 28 2009,9:00p,Los Angeles Lakers,103,Phoenix Suns,118,Box Score,,18422,
Mon Dec 28 2009,10:00p,Philadelphia 76ers,104,Portland Trail Blazers,93,Box Score,,20640,
Mon Dec 28 2009,10:00p,Denver Nuggets,101,Sacramento Kings,106,Box Score,,14548,
Mon Dec 28 2009,10:30p,Boston Celtics,99,Golden State Warriors,103,Box Score,,19259,
Tue Dec 29 2009,7:00p,Cleveland Cavaliers,95,Atlanta Hawks,84,Box Score,,20150,
Tue Dec 29 2009,7:00p,Oklahoma City Thunder,110,Washington Wizards,98,Box Score,,17152,
Tue Dec 29 2009,7:30p,New York Knicks,104,Detroit Pistons,87,Box Score,,22076,
Tue Dec 29 2009,8:00p,Indiana Pacers,95,Chicago Bulls,104,Box Score,,21887,
Tue Dec 29 2009,8:30p,New Orleans Hornets,100,Houston Rockets,108,Box Score,,18187,
Tue Dec 29 2009,8:30p,Minnesota Timberwolves,99,San Antonio Spurs,117,Box Score,,18581,
Tue Dec 29 2009,10:30p,Golden State Warriors,118,Los Angeles Lakers,124,Box Score,,18997,
Wed Dec 30 2009,7:00p,Atlanta Hawks,101,Cleveland Cavaliers,106,Box Score,,20562,
Wed Dec 30 2009,7:00p,Memphis Grizzlies,121,Indiana Pacers,110,Box Score,,14741,
Wed Dec 30 2009,7:00p,Milwaukee Bucks,92,Orlando Magic,117,Box Score,,17461,
Wed Dec 30 2009,7:00p,Charlotte Bobcats,103,Toronto Raptors,107,Box Score,,18979,
Wed Dec 30 2009,7:30p,New York Knicks,95,New Jersey Nets,104,Box Score,,17575,
Wed Dec 30 2009,8:00p,Utah Jazz,107,Minnesota Timberwolves,103,Box Score,,14123,
Wed Dec 30 2009,8:00p,Miami Heat,91,New Orleans Hornets,95,Box Score,,17301,
Wed Dec 30 2009,9:00p,Boston Celtics,98,Phoenix Suns,116,Box Score,,18422,
Wed Dec 30 2009,10:00p,Los Angeles Clippers,99,Portland Trail Blazers,103,Box Score,,20505,
Wed Dec 30 2009,10:00p,Philadelphia 76ers,116,Sacramento Kings,106,Box Score,,13156,
Thu Dec 31 2009,3:00p,Chicago Bulls,98,Detroit Pistons,87,Box Score,,22076,
Thu Dec 31 2009,7:00p,Dallas Mavericks,94,Houston Rockets,97,Box Score,,18306,
Thu Dec 31 2009,7:00p,Miami Heat,78,San Antonio Spurs,108,Box Score,,18581,
Thu Dec 31 2009,8:00p,Utah Jazz,86,Oklahoma City Thunder,87,Box Score,,18203,
Thu Dec 31 2009,9:30p,Philadelphia 76ers,88,Los Angeles Clippers,104,Box Score,,15257,
