,lineup,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM,GAMEDAY
20,".R. Davis, .E. Barron, .C. Quinn, .D. Cook, .S. Lasme ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,Apr 11 2008
0,".M. Blount, .J. Williams, .R. Davis, .D. Wade, .E. Barron ",1,7.2,8.0,3.0,11.0,27.3,0.0,1.0,0.0,2.0,2.0,100,2.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,2.0,-14.0,MIA,Feb 4 2008
1,".D. Wright, .E. Barron, .A. Johnson, .C. Quinn, .D. Cook ",1,6.8,14.0,5.0,10.0,50.0,0.0,1.0,0.0,4.0,4.0,100,1.0,8.0,9.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,5.0,MIA,Feb 4 2008
2,".J. Williams, .R. Davis, .D. Wade, .D. Wright, .E. Barron ",1,5.4,13.0,6.0,9.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,-3.0,MIA,Feb 4 2008
3,".M. Blount, .D. Wright, .A. Johnson, .C. Quinn, .D. Cook ",1,5.2,6.0,2.0,7.0,28.6,0.0,2.0,0.0,2.0,2.0,100,2.0,3.0,5.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,-10.0,MIA,Feb 4 2008
4,".J. Williams, .R. Davis, .D. Wade, .E. Barron, .A. Johnson ",1,4.6,8.0,3.0,8.0,37.5,0.0,1.0,0.0,2.0,2.0,100,1.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,MIA,Feb 4 2008
5,".R. Davis, .D. Wright, .A. Johnson, .C. Quinn, .D. Cook ",1,4.3,12.0,4.0,7.0,57.1,1.0,3.0,33.3,3.0,3.0,100,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,-1.0,MIA,Feb 4 2008
6,".M. Blount, .R. Davis, .D. Wright, .C. Quinn, .D. Cook ",1,3.8,9.0,3.0,3.0,100,1.0,1.0,100,2.0,2.0,100,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,MIA,Feb 4 2008
7,".D. Wade, .D. Wright, .A. Johnson, .C. Quinn, .D. Cook ",1,2.7,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,MIA,Feb 4 2008
8,".M. Blount, .J. Williams, .R. Davis, .D. Wade, .A. Johnson ",1,2.7,2.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-8.0,MIA,Feb 4 2008
9,".J. Williams, .D. Wade, .D. Wright, .A. Johnson, .D. Cook ",1,2.0,2.0,1.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,MIA,Feb 4 2008
10,".R. Davis, .D. Wade, .D. Wright, .A. Johnson, .D. Cook ",1,2.0,2.0,1.0,4.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,MIA,Feb 4 2008
11,".R. Davis, .D. Wade, .D. Wright, .E. Barron, .D. Cook ",1,1.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,MIA,Feb 4 2008
12,".J. Williams, .R. Davis, .D. Wade, .D. Wright, .A. Johnson ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,Feb 4 2008
13,".M. Blount, .J. Williams, .D. Wade, .A. Johnson, .D. Cook ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,Feb 4 2008
14,".M. Blount, .J. Williams, .R. Davis, .D. Wade, .D. Wright ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,Feb 4 2008
15,".M. Blount, .J. Williams, .R. Davis, .D. Wright, .D. Cook ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,Feb 4 2008
0,".M. Moore, .B. Miller, .J. Salmons, .B. Udrih, .F. Garcia ",1,29.2,53.0,22.0,41.0,53.7,0.0,5.0,0.0,9.0,13.0,69.2,1.0,14.0,15.0,13.0,8.0,0.0,2.0,3.0,12.0,10.0,-5.0,SAC,Mar 4 2008
1,".M. Moore, .B. Miller, .M. World Peace, .K. Martin, .B. Udrih ",1,18.9,45.0,19.0,40.0,47.5,1.0,3.0,33.3,6.0,7.0,85.7,7.0,16.0,23.0,8.0,7.0,1.0,2.0,2.0,14.0,8.0,0.0,SAC,Mar 4 2008
2,".B. Miller, .M. World Peace, .J. Salmons, .K. Martin, .B. Udrih ",1,8.2,19.0,9.0,17.0,52.9,1.0,1.0,100,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,0.0,-10.0,SAC,Mar 4 2008
3,".M. Moore, .J. Salmons, .B. Udrih, .S. Williams, .Q. Douby ",1,4.7,11.0,5.0,10.0,50.0,0.0,1.0,0.0,1.0,1.0,100,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,SAC,Mar 4 2008
4,".A. Johnson, .J. Salmons, .S. Williams, .Q. Douby, .S. Hawes ",1,4.4,7.0,2.0,6.0,33.3,0.0,2.0,0.0,3.0,3.0,100,1.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,-2.0,SAC,Mar 4 2008
5,".J. Salmons, .B. Udrih, .S. Williams, .Q. Douby, .S. Hawes ",1,3.8,9.0,3.0,7.0,42.9,1.0,1.0,100,2.0,2.0,100,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,SAC,Mar 4 2008
6,".A. Johnson, .F. Garcia, .S. Williams, .Q. Douby, .S. Hawes ",1,3.6,9.0,3.0,7.0,42.9,2.0,2.0,100,1.0,1.0,100,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,SAC,Mar 4 2008
7,".A. Johnson, .B. Miller, .M. World Peace, .J. Salmons, .F. Garcia ",1,3.1,7.0,2.0,4.0,50.0,1.0,1.0,100,2.0,2.0,100,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,SAC,Mar 4 2008
8,".A. Johnson, .M. Moore, .M. World Peace, .J. Salmons, .S. Hawes ",1,3.1,6.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,SAC,Mar 4 2008
9,".B. Miller, .J. Salmons, .B. Udrih, .F. Garcia, .S. Williams ",1,2.6,4.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-4.0,SAC,Mar 4 2008
10,".J. Salmons, .K. Martin, .B. Udrih, .S. Williams, .S. Hawes ",1,2.6,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,SAC,Mar 4 2008
11,".B. Miller, .M. World Peace, .J. Salmons, .B. Udrih, .F. Garcia ",1,2.5,6.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,100,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,SAC,Mar 4 2008
12,".M. Moore, .J. Salmons, .F. Garcia, .Q. Douby, .S. Hawes ",1,2.1,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,-2.0,SAC,Mar 4 2008
13,".A. Johnson, .J. Salmons, .F. Garcia, .S. Williams, .S. Hawes ",1,1.9,5.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,100,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,SAC,Mar 4 2008
