Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Jan 1 2014,6:00p,Dallas Mavericks,87,Washington Wizards,78,Box Score,,15713,
Wed Jan 1 2014,7:00p,Indiana Pacers,82,Toronto Raptors,95,Box Score,,18271,
Wed Jan 1 2014,8:00p,New Orleans Pelicans,112,Minnesota Timberwolves,124,Box Score,,14002,
Wed Jan 1 2014,9:00p,Philadelphia 76ers,114,Denver Nuggets,102,Box Score,,16006,
Wed Jan 1 2014,9:30p,Charlotte Bobcats,85,Los Angeles Clippers,112,Box Score,,19160,
Thu Jan 2 2014,7:00p,Orlando Magic,81,Cleveland Cavaliers,87,Box Score,OT,14248,
Thu Jan 2 2014,7:30p,Golden State Warriors,123,Miami Heat,114,Box Score,,20350,
Thu Jan 2 2014,8:00p,Boston Celtics,82,Chicago Bulls,94,Box Score,,21721,
Thu Jan 2 2014,8:00p,Brooklyn Nets,95,Oklahoma City Thunder,93,Box Score,,18203,
Thu Jan 2 2014,8:30p,New York Knicks,105,San Antonio Spurs,101,Box Score,,18581,
Thu Jan 2 2014,9:00p,Memphis Grizzlies,99,Phoenix Suns,91,Box Score,,14844,
Thu Jan 2 2014,9:00p,Milwaukee Bucks,87,Utah Jazz,96,Box Score,,16012,
Thu Jan 2 2014,10:00p,Charlotte Bobcats,104,Portland Trail Blazers,134,Box Score,,20014,
Thu Jan 2 2014,10:00p,Philadelphia 76ers,113,Sacramento Kings,104,Box Score,,16259,
Fri Jan 3 2014,7:00p,Toronto Raptors,101,Washington Wizards,88,Box Score,,14940,
Fri Jan 3 2014,7:30p,Golden State Warriors,101,Atlanta Hawks,100,Box Score,,15210,
Fri Jan 3 2014,7:30p,New Orleans Pelicans,95,Boston Celtics,92,Box Score,,18624,
Fri Jan 3 2014,8:00p,New York Knicks,100,Houston Rockets,102,Box Score,,18304,
Fri Jan 3 2014,8:30p,Los Angeles Clippers,119,Dallas Mavericks,112,Box Score,,20187,
Fri Jan 3 2014,9:00p,Memphis Grizzlies,108,Denver Nuggets,111,Box Score,,17608,
Fri Jan 3 2014,10:30p,Utah Jazz,99,Los Angeles Lakers,110,Box Score,,18997,
Sat Jan 4 2014,7:00p,New Orleans Pelicans,82,Indiana Pacers,99,Box Score,,18165,
Sat Jan 4 2014,7:00p,Miami Heat,110,Orlando Magic,94,Box Score,,18846,
Sat Jan 4 2014,7:30p,Cleveland Cavaliers,82,Brooklyn Nets,89,Box Score,,17732,
Sat Jan 4 2014,8:00p,Atlanta Hawks,84,Chicago Bulls,91,Box Score,,21539,
Sat Jan 4 2014,8:00p,Oklahoma City Thunder,115,Minnesota Timberwolves,111,Box Score,,18065,
Sat Jan 4 2014,8:30p,Los Angeles Clippers,92,San Antonio Spurs,116,Box Score,,18581,
Sat Jan 4 2014,9:00p,Milwaukee Bucks,100,Phoenix Suns,116,Box Score,,14344,
Sat Jan 4 2014,10:00p,Philadelphia 76ers,101,Portland Trail Blazers,99,Box Score,,20004,
Sat Jan 4 2014,10:00p,Charlotte Bobcats,113,Sacramento Kings,103,Box Score,,16410,
Sun Jan 5 2014,1:00p,Memphis Grizzlies,112,Detroit Pistons,84,Box Score,,14134,
Sun Jan 5 2014,6:00p,Indiana Pacers,82,Cleveland Cavaliers,78,Box Score,,17502,
Sun Jan 5 2014,6:00p,Toronto Raptors,97,Miami Heat,102,Box Score,,20020,
Sun Jan 5 2014,6:00p,Golden State Warriors,112,Washington Wizards,96,Box Score,,17390,
Sun Jan 5 2014,7:00p,Boston Celtics,96,Oklahoma City Thunder,119,Box Score,,18203,
Sun Jan 5 2014,7:30p,New York Knicks,92,Dallas Mavericks,80,Box Score,,19892,
Sun Jan 5 2014,9:30p,Denver Nuggets,137,Los Angeles Lakers,115,Box Score,,18997,
Mon Jan 6 2014,7:00p,Minnesota Timberwolves,126,Philadelphia 76ers,95,Box Score,,10736,
Mon Jan 6 2014,7:30p,Atlanta Hawks,86,Brooklyn Nets,91,Box Score,,15326,
Mon Jan 6 2014,10:30p,Orlando Magic,81,Los Angeles Clippers,101,Box Score,,19060,
Tue Jan 7 2014,7:00p,Washington Wizards,97,Charlotte Bobcats,83,Box Score,,12079,
Tue Jan 7 2014,7:00p,Philadelphia 76ers,93,Cleveland Cavaliers,111,Box Score,,13344,
Tue Jan 7 2014,7:00p,Toronto Raptors,79,Indiana Pacers,86,Box Score,,16147,
Tue Jan 7 2014,7:30p,New Orleans Pelicans,88,Miami Heat,107,Box Score,,20097,
Tue Jan 7 2014,7:30p,Detroit Pistons,85,New York Knicks,89,Box Score,,19812,
Tue Jan 7 2014,8:00p,Phoenix Suns,87,Chicago Bulls,92,Box Score,,21181,
Tue Jan 7 2014,8:00p,San Antonio Spurs,110,Memphis Grizzlies,108,Box Score,OT,15916,
Tue Jan 7 2014,8:00p,Golden State Warriors,101,Milwaukee Bucks,80,Box Score,,11739,
Tue Jan 7 2014,8:30p,Los Angeles Lakers,97,Dallas Mavericks,110,Box Score,,19656,
Tue Jan 7 2014,9:00p,Boston Celtics,98,Denver Nuggets,129,Box Score,,16224,
Tue Jan 7 2014,9:00p,Oklahoma City Thunder,101,Utah Jazz,112,Box Score,,18547,
Tue Jan 7 2014,10:00p,Portland Trail Blazers,119,Sacramento Kings,123,Box Score,,15518,
Wed Jan 8 2014,7:00p,Dallas Mavericks,90,San Antonio Spurs,112,Box Score,,18581,
Wed Jan 8 2014,7:00p,Detroit Pistons,91,Toronto Raptors,112,Box Score,,16194,
Wed Jan 8 2014,7:30p,Indiana Pacers,87,Atlanta Hawks,97,Box Score,,15169,
Wed Jan 8 2014,7:30p,Golden State Warriors,98,Brooklyn Nets,102,Box Score,,17732,
Wed Jan 8 2014,8:00p,Los Angeles Lakers,99,Houston Rockets,113,Box Score,,18229,
Wed Jan 8 2014,8:00p,Washington Wizards,102,New Orleans Pelicans,96,Box Score,,17557,
Wed Jan 8 2014,9:30p,Phoenix Suns,104,Minnesota Timberwolves,103,Box Score,,12202,
Wed Jan 8 2014,10:00p,Orlando Magic,94,Portland Trail Blazers,110,Box Score,,18949,
Wed Jan 8 2014,10:30p,Boston Celtics,105,Los Angeles Clippers,111,Box Score,,19214,
Thu Jan 9 2014,8:00p,Miami Heat,92,New York Knicks,102,Box Score,,19812,
Thu Jan 9 2014,10:30p,Oklahoma City Thunder,88,Denver Nuggets,101,Box Score,,17315,
Fri Jan 10 2014,7:00p,Washington Wizards,66,Indiana Pacers,93,Box Score,,18165,
Fri Jan 10 2014,7:00p,Detroit Pistons,114,Philadelphia 76ers,104,Box Score,,13742,
Fri Jan 10 2014,7:30p,Houston Rockets,80,Atlanta Hawks,83,Box Score,,13115,
Fri Jan 10 2014,8:00p,Miami Heat,95,Brooklyn Nets,104,Box Score,2OT,17732,
Fri Jan 10 2014,8:00p,Phoenix Suns,99,Memphis Grizzlies,104,Box Score,,17049,
Fri Jan 10 2014,8:00p,Charlotte Bobcats,92,Minnesota Timberwolves,119,Box Score,,13767,
Fri Jan 10 2014,8:00p,Dallas Mavericks,107,New Orleans Pelicans,90,Box Score,,16533,
Fri Jan 10 2014,8:30p,Chicago Bulls,81,Milwaukee Bucks,72,Box Score,,15148,
Fri Jan 10 2014,9:00p,Cleveland Cavaliers,113,Utah Jazz,102,Box Score,,18480,
Fri Jan 10 2014,10:00p,Orlando Magic,83,Sacramento Kings,103,Box Score,,15694,
Fri Jan 10 2014,10:30p,Boston Celtics,97,Golden State Warriors,99,Box Score,,19596,
Fri Jan 10 2014,10:30p,Los Angeles Lakers,87,Los Angeles Clippers,123,Box Score,,19316,
Sat Jan 11 2014,7:00p,Brooklyn Nets,80,Toronto Raptors,96,Box Score,,19800,
Sat Jan 11 2014,7:00p,Houston Rockets,114,Washington Wizards,107,Box Score,,17454,
Sat Jan 11 2014,7:30p,Phoenix Suns,108,Detroit Pistons,110,Box Score,,15224,
Sat Jan 11 2014,7:30p,New York Knicks,102,Philadelphia 76ers,92,Box Score,,16278,
Sat Jan 11 2014,8:00p,Charlotte Bobcats,97,Chicago Bulls,103,Box Score,,21413,
Sat Jan 11 2014,8:00p,Milwaukee Bucks,85,Oklahoma City Thunder,101,Box Score,,18203,
Sat Jan 11 2014,8:30p,New Orleans Pelicans,107,Dallas Mavericks,110,Box Score,,20116,
Sat Jan 11 2014,9:00p,Orlando Magic,94,Denver Nuggets,120,Box Score,,17947,
Sat Jan 11 2014,10:00p,Boston Celtics,104,Portland Trail Blazers,112,Box Score,,20011,
Sun Jan 12 2014,6:00p,Atlanta Hawks,101,Memphis Grizzlies,108,Box Score,,16841,
Sun Jan 12 2014,6:00p,Cleveland Cavaliers,80,Sacramento Kings,124,Box Score,,16072,
Sun Jan 12 2014,7:00p,Minnesota Timberwolves,86,San Antonio Spurs,104,Box Score,,18098,
Mon Jan 13 2014,7:00p,Milwaukee Bucks,94,Toronto Raptors,116,Box Score,,15819,
Mon Jan 13 2014,7:30p,Houston Rockets,104,Boston Celtics,92,Box Score,,17750,
Mon Jan 13 2014,7:30p,Phoenix Suns,96,New York Knicks,98,Box Score,OT,19812,
Mon Jan 13 2014,8:00p,Washington Wizards,102,Chicago Bulls,88,Box Score,,21287,
Mon Jan 13 2014,8:00p,San Antonio Spurs,101,New Orleans Pelicans,95,Box Score,,15552,
Mon Jan 13 2014,8:30p,Orlando Magic,88,Dallas Mavericks,107,Box Score,,19695,
Mon Jan 13 2014,9:00p,Denver Nuggets,103,Utah Jazz,118,Box Score,,17232,
Tue Jan 14 2014,7:00p,New York Knicks,98,Charlotte Bobcats,108,Box Score,,15156,
Tue Jan 14 2014,7:00p,Sacramento Kings,92,Indiana Pacers,116,Box Score,,17530,
Tue Jan 14 2014,8:00p,Oklahoma City Thunder,87,Memphis Grizzlies,90,Box Score,,17177,
Tue Jan 14 2014,10:30p,Cleveland Cavaliers,120,Los Angeles Lakers,118,Box Score,,18997,
Wed Jan 15 2014,7:00p,Chicago Bulls,128,Orlando Magic,125,Box Score,3OT,16489,
Wed Jan 15 2014,7:00p,Charlotte Bobcats,92,Philadelphia 76ers,95,Box Score,,10106,
Wed Jan 15 2014,7:00p,Miami Heat,97,Washington Wizards,114,Box Score,,20356,
Wed Jan 15 2014,7:30p,Toronto Raptors,83,Boston Celtics,88,Box Score,,17569,
Wed Jan 15 2014,8:00p,Memphis Grizzlies,82,Milwaukee Bucks,77,Box Score,,11379,
Wed Jan 15 2014,8:00p,Sacramento Kings,111,Minnesota Timberwolves,108,Box Score,,12399,
Wed Jan 15 2014,8:00p,Houston Rockets,103,New Orleans Pelicans,100,Box Score,,15918,
Wed Jan 15 2014,8:00p,Utah Jazz,105,San Antonio Spurs,109,Box Score,,17917,
Wed Jan 15 2014,9:00p,Los Angeles Lakers,114,Phoenix Suns,121,Box Score,,16022,
Wed Jan 15 2014,10:00p,Cleveland Cavaliers,96,Portland Trail Blazers,108,Box Score,,19998,
Wed Jan 15 2014,10:30p,Denver Nuggets,123,Golden State Warriors,116,Box Score,,19596,
Wed Jan 15 2014,10:30p,Dallas Mavericks,127,Los Angeles Clippers,129,Box Score,,19208,
Thu Jan 16 2014,3:00p,Brooklyn Nets,127,Atlanta Hawks,110,Box Score,,18689,at London England
Thu Jan 16 2014,7:00p,New York Knicks,89,Indiana Pacers,117,Box Score,,18165,
Thu Jan 16 2014,9:30p,Oklahoma City Thunder,104,Houston Rockets,92,Box Score,,18231,
Fri Jan 17 2014,7:00p,Los Angeles Clippers,109,New York Knicks,95,Box Score,,19812,
Fri Jan 17 2014,7:00p,Charlotte Bobcats,111,Orlando Magic,101,Box Score,,16164,
Fri Jan 17 2014,7:00p,Miami Heat,101,Philadelphia 76ers,86,Box Score,,19286,
Fri Jan 17 2014,7:00p,Minnesota Timberwolves,89,Toronto Raptors,94,Box Score,,19800,
Fri Jan 17 2014,7:00p,Chicago Bulls,93,Washington Wizards,96,Box Score,,17005,
Fri Jan 17 2014,7:30p,Los Angeles Lakers,107,Boston Celtics,104,Box Score,,18624,
Fri Jan 17 2014,7:30p,Utah Jazz,110,Detroit Pistons,89,Box Score,,18528,
Fri Jan 17 2014,8:00p,Sacramento Kings,90,Memphis Grizzlies,91,Box Score,,17212,
Fri Jan 17 2014,8:30p,Portland Trail Blazers,109,San Antonio Spurs,100,Box Score,,18581,
Fri Jan 17 2014,9:00p,Cleveland Cavaliers,117,Denver Nuggets,109,Box Score,,18486,
Fri Jan 17 2014,9:00p,Dallas Mavericks,110,Phoenix Suns,107,Box Score,,16486,
Fri Jan 17 2014,9:30p,Golden State Warriors,121,Oklahoma City Thunder,127,Box Score,,18203,
Sat Jan 18 2014,7:00p,Los Angeles Clippers,92,Indiana Pacers,106,Box Score,,18165,
Sat Jan 18 2014,7:00p,Detroit Pistons,104,Washington Wizards,98,Box Score,,17039,
Sat Jan 18 2014,7:30p,Miami Heat,104,Charlotte Bobcats,96,Box Score,OT,19631,
Sat Jan 18 2014,8:00p,Philadelphia 76ers,78,Chicago Bulls,103,Box Score,,21710,
Sat Jan 18 2014,8:00p,Milwaukee Bucks,104,Houston Rockets,114,Box Score,,18082,
Sat Jan 18 2014,8:00p,Utah Jazz,72,Minnesota Timberwolves,98,Box Score,,17111,
Sat Jan 18 2014,8:00p,Golden State Warriors,97,New Orleans Pelicans,87,Box Score,,18045,
Sat Jan 18 2014,8:30p,Portland Trail Blazers,127,Dallas Mavericks,111,Box Score,,20375,
Sun Jan 19 2014,1:00p,Los Angeles Lakers,112,Toronto Raptors,106,Box Score,,17706,
Sun Jan 19 2014,6:00p,Boston Celtics,91,Orlando Magic,93,Box Score,,17548,
Sun Jan 19 2014,7:00p,Sacramento Kings,93,Oklahoma City Thunder,108,Box Score,,18203,
Sun Jan 19 2014,7:00p,Milwaukee Bucks,82,San Antonio Spurs,110,Box Score,,18096,
Sun Jan 19 2014,8:00p,Denver Nuggets,103,Phoenix Suns,117,Box Score,,16211,
Mon Jan 20 2014,1:00p,Dallas Mavericks,102,Cleveland Cavaliers,97,Box Score,,18762,
Mon Jan 20 2014,1:00p,Los Angeles Clippers,112,Detroit Pistons,103,Box Score,,17417,
Mon Jan 20 2014,2:00p,Toronto Raptors,95,Charlotte Bobcats,100,Box Score,,14929,
Mon Jan 20 2014,2:00p,Philadelphia 76ers,99,Washington Wizards,107,Box Score,,18650,
Mon Jan 20 2014,2:30p,Brooklyn Nets,103,New York Knicks,80,Box Score,,19812,
Mon Jan 20 2014,5:00p,New Orleans Pelicans,95,Memphis Grizzlies,92,Box Score,,17485,
Mon Jan 20 2014,5:30p,Miami Heat,114,Atlanta Hawks,121,Box Score,,19262,
Mon Jan 20 2014,8:00p,Los Angeles Lakers,100,Chicago Bulls,102,Box Score,OT,21626,
Mon Jan 20 2014,8:00p,Portland Trail Blazers,113,Houston Rockets,126,Box Score,,18135,
Mon Jan 20 2014,10:30p,Indiana Pacers,102,Golden State Warriors,94,Box Score,,19596,
Tue Jan 21 2014,7:30p,Orlando Magic,90,Brooklyn Nets,101,Box Score,,15482,
Tue Jan 21 2014,7:30p,Boston Celtics,86,Miami Heat,93,Box Score,,19619,
Tue Jan 21 2014,8:00p,Sacramento Kings,114,New Orleans Pelicans,97,Box Score,,16459,
Tue Jan 21 2014,8:00p,Portland Trail Blazers,97,Oklahoma City Thunder,105,Box Score,,18203,
Tue Jan 21 2014,9:00p,Minnesota Timberwolves,112,Utah Jazz,97,Box Score,,16387,
Wed Jan 22 2014,7:00p,Los Angeles Clippers,91,Charlotte Bobcats,95,Box Score,,14760,
Wed Jan 22 2014,7:00p,Chicago Bulls,98,Cleveland Cavaliers,87,Box Score,,16890,
Wed Jan 22 2014,7:00p,Atlanta Hawks,112,Orlando Magic,109,Box Score,,16713,
Wed Jan 22 2014,7:00p,Dallas Mavericks,85,Toronto Raptors,93,Box Score,,18179,
Wed Jan 22 2014,7:00p,Boston Celtics,113,Washington Wizards,111,Box Score,OT,14492,
Wed Jan 22 2014,7:30p,Philadelphia 76ers,110,New York Knicks,106,Box Score,,19812,
Wed Jan 22 2014,8:00p,Sacramento Kings,98,Houston Rockets,119,Box Score,,16488,
Wed Jan 22 2014,8:00p,Detroit Pistons,101,Milwaukee Bucks,104,Box Score,,11266,
Wed Jan 22 2014,8:00p,Oklahoma City Thunder,111,San Antonio Spurs,105,Box Score,,18581,
Wed Jan 22 2014,10:30p,Indiana Pacers,100,Phoenix Suns,124,Box Score,,16465,
Thu Jan 23 2014,8:00p,Los Angeles Lakers,102,Miami Heat,109,Box Score,,19608,
Thu Jan 23 2014,10:30p,Denver Nuggets,105,Portland Trail Blazers,110,Box Score,,20066,
Fri Jan 24 2014,7:00p,Los Angeles Lakers,105,Orlando Magic,114,Box Score,,16101,
Fri Jan 24 2014,7:00p,Toronto Raptors,104,Philadelphia 76ers,95,Box Score,,11489,
Fri Jan 24 2014,7:30p,San Antonio Spurs,105,Atlanta Hawks,79,Box Score,,17601,
Fri Jan 24 2014,7:30p,Oklahoma City Thunder,101,Boston Celtics,83,Box Score,,18624,
Fri Jan 24 2014,7:30p,Dallas Mavericks,106,Brooklyn Nets,107,Box Score,,16110,
Fri Jan 24 2014,7:30p,Milwaukee Bucks,78,Cleveland Cavaliers,93,Box Score,,17147,
Fri Jan 24 2014,7:30p,New Orleans Pelicans,103,Detroit Pistons,101,Box Score,,14107,
Fri Jan 24 2014,7:30p,Charlotte Bobcats,96,New York Knicks,125,Box Score,,19812,
Fri Jan 24 2014,8:00p,Los Angeles Clippers,112,Chicago Bulls,95,Box Score,,21755,
Fri Jan 24 2014,8:00p,Memphis Grizzlies,88,Houston Rockets,87,Box Score,,16998,
Fri Jan 24 2014,9:00p,Washington Wizards,101,Phoenix Suns,95,Box Score,,16198,
Fri Jan 24 2014,10:00p,Indiana Pacers,116,Sacramento Kings,111,Box Score,OT,17317,
Fri Jan 24 2014,10:30p,Minnesota Timberwolves,121,Golden State Warriors,120,Box Score,,19596,
Sat Jan 25 2014,7:00p,Chicago Bulls,89,Charlotte Bobcats,87,Box Score,,18252,
Sat Jan 25 2014,7:00p,Los Angeles Clippers,126,Toronto Raptors,118,Box Score,,19800,
Sat Jan 25 2014,7:30p,Oklahoma City Thunder,103,Philadelphia 76ers,91,Box Score,,19217,
Sat Jan 25 2014,8:00p,Houston Rockets,81,Memphis Grizzlies,99,Box Score,,17512,
Sat Jan 25 2014,8:30p,Atlanta Hawks,112,Milwaukee Bucks,87,Box Score,,15879,
Sat Jan 25 2014,9:00p,Indiana Pacers,96,Denver Nuggets,109,Box Score,,19155,
Sat Jan 25 2014,9:00p,Washington Wizards,101,Utah Jazz,104,Box Score,,17754,
Sat Jan 25 2014,10:00p,Minnesota Timberwolves,104,Portland Trail Blazers,115,Box Score,,20006,
Sun Jan 26 2014,1:00p,San Antonio Spurs,101,Miami Heat,113,Box Score,,19683,
Sun Jan 26 2014,3:30p,Los Angeles Lakers,103,New York Knicks,110,Box Score,,19812,
