Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue Jan 1 2013,6:00p,Dallas Mavericks,103,Washington Wizards,94,Box Score,,14456,
Tue Jan 1 2013,7:30p,Sacramento Kings,97,Detroit Pistons,103,Box Score,,12175,
Tue Jan 1 2013,7:30p,Portland Trail Blazers,105,New York Knicks,100,Box Score,,19033,
Tue Jan 1 2013,8:00p,Atlanta Hawks,95,New Orleans Hornets,86,Box Score,,12712,
Tue Jan 1 2013,9:00p,Los Angeles Clippers,78,Denver Nuggets,92,Box Score,,19155,
Tue Jan 1 2013,10:30p,Philadelphia 76ers,103,Los Angeles Lakers,99,Box Score,,18997,
Wed Jan 2 2013,7:00p,Sacramento Kings,97,Cleveland Cavaliers,94,Box Score,,12331,
Wed Jan 2 2013,7:00p,Washington Wizards,81,Indiana Pacers,89,Box Score,,11182,
Wed Jan 2 2013,7:00p,Chicago Bulls,96,Orlando Magic,94,Box Score,,18846,
Wed Jan 2 2013,7:00p,Portland Trail Blazers,79,Toronto Raptors,102,Box Score,,18117,
Wed Jan 2 2013,7:30p,Memphis Grizzlies,93,Boston Celtics,83,Box Score,,18624,
Wed Jan 2 2013,7:30p,Dallas Mavericks,109,Miami Heat,119,Box Score,OT,20102,
Wed Jan 2 2013,8:00p,New Orleans Hornets,92,Houston Rockets,104,Box Score,,18198,
Wed Jan 2 2013,8:00p,San Antonio Spurs,117,Milwaukee Bucks,110,Box Score,,15084,
Wed Jan 2 2013,8:00p,Brooklyn Nets,110,Oklahoma City Thunder,93,Box Score,,18203,
Wed Jan 2 2013,9:00p,Philadelphia 76ers,89,Phoenix Suns,95,Box Score,,16034,
Wed Jan 2 2013,9:00p,Minnesota Timberwolves,84,Utah Jazz,106,Box Score,,19120,
Wed Jan 2 2013,10:30p,Los Angeles Clippers,94,Golden State Warriors,115,Box Score,,19596,
Thu Jan 3 2013,7:30p,San Antonio Spurs,83,New York Knicks,100,Box Score,,19033,
Thu Jan 3 2013,9:00p,Minnesota Timberwolves,101,Denver Nuggets,97,Box Score,,16921,
Fri Jan 4 2013,7:00p,Cleveland Cavaliers,106,Charlotte Bobcats,104,Box Score,,15576,
Fri Jan 4 2013,7:00p,Sacramento Kings,105,Toronto Raptors,96,Box Score,,17824,
Fri Jan 4 2013,7:00p,Brooklyn Nets,115,Washington Wizards,113,Box Score,2OT,16006,
Fri Jan 4 2013,7:30p,Atlanta Hawks,84,Detroit Pistons,85,Box Score,,14832,
Fri Jan 4 2013,8:00p,Indiana Pacers,75,Boston Celtics,94,Box Score,,18624,
Fri Jan 4 2013,8:00p,Portland Trail Blazers,86,Memphis Grizzlies,84,Box Score,,15823,
Fri Jan 4 2013,8:00p,Chicago Bulls,96,Miami Heat,89,Box Score,,20138,
Fri Jan 4 2013,8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,109,Box Score,,18203,
Fri Jan 4 2013,8:30p,Houston Rockets,115,Milwaukee Bucks,101,Box Score,,15867,
