,lineup,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM,GAMEDAY
0,".J. Hayes, .D. Harris, .J. Yi, .B. Lopez, .C. Lee ",1,16.8,32.0,11.0,29.0,37.9,2.0,7.0,28.6,8.0,9.0,88.9,2.0,10.0,12.0,6.0,5.0,2.0,1.0,1.0,4.0,9.0,-8.0,NJN,Mar 31 2010
1,".D. Harris, .J. Yi, .B. Lopez, .C. Lee, .T. Williams ",1,5.9,11.0,5.0,11.0,45.5,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,-4.0,NJN,Mar 31 2010
2,".D. Harris, .K. Humphries, .J. Yi, .C. Lee, .T. Williams ",1,4.2,12.0,5.0,7.0,71.4,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,NJN,Mar 31 2010
3,".D. Harris, .K. Humphries, .B. Lopez, .C. Lee, .T. Williams ",1,3.9,7.0,3.0,6.0,50.0,0.0,2.0,0.0,1.0,1.0,100,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,-4.0,NJN,Mar 31 2010
4,".K. Dooling, .D. Harris, .K. Humphries, .B. Lopez, .T. Williams ",1,3.8,7.0,3.0,8.0,37.5,0.0,1.0,0.0,1.0,2.0,50.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,NJN,Mar 31 2010
5,".K. Dooling, .K. Humphries, .J. Yi, .C. Lee, .T. Williams ",1,3.7,11.0,5.0,9.0,55.6,0.0,1.0,0.0,1.0,1.0,100,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,-1.0,NJN,Mar 31 2010
6,".J. Hayes, .J. Yi, .B. Lopez, .C. Lee, .T. Williams ",1,2.6,9.0,4.0,5.0,80.0,1.0,1.0,100,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,NJN,Mar 31 2010
7,".K. Dooling, .D. Harris, .K. Humphries, .J. Boone, .T. Williams ",1,2.5,4.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,NJN,Mar 31 2010
8,".K. Dooling, .K. Humphries, .B. Lopez, .C. Lee, .T. Williams ",1,2.3,7.0,2.0,3.0,66.7,1.0,1.0,100,2.0,2.0,100,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,NJN,Mar 31 2010
9,".K. Dooling, .K. Humphries, .J. Boone, .C. Lee, .T. Williams ",1,1.4,5.0,2.0,2.0,100,0.0,0.0,0.0,1.0,1.0,100,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,NJN,Mar 31 2010
10,".K. Dooling, .J. Hayes, .K. Humphries, .J. Boone, .T. Williams ",1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,NJN,Mar 31 2010
11,".J. Hayes, .K. Humphries, .J. Yi, .C. Lee, .T. Williams ",1,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NJN,Mar 31 2010
0,".D. Harris, .J. Yi, .B. Lopez, .C. Lee, .T. Williams ",1,15.8,34.0,13.0,25.0,52.0,3.0,3.0,100,5.0,6.0,83.3,2.0,9.0,11.0,9.0,4.0,1.0,0.0,2.0,5.0,4.0,-1.0,NJN,Mar 22 2010
1,".J. Hayes, .D. Harris, .K. Humphries, .J. Boone, .C. Douglas-Roberts ",1,3.7,4.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,-1.0,NJN,Mar 22 2010
2,".J. Hayes, .D. Harris, .K. Humphries, .B. Lopez, .C. Lee ",1,3.6,6.0,2.0,6.0,33.3,0.0,0.0,0.0,2.0,2.0,100,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,NJN,Mar 22 2010
3,".J. Hayes, .J. Boone, .C. Quinn, .B. Lopez, .C. Douglas-Roberts ",1,3.5,8.0,1.0,2.0,50.0,1.0,1.0,100,5.0,6.0,83.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,NJN,Mar 22 2010
4,".J. Hayes, .D. Harris, .J. Yi, .B. Lopez, .C. Lee ",1,2.7,4.0,1.0,5.0,20.0,0.0,2.0,0.0,2.0,2.0,100,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-4.0,NJN,Mar 22 2010
5,".J. Hayes, .K. Humphries, .J. Boone, .C. Quinn, .C. Douglas-Roberts ",1,2.7,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,-6.0,NJN,Mar 22 2010
6,".J. Hayes, .D. Harris, .J. Boone, .B. Lopez, .C. Douglas-Roberts ",1,2.5,5.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,NJN,Mar 22 2010
7,".D. Harris, .J. Boone, .J. Yi, .C. Lee, .T. Williams ",1,2.4,4.0,1.0,7.0,14.3,0.0,0.0,0.0,2.0,2.0,100,4.0,2.0,6.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,-1.0,NJN,Mar 22 2010
8,".J. Hayes, .D. Harris, .J. Boone, .B. Lopez, .C. Lee ",1,2.4,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,NJN,Mar 22 2010
9,".D. Harris, .K. Humphries, .J. Boone, .C. Douglas-Roberts, .T. Williams ",1,2.0,6.0,1.0,3.0,33.3,0.0,1.0,0.0,4.0,4.0,100,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,NJN,Mar 22 2010
10,".J. Hayes, .D. Harris, .K. Humphries, .J. Yi, .T. Williams ",1,1.4,4.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,NJN,Mar 22 2010
11,".J. Hayes, .K. Humphries, .C. Quinn, .B. Lopez, .C. Douglas-Roberts ",1,1.4,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-4.0,NJN,Mar 22 2010
12,".J. Hayes, .K. Humphries, .C. Quinn, .B. Lopez, .C. Lee ",1,1.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NJN,Mar 22 2010
13,".J. Hayes, .D. Harris, .J. Boone, .J. Yi, .T. Williams ",1,1.1,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,NJN,Mar 22 2010
14,".J. Hayes, .D. Harris, .B. Lopez, .C. Lee, .C. Douglas-Roberts ",1,0.7,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Mar 22 2010
15,".D. Harris, .K. Humphries, .B. Lopez, .C. Lee, .T. Williams ",1,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,NJN,Mar 22 2010
16,".D. Harris, .K. Humphries, .B. Lopez, .C. Douglas-Roberts, .T. Williams ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Mar 22 2010
17,".J. Hayes, .D. Harris, .K. Humphries, .B. Lopez, .C. Douglas-Roberts ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Mar 22 2010
0,".J. Hayes, .D. Harris, .J. Yi, .B. Lopez, .C. Lee ",1,18.0,36.0,13.0,33.0,39.4,3.0,8.0,37.5,7.0,7.0,100,2.0,12.0,14.0,7.0,1.0,2.0,1.0,1.0,8.0,8.0,3.0,NJN,Mar 29 2010
1,".D. Harris, .J. Yi, .B. Lopez, .C. Lee, .T. Williams ",1,8.0,19.0,6.0,14.0,42.9,1.0,2.0,50.0,6.0,6.0,100,3.0,5.0,8.0,6.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,NJN,Mar 29 2010
2,".K. Dooling, .K. Humphries, .B. Lopez, .C. Lee, .T. Williams ",1,4.5,11.0,4.0,8.0,50.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,NJN,Mar 29 2010
3,".K. Dooling, .K. Humphries, .J. Boone, .C. Douglas-Roberts, .T. Williams ",1,4.2,4.0,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,NJN,Mar 29 2010
4,".D. Harris, .K. Humphries, .B. Lopez, .C. Lee, .T. Williams ",1,3.7,6.0,3.0,7.0,42.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,NJN,Mar 29 2010
5,".K. Dooling, .D. Harris, .K. Humphries, .J. Boone, .T. Williams ",1,2.6,3.0,1.0,5.0,20.0,1.0,1.0,100,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-4.0,NJN,Mar 29 2010
6,".J. Hayes, .D. Harris, .J. Boone, .J. Yi, .C. Lee ",1,1.5,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Mar 29 2010
7,".K. Dooling, .D. Harris, .J. Yi, .B. Lopez, .T. Williams ",1,1.4,4.0,1.0,3.0,33.3,0.0,1.0,0.0,2.0,2.0,100,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,NJN,Mar 29 2010
8,".J. Hayes, .D. Harris, .J. Yi, .B. Lopez, .C. Douglas-Roberts ",1,1.1,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,NJN,Mar 29 2010
9,".D. Harris, .K. Humphries, .J. Boone, .C. Douglas-Roberts, .T. Williams ",1,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,NJN,Mar 29 2010
10,".D. Harris, .K. Humphries, .B. Lopez, .C. Douglas-Roberts, .T. Williams ",1,0.7,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,NJN,Mar 29 2010
11,".K. Dooling, .J. Hayes, .J. Boone, .J. Yi, .C. Douglas-Roberts ",1,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,NJN,Mar 29 2010
12,".K. Dooling, .J. Hayes, .J. Yi, .B. Lopez, .C. Douglas-Roberts ",1,0.6,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,NJN,Mar 29 2010
13,".J. Hayes, .D. Harris, .B. Lopez, .C. Lee, .T. Williams ",1,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,NJN,Mar 29 2010
14,".D. Harris, .J. Yi, .B. Lopez, .C. Douglas-Roberts, .T. Williams ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Mar 29 2010
15,".K. Dooling, .D. Harris, .K. Humphries, .B. Lopez, .T. Williams ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Mar 29 2010
16,".K. Dooling, .J. Boone, .J. Yi, .C. Douglas-Roberts, .T. Williams ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Mar 29 2010
17,".K. Dooling, .K. Humphries, .J. Boone, .C. Lee, .T. Williams ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Mar 29 2010
0,".K. Dooling, .J. Yi, .B. Lopez, .C. Lee, .C. Douglas-Roberts ",1,18.3,36.0,15.0,25.0,60.0,1.0,2.0,50.0,5.0,7.0,71.4,2.0,14.0,16.0,7.0,6.0,4.0,2.0,2.0,7.0,5.0,13.0,NJN,Jan 29 2010
1,".K. Dooling, .K. Humphries, .B. Lopez, .C. Lee, .C. Douglas-Roberts ",1,11.1,18.0,5.0,15.0,33.3,0.0,0.0,0.0,8.0,10.0,80.0,3.0,5.0,8.0,3.0,3.0,0.0,2.0,2.0,4.0,8.0,2.0,NJN,Jan 29 2010
2,".J. Hayes, .K. Humphries, .C. Quinn, .J. Yi, .T. Williams ",1,4.2,11.0,4.0,6.0,66.7,1.0,1.0,100,2.0,3.0,66.7,1.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,NJN,Jan 29 2010
3,".J. Hayes, .K. Humphries, .C. Quinn, .B. Lopez, .T. Williams ",1,3.3,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,-6.0,NJN,Jan 29 2010
4,".K. Dooling, .J. Hayes, .K. Humphries, .B. Lopez, .C. Lee ",1,2.0,2.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,-1.0,NJN,Jan 29 2010
5,".K. Humphries, .C. Quinn, .B. Lopez, .C. Lee, .T. Williams ",1,1.6,5.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,100,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,NJN,Jan 29 2010
6,".K. Dooling, .J. Hayes, .J. Yi, .B. Lopez, .C. Lee ",1,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,NJN,Jan 29 2010
7,".K. Dooling, .J. Hayes, .J. Yi, .B. Lopez, .T. Williams ",1,1.5,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,NJN,Jan 29 2010
8,".K. Humphries, .C. Quinn, .J. Yi, .C. Lee, .T. Williams ",1,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,-2.0,NJN,Jan 29 2010
9,".K. Dooling, .K. Humphries, .J. Yi, .C. Lee, .T. Williams ",1,1.4,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,NJN,Jan 29 2010
10,".K. Dooling, .K. Humphries, .B. Lopez, .C. Lee, .T. Williams ",1,1.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,NJN,Jan 29 2010
11,".J. Hayes, .C. Quinn, .J. Yi, .B. Lopez, .T. Williams ",1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,NJN,Jan 29 2010
12,".J. Hayes, .K. Humphries, .B. Lopez, .C. Lee, .T. Williams ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Jan 29 2010
13,".K. Dooling, .J. Hayes, .B. Lopez, .C. Lee, .C. Douglas-Roberts ",1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Jan 29 2010
14,".K. Dooling, .J. Yi, .B. Lopez, .C. Lee, .T. Williams ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Jan 29 2010
15,".K. Dooling, .K. Humphries, .J. Yi, .C. Lee, .C. Douglas-Roberts ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Jan 29 2010
0,".T. Hassell, .D. Harris, .J. Yi, .B. Lopez, .C. Douglas-Roberts ",1,18.4,42.0,18.0,33.0,54.5,1.0,3.0,33.3,5.0,6.0,83.3,5.0,15.0,20.0,12.0,5.0,1.0,4.0,0.0,7.0,6.0,7.0,NJN,Feb 28 2010
1,".T. Hassell, .D. Harris, .J. Yi, .B. Lopez, .T. Williams ",1,8.6,13.0,3.0,13.0,23.1,1.0,4.0,25.0,6.0,8.0,75.0,2.0,4.0,6.0,2.0,0.0,2.0,1.0,1.0,3.0,5.0,-1.0,NJN,Feb 28 2010
2,".K. Dooling, .J. Hayes, .K. Humphries, .B. Lopez, .T. Williams ",1,3.6,6.0,3.0,7.0,42.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,NJN,Feb 28 2010
3,".K. Dooling, .D. Harris, .J. Yi, .B. Lopez, .C. Douglas-Roberts ",1,2.7,6.0,3.0,8.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,NJN,Feb 28 2010
4,".T. Hassell, .D. Harris, .K. Humphries, .J. Yi, .C. Douglas-Roberts ",1,2.6,2.0,1.0,8.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,-5.0,NJN,Feb 28 2010
5,".K. Dooling, .T. Hassell, .J. Hayes, .K. Humphries, .B. Lopez ",1,2.5,5.0,1.0,4.0,25.0,0.0,2.0,0.0,3.0,4.0,75.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1.0,NJN,Feb 28 2010
6,".K. Dooling, .T. Hassell, .J. Hayes, .K. Humphries, .C. Douglas-Roberts ",1,1.9,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,NJN,Feb 28 2010
7,".K. Dooling, .J. Hayes, .K. Humphries, .J. Yi, .T. Williams ",1,1.6,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,NJN,Feb 28 2010
8,".K. Dooling, .J. Hayes, .K. Humphries, .J. Yi, .C. Douglas-Roberts ",1,1.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-4.0,NJN,Feb 28 2010
9,".J. Hayes, .D. Harris, .J. Yi, .B. Lopez, .C. Douglas-Roberts ",1,1.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NJN,Feb 28 2010
10,".K. Dooling, .J. Hayes, .D. Harris, .J. Yi, .B. Lopez ",1,0.9,3.0,1.0,3.0,33.3,1.0,1.0,100,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,NJN,Feb 28 2010
11,".K. Dooling, .T. Hassell, .J. Yi, .B. Lopez, .C. Douglas-Roberts ",1,0.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,NJN,Feb 28 2010
12,".D. Harris, .J. Yi, .B. Lopez, .C. Douglas-Roberts, .T. Williams ",1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,NJN,Feb 28 2010
13,".K. Dooling, .J. Hayes, .D. Harris, .J. Yi, .C. Douglas-Roberts ",1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Feb 28 2010
14,".K. Dooling, .T. Hassell, .D. Harris, .B. Lopez, .C. Douglas-Roberts ",1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NJN,Feb 28 2010
15,".K. Dooling, .D. Harris, .K. Humphries, .J. Yi, .C. Douglas-Roberts ",1,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NJN,Feb 28 2010
16,".J. Hayes, .D. Harris, .J. Yi, .B. Lopez, .T. Williams ",1,0.2,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,NJN,Feb 28 2010
17,".K. Dooling, .J. Hayes, .D. Harris, .K. Humphries, .B. Lopez ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Feb 28 2010
18,".K. Dooling, .J. Hayes, .J. Yi, .B. Lopez, .C. Douglas-Roberts ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Feb 28 2010
19,".K. Dooling, .T. Hassell, .D. Harris, .K. Humphries, .C. Douglas-Roberts ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Feb 28 2010
20,".K. Dooling, .T. Hassell, .J. Hayes, .J. Yi, .B. Lopez ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJN,Feb 28 2010
0,".C. Delfino, .A. Bogut, .E. Ilyasova, .L. Mbah a Moute, .B. Jennings ",1,17.4,36.0,15.0,37.0,40.5,1.0,4.0,25.0,5.0,10.0,50.0,11.0,10.0,21.0,9.0,3.0,2.0,1.0,3.0,9.0,8.0,-1.0,MIL,Dec 19 2009
1,".A. Bogut, .E. Ilyasova, .L. Mbah a Moute, .B. Jennings, .J. Meeks ",1,7.1,20.0,8.0,11.0,72.7,2.0,3.0,66.7,2.0,2.0,100,1.0,5.0,6.0,6.0,1.0,2.0,2.0,0.0,2.0,2.0,8.0,MIL,Dec 19 2009
2,".K. Thomas, .M. Redd, .L. Ridnour, .C. Delfino, .H. Warrick ",1,5.9,11.0,4.0,11.0,36.4,2.0,3.0,66.7,1.0,2.0,50.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,MIL,Dec 19 2009
3,".M. Redd, .C. Delfino, .A. Bogut, .L. Mbah a Moute, .B. Jennings ",1,3.9,8.0,2.0,7.0,28.6,1.0,4.0,25.0,3.0,4.0,75.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,MIL,Dec 19 2009
4,".K. Thomas, .M. Redd, .C. Bell, .L. Ridnour, .H. Warrick ",1,3.4,6.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,-5.0,MIL,Dec 19 2009
5,".M. Redd, .A. Bogut, .E. Ilyasova, .L. Mbah a Moute, .B. Jennings ",1,2.2,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,MIL,Dec 19 2009
6,".M. Redd, .C. Delfino, .A. Bogut, .H. Warrick, .B. Jennings ",1,2.2,2.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,MIL,Dec 19 2009
7,".K. Thomas, .M. Redd, .L. Ridnour, .E. Ilyasova, .L. Mbah a Moute ",1,2.0,2.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0,MIL,Dec 19 2009
8,".A. Bogut, .H. Warrick, .L. Mbah a Moute, .B. Jennings, .J. Meeks ",1,1.5,6.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,100,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,MIL,Dec 19 2009
9,".K. Thomas, .M. Redd, .L. Ridnour, .H. Warrick, .L. Mbah a Moute ",1,1.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,MIL,Dec 19 2009
