Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue Apr 1 2014,8:00p,Houston Rockets,96,Brooklyn Nets,105,Box Score,,17732,
Tue Apr 1 2014,8:30p,Golden State Warriors,122,Dallas Mavericks,120,Box Score,OT,20423,
Tue Apr 1 2014,10:30p,Portland Trail Blazers,124,Los Angeles Lakers,112,Box Score,,18110,
Wed Apr 2 2014,7:00p,Detroit Pistons,94,Indiana Pacers,101,Box Score,,18165,
Wed Apr 2 2014,7:00p,Brooklyn Nets,81,New York Knicks,110,Box Score,,19812,
Wed Apr 2 2014,7:00p,Cleveland Cavaliers,119,Orlando Magic,98,Box Score,,16092,
Wed Apr 2 2014,7:00p,Charlotte Bobcats,123,Philadelphia 76ers,93,Box Score,,12136,
Wed Apr 2 2014,7:00p,Houston Rockets,103,Toronto Raptors,107,Box Score,,18294,
Wed Apr 2 2014,7:00p,Boston Celtics,92,Washington Wizards,118,Box Score,,17770,
Wed Apr 2 2014,7:30p,Chicago Bulls,105,Atlanta Hawks,92,Box Score,,17029,
Wed Apr 2 2014,7:30p,Milwaukee Bucks,77,Miami Heat,96,Box Score,,19609,
Wed Apr 2 2014,8:00p,Memphis Grizzlies,88,Minnesota Timberwolves,102,Box Score,,12009,
Wed Apr 2 2014,8:30p,Golden State Warriors,90,San Antonio Spurs,111,Box Score,,18581,
Wed Apr 2 2014,9:00p,New Orleans Pelicans,107,Denver Nuggets,137,Box Score,,14783,
Wed Apr 2 2014,10:00p,Los Angeles Clippers,112,Phoenix Suns,108,Box Score,,16091,
Wed Apr 2 2014,10:00p,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,,17317,
Thu Apr 3 2014,8:00p,San Antonio Spurs,94,Oklahoma City Thunder,106,Box Score,,18203,
Thu Apr 3 2014,10:30p,Dallas Mavericks,113,Los Angeles Clippers,107,Box Score,,19222,
Fri Apr 4 2014,7:00p,Orlando Magic,80,Charlotte Bobcats,91,Box Score,,17708,
Fri Apr 4 2014,7:00p,Denver Nuggets,92,Memphis Grizzlies,100,Box Score,,17011,
Fri Apr 4 2014,7:00p,Indiana Pacers,94,Toronto Raptors,102,Box Score,,19800,
Fri Apr 4 2014,7:30p,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,,16210,
Fri Apr 4 2014,7:30p,Philadelphia 76ers,111,Boston Celtics,102,Box Score,,18624,
Fri Apr 4 2014,7:30p,Detroit Pistons,104,Brooklyn Nets,116,Box Score,,16754,
Fri Apr 4 2014,7:30p,Minnesota Timberwolves,122,Miami Heat,121,Box Score,2OT,19661,
Fri Apr 4 2014,7:30p,Washington Wizards,90,New York Knicks,89,Box Score,,19812,
