,TEAM,AWAY,GAMEDAY_FMT,SEASON_FMT,AWAYSCORE
4448,MEM,SAS,2011-03-27,2010.0,104.0
4451,SAS,DEN,2011-01-16,2010.0,97.0
4456,SAS,DAL,2011-01-14,2010.0,89.0
4457,SAS,LAL,2011-03-06,2010.0,99.0
4465,SAS,MIA,2011-03-04,2010.0,95.0
4467,SAS,TOR,2011-01-19,2010.0,95.0
4473,SAS,NYK,2011-01-21,2010.0,92.0
4476,SAS,LAC,2010-11-10,2010.0,95.0
4477,SAS,BOS,2011-03-31,2010.0,107.0
4478,SAS,PHI,2010-11-13,2010.0,93.0
4492,NYK,SAS,2011-01-04,2010.0,115.0
4493,MIA,SAS,2011-03-14,2010.0,80.0
4545,SAC,SAS,2011-02-04,2010.0,113.0
4550,SAS,WAS,2010-12-26,2010.0,80.0
4556,MIA,SAS,2011-03-14,2010.0,80.0
4558,SAS,GSW,2010-12-08,2010.0,94.0
4560,SAS,POR,2011-03-28,2010.0,100.0
4569,SAS,MIN,2010-12-03,2010.0,101.0
4582,POR,SAS,2011-03-25,2010.0,96.0
4585,SAS,NOH,2010-12-05,2010.0,84.0
4588,SAS,BOS,2011-03-31,2010.0,107.0
4623,MIL,SAS,2011-01-12,2010.0,91.0
4625,SAS,PHX,2010-12-20,2010.0,110.0
4645,TOR,SAS,2011-02-09,2010.0,111.0
4649,LAC,SAS,2010-12-01,2010.0,85.0
4656,MIN,SAS,2011-01-11,2010.0,107.0
4667,LAL,SAS,2011-02-03,2010.0,89.0
4805,POR,SAS,2011-03-25,2010.0,96.0
4812,SAS,CHA,2011-03-19,2010.0,98.0
4820,SAS,MIL,2010-12-15,2010.0,90.0
4821,SAS,ATL,2010-12-10,2010.0,92.0
4823,SAS,MIA,2011-03-04,2010.0,95.0
4838,POR,SAS,2011-02-01,2010.0,86.0
4874,PHX,SAS,2010-11-03,2010.0,112.0
4899,MIN,SAS,2010-11-24,2010.0,113.0
4920,MEM,SAS,2011-03-01,2010.0,93.0
4925,DEN,SAS,2010-12-16,2010.0,113.0
4954,DAL,SAS,2010-12-30,2010.0,99.0
5087,BOS,SAS,2011-01-05,2010.0,103.0
5097,DEN,SAS,2011-03-23,2010.0,112.0
5112,DET,SAS,2011-02-08,2010.0,100.0
5133,DAL,SAS,2011-03-18,2010.0,97.0
5139,DAL,SAS,2011-03-18,2010.0,97.0
5140,DEN,SAS,2011-03-23,2010.0,112.0
5162,CLE,SAS,2011-03-02,2010.0,109.0
5183,CHI,SAS,2011-02-17,2010.0,99.0
5228,CHA,SAS,2010-11-08,2010.0,95.0
5267,CLE,SAS,2011-03-02,2010.0,109.0
5335,SAS,DEN,2012-01-07,2011.0,117.0
5342,SAS,PHX,2012-01-15,2011.0,91.0
5349,SAS,POR,2012-01-13,2011.0,83.0
5369,SAS,HOU,2012-02-01,2011.0,91.0
5373,PHI,SAS,2012-02-08,2011.0,100.0
5374,SAS,HOU,2012-01-11,2011.0,95.0
5381,SAS,MEM,2011-12-26,2011.0,82.0
5390,SAS,CHI,2012-02-29,2011.0,96.0
5392,DEN,SAS,2012-02-23,2011.0,114.0
5402,SAS,OKC,2012-05-29,2011.0,111.0
5409,SAS,LAC,2011-12-28,2011.0,90.0
5460,CLE,SAS,2012-04-03,2011.0,125.0
5484,PHX,SAS,2012-04-25,2011.0,110.0
5497,SAS,SAC,2012-01-20,2011.0,88.0
5509,SAS,GSW,2012-01-04,2011.0,95.0
5530,SAS,NOH,2012-04-06,2011.0,103.0
5534,SAS,DAL,2012-01-05,2011.0,71.0
5538,SAS,NOH,2012-02-02,2011.0,81.0
5553,MIN,SAS,2012-01-02,2011.0,96.0
5577,LAL,SAS,2012-04-17,2011.0,112.0
5615,NOH,SAS,2012-01-23,2011.0,104.0
5629,TOR,SAS,2012-02-15,2011.0,113.0
5641,NJN,SAS,2012-02-11,2011.0,103.0
5651,SAS,NYK,2012-03-07,2011.0,105.0
5654,SAS,CHA,2012-03-02,2011.0,72.0
5706,DET,SAS,2012-02-14,2011.0,99.0
5707,SAS,DEN,2012-03-04,2011.0,99.0
5730,SAS,DAL,2012-03-23,2011.0,87.0
5737,LAC,SAS,2012-05-20,2011.0,102.0
5745,MEM,SAS,2012-01-30,2011.0,83.0
5746,SAS,WAS,2012-03-12,2011.0,97.0
5753,SAS,PHI,2012-03-25,2011.0,76.0
5775,SAS,OKC,2012-02-04,2011.0,96.0
5785,SAS,IND,2012-03-31,2011.0,103.0
5786,SAS,UTA,2012-04-08,2011.0,104.0
5791,SAS,ATL,2012-01-25,2011.0,83.0
5800,LAC,SAS,2012-02-18,2011.0,103.0
5801,LAC,SAS,2012-05-19,2011.0,96.0
5809,SAS,PHX,2012-04-14,2011.0,91.0
5815,NOH,SAS,2012-03-24,2011.0,89.0
5817,SAS,UTA,2012-04-29,2011.0,91.0
5822,SAS,LAL,2012-04-20,2011.0,97.0
5834,SAS,LAL,2012-04-11,2011.0,98.0
5837,SAS,MEM,2012-04-12,2011.0,97.0
5845,SAS,CLE,2012-04-22,2011.0,98.0
5847,SAS,MIN,2012-03-21,2011.0,100.0
5854,SAS,UTA,2012-05-02,2011.0,83.0
5857,SAS,LAC,2012-05-17,2011.0,88.0
5865,SAS,LAC,2012-05-15,2011.0,92.0
5871,SAS,POR,2012-04-23,2011.0,89.0
5873,SAS,OKC,2012-05-27,2011.0,98.0
5878,PHX,SAS,2012-03-27,2011.0,107.0
5885,MEM,SAS,2012-02-06,2011.0,89.0
5920,ORL,SAS,2012-01-18,2011.0,85.0
5944,OKC,SAS,2012-06-02,2011.0,103.0
5953,OKC,SAS,2012-06-06,2011.0,99.0
5977,WAS,NYK,2012-02-08,2011.0,107.0
5978,WAS,SAC,2012-02-22,2011.0,115.0
6020,WAS,ORL,2012-02-29,2011.0,102.0
6024,WAS,ATL,2012-03-24,2011.0,95.0
6025,WAS,CLE,2012-03-03,2011.0,98.0
6026,WAS,LAC,2012-02-04,2011.0,107.0
6032,WAS,NYK,2012-01-06,2011.0,99.0
6037,WAS,POR,2012-03-10,2011.0,110.0
6038,DAL,SAS,2012-01-29,2011.0,100.0
6051,WAS,LAL,2012-03-07,2011.0,101.0
6052,WAS,GSW,2012-03-05,2011.0,120.0
6053,WAS,PHI,2012-03-30,2011.0,76.0
6054,WAS,TOR,2012-02-06,2011.0,108.0
6055,WAS,MIA,2012-02-10,2011.0,106.0
6056,WAS,IND,2012-03-22,2011.0,85.0
6057,WAS,DET,2012-03-26,2011.0,79.0
6059,POR,SAS,2012-02-21,2011.0,97.0
6061,WAS,MIN,2012-01-08,2011.0,93.0
6063,WAS,BOS,2012-01-01,2011.0,94.0
6065,HOU,SAS,2011-12-29,2011.0,85.0
6067,WAS,HOU,2012-01-16,2011.0,114.0
6069,WAS,PHI,2012-01-14,2011.0,103.0
6070,WAS,MIA,2012-04-26,2011.0,70.0
6071,WAS,CHA,2012-04-23,2011.0,73.0
6072,WAS,MIL,2012-04-18,2011.0,112.0
6074,WAS,CLE,2012-04-14,2011.0,98.0
6076,WAS,ORL,2012-04-10,2011.0,85.0
6078,WAS,MIL,2012-04-02,2011.0,112.0
6081,WAS,TOR,2012-01-10,2011.0,78.0
6085,WAS,IND,2012-04-04,2011.0,109.0
6087,DAL,SAS,2012-03-17,2011.0,99.0
6088,WAS,DEN,2012-01-20,2011.0,108.0
6095,OKC,SAS,2012-03-16,2011.0,114.0
6097,WAS,OKC,2012-01-18,2011.0,102.0
6101,WAS,CHI,2012-01-30,2011.0,98.0
6102,WAS,CHA,2012-01-25,2011.0,75.0
6103,WAS,BOS,2012-01-22,2011.0,100.0
6109,MIA,SAS,2012-01-17,2011.0,98.0
6171,GSW,SAS,2012-04-16,2011.0,120.0
6178,OKC,SAS,2012-05-31,2011.0,82.0
6199,SAC,SAS,2012-04-18,2011.0,127.0
6205,HOU,SAS,2012-01-21,2011.0,102.0
6208,SAC,SAS,2012-03-28,2011.0,117.0
6214,OKC,SAS,2012-01-08,2011.0,96.0
6262,UTA,SAS,2012-02-20,2011.0,106.0
6264,MIL,SAS,2012-01-10,2011.0,103.0
6279,WAS,NJN,2011-12-26,2011.0,90.0
6282,UTA,SAS,2012-04-09,2011.0,84.0
6304,GSW,SAS,2012-04-26,2011.0,107.0
6310,UTA,SAS,2012-05-07,2011.0,87.0
6313,MIN,SAS,2012-01-27,2011.0,79.0
6318,UTA,SAS,2012-05-05,2011.0,102.0
6323,BOS,SAS,2012-04-04,2011.0,87.0
6349,SAS,LAC,2012-03-09,2011.0,120.0
6367,SAS,OKC,2012-06-04,2011.0,108.0
6388,SAS,UTA,2011-12-31,2011.0,89.0
6389,SAS,ORL,2012-03-14,2011.0,111.0
6402,SAS,OKC,2012-11-01,2012.0,84.0
6405,SAS,TOR,2012-12-26,2012.0,80.0
6414,DAL,SAS,2012-12-30,2012.0,111.0
6416,SAS,MIN,2013-01-13,2012.0,88.0
6419,SAS,PHI,2013-01-05,2012.0,86.0
6424,SAS,PHX,2013-01-26,2012.0,99.0
6433,MIN,SAS,2013-02-06,2012.0,104.0
6434,SAS,DEN,2013-03-27,2012.0,99.0
6443,SAS,MEM,2013-05-21,2012.0,89.0
6456,SAS,PHX,2013-02-27,2012.0,105.0
6464,SAS,DET,2013-03-03,2012.0,75.0
6478,LAL,SAS,2012-11-13,2012.0,84.0
6486,SAC,SAS,2012-11-09,2012.0,97.0
6487,SAS,MEM,2013-05-19,2012.0,83.0
6506,SAS,GSW,2013-03-20,2012.0,93.0
6510,SAS,DAL,2012-12-23,2012.0,91.0
6527,SAS,BKN,2012-12-31,2012.0,73.0
6532,SAS,MIL,2012-12-05,2012.0,99.0
6535,SAS,HOU,2012-12-28,2012.0,116.0
6539,DEN,SAS,2012-12-18,2012.0,106.0
6542,SAS,NOH,2013-01-23,2012.0,102.0
6547,SAS,POR,2013-03-08,2012.0,136.0
6549,POR,SAS,2012-12-13,2012.0,90.0
6552,SAS,MEM,2012-12-01,2012.0,95.0
6561,SAS,MEM,2013-01-16,2012.0,82.0
6563,SAS,CHI,2013-03-06,2012.0,83.0
6578,SAS,CHA,2013-01-30,2012.0,78.0
6589,SAS,UTA,2013-03-22,2012.0,97.0
6595,SAS,GSW,2013-05-14,2012.0,91.0
6597,SAS,NOH,2012-12-21,2012.0,94.0
6599,SAS,LAC,2013-03-29,2012.0,102.0
6600,SAS,LAL,2013-01-09,2012.0,105.0
6604,SAS,GSW,2013-05-08,2012.0,100.0
6608,SAS,DAL,2013-03-14,2012.0,91.0
6610,SAS,OKC,2013-03-11,2012.0,93.0
6623,SAS,BOS,2012-12-15,2012.0,88.0
6630,SAS,HOU,2012-12-07,2012.0,92.0
6632,SAS,SAC,2013-03-01,2012.0,102.0
6634,SAS,CLE,2013-03-16,2012.0,113.0
6639,MIA,SAS,2013-06-18,2012.0,100.0
6652,SAS,IND,2012-11-05,2012.0,79.0
6653,SAS,UTA,2012-11-03,2012.0,100.0
6662,SAS,SAC,2013-04-12,2012.0,101.0
6701,MIA,SAS,2012-11-29,2012.0,100.0
6703,BKN,SAS,2013-02-10,2012.0,111.0
6704,SAS,NYK,2012-11-15,2012.0,104.0
6714,MEM,SAS,2013-05-25,2012.0,104.0
6719,SAS,MIA,2013-06-11,2012.0,77.0
6735,SAS,MIA,2013-06-13,2012.0,109.0
6736,MIA,SAS,2013-06-20,2012.0,88.0
6740,SAS,MIN,2013-04-17,2012.0,108.0
6744,MIA,SAS,2013-06-06,2012.0,92.0
6757,SAS,MIA,2013-06-16,2012.0,104.0
6776,DEN,SAS,2013-04-10,2012.0,86.0
6782,POR,SAS,2012-11-10,2012.0,112.0
6790,MEM,SAS,2013-05-27,2012.0,93.0
6804,SAS,LAL,2013-04-24,2012.0,91.0
6820,SAS,LAL,2013-04-21,2012.0,79.0
6838,SAS,ATL,2013-04-06,2012.0,97.0
6848,BOS,SAS,2012-11-21,2012.0,112.0
6851,MIA,SAS,2013-06-09,2012.0,84.0
6853,SAS,GSW,2013-05-06,2012.0,127.0
6857,PHX,SAS,2013-02-24,2012.0,97.0
6866,SAC,SAS,2013-02-19,2012.0,108.0
6872,SAS,MIA,2013-03-31,2012.0,88.0
6875,MEM,SAS,2013-04-01,2012.0,90.0
6880,SAS,WAS,2013-02-02,2012.0,86.0
6899,MIL,SAS,2013-01-02,2012.0,117.0
6908,MIN,SAS,2013-03-12,2012.0,83.0
6930,SAS,ORL,2013-04-03,2012.0,84.0
6933,DAL,SAS,2013-01-25,2012.0,113.0
6937,SAS,DEN,2012-11-17,2012.0,100.0
6938,MEM,SAS,2013-01-11,2012.0,98.0
6942,SAS,LAC,2012-11-19,2012.0,92.0
6959,GSW,SAS,2013-05-16,2012.0,94.0
6979,GSW,SAS,2013-05-10,2012.0,102.0
7005,IND,SAS,2012-11-23,2012.0,104.0
7073,DET,SAS,2013-02-08,2012.0,109.0
7146,GSW,SAS,2013-05-12,2012.0,87.0
7175,NYK,SAS,2013-01-03,2012.0,83.0
7192,WAS,IND,2012-11-19,2012.0,96.0
7193,WAS,NYK,2013-02-06,2012.0,96.0
7197,WAS,NOH,2013-03-15,2012.0,87.0
7203,WAS,LAC,2013-02-04,2012.0,90.0
7205,ORL,SAS,2012-11-28,2012.0,110.0
7207,WAS,PHI,2013-04-12,2012.0,97.0
7210,WAS,MIA,2013-04-10,2012.0,103.0
7219,WAS,CHA,2012-11-24,2012.0,108.0
7225,CHI,SAS,2013-02-11,2012.0,103.0
7228,WAS,BKN,2013-02-08,2012.0,74.0
7230,WAS,UTA,2012-11-17,2012.0,83.0
7231,WAS,PHX,2013-03-16,2012.0,105.0
7234,WAS,MEM,2013-03-25,2012.0,94.0
7235,HOU,SAS,2012-12-10,2012.0,134.0
7241,WAS,TOR,2013-03-31,2012.0,92.0
7244,WAS,POR,2012-11-28,2012.0,82.0
7246,WAS,SAS,2012-11-26,2012.0,118.0
7252,WAS,ORL,2013-01-14,2012.0,91.0
7256,WAS,ORL,2012-12-28,2012.0,97.0
7258,WAS,CLE,2012-12-26,2012.0,87.0
7260,WAS,NYK,2013-03-01,2012.0,96.0
7261,WAS,DET,2012-12-22,2012.0,96.0
7262,WAS,ATL,2012-12-18,2012.0,100.0
7263,WAS,LAL,2012-12-14,2012.0,102.0
7265,WAS,PHI,2013-03-03,2012.0,87.0
7266,WAS,GSW,2012-12-08,2012.0,101.0
7267,WAS,MIA,2012-12-04,2012.0,101.0
7269,WAS,CHA,2013-03-09,2012.0,87.0
7271,GSW,SAS,2013-02-22,2012.0,101.0
7272,WAS,MIL,2013-03-13,2012.0,93.0
7287,OKC,SAS,2013-04-04,2012.0,88.0
7291,WAS,MIN,2013-01-25,2012.0,101.0
7293,WAS,CHI,2013-01-26,2012.0,73.0
7295,WAS,SAC,2013-01-28,2012.0,96.0
7305,WAS,DAL,2013-01-01,2012.0,103.0
7307,WAS,BKN,2013-01-04,2012.0,115.0
7309,WAS,OKC,2013-01-07,2012.0,99.0
7310,WAS,ATL,2013-01-12,2012.0,83.0
7342,WAS,CHI,2013-04-02,2012.0,86.0
7370,WAS,IND,2013-04-06,2012.0,85.0
7388,WAS,MIL,2012-11-09,2012.0,101.0
7389,WAS,BOS,2012-11-03,2012.0,89.0
7390,WAS,TOR,2013-02-19,2012.0,96.0
7394,WAS,DEN,2013-02-22,2012.0,113.0
7396,GSW,SAS,2013-04-15,2012.0,106.0
7398,WAS,HOU,2013-02-23,2012.0,103.0
7399,HOU,SAS,2013-03-24,2012.0,95.0
7403,WAS,DET,2013-02-27,2012.0,96.0
7415,OKC,SAS,2012-12-17,2012.0,93.0
7429,ATL,SAS,2013-01-19,2012.0,98.0
7502,LAL,SAS,2013-04-28,2012.0,103.0
7523,CLE,SAS,2013-02-13,2012.0,96.0
7548,CHA,SAS,2012-12-08,2012.0,132.0
7562,LAL,SAS,2013-04-14,2012.0,86.0
7580,NOH,SAS,2012-10-31,2012.0,99.0
7596,LAL,SAS,2013-04-26,2012.0,120.0
7611,TOR,SAS,2012-11-25,2012.0,111.0
7642,UTA,SAS,2012-12-12,2012.0,96.0
7643,SAS,GSW,2013-01-18,2012.0,88.0
7660,LAC,SAS,2012-11-07,2012.0,84.0
7690,NOH,SAS,2013-01-07,2012.0,88.0
7698,PHI,SAS,2013-01-21,2012.0,90.0
7699,LAC,SAS,2013-02-21,2012.0,116.0
7724,CHI,SAS,2014-03-11,2013.0,104.0
7732,OKC,SAS,2014-05-31,2013.0,112.0
7736,CHA,SAS,2014-02-08,2013.0,104.0
7768,OKC,SAS,2014-05-27,2013.0,92.0
7769,POR,SAS,2013-11-02,2013.0,105.0
7779,OKC,SAS,2013-11-27,2013.0,88.0
7790,OKC,SAS,2014-04-03,2013.0,94.0
7795,POR,SAS,2014-05-10,2013.0,118.0
7816,PHX,SAS,2014-02-21,2013.0,85.0
7921,MIL,SAS,2013-12-11,2013.0,109.0
7926,CLE,SAS,2014-03-04,2013.0,122.0
7946,BKN,SAS,2014-02-06,2013.0,89.0
7958,DAL,SAS,2014-04-26,2013.0,108.0
7959,DAL,SAS,2014-04-28,2013.0,93.0
8020,NOP,SAS,2014-02-03,2013.0,102.0
8083,NOP,SAS,2014-01-13,2013.0,101.0
8092,MIN,SAS,2014-04-08,2013.0,91.0
8115,PHI,SAS,2013-11-11,2013.0,109.0
8121,POR,SAS,2014-05-12,2013.0,92.0
8127,POR,SAS,2014-02-19,2013.0,111.0
8142,PHX,SAS,2013-12-18,2013.0,108.0
8183,OKC,SAS,2014-05-25,2013.0,97.0
8213,ORL,SAS,2013-11-29,2013.0,109.0
8242,DAL,SAS,2014-04-10,2013.0,109.0
8273,NYK,SAS,2013-11-10,2013.0,120.0
8280,DAL,SAS,2013-12-26,2013.0,116.0
8304,MEM,SAS,2013-11-22,2013.0,102.0
8307,SAS,GSW,2014-04-02,2013.0,90.0
8310,SAS,DAL,2014-04-20,2013.0,85.0
8313,SAS,LAL,2014-04-16,2013.0,113.0
8321,SAS,PHX,2014-04-11,2013.0,104.0
8330,SAS,OKC,2013-12-21,2013.0,113.0
8347,SAS,MEM,2014-04-06,2013.0,92.0
8359,SAS,POR,2014-05-06,2013.0,92.0
8360,SAS,DAL,2014-05-04,2013.0,96.0
8361,SAS,PHX,2013-11-06,2013.0,96.0
8366,SAS,MIA,2014-03-06,2013.0,87.0
8372,SAS,ORL,2014-03-08,2013.0,112.0
8376,SAS,PHI,2014-03-24,2013.0,91.0
8378,SAS,DAL,2014-03-02,2013.0,106.0
8380,LAL,SAS,2014-03-19,2013.0,125.0
8385,SAS,DAL,2014-01-08,2013.0,90.0
8387,SAS,POR,2014-05-08,2013.0,97.0
8401,SAS,OKC,2014-05-29,2013.0,89.0
8402,SAS,OKC,2014-05-21,2013.0,77.0
8404,SAS,OKC,2014-05-19,2013.0,105.0
8407,SAS,POR,2014-05-14,2013.0,82.0
8408,SAS,MIA,2014-06-05,2013.0,95.0
8410,SAS,MIA,2014-06-08,2013.0,98.0
8413,SAS,MIA,2014-06-15,2013.0,87.0
8423,DEN,SAS,2013-11-05,2013.0,102.0
8429,IND,SAS,2014-03-31,2013.0,103.0
8430,SAS,CHA,2014-02-28,2013.0,82.0
8442,SAS,DET,2014-02-26,2013.0,110.0
8447,SAS,ATL,2013-12-02,2013.0,100.0
8452,SAS,BOS,2013-11-20,2013.0,93.0
8456,SAS,SAC,2014-02-01,2013.0,93.0
8459,SAS,DAL,2014-04-30,2013.0,103.0
8461,SAS,MEM,2013-10-30,2013.0,94.0
8465,SAS,DAL,2014-04-23,2013.0,113.0
8470,UTA,SAS,2013-11-15,2013.0,91.0
8493,SAS,HOU,2013-12-25,2013.0,111.0
8494,SAS,WAS,2013-11-13,2013.0,79.0
8496,SAS,SAC,2013-12-29,2013.0,104.0
8503,SAS,BKN,2013-12-31,2013.0,92.0
8505,SAS,TOR,2013-12-23,2013.0,99.0
8511,SAS,IND,2013-12-07,2013.0,111.0
8517,SAS,GSW,2013-11-08,2013.0,74.0
8521,MEM,SAS,2014-01-07,2013.0,110.0
8529,DEN,SAS,2014-03-28,2013.0,133.0
8537,SAS,MIN,2013-12-13,2013.0,110.0
8540,SAS,OKC,2014-01-22,2013.0,111.0
8585,LAL,SAS,2013-11-01,2013.0,91.0
8592,LAC,SAS,2013-12-16,2013.0,92.0
8638,LAC,SAS,2014-02-18,2013.0,113.0
8664,SAS,MIL,2014-01-19,2013.0,82.0
8665,SAS,DEN,2014-03-26,2013.0,103.0
8667,SAS,MIN,2014-01-12,2013.0,86.0
8679,BOS,SAS,2014-02-12,2013.0,104.0
8680,UTA,SAS,2013-12-14,2013.0,100.0
8697,SAS,LAC,2014-01-04,2013.0,92.0
8698,SAS,LAL,2014-03-14,2013.0,85.0
8700,SAS,NOP,2013-11-25,2013.0,93.0
8702,SAS,POR,2014-03-12,2013.0,90.0
8703,SAS,UTA,2014-03-16,2013.0,104.0
8705,SAS,NYK,2014-01-02,2013.0,105.0
8706,SAS,CHI,2014-01-29,2013.0,96.0
8710,SAS,POR,2014-01-17,2013.0,109.0
8713,SAS,UTA,2014-01-15,2013.0,105.0
8715,SAS,NOP,2014-03-29,2013.0,80.0
8718,SAS,HOU,2013-11-30,2013.0,112.0
8741,TOR,SAS,2013-12-10,2013.0,116.0
8768,DET,SAS,2014-02-10,2013.0,100.0
8782,WAS,MIL,2014-04-12,2013.0,91.0
8783,WAS,PHX,2014-03-26,2013.0,99.0
8786,WAS,GSW,2014-01-05,2013.0,112.0
8792,WAS,OKC,2014-02-01,2013.0,81.0
8793,WAS,NOP,2014-02-22,2013.0,93.0
8798,WAS,ORL,2014-02-25,2013.0,106.0
8800,WAS,HOU,2014-01-11,2013.0,114.0
8801,WAS,ORL,2013-12-02,2013.0,80.0
8803,WAS,MIA,2014-01-15,2013.0,97.0
8804,WAS,BKN,2014-03-15,2013.0,94.0
8808,WAS,CHI,2014-01-17,2013.0,93.0
8809,WAS,CHA,2014-03-12,2013.0,98.0
8813,ATL,SAS,2014-01-24,2013.0,105.0
8814,WAS,IND,2014-03-28,2013.0,78.0
8816,WAS,SAC,2014-02-09,2013.0,84.0
8818,WAS,CLE,2014-02-07,2013.0,115.0
8822,WAS,CHI,2014-04-27,2013.0,89.0
8825,WAS,SAS,2014-02-05,2013.0,125.0
8826,WAS,CHI,2014-04-25,2013.0,100.0
8834,WAS,DAL,2014-01-01,2013.0,87.0
8837,WAS,POR,2014-02-03,2013.0,90.0
8839,SAC,SAS,2014-03-21,2013.0,99.0
8840,WAS,MIA,2014-04-14,2013.0,93.0
8841,WAS,TOR,2014-01-03,2013.0,101.0
8843,WAS,ATL,2014-03-29,2013.0,97.0
8846,WAS,UTA,2014-03-05,2013.0,91.0
8849,WAS,LAC,2013-12-14,2013.0,113.0
8852,GSW,SAS,2014-03-22,2013.0,99.0
8868,WAS,MEM,2014-03-03,2013.0,110.0
8871,DAL,SAS,2014-05-02,2013.0,111.0
8872,MIA,SAS,2014-06-12,2013.0,107.0
8873,MIA,SAS,2014-06-10,2013.0,111.0
8877,WAS,DEN,2013-12-09,2013.0,75.0
8878,GSW,SAS,2013-12-19,2013.0,104.0
8879,WAS,BOS,2014-01-22,2013.0,113.0
8883,HOU,SAS,2014-04-14,2013.0,98.0
8888,WAS,MIL,2013-12-06,2013.0,109.0
8898,WAS,DET,2014-01-18,2013.0,104.0
8899,WAS,PHI,2014-01-20,2013.0,99.0
8918,WAS,CHA,2014-04-09,2013.0,94.0
8922,WAS,CHI,2014-04-05,2013.0,96.0
8923,WAS,CLE,2013-11-16,2013.0,103.0
8924,WAS,PHI,2013-11-01,2013.0,109.0
8926,WAS,DET,2013-12-28,2013.0,82.0
8928,HOU,SAS,2014-01-28,2013.0,90.0
8929,WAS,BOS,2014-04-02,2013.0,92.0
8939,WAS,TOR,2014-02-18,2013.0,103.0
8947,SAS,CLE,2013-11-23,2013.0,96.0
8953,WAS,NYK,2013-11-23,2013.0,89.0
8989,WAS,MIN,2013-11-19,2013.0,100.0
8991,MIA,SAS,2014-01-26,2013.0,101.0
8994,WAS,BKN,2013-11-08,2013.0,108.0
9000,WAS,LAL,2013-11-26,2013.0,111.0
9002,WAS,ATL,2013-11-30,2013.0,101.0
9018,WAS,IND,2014-05-15,2013.0,93.0
9026,WAS,IND,2014-05-11,2013.0,95.0
9028,WAS,IND,2014-05-09,2013.0,85.0
9047,LAC,SAS,2015-05-02,2014.0,109.0
9051,CHI,SAS,2015-01-22,2014.0,81.0
9057,WAS,BKN,2015-02-07,2014.0,77.0
9063,WAS,ORL,2015-02-09,2014.0,80.0
9064,WAS,CHA,2015-02-02,2014.0,92.0
9066,WAS,CLE,2015-02-20,2014.0,127.0
9116,PHX,SAS,2014-10-31,2014.0,89.0
9118,WAS,DET,2015-02-28,2014.0,95.0
9119,TOR,SAS,2015-02-08,2014.0,82.0
9121,WAS,ATL,2015-05-09,2014.0,101.0
9127,LAC,SAS,2014-11-10,2014.0,89.0
9138,ATL,SAS,2015-03-22,2014.0,114.0
9151,PHX,SAS,2015-02-28,2014.0,101.0
9156,WAS,GSW,2015-02-24,2014.0,114.0
9157,WAS,ATL,2015-05-11,2014.0,106.0
9191,WAS,ATL,2015-05-15,2014.0,94.0
9215,DET,SAS,2015-02-11,2014.0,104.0
9257,NOP,SAS,2015-04-15,2014.0,103.0
9262,OKC,SAS,2015-04-07,2014.0,113.0
9266,NOP,SAS,2014-12-26,2014.0,90.0
9270,WAS,TOR,2015-04-26,2014.0,94.0
9283,GSW,SAS,2015-02-20,2014.0,99.0
9297,WAS,DEN,2014-12-05,2014.0,89.0
9338,HOU,SAS,2014-11-06,2014.0,81.0
9347,WAS,ATL,2015-04-12,2014.0,99.0
9372,UTA,SAS,2015-02-23,2014.0,81.0
9379,WAS,PHI,2015-04-01,2014.0,93.0
9382,WAS,NYK,2015-04-03,2014.0,87.0
9397,CHA,SAS,2015-01-14,2014.0,98.0
9417,UTA,SAS,2014-12-09,2014.0,96.0
9429,WAS,ATL,2015-05-09,2014.0,101.0
9432,GSW,SAS,2014-11-11,2014.0,113.0
9438,ORL,SAS,2015-04-01,2014.0,103.0
9447,IND,SAS,2015-02-09,2014.0,95.0
9466,NYK,SAS,2015-03-17,2014.0,100.0
9476,WAS,ATL,2015-05-15,2014.0,94.0
9484,WAS,ATL,2015-05-11,2014.0,106.0
9504,WAS,MIN,2014-12-16,2014.0,95.0
9506,WAS,UTA,2014-12-14,2014.0,84.0
9514,WAS,NOP,2014-11-29,2014.0,80.0
9515,WAS,HOU,2015-03-29,2014.0,99.0
9516,WAS,IND,2014-11-05,2014.0,94.0
9524,WAS,MIL,2014-11-01,2014.0,97.0
9532,WAS,IND,2015-03-25,2014.0,103.0
9533,WAS,CHA,2015-03-27,2014.0,107.0
9539,WAS,LAC,2014-12-12,2014.0,96.0
9540,WAS,POR,2015-03-16,2014.0,97.0
9559,WAS,TOR,2015-04-24,2014.0,99.0
9570,WAS,BOS,2014-12-08,2014.0,132.0
9575,WAS,LAL,2014-12-03,2014.0,95.0
9577,WAS,MIA,2014-12-01,2014.0,86.0
9604,WAS,BKN,2015-01-16,2014.0,102.0
9606,WAS,ORL,2014-11-15,2014.0,93.0
9613,WAS,SAS,2015-01-13,2014.0,93.0
9619,HOU,SAS,2015-04-10,2014.0,104.0
9624,PHI,SAS,2014-12-01,2014.0,109.0
9632,WAS,CHI,2015-01-09,2014.0,86.0
9635,WAS,DET,2014-11-12,2014.0,103.0
9642,WAS,ATL,2014-11-25,2014.0,106.0
9643,WAS,TOR,2015-01-31,2014.0,120.0
9648,WAS,BOS,2014-12-27,2014.0,88.0
9651,WAS,CHI,2014-12-23,2014.0,99.0
9652,WAS,NYK,2015-01-07,2014.0,91.0
9653,WAS,MIA,2015-03-06,2014.0,97.0
