,ORPM_adv_h,weighted_DRPM_h,weighted_ORPM_h,Net_ORPM_adv_a,Winpercent_h,Net_ORPM_adv_h,DRPM_adv_h,weighted_DRPM_a,weighted_ORPM_a,+/-_h,TS%_a_y,EFG%_a,DRtg_h,Winpercent_a,+/-_a,TRB_a,ORB_a,btb_a,DRB%_h,AST_a,AST%_a_x,PF_a,FT_a,OREB%_h,TS%_a_x,3P%_a,TRB%_a,eFG%_a,DEFRTG_h,FTr_a
0,0.08812827532409018,0.2688240643628531,0.1762565506481803,0.8745526507551448,0.5,0.28872082652431463,0.3430414736068303,0.5827411171491925,1.0,0.4891420749405236,0.2934767533132059,0.3012456724856805,0.4830089556725328,0.5,0.5074662142712847,0.535431839503304,0.5167427789800844,0.0,0.4618363344247227,0.4194670708212511,0.4194670708212511,0.31393136544393946,0.5144258060584348,0.06386137194308238,0.3617203245178218,0.5078881434067438,0.5241848924181657,0.4221561616729736,0.16696823610048347,0.5391805063123493
1,0.6665820535467664,0.014057483184310882,0.5451812506241597,0.5731711452084689,0.5,0.5720524362640861,0.30841081360062683,0.3972358559830573,0.21201714353062684,0.5314516215629963,0.8824652840180679,0.8057480969853241,0.4718812020427738,0.5,0.3882685305872455,0.8028982716809977,0.6060734114057299,0.0,0.6500168343023078,0.8376798063779287,0.8376798063779287,1.0,0.8384185326679917,0.216329678944906,0.9385169342106788,0.8888217853436984,0.6393113900938124,0.8617051985511612,0.1937955738863332,0.7491002101255158
2,0.4771083188268037,1.0,0.7846992240782187,0.4429360350847862,0.5,0.6905882219286021,0.7915132761124709,0.41697344777505824,0.8304825864246113,0.480720704281878,0.06422732445930712,0.06239096680631101,0.5534985983407734,0.5,0.6051139515455222,0.3497994024700889,0.2493743042187179,0.0,0.4750169674569649,0.42609953547823903,0.42609953547823903,0.3560746439250617,0.3980254816416621,0.19351930891843144,0.3268254527869958,0.3521038812075459,0.4640440074494638,0.2959284382899212,0.12045303720630307,0.40874230806098655
3,0.40969910135851983,0.35628222256078945,0.5321995253821146,0.6805633321951291,0.5,0.4813038966479927,0.3897081562338129,0.5768659100931637,0.7128013226650749,0.5698573376683025,0.18995783192930746,0.18536102335089089,0.5080732161536126,0.5,0.2407601159504528,0.4251058695658073,0.4328476444035819,0.0,0.6002136533458227,0.3720193197990539,0.3720193197990539,0.32821081317417,0.4182657416012844,0.08482776358734215,0.1954100054002238,0.23919788813180656,0.5034954378455009,0.15987093471670732,0.10705038607972144,0.4173647743770347
4,0.5863593056021023,0.30890000038190857,0.30490950604774314,0.3930070752288807,0.5,0.4987284010873061,0.5145742792291006,0.2797514419237074,0.13219089484353858,0.6586622950032973,0.08518609084873073,0.07414467310520816,0.3281627379235047,0.5,0.3643961270493603,0.6744548709871941,0.7639144671032312,0.0,0.6228294229702925,0.5077750859824264,0.5077750859824264,0.5106695457532436,0.5548638502278029,0.06636844807836632,0.477014595779485,0.2212470620955509,0.4848358719929026,0.3891990109630034,0.1278573094010273,0.4019993747167999
5,0.5879987956170243,0.11491948634717768,0.6208153653339062,0.6502673635147751,0.5,0.693315328610995,0.4455483609564504,0.2238227644342769,0.4448177740998577,0.5041174138048894,0.3383723086876821,0.3208819759162534,0.4434407667021826,0.5,0.43079143553767096,0.7552668430496455,0.7670162528900424,0.0,0.4081302096446415,0.4542256736016402,0.4542256736016402,0.5801222359711462,0.6433518325272267,0.15546134276631576,0.3931232709839532,0.68144765085503,0.6157946538516686,0.4133642757893339,0.422975038115148,0.5183133071599325
6,0.7176346194425011,0.8298804330229834,0.4352692388850021,0.07938667538016109,0.5,0.6857335545642279,0.900937761611872,0.02800490979923964,0.0,0.6357620693618424,0.0906265051579742,0.06479553570772048,0.534153652621671,0.5,0.5350772334320723,0.5450528999458382,0.4627423424128414,0.0,0.5489523765537795,0.5206198885856466,0.5206198885856466,0.6834641378505483,0.4525332199845904,0.16478244895816932,0.5049646827311731,0.3282432674796121,0.4775675422690741,0.5352540828484859,0.3050477686689787,0.5358467017631716
7,0.5614906179550577,0.8997067466370625,0.5653889934162729,0.2827592610640533,0.5,0.5766168286604215,0.7445780656525519,0.4105506153319583,0.4424077575061577,0.6972880943733955,0.2300405050570328,0.2261558536086333,0.39030686464725184,0.5,0.4525249716811641,0.6855021127483194,0.6552131733720896,0.0,0.5070651997103278,0.6826299493012904,0.6826299493012904,0.4889054564605175,0.8632858760357509,0.09527863933994203,0.5312463597272017,0.6468446042689582,0.6102094924975472,0.43646811316014616,0.027333928495891325,0.6274634788218952
8,0.4630999220558876,0.8175133727381696,0.483769968164266,0.3825365736543835,0.5,0.519942908102166,0.6893995907763395,0.4387141911854905,0.557570124052491,0.3649719154368056,0.13233349850041715,0.12837069643287558,0.5412057611214978,0.5,0.6293132329467527,0.044537015819636316,0.11482021033997207,0.0,0.5974489953872005,0.15584834432000672,0.15584834432000672,0.004600219502779557,0.05315785903557824,0.07464316201139498,0.03808755775884903,0.3114712698551835,0.4514625428726228,0.04680951433005859,0.10453398660533783,0.18308822308870948
9,0.36471163002668494,0.5113187475526175,0.2795484359974714,0.5214522319941767,0.5,0.2167245210445448,0.3281201720077288,0.85507840353716,0.5501251759441016,0.6324703976877851,0.2365971089299187,0.20637948400279887,0.48185622510861004,0.5,0.5401567727055029,0.2888630123989533,0.3254228350771115,0.0,0.429735779248844,0.3873699088532303,0.3873699088532303,0.2037491882625171,0.33851478770849497,0.06182012086740137,0.3659665983900581,0.1903191933405308,0.41807567446419175,0.3650641811394279,0.047614328414995265,0.2914125062826897
10,0.6470642053437974,0.4400136554279813,0.4703849613357751,0.35532491488898205,0.5,0.5920836511856968,0.5855947955325641,0.2688240643628531,0.1762565506481803,0.5144563628049037,0.05582217357749456,0.025577586967890555,0.4449844514266829,0.0,0.39433710643321984,0.7716482349873812,0.5990560540568753,1.0,0.5586373770647852,0.8974161684245291,0.8974161684245291,0.7088905928993066,0.6968826220825435,0.1885619145052256,0.6202625652541395,0.5651972042561236,0.4452365207659259,0.606754653954342,0.10391650441590408,0.4789779296170623
11,0.4184229619281608,0.3933903569501954,0.557408614374285,0.6673862467455842,0.5,0.5340579019416813,0.4503800912322772,0.492630174485641,0.7205626905179634,0.7049568648069976,0.13301414998262698,0.1221283208290338,0.28474991638837965,0.5,0.49986860138951006,0.4468648116105332,0.5190956574926541,0.0,0.7893652282833317,0.4850160606460374,0.4850160606460374,0.4740844132578492,0.4979212060221119,0.20352990744032334,0.4737852648461469,0.3491005538264928,0.4517212755335284,0.44658037108907467,0.2343023452112177,0.4423848023628143
12,0.31394384684958376,0.2747879223648172,0.34285585018410736,0.7197485051386849,0.5,0.20647937519165926,0.1626997142571351,0.9493884938505469,0.7149681564849398,0.4972451761712666,0.33998037606675496,0.3240827074577989,0.617887408319485,0.5,0.5793234749047347,0.0,0.1220230507282648,0.0,0.4100841619834522,0.0,0.0,0.04970545641766927,0.0,0.053869076857582604,0.0,0.0520593633679281,0.5128750730380752,0.0,0.16502856636896726,0.2337804473350725
13,0.6173894400360378,0.6130665245184452,0.6192011143098833,0.38559411056550585,0.5,0.475986146829298,0.4626844644956357,0.6876975955271738,0.38442223423780775,0.6532057305409613,0.23970382085475,0.22120477557212992,0.37865415082399606,0.5,0.5879390765912278,0.2327472420291621,0.19551089910079705,0.0,0.6048574992581686,0.36210619771274105,0.36210619771274105,0.23580268571504304,0.4515417760369039,0.2526327558256039,0.3450952050333949,0.3480412267646195,0.4154166127842885,0.2869813898581073,0.18410620140129394,0.4141725030623953
14,0.16575370639452935,0.0,0.3315074127890588,1.0,0.5,0.3715235275613433,0.20862944142540374,0.5827411171491925,1.0,0.4718205970986438,0.3335847711372064,0.3046492135290125,0.5361359206701554,1.0,0.5780302625508793,0.569381021432511,0.5227707282906626,1.0,0.6779639638793237,0.44115501914331856,0.44115501914331856,0.3181856189329372,0.5297580899247799,0.16690435646374344,0.35813266020641044,0.3931826976034544,0.5436184808034774,0.3857585262673652,0.14426967868626647,0.5877932262057701
