,ORPM_adv_h,weighted_DRPM_h,weighted_ORPM_h,Net_ORPM_adv_a,Winpercent_h,Net_ORPM_adv_h,DRPM_adv_h,weighted_DRPM_a,weighted_ORPM_a,+/-_h
0,0.08812827532409018,0.2688240643628531,0.1762565506481803,0.8745526507551448,0.5,0.28872082652431463,0.3430414736068303,0.5827411171491925,1.0,0.4891420749405236
1,0.6665820535467664,0.014057483184310882,0.5451812506241597,0.5731711452084689,0.5,0.5720524362640861,0.30841081360062683,0.3972358559830573,0.21201714353062684,0.5314516215629963
2,0.4771083188268037,1.0,0.7846992240782187,0.4429360350847862,0.5,0.6905882219286021,0.7915132761124709,0.41697344777505824,0.8304825864246113,0.480720704281878
3,0.40969910135851983,0.35628222256078945,0.5321995253821146,0.6805633321951291,0.5,0.4813038966479927,0.3897081562338129,0.5768659100931637,0.7128013226650749,0.5698573376683025
4,0.5863593056021023,0.30890000038190857,0.30490950604774314,0.3930070752288807,0.5,0.4987284010873061,0.5145742792291006,0.2797514419237074,0.13219089484353858,0.6586622950032973
5,0.5879987956170243,0.11491948634717768,0.6208153653339062,0.6502673635147751,0.5,0.693315328610995,0.4455483609564504,0.2238227644342769,0.4448177740998577,0.5041174138048894
6,0.7176346194425011,0.8298804330229834,0.4352692388850021,0.07938667538016109,0.5,0.6857335545642279,0.900937761611872,0.02800490979923964,0.0,0.6357620693618424
7,0.5614906179550577,0.8997067466370625,0.5653889934162729,0.2827592610640533,0.5,0.5766168286604215,0.7445780656525519,0.4105506153319583,0.4424077575061577,0.6972880943733955
8,0.4630999220558876,0.8175133727381696,0.483769968164266,0.3825365736543835,0.5,0.519942908102166,0.6893995907763395,0.4387141911854905,0.557570124052491,0.3649719154368056
9,0.36471163002668494,0.5113187475526175,0.2795484359974714,0.5214522319941767,0.5,0.2167245210445448,0.3281201720077288,0.85507840353716,0.5501251759441016,0.6324703976877851
10,0.6470642053437974,0.4400136554279813,0.4703849613357751,0.35532491488898205,0.5,0.5920836511856968,0.5855947955325641,0.2688240643628531,0.1762565506481803,0.5144563628049037
11,0.4184229619281608,0.3933903569501954,0.557408614374285,0.6673862467455842,0.5,0.5340579019416813,0.4503800912322772,0.492630174485641,0.7205626905179634,0.7049568648069976
12,0.31394384684958376,0.2747879223648172,0.34285585018410736,0.7197485051386849,0.5,0.20647937519165926,0.1626997142571351,0.9493884938505469,0.7149681564849398,0.4972451761712666
13,0.6173894400360378,0.6130665245184452,0.6192011143098833,0.38559411056550585,0.5,0.475986146829298,0.4626844644956357,0.6876975955271738,0.38442223423780775,0.6532057305409613
14,0.16575370639452935,0.0,0.3315074127890588,1.0,0.5,0.3715235275613433,0.20862944142540374,0.5827411171491925,1.0,0.4718205970986438
15,0.8212704819216117,0.4550503530380222,0.9220893998406952,0.40339850306934105,0.5,0.7198385211461924,0.4718658027427024,0.5113187475526175,0.2795484359974714,0.7298399106572302
16,0.7494875868177762,0.41697344777505824,0.8304825864246113,0.4488793802182465,0.0,0.9095882655768042,0.7084867238875291,0.0,0.3315074127890588,0.6662462270489957
17,0.5192304230095536,0.6315121561586716,0.7590235365370707,0.5562661780161764,0.5,0.6415887709767284,0.5694409908365152,0.492630174485641,0.7205626905179634,0.6887920368720681
18,0.49879499170315006,0.4105506153319583,0.4424077575061577,0.5123104377711537,0.0,0.5981620289128106,0.5933639254488406,0.2238227644342769,0.4448177740998577,0.5803137042309783
19,0.327223509739068,0.3972358559830573,0.21201714353062684,0.5786600142738032,0.0,0.3750041452263209,0.4792608323987834,0.4387141911854905,0.557570124052491,0.42035486848382003
