,ORPM_adv_h,weighted_DRPM_h,weighted_ORPM_h,Net_ORPM_adv_a,Winpercent_h,Net_ORPM_adv_h,DRPM_adv_h,weighted_DRPM_a,weighted_ORPM_a,+/-_h
0,0.4004288296047716,0.6928600448853366,0.7574753395964495,0.6326895153518615,0.5,0.3970990924169507,0.363385134959585,0.9625993976155623,0.9566176803869064,0.7547196991155068
1,0.4006647286208318,0.3632706477780741,0.4910796414921763,0.6613534824445191,0.5,0.5107850942914901,0.44955293952620856,0.4628758952401091,0.6897501842505128,0.6687980270699181
2,0.3859431976929577,0.5839602119854396,0.6894512678896118,0.6671168319853891,0.5,0.4865284100718736,0.43424500816790096,0.7137902193592681,0.9175648725036964,0.4302105693841626
3,0.6612594418560309,0.4119242604351301,0.9761807688658212,0.6187738201210561,0.5,0.4895723373822298,0.20215733454900364,1.0000000000000002,0.6536618851537594,0.5457216916564525
4,0.5120202296637288,0.7324382128665589,0.7158563838021947,0.4784369582131242,0.5,0.5179888334412805,0.5277851237358688,0.6775778483679715,0.691815924474737,0.6805102141082187
5,0.5179734415294001,0.16913760424746327,0.3936960776090988,0.5894255752805262,0.5,0.3817357647267707,0.27035538451402785,0.6225596379393508,0.3577491945502989,0.4633465543376764
6,0.5099883162636736,0.07672201298743002,0.30676998626332425,0.5994303612678068,0.5,0.6387123217907672,0.5296091202461811,0.0182602568106508,0.2867933537359771,0.5933017358588751
7,0.4956846747126882,0.6928600448853366,0.7574753395964495,0.5359020851075932,0.0,0.5657556617472814,0.5347977878782287,0.6241535188719314,0.7661059901710731,0.8144167384314583
8,0.28675738449424,0.3632706477780741,0.4910796414921763,0.7770923025817214,0.0,0.38574782316598855,0.3224723849861045,0.7137902193592681,0.9175648725036964,0.5830776119745971
9,0.5115619168720336,0.3832455267822211,0.6295265007482639,0.609055653483479,0.5,0.7150406789707978,0.5957771760647679,0.1941381886430177,0.6064026670041966,0.5821155391071241
10,0.4631245991081621,0.2727635147868545,0.6421055820185191,0.7197185663338254,0.5,0.4531821494533621,0.2671885981595765,0.7324382128665589,0.7158563838021947,0.2395731614168429
11,0.5262724488566439,0.6775778483679715,0.691815924474737,0.4790804604489679,0.0,0.6311167419198961,0.6273896605973964,0.4260532094943064,0.639271026761449,0.6003661366706635
12,0.7703372483893509,0.2451768478208888,0.7125042979962276,0.4570788380266728,0.5,0.6207679952205047,0.387191442529198,0.4679118134895428,0.171829801217526,0.4564345649406111
13,0.5427260921901659,0.6537333987591099,0.5023558401714883,0.3779914141660973,0.5,0.3959144530215882,0.4740934262364866,0.7048846584434836,0.4169036557911564,0.4504794755296522
14,0.2110452628475024,0.6375772356230157,0.11154179358461663,0.5245073638209935,0.5,0.2576254121267498,0.5271554090049368,0.5839602119854396,0.6894512678896118,0.3329848138583895
15,0.4530194075807496,0.4628795792254748,0.5382061680849213,0.5824613639543073,0.5,0.4490912149715392,0.4129664459939771,0.634723064313651,0.6321673529234222,0.7263384192477854
16,0.32586538114940256,0.3358596613339621,0.23092917841142685,0.6188484594177953,0.5,0.3808543900627295,0.43794259956025183,0.4583889557982656,0.5791984161126218,0.5951026340971577
17,0.5779281630551067,0.5839602119854396,0.6894512678896118,0.4720450080790895,0.0,0.680258399877198,0.6311408162249932,0.3250291002460365,0.5335949417793983,0.4556644855814149
18,0.6514778976165734,0.9625993976155623,0.9566176803869064,0.3443577752363353,1.0,0.4796335191429381,0.4810577203679645,1.0000000000000002,0.6536618851537594,0.7799163957852617
19,0.35782180626589,0.6225596379393508,0.3577491945502989,0.5079375613346402,0.0,0.5377860321128451,0.6771612101550943,0.2727635147868545,0.6421055820185191,0.5272040403802248
20,0.6424268915323399,0.4583889557982656,0.5791984161126218,0.4130719347450881,1.0,0.401485087354912,0.3411420076947085,0.7720462727218381,0.2943446330479419,0.36811045356767497
21,0.6954070232934357,0.6537333987591099,0.5023558401714883,0.22285558022282648,1.0,0.4294555292654653,0.5081826104499327,0.6375772356230157,0.11154179358461663,0.4773558782943853
22,0.5317077273182576,0.7720462727218381,0.2943446330479419,0.2245506193858306,1.0,0.4741315361310725,0.7209153927450397,0.3358596613339621,0.23092917841142685,0.3967073786814903
23,0.21853919861109627,0.16913760424746327,0.3936960776090988,0.8936743157789925,1.0,0.21228492219976824,0.09813547886681123,0.9625993976155623,0.9566176803869064,0.4799492803947735
24,0.6162555241958374,0.6241535188719314,0.7661059901710731,0.4520156158622861,1.0,0.7192020131394885,0.651497516648004,0.3250291002460365,0.5335949417793983,0.7431906064672252
25,0.6498163403704362,0.1941381886430177,0.6064026670041966,0.5510676776489186,0.0,0.7618044606121598,0.5594677596293954,0.07672201298743002,0.30676998626332425,0.563996496895099
26,0.2574494363131775,0.3632706477780741,0.4910796414921763,0.8068714829245501,0.5,0.5361756470140687,0.4753584092955098,0.4119242604351301,0.9761807688658212,0.5761386994852763
27,0.4581554845606137,0.634723064313651,0.6321673529234222,0.5393445104104446,0.0,0.44813313826563134,0.4505102177459784,0.7324382128665589,0.7158563838021947,0.485402967805093
