,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Date_c,Home_abb,Date_fmt,Date_shifted,Season
4431,Wed Dec 7 2016,7:00p,Detroit Pistons,77,Charlotte Hornets,87,Box Score,,15141,,Dec 7 2016,CHA,2016-12-07,12-08-2016,2016-17
4528,Tue Dec 20 2016,7:00p,Los Angeles Lakers,113,Charlotte Hornets,117,Box Score,,19093,,Dec 20 2016,CHA,2016-12-20,12-21-2016,2016-17
14890,Tue Jan 24 2017,9:00p,Minnesota Timberwolves,112,Phoenix Suns,111,Box Score,,17241,,Jan 24 2017,PHX,2017-01-24,01-25-2017,2016-17
3124,Wed Nov 9 2016,7:00p,Brooklyn Nets,96,New York Knicks,110,Box Score,,19812,,Nov 9 2016,NYK,2016-11-09,11-10-2016,2016-17
15978,Wed Mar 1 2017,8:00p,Detroit Pistons,86,New Orleans Pelicans,109,Box Score,,14406,,Mar 1 2017,NOP,2017-03-01,03-02-2017,2016-17
16075,Tue Mar 14 2017,7:00p,Detroit Pistons,96,Cleveland Cavaliers,128,Box Score,,20562,,Mar 14 2017,CLE,2017-03-14,03-15-2017,2016-17
3137,Fri Nov 11 2016,7:00p,Toronto Raptors,113,Charlotte Hornets,111,Box Score,,18107,,Nov 11 2016,CHA,2016-11-11,11-12-2016,2016-17
16070,Mon Mar 13 2017,8:00p,Washington Wizards,104,Minnesota Timberwolves,119,Box Score,,15747,,Mar 13 2017,MIN,2017-03-13,03-14-2017,2016-17
15994,Fri Mar 3 2017,9:30p,San Antonio Spurs,101,New Orleans Pelicans,98,Box Score,OT,17669,,Mar 3 2017,NOP,2017-03-03,03-04-2017,2016-17
16045,Fri Mar 10 2017,8:00p,Golden State Warriors,102,Minnesota Timberwolves,103,Box Score,,20412,,Mar 10 2017,MIN,2017-03-10,03-11-2017,2016-17
13472,Sat Apr 1 2017,5:00p,Atlanta Hawks,104,Chicago Bulls,106,Box Score,,22019,,Apr 1 2017,CHI,2017-04-01,04-02-2017,2016-17
15925,Thu Feb 23 2017,8:00p,Houston Rockets,129,New Orleans Pelicans,99,Box Score,,18470,,Feb 23 2017,NOP,2017-02-23,02-24-2017,2016-17
16130,Tue Mar 21 2017,8:00p,Memphis Grizzlies,82,New Orleans Pelicans,95,Box Score,,15973,,Mar 21 2017,NOP,2017-03-21,03-22-2017,2016-17
4414,Mon Dec 5 2016,7:00p,Denver Nuggets,106,Philadelphia 76ers,98,Box Score,,11815,,Dec 5 2016,PHI,2016-12-05,12-06-2016,2016-17
16116,Sun Mar 19 2017,6:00p,Minnesota Timberwolves,109,New Orleans Pelicans,123,Box Score,,16111,,Mar 19 2017,NOP,2017-03-19,03-20-2017,2016-17
14741,Wed Jan 4 2017,7:00p,Atlanta Hawks,111,Orlando Magic,92,Box Score,,18846,,Jan 4 2017,ORL,2017-01-04,01-05-2017,2016-17
14876,Mon Jan 23 2017,7:00p,Washington Wizards,109,Charlotte Hornets,99,Box Score,,15285,,Jan 23 2017,CHA,2017-01-23,01-24-2017,2016-17
16065,Sun Mar 12 2017,9:00p,Portland Trail Blazers,110,Phoenix Suns,101,Box Score,,16664,,Mar 12 2017,PHX,2017-03-12,03-13-2017,2016-17
15882,Sat Feb 11 2017,7:30p,Denver Nuggets,109,Cleveland Cavaliers,125,Box Score,,20562,,Feb 11 2017,CLE,2017-02-11,02-12-2017,2016-17
3289,Wed Nov 30 2016,9:00p,Atlanta Hawks,107,Phoenix Suns,109,Box Score,,15909,,Nov 30 2016,PHX,2016-11-30,12-01-2016,2016-17
3190,Fri Nov 18 2016,7:00p,Atlanta Hawks,96,Charlotte Hornets,100,Box Score,,17989,,Nov 18 2016,CHA,2016-11-18,11-19-2016,2016-17
4616,Sat Dec 31 2016,8:00p,Los Angeles Clippers,88,Oklahoma City Thunder,114,Box Score,,18203,,Dec 31 2016,OKC,2016-12-31,01-01-2017,2016-17
3274,Mon Nov 28 2016,8:00p,Utah Jazz,112,Minnesota Timberwolves,103,Box Score,,9384,,Nov 28 2016,MIN,2016-11-28,11-29-2016,2016-17
14808,Fri Jan 13 2017,8:00p,Oklahoma City Thunder,86,Minnesota Timberwolves,96,Box Score,,16644,,Jan 13 2017,MIN,2017-01-13,01-14-2017,2016-17
15942,Sat Feb 25 2017,8:30p,Chicago Bulls,117,Cleveland Cavaliers,99,Box Score,,20562,,Feb 25 2017,CLE,2017-02-25,02-26-2017,2016-17
16145,Thu Mar 23 2017,8:30p,Los Angeles Clippers,95,Dallas Mavericks,97,Box Score,,19703,,Mar 23 2017,DAL,2017-03-23,03-24-2017,2016-17
3276,Tue Nov 29 2016,7:00p,Detroit Pistons,112,Charlotte Hornets,89,Box Score,,14266,,Nov 29 2016,CHA,2016-11-29,11-30-2016,2016-17
14801,Thu Jan 12 2017,10:00p,Dallas Mavericks,113,Phoenix Suns,108,Box Score,,19874,at Mexico City Mexico,Jan 12 2017,PHX,2017-01-12,01-13-2017,2016-17
14866,Sat Jan 21 2017,7:30p,Phoenix Suns,107,New York Knicks,105,Box Score,,19812,,Jan 21 2017,NYK,2017-01-21,01-22-2017,2016-17
3944,Sat Oct 29 2016,7:30p,Orlando Magic,99,Cleveland Cavaliers,105,Box Score,,20562,,Oct 29 2016,CLE,2016-10-29,10-30-2016,2016-17
3221,Mon Nov 21 2016,8:00p,Boston Celtics,99,Minnesota Timberwolves,93,Box Score,,13167,,Nov 21 2016,MIN,2016-11-21,11-22-2016,2016-17
3285,Wed Nov 30 2016,8:00p,New York Knicks,106,Minnesota Timberwolves,104,Box Score,,13987,,Nov 30 2016,MIN,2016-11-30,12-01-2016,2016-17
3921,Wed Oct 26 2016,7:00p,Miami Heat,108,Orlando Magic,96,Box Score,,19298,,Oct 26 2016,ORL,2016-10-26,10-27-2016,2016-17
15924,Thu Feb 23 2017,8:00p,New York Knicks,104,Cleveland Cavaliers,119,Box Score,,20562,,Feb 23 2017,CLE,2017-02-23,02-24-2017,2016-17
3271,Mon Nov 28 2016,7:30p,Oklahoma City Thunder,112,New York Knicks,103,Box Score,,19812,,Nov 28 2016,NYK,2016-11-28,11-29-2016,2016-17
16011,Mon Mar 6 2017,7:00p,Miami Heat,106,Cleveland Cavaliers,98,Box Score,,20562,,Mar 6 2017,CLE,2017-03-06,03-07-2017,2016-17
13566,Sat Apr 15 2017,3:00p,Indiana Pacers,108,Cleveland Cavaliers,109,Box Score,,20562,,Apr 15 2017,CLE,2017-04-15,04-16-2017,2016-17
4553,Fri Dec 23 2016,7:00p,Los Angeles Lakers,90,Orlando Magic,109,Box Score,,18846,,Dec 23 2016,ORL,2016-12-23,12-24-2016,2016-17
4520,Sun Dec 18 2016,6:00p,Toronto Raptors,109,Orlando Magic,79,Box Score,,17251,,Dec 18 2016,ORL,2016-12-18,12-19-2016,2016-17
4499,Fri Dec 16 2016,7:00p,Brooklyn Nets,111,Orlando Magic,118,Box Score,,17668,,Dec 16 2016,ORL,2016-12-16,12-17-2016,2016-17
15810,Wed Feb 1 2017,9:00p,Los Angeles Clippers,124,Phoenix Suns,114,Box Score,,16191,,Feb 1 2017,PHX,2017-02-01,02-02-2017,2016-17
14919,Sat Jan 28 2017,9:00p,Brooklyn Nets,109,Minnesota Timberwolves,129,Box Score,,14798,,Jan 28 2017,MIN,2017-01-28,01-29-2017,2016-17
13554,Wed Apr 12 2017,8:00p,Toronto Raptors,98,Cleveland Cavaliers,83,Box Score,,20562,,Apr 12 2017,CLE,2017-04-12,04-13-2017,2016-17
14901,Thu Jan 26 2017,8:00p,Indiana Pacers,109,Minnesota Timberwolves,103,Box Score,,14862,,Jan 26 2017,MIN,2017-01-26,01-27-2017,2016-17
14793,Wed Jan 11 2017,8:00p,Houston Rockets,105,Minnesota Timberwolves,119,Box Score,,13858,,Jan 11 2017,MIN,2017-01-11,01-12-2017,2016-17
4485,Wed Dec 14 2016,7:00p,Los Angeles Clippers,113,Orlando Magic,108,Box Score,,18846,,Dec 14 2016,ORL,2016-12-14,12-15-2016,2016-17
15983,Thu Mar 2 2017,8:00p,Golden State Warriors,87,Chicago Bulls,94,Box Score,,22253,,Mar 2 2017,CHI,2017-03-02,03-03-2017,2016-17
14743,Wed Jan 4 2017,8:00p,Chicago Bulls,106,Cleveland Cavaliers,94,Box Score,,20562,,Jan 4 2017,CLE,2017-01-04,01-05-2017,2016-17
14869,Sat Jan 21 2017,9:00p,Sacramento Kings,99,Chicago Bulls,102,Box Score,,21606,,Jan 21 2017,CHI,2017-01-21,01-22-2017,2016-17
14722,Sun Jan 1 2017,7:00p,Portland Trail Blazers,95,Minnesota Timberwolves,89,Box Score,,15804,,Jan 1 2017,MIN,2017-01-01,01-02-2017,2016-17
14766,Sat Jan 7 2017,8:00p,Utah Jazz,94,Minnesota Timberwolves,92,Box Score,,13945,,Jan 7 2017,MIN,2017-01-07,01-08-2017,2016-17
16173,Mon Mar 27 2017,7:30p,Detroit Pistons,95,New York Knicks,109,Box Score,,19812,,Mar 27 2017,NYK,2017-03-27,03-28-2017,2016-17
15878,Fri Feb 10 2017,10:30p,Chicago Bulls,97,Phoenix Suns,115,Box Score,,18055,,Feb 10 2017,PHX,2017-02-10,02-11-2017,2016-17
15869,Thu Feb 9 2017,8:30p,Utah Jazz,105,Dallas Mavericks,112,Box Score,OT,19883,,Feb 9 2017,DAL,2017-02-09,02-10-2017,2016-17
13548,Tue Apr 11 2017,8:00p,Oklahoma City Thunder,100,Minnesota Timberwolves,98,Box Score,,19356,,Apr 11 2017,MIN,2017-04-11,04-12-2017,2016-17
3089,Fri Nov 4 2016,8:00p,New York Knicks,117,Chicago Bulls,104,Box Score,,22376,,Nov 4 2016,CHI,2016-11-04,11-05-2016,2016-17
3067,Tue Nov 1 2016,8:00p,Memphis Grizzlies,80,Minnesota Timberwolves,116,Box Score,,14774,,Nov 1 2016,MIN,2016-11-01,11-02-2016,2016-17
13559,Wed Apr 12 2017,8:00p,Philadelphia 76ers,113,New York Knicks,114,Box Score,,19812,,Apr 12 2017,NYK,2017-04-12,04-13-2017,2016-17
14838,Wed Jan 18 2017,7:00p,Portland Trail Blazers,85,Charlotte Hornets,107,Box Score,,15451,,Jan 18 2017,CHA,2017-01-18,01-19-2017,2016-17
16031,Wed Mar 8 2017,8:00p,Los Angeles Clippers,91,Minnesota Timberwolves,107,Box Score,,14933,,Mar 8 2017,MIN,2017-03-08,03-09-2017,2016-17
14933,Mon Jan 30 2017,8:00p,Orlando Magic,105,Minnesota Timberwolves,111,Box Score,OT,11124,,Jan 30 2017,MIN,2017-01-30,01-31-2017,2016-17
13494,Tue Apr 4 2017,8:00p,Chicago Bulls,91,New York Knicks,100,Box Score,,19812,,Apr 4 2017,NYK,2017-04-04,04-05-2017,2016-17
3084,Thu Nov 3 2016,8:00p,Denver Nuggets,102,Minnesota Timberwolves,99,Box Score,,11219,,Nov 3 2016,MIN,2016-11-03,11-04-2016,2016-17
3262,Sun Nov 27 2016,3:30p,Denver Nuggets,120,Phoenix Suns,114,Box Score,,15365,,Nov 27 2016,PHX,2016-11-27,11-28-2016,2016-17
3071,Wed Nov 2 2016,7:00p,Philadelphia 76ers,93,Charlotte Hornets,109,Box Score,,15275,,Nov 2 2016,CHA,2016-11-02,11-03-2016,2016-17
13511,Thu Apr 6 2017,7:30p,Washington Wizards,106,New York Knicks,103,Box Score,,19812,,Apr 6 2017,NYK,2017-04-06,04-07-2017,2016-17
3075,Wed Nov 2 2016,7:30p,Houston Rockets,118,New York Knicks,99,Box Score,,19812,,Nov 2 2016,NYK,2016-11-02,11-03-2016,2016-17
15906,Wed Feb 15 2017,7:00p,Indiana Pacers,104,Cleveland Cavaliers,113,Box Score,,20562,,Feb 15 2017,CLE,2017-02-15,02-16-2017,2016-17
15802,Wed Feb 1 2017,7:00p,Minnesota Timberwolves,97,Cleveland Cavaliers,125,Box Score,,20562,,Feb 1 2017,CLE,2017-02-01,02-02-2017,2016-17
3176,Wed Nov 16 2016,7:00p,Washington Wizards,102,Philadelphia 76ers,109,Box Score,,14863,,Nov 16 2016,PHI,2016-11-16,11-17-2016,2016-17
15954,Mon Feb 27 2017,7:00p,Milwaukee Bucks,95,Cleveland Cavaliers,102,Box Score,,20562,,Feb 27 2017,CLE,2017-02-27,02-28-2017,2016-17
16202,Fri Mar 31 2017,7:00p,Denver Nuggets,114,Charlotte Hornets,122,Box Score,,18353,,Mar 31 2017,CHA,2017-03-31,04-01-2017,2016-17
3256,Sat Nov 26 2016,7:00p,New York Knicks,102,Charlotte Hornets,107,Box Score,,19195,,Nov 26 2016,CHA,2016-11-26,11-27-2016,2016-17
14814,Sat Jan 14 2017,6:00p,San Antonio Spurs,105,Phoenix Suns,108,Box Score,,20532,at Mexico City Mexico,Jan 14 2017,PHX,2017-01-14,01-15-2017,2016-17
4386,Thu Dec 1 2016,7:00p,Dallas Mavericks,87,Charlotte Hornets,97,Box Score,,14471,,Dec 1 2016,CHA,2016-12-01,12-02-2016,2016-17
15996,Sat Mar 4 2017,6:00p,Detroit Pistons,136,Philadelphia 76ers,106,Box Score,,19523,,Mar 4 2017,PHI,2017-03-04,03-05-2017,2016-17
3152,Sat Nov 12 2016,8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,105,Box Score,,14494,,Nov 12 2016,MIN,2016-11-12,11-13-2016,2016-17
4457,Sat Dec 10 2016,7:00p,Denver Nuggets,121,Orlando Magic,113,Box Score,,17010,,Dec 10 2016,ORL,2016-12-10,12-11-2016,2016-17
14885,Tue Jan 24 2017,7:00p,Chicago Bulls,100,Orlando Magic,92,Box Score,,18846,,Jan 24 2017,ORL,2017-01-24,01-25-2017,2016-17
3138,Fri Nov 11 2016,7:00p,Utah Jazz,87,Orlando Magic,74,Box Score,,18846,,Nov 11 2016,ORL,2016-11-11,11-12-2016,2016-17
3125,Wed Nov 9 2016,7:00p,Minnesota Timberwolves,123,Orlando Magic,107,Box Score,,17102,,Nov 9 2016,ORL,2016-11-09,11-10-2016,2016-17
3098,Sat Nov 5 2016,7:00p,Washington Wizards,86,Orlando Magic,88,Box Score,,18846,,Nov 5 2016,ORL,2016-11-05,11-06-2016,2016-17
14799,Thu Jan 12 2017,8:00p,Chicago Bulls,89,New York Knicks,104,Box Score,,19812,,Jan 12 2017,NYK,2017-01-12,01-13-2017,2016-17
14779,Mon Jan 9 2017,7:30p,New Orleans Pelicans,110,New York Knicks,96,Box Score,,19812,,Jan 9 2017,NYK,2017-01-09,01-10-2017,2016-17
3081,Thu Nov 3 2016,7:00p,Sacramento Kings,94,Orlando Magic,102,Box Score,,17026,,Nov 3 2016,ORL,2016-11-03,11-04-2016,2016-17
15892,Mon Feb 13 2017,7:00p,Philadelphia 76ers,105,Charlotte Hornets,99,Box Score,,15775,,Feb 13 2017,CHA,2017-02-13,02-14-2017,2016-17
13560,Wed Apr 12 2017,8:00p,Denver Nuggets,111,Oklahoma City Thunder,105,Box Score,,18203,,Apr 12 2017,OKC,2017-04-12,04-13-2017,2016-17
4569,Sun Dec 25 2016,8:00p,Minnesota Timberwolves,100,Oklahoma City Thunder,112,Box Score,,18203,,Dec 25 2016,OKC,2016-12-25,12-26-2016,2016-17
14868,Sat Jan 21 2017,8:30p,San Antonio Spurs,118,Cleveland Cavaliers,115,Box Score,OT,20562,,Jan 21 2017,CLE,2017-01-21,01-22-2017,2016-17
4482,Tue Dec 13 2016,9:00p,New York Knicks,111,Phoenix Suns,113,Box Score,OT,16429,,Dec 13 2016,PHX,2016-12-13,12-14-2016,2016-17
13523,Sat Apr 8 2017,5:00p,Chicago Bulls,106,Brooklyn Nets,107,Box Score,,17732,,Apr 8 2017,BKN,2017-04-08,04-09-2017,2016-17
15833,Sat Feb 4 2017,9:00p,Milwaukee Bucks,137,Phoenix Suns,112,Box Score,,17192,,Feb 4 2017,PHX,2017-02-04,02-05-2017,2016-17
3265,Sun Nov 27 2016,6:00p,Milwaukee Bucks,104,Orlando Magic,96,Box Score,,16521,,Nov 27 2016,ORL,2016-11-27,11-28-2016,2016-17
16132,Tue Mar 21 2017,9:30p,San Antonio Spurs,100,Minnesota Timberwolves,93,Box Score,,13742,,Mar 21 2017,MIN,2017-03-21,03-22-2017,2016-17
14755,Fri Jan 6 2017,7:00p,Houston Rockets,100,Orlando Magic,93,Box Score,,19272,,Jan 6 2017,ORL,2017-01-06,01-07-2017,2016-17
16090,Thu Mar 16 2017,7:00p,Utah Jazz,83,Cleveland Cavaliers,91,Box Score,,20562,,Mar 16 2017,CLE,2017-03-16,03-17-2017,2016-17
15903,Tue Feb 14 2017,8:00p,Toronto Raptors,94,Chicago Bulls,105,Box Score,,21220,,Feb 14 2017,CHI,2017-02-14,02-15-2017,2016-17
3192,Fri Nov 18 2016,7:30p,Detroit Pistons,81,Cleveland Cavaliers,104,Box Score,,20562,,Nov 18 2016,CLE,2016-11-18,11-19-2016,2016-17
14847,Thu Jan 19 2017,7:00p,Phoenix Suns,103,Cleveland Cavaliers,118,Box Score,,20562,,Jan 19 2017,CLE,2017-01-19,01-20-2017,2016-17
13593,Sun Apr 23 2017,3:30p,Houston Rockets,113,Oklahoma City Thunder,109,Box Score,,18203,,Apr 23 2017,OKC,2017-04-23,04-24-2017,2016-17
13476,Sun Apr 2 2017,1:00p,Boston Celtics,110,New York Knicks,94,Box Score,,19812,,Apr 2 2017,NYK,2017-04-02,04-03-2017,2016-17
14831,Mon Jan 16 2017,9:00p,Utah Jazz,106,Phoenix Suns,101,Box Score,,16767,,Jan 16 2017,PHX,2017-01-16,01-17-2017,2016-17
13489,Tue Apr 4 2017,7:00p,Orlando Magic,102,Cleveland Cavaliers,122,Box Score,,20562,,Apr 4 2017,CLE,2017-04-04,04-05-2017,2016-17
15999,Sat Mar 4 2017,8:30p,Los Angeles Clippers,101,Chicago Bulls,91,Box Score,,22807,,Mar 4 2017,CHI,2017-03-04,03-05-2017,2016-17
16088,Wed Mar 15 2017,10:00p,Sacramento Kings,107,Phoenix Suns,101,Box Score,,17196,,Mar 15 2017,PHX,2017-03-15,03-16-2017,2016-17
3157,Sun Nov 13 2016,7:00p,Los Angeles Lakers,99,Minnesota Timberwolves,125,Box Score,,14432,,Nov 13 2016,MIN,2016-11-13,11-14-2016,2016-17
13514,Fri Apr 7 2017,7:30p,Atlanta Hawks,114,Cleveland Cavaliers,100,Box Score,,20562,,Apr 7 2017,CLE,2017-04-07,04-08-2017,2016-17
3179,Wed Nov 16 2016,7:30p,Detroit Pistons,102,New York Knicks,105,Box Score,,19812,,Nov 16 2016,NYK,2016-11-16,11-17-2016,2016-17
16200,Thu Mar 30 2017,10:00p,Los Angeles Clippers,124,Phoenix Suns,118,Box Score,,16736,,Mar 30 2017,PHX,2017-03-30,03-31-2017,2016-17
3243,Fri Nov 25 2016,7:30p,Dallas Mavericks,90,Cleveland Cavaliers,128,Box Score,,20562,,Nov 25 2016,CLE,2016-11-25,11-26-2016,2016-17
4469,Sun Dec 11 2016,8:30p,New Orleans Pelicans,120,Phoenix Suns,119,Box Score,OT,16949,,Dec 11 2016,PHX,2016-12-11,12-12-2016,2016-17
4432,Wed Dec 7 2016,7:00p,Boston Celtics,117,Orlando Magic,87,Box Score,,17009,,Dec 7 2016,ORL,2016-12-07,12-08-2016,2016-17
3171,Tue Nov 15 2016,8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,Box Score,,10349,,Nov 15 2016,MIN,2016-11-15,11-16-2016,2016-17
13531,Sun Apr 9 2017,12:00p,Toronto Raptors,110,New York Knicks,97,Box Score,,19812,,Apr 9 2017,NYK,2017-04-09,04-10-2017,2016-17
3229,Wed Nov 23 2016,7:00p,Portland Trail Blazers,125,Cleveland Cavaliers,137,Box Score,,20562,,Nov 23 2016,CLE,2016-11-23,11-24-2016,2016-17
14875,Sun Jan 22 2017,7:00p,Denver Nuggets,108,Minnesota Timberwolves,111,Box Score,,12788,,Jan 22 2017,MIN,2017-01-22,01-23-2017,2016-17
13553,Wed Apr 12 2017,8:00p,Brooklyn Nets,73,Chicago Bulls,112,Box Score,,21648,,Apr 12 2017,CHI,2017-04-12,04-13-2017,2016-17
16190,Wed Mar 29 2017,7:30p,Miami Heat,105,New York Knicks,88,Box Score,,19812,,Mar 29 2017,NYK,2017-03-29,03-30-2017,2016-17
14775,Sun Jan 8 2017,8:30p,Cleveland Cavaliers,120,Phoenix Suns,116,Box Score,,18055,,Jan 8 2017,PHX,2017-01-08,01-09-2017,2016-17
3188,Thu Nov 17 2016,8:00p,Philadelphia 76ers,86,Minnesota Timberwolves,110,Box Score,,16866,,Nov 17 2016,MIN,2016-11-17,11-18-2016,2016-17
3175,Wed Nov 16 2016,7:00p,New Orleans Pelicans,82,Orlando Magic,89,Box Score,,16127,,Nov 16 2016,ORL,2016-11-16,11-17-2016,2016-17
3169,Tue Nov 15 2016,7:00p,Toronto Raptors,117,Cleveland Cavaliers,121,Box Score,,20562,,Nov 15 2016,CLE,2016-11-15,11-16-2016,2016-17
4468,Sun Dec 11 2016,7:00p,Boston Celtics,96,Oklahoma City Thunder,99,Box Score,,18203,,Dec 11 2016,OKC,2016-12-11,12-12-2016,2016-17
4397,Fri Dec 2 2016,8:00p,Cleveland Cavaliers,105,Chicago Bulls,111,Box Score,,21775,,Dec 2 2016,CHI,2016-12-02,12-03-2016,2016-17
3062,Tue Nov 1 2016,6:00p,Houston Rockets,120,Cleveland Cavaliers,128,Box Score,,20562,,Nov 1 2016,CLE,2016-11-01,11-02-2016,2016-17
13586,Fri Apr 21 2017,9:30p,Houston Rockets,113,Oklahoma City Thunder,115,Box Score,,18203,,Apr 21 2017,OKC,2017-04-21,04-22-2017,2016-17
4509,Sat Dec 17 2016,5:00p,Phoenix Suns,101,Oklahoma City Thunder,114,Box Score,,18203,,Dec 17 2016,OKC,2016-12-17,12-18-2016,2016-17
4571,Mon Dec 26 2016,7:00p,Memphis Grizzlies,102,Orlando Magic,112,Box Score,,17104,,Dec 26 2016,ORL,2016-12-26,12-27-2016,2016-17
3242,Fri Nov 25 2016,7:00p,Washington Wizards,94,Orlando Magic,91,Box Score,,17103,,Nov 25 2016,ORL,2016-11-25,11-26-2016,2016-17
3231,Wed Nov 23 2016,7:00p,Phoenix Suns,92,Orlando Magic,87,Box Score,,17069,,Nov 23 2016,ORL,2016-11-23,11-24-2016,2016-17
14853,Fri Jan 20 2017,7:00p,Milwaukee Bucks,96,Orlando Magic,112,Box Score,,19307,,Jan 20 2017,ORL,2017-01-20,01-21-2017,2016-17
16102,Fri Mar 17 2017,10:00p,Orlando Magic,109,Phoenix Suns,103,Box Score,,16880,,Mar 17 2017,PHX,2017-03-17,03-18-2017,2016-17
3203,Sat Nov 19 2016,7:00p,Dallas Mavericks,87,Orlando Magic,95,Box Score,,18846,,Nov 19 2016,ORL,2016-11-19,11-20-2016,2016-17
14872,Sun Jan 22 2017,12:00p,Golden State Warriors,118,Orlando Magic,98,Box Score,,18846,,Jan 22 2017,ORL,2017-01-22,01-23-2017,2016-17
16131,Tue Mar 21 2017,8:30p,Golden State Warriors,112,Dallas Mavericks,87,Box Score,,20453,,Mar 21 2017,DAL,2017-03-21,03-22-2017,2016-17
14891,Wed Jan 25 2017,7:00p,Sacramento Kings,116,Cleveland Cavaliers,112,Box Score,OT,20562,,Jan 25 2017,CLE,2017-01-25,01-26-2017,2016-17
16040,Thu Mar 9 2017,10:30p,Los Angeles Lakers,122,Phoenix Suns,110,Box Score,,17552,,Mar 9 2017,PHX,2017-03-09,03-10-2017,2016-17
15832,Sat Feb 4 2017,9:00p,Memphis Grizzlies,107,Minnesota Timberwolves,99,Box Score,,15081,,Feb 4 2017,MIN,2017-02-04,02-05-2017,2016-17
14913,Fri Jan 27 2017,8:00p,Houston Rockets,123,Philadelphia 76ers,118,Box Score,,20588,,Jan 27 2017,PHI,2017-01-27,01-28-2017,2016-17
14813,Sat Jan 14 2017,5:00p,New Orleans Pelicans,99,Chicago Bulls,107,Box Score,,21916,,Jan 14 2017,CHI,2017-01-14,01-15-2017,2016-17
4495,Thu Dec 15 2016,8:00p,Indiana Pacers,95,New Orleans Pelicans,102,Box Score,,15472,,Dec 15 2016,NOP,2016-12-15,12-16-2016,2016-17
4543,Wed Dec 21 2016,8:00p,Oklahoma City Thunder,121,New Orleans Pelicans,110,Box Score,,16375,,Dec 21 2016,NOP,2016-12-21,12-22-2016,2016-17
4481,Tue Dec 13 2016,8:00p,Golden State Warriors,113,New Orleans Pelicans,109,Box Score,,17789,,Dec 13 2016,NOP,2016-12-13,12-14-2016,2016-17
4613,Sat Dec 31 2016,7:00p,Milwaukee Bucks,116,Chicago Bulls,96,Box Score,,21838,,Dec 31 2016,CHI,2016-12-31,01-01-2017,2016-17
4449,Fri Dec 9 2016,7:30p,Miami Heat,84,Cleveland Cavaliers,114,Box Score,,20562,,Dec 9 2016,CLE,2016-12-09,12-10-2016,2016-17
14780,Mon Jan 9 2017,8:00p,Oklahoma City Thunder,109,Chicago Bulls,94,Box Score,,21923,,Jan 9 2017,CHI,2017-01-09,01-10-2017,2016-17
3194,Fri Nov 18 2016,8:00p,Portland Trail Blazers,101,New Orleans Pelicans,113,Box Score,,15552,,Nov 18 2016,NOP,2016-11-18,11-19-2016,2016-17
4562,Fri Dec 23 2016,9:00p,Philadelphia 76ers,116,Phoenix Suns,123,Box Score,,16535,,Dec 23 2016,PHX,2016-12-23,12-24-2016,2016-17
3109,Mon Nov 7 2016,7:00p,Indiana Pacers,100,Charlotte Hornets,122,Box Score,,16880,,Nov 7 2016,CHA,2016-11-07,11-08-2016,2016-17
16188,Wed Mar 29 2017,7:00p,Atlanta Hawks,99,Philadelphia 76ers,92,Box Score,,15212,,Mar 29 2017,PHI,2017-03-29,03-30-2017,2016-17
13538,Mon Apr 10 2017,7:00p,Indiana Pacers,120,Philadelphia 76ers,111,Box Score,,14622,,Apr 10 2017,PHI,2017-04-10,04-11-2017,2016-17
16125,Mon Mar 20 2017,8:00p,Golden State Warriors,111,Oklahoma City Thunder,95,Box Score,,18203,,Mar 20 2017,OKC,2017-03-20,03-21-2017,2016-17
14765,Sat Jan 7 2017,8:00p,Toronto Raptors,118,Chicago Bulls,123,Box Score,OT,21195,,Jan 7 2017,CHI,2017-01-07,01-08-2017,2016-17
3202,Sat Nov 19 2016,7:00p,Charlotte Hornets,116,New Orleans Pelicans,121,Box Score,OT,15739,,Nov 19 2016,NOP,2016-11-19,11-20-2016,2016-17
13607,Fri Apr 28 2017,8:00p,Boston Celtics,105,Chicago Bulls,83,Box Score,,21682,,Apr 28 2017,CHI,2017-04-28,04-29-2017,2016-17
14864,Sat Jan 21 2017,7:00p,Brooklyn Nets,105,Charlotte Hornets,112,Box Score,,18583,,Jan 21 2017,CHA,2017-01-21,01-22-2017,2016-17
4596,Thu Dec 29 2016,7:00p,Miami Heat,82,Charlotte Hornets,91,Box Score,,19471,,Dec 29 2016,CHA,2016-12-29,12-30-2016,2016-17
3948,Sat Oct 29 2016,8:00p,Indiana Pacers,101,Chicago Bulls,118,Box Score,,21373,,Oct 29 2016,CHI,2016-10-29,10-30-2016,2016-17
3064,Tue Nov 1 2016,7:00p,Orlando Magic,103,Philadelphia 76ers,101,Box Score,,12529,,Nov 1 2016,PHI,2016-11-01,11-02-2016,2016-17
3284,Wed Nov 30 2016,8:00p,Los Angeles Lakers,96,Chicago Bulls,90,Box Score,,21773,,Nov 30 2016,CHI,2016-11-30,12-01-2016,2016-17
4560,Fri Dec 23 2016,8:00p,Miami Heat,87,New Orleans Pelicans,91,Box Score,,16322,,Dec 23 2016,NOP,2016-12-23,12-24-2016,2016-17
15853,Tue Feb 7 2017,8:30p,Portland Trail Blazers,114,Dallas Mavericks,113,Box Score,,19326,,Feb 7 2017,DAL,2017-02-07,02-08-2017,2016-17
