,weighted_ORPM_h,weighted_DRPM_h,ORPM_adv_h,Net_ORPM_adv_a,Net_ORPM_adv_h,DRPM_adv_h,Winpercent_h,Winpercent_a,weighted_DRPM_a,DRtg_h
0,0.6579260241601773,0.6993083823662521,0.6510412539614849,0.3310198012475589,0.7188351667586073,0.7462794137343929,0.5,0.5,0.2067495548974662,0.33962813378669937
1,1.0,0.7730592270897082,0.6915578473167092,0.4413718142853687,0.5499028026554414,0.3865296135448541,0.5,0.5,1.0,0.3381421453727338
2,0.549472272138825,0.346761160945807,0.5408196157516673,0.5512836708751787,0.4835464116144676,0.3748815787617425,0.5,0.5,0.5969980034223219,0.5531158503993187
3,0.5295782667619939,0.5967823437999942,0.6969971598105433,0.2560451295033366,0.4890329193794359,0.5181396478166023,0.5,0.5,0.5605030481667898,0.4835681360072372
4,0.3433070595838335,0.4432519429214031,0.5037744494050693,0.4352250937419959,0.4348937562347009,0.4950205220712348,0.5,0.5,0.4532108987789335,0.3807996967402677
5,0.1166277847897364,0.0,0.17693305758199326,0.8695419772299022,0.4113249336828096,0.3856844588321844,0.5,0.5,0.2286310823356313,0.6411744911166324
6,0.4199420328929071,0.4489777008009025,0.5009557292729805,0.4778897769729182,0.5574118976767899,0.5871711763095216,0.5,0.5,0.27463534818185914,0.8029512520542357
7,0.30179446307504204,0.2527213409782351,0.4796350622364376,0.5247031238361294,0.4309046110803453,0.4206826431347984,0.5,0.5,0.41135605470863823,0.6595954841411513
8,0.3668024838596009,0.25593394426897903,0.5477724593692456,0.4840673416253418,0.5372312937694766,0.5006926654442984,0.5,0.5,0.2545486133803824,0.6900899123990989
9,0.24940134783736456,0.22366254884040712,0.5585217858863198,0.4222112229717843,0.411553947031936,0.4166625958426075,0.5,0.5,0.3903373571551921,0.5486569032857933
10,0.0,0.2457859355706295,0.24934918181585786,0.6151368114121865,0.2600972425405537,0.4118274957884339,0.5,0.5,0.4221309439937616,0.5755143183126931
11,0.2764607079763429,0.2855553638280354,0.4585250791034517,0.5192103970210018,0.441426111194086,0.4642633463006883,0.5,0.5,0.3570286712266589,0.5055787908165008
12,0.7063654520314357,0.4906993742022954,0.6209760663457153,0.484616970172962,0.6241263056329431,0.5071753163790059,0.5,0.5,0.4763487414442834,0.3601333113167208
13,0.20896279716180968,0.7745640951610581,0.4482821617509991,0.2732568651596549,0.33101042666404096,0.627342639080515,0.5,0.5,0.5198788170000279,0.552767405091217
14,0.3805096124434709,0.1702765713412827,0.4254656728407385,0.664672762928238,0.3907304392954649,0.2867471137706443,0.5,1.0,0.5967823437999942,0.5309850172120212
15,0.549472272138825,0.346761160945807,0.5194089475385814,0.5748312437893821,0.4549695220280083,0.34313633600633925,1.0,0.5,0.6604884889331284,0.4774796762240365
16,0.3594105497694394,0.3570286712266589,0.37126312220142893,0.6286260014890259,0.1976408686221478,0.1785143356133294,1.0,1.0,1.0,0.5415512868782155
17,0.1355839471409072,0.5605030481667898,0.3961384437785369,0.3866018604981531,0.3251487326459769,0.5586255526226933,0.0,1.0,0.4432519429214031,0.7052642912555279
18,0.3357581607736948,0.4532108987789335,0.2864982455739725,0.6655530218834959,0.531825341583329,0.6122899082216511,0.0,0.0,0.2286310823356313,0.3161837113076012
19,0.4644133193400051,0.4763487414442834,0.6075059857513203,0.3728404640236902,0.6048094968561362,0.6263430963019381,0.0,0.0,0.22366254884040712,0.6152739299202233
20,0.13235777606472476,0.3903373571551921,0.394916718731279,0.4627625406451576,0.337730902020719,0.489490651223277,1.0,1.0,0.41135605470863823,0.4720257863992224
21,0.3668024838596009,0.25593394426897903,0.18340124192980045,0.8848048489791941,0.30385111974550216,0.2414373585896354,0.0,0.0,0.7730592270897082,0.6827671641701771
22,0.5013016363682843,0.4221309439937616,0.6124204641959707,0.41212376068085216,0.5972367032135326,0.5682877900828631,1.0,0.0,0.2855553638280354,0.4055715308302879
23,0.7063654520314357,0.4906993742022954,0.5242197139356292,0.5910301489030099,0.523772796133016,0.3956954959180217,1.0,1.0,0.6993083823662521,0.305914402298168
24,0.4678330406354905,0.5969980034223219,0.6756026279228771,0.245524014907246,0.7073598975648318,0.7984990017111608,0.0,1.0,0.0,0.4747118172661823
25,0.3805096124434709,0.1702765713412827,0.5186012764298187,0.5622417040469552,0.4598340424381053,0.3635123142099398,1.0,0.5,0.4432519429214031,0.4819928210134346
26,0.3425243386021668,0.41135605470863823,0.4064730359200864,0.5561635631273171,0.3698422307504974,0.407286855454322,1.0,0.5,0.5967823437999942,0.4001792007588186
27,0.6579260241601773,0.6993083823662521,0.7042623381614064,0.27248695452376304,0.7112226755861841,0.7378229167629224,1.0,0.0,0.22366254884040712,0.3455942063483424
28,0.27125756512110977,0.2545486133803824,0.3608926464911424,0.6376819223046981,0.4431862659564946,0.4538937262172877,1.0,0.5,0.346761160945807,0.6241160182784651
29,0.30179446307504204,0.2527213409782351,0.5831052579670675,0.4109060225889685,0.36377396733246414,0.34610914640572266,0.0,0.5,0.5605030481667898,0.5881044588982672
30,0.3558435162372072,0.2067495548974662,0.4679507416721501,0.5879671029736072,0.4436929394294759,0.3788859270482817,0.0,1.0,0.4489777008009025,0.6531528052886356
31,0.0,0.2457859355706295,0.3955186014190951,0.4543788644075076,0.10146806894884236,0.2356109202047857,0.0,1.0,0.7745640951610581,0.6291949926342271
32,0.3594105497694394,0.3570286712266589,0.4706899877112466,0.5192757774828372,0.5241254654583045,0.5411966615223999,0.5,0.0,0.27463534818185914,0.5737104064202462
33,0.6168843053665815,1.0,0.6250409107534903,0.2017057138953719,0.674128454758991,0.8720330278655105,1.0,0.0,0.25593394426897903,0.4758790915214357
34,0.4644133193400051,0.4763487414442834,0.5813094281324815,0.40165158493273856,0.5917302159566817,0.6118137002330242,0.5,0.5,0.2527213409782351,0.5293630088390813
35,0.7627616696257498,0.2286310823356313,0.7135017544260276,0.531825341583329,0.6655530218834959,0.3877100917783489,0.5,0.0,0.4532108987789335,0.3722148991313585
36,0.5106543770616622,0.6604884889331284,0.5214106682130858,0.4100758798176882,0.4622003423183509,0.5317452427554032,1.0,0.5,0.5969980034223219,0.4244191990524041
37,0.4199420328929071,0.4489777008009025,0.5537717796165478,0.41980238875468107,0.4470284996946745,0.4645494419004372,0.5,0.0,0.5198788170000279,0.6918325536124681
38,0.13235777606472476,0.3903373571551921,0.2577367353490716,0.613633855305363,0.07278391201123352,0.195168678577596,0.5,1.0,1.0,0.42871633157849603
39,0.5013016363682843,0.4221309439937616,0.692336925789274,0.3242311882639254,0.7257643721592371,0.7110654719968807,1.0,0.5,0.0,0.4090411434551393
40,0.2764607079763429,0.2855553638280354,0.1382303539881714,0.8714723310542956,0.2541719239904288,0.2562480683691636,0.0,0.5,0.7730592270897082,0.4525054433072596
41,0.20896279716180968,0.7745640951610581,0.4247761236961851,0.2991089375709902,0.4043088208637872,0.7087677119671996,1.0,0.666666667,0.3570286712266589,0.4683727425066864
42,0.1355839471409072,0.5605030481667898,0.3775371673487181,0.4070596485816049,0.44801418233827855,0.6951132384127535,0.333333333,1.0,0.1702765713412827,0.5592584130240643
43,0.5106543770616622,0.6604884889331284,0.6170968345426596,0.3048396977377135,0.6023798015333307,0.6874665625525465,1.0,0.0,0.2855553638280354,0.39849785763467616
