,TEAM,AWAY,GAMEDAY_FMT,SEASON_FMT,AWAYSCORE,HOMESCORE,HOMEWIN,HOME_OFFRTG,AWAY_OFFRTG,HOME_DEFRTG,AWAY_DEFRTG
4572,POR,CLE,2011-03-17,2010,70,111,1,27.294897959183675,16.979591836734695,26.755102040816325,12.761224489795921
4573,POR,ATL,2011-02-27,2010,90,83,0,10.9395,16.11818181818182,6.771600000000001,11.35909090909091
4574,MIA,PHI,2010-11-26,2010,90,99,1,6.585106382978723,3.6458333333333335,3.7978723404255317,5.104166666666667
4575,MIL,MEM,2011-01-22,2010,94,81,0,22.98811881188119,22.494,16.272277227722768,26.496
4576,MIL,NJN,2011-01-29,2010,81,91,1,13.635,5.409121621621622,7.27875,11.57533783783784
4577,MIA,ATL,2010-12-04,2010,77,89,1,9.997241379310344,8.422535211267606,10.15448275862069,10.253521126760566
4578,MIA,ORL,2011-03-03,2010,99,96,0,4.843389830508475,6.6742268041237125,6.172203389830508,7.731958762886598
4579,POR,HOU,2011-03-01,2010,103,87,0,4.269473684210527,3.247587822014052,4.577368421052632,3.3723653395784545
4580,MIA,CLE,2011-01-31,2010,90,117,1,8.397520661157026,3.5147679324894514,8.598347107438018,5.772151898734178
4581,MIA,MIN,2010-11-02,2010,97,129,1,11.219387755102039,10.942708333333332,14.31122448979592,11.458333333333332
4582,POR,SAS,2011-03-25,2010,96,98,1,2.2320675105485237,4.830508474576272,4.717299578059071,4.0118644067796625
4583,MIA,DET,2010-12-01,2010,72,97,1,13.885416666666668,16.687323943661973,15.625,12.878873239436619
4584,MIL,ATL,2010-12-27,2010,95,80,0,7.737837837837838,8.250666666666667,8.22972972972973,8.250666666666667
4585,SAS,NOH,2010-12-05,2010,84,109,1,2.647058823529412,4.185467128027682,3.1141868512110733,4.185467128027682
4586,MIA,DEN,2011-03-19,2010,98,103,1,19.491157894736844,7.423608247422682,12.789473684210527,7.882886597938144
4587,MIL,CHA,2010-11-27,2010,101,104,1,6.523809523809524,5.288135593220339,4.761904761904762,3.8779661016949154
4588,SAS,BOS,2011-03-31,2010,107,97,0,6.366315789473685,24.996804123711343,10.913684210526316,22.010103092783503
4589,MIA,BOS,2010-11-11,2010,112,107,0,13.890638297872341,26.80851063829787,12.925531914893618,22.47606382978724
4590,MIL,DAL,2011-01-01,2010,87,99,1,14.117647058823529,10.588235294117649,12.550588235294118,11.043529411764704
4591,MIL,WAS,2011-01-19,2010,87,100,1,5.594455958549223,0.0,5.12860103626943,0.0
4592,MIA,LAC,2011-02-06,2010,79,97,1,19.796875,7.893750000000002,16.140625,14.30625
4593,SAC,MIA,2010-12-11,2010,104,83,0,16.9459793814433,16.003125,15.487422680412369,21.3328125
4594,MIL,DET,2011-03-01,2010,90,92,1,9.248251748251748,4.354545454545455,8.444055944055942,4.354545454545455
4595,MIA,IND,2011-02-08,2010,112,117,1,8.157966101694916,4.16,5.929830508474576,7.414237288135593
4596,SAC,LAC,2011-02-28,2010,99,105,1,6.942657342657343,8.061805555555559,6.556643356643357,8.246527777777779
4597,SAC,WAS,2010-12-08,2010,91,116,1,6.702127659574468,0.0,8.618936170212763,0.0
4598,MIL,CHI,2011-03-26,2010,95,87,0,4.913684210526315,5.21111111111111,3.3347368421052637,5.194444444444444
4599,NYK,NJN,2011-03-30,2010,116,120,1,5.709154929577465,6.515492957746479,2.9049295774647885,3.1225352112676057
4600,MIL,BOS,2011-03-06,2010,89,83,0,9.844329896907217,10.09787234042553,7.6453608247422675,13.378723404255318
4601,MIL,PHX,2011-03-04,2010,102,88,0,12.1,17.3125,6.704210526315789,12.5
4602,SAC,LAC,2010-12-27,2010,100,99,0,10.450526315789473,12.092708333333333,9.869473684210526,12.369791666666664
4603,SAC,DAL,2011-02-09,2010,102,100,0,4.8117154811715475,7.596624472573839,4.623430962343097,5.251476793248946
4604,SAC,UTA,2011-02-07,2010,107,104,0,10.976223776223776,7.51111111111111,10.384615384615383,11.433333333333335
4605,MIL,CLE,2011-03-09,2010,90,110,1,12.657894736842106,8.59375,8.689473684210528,4.233854166666667
4606,SAC,MIL,2010-12-23,2010,84,79,0,12.014423076923075,20.43269230769231,14.913461538461537,16.885576923076922
4607,MIA,LAL,2011-03-10,2010,88,94,1,24.832,18.700000000000006,17.104000000000006,21.930000000000003
4608,MIA,PHI,2011-03-25,2010,99,111,1,4.359154929577465,2.413793103448276,2.514084507042254,3.3793103448275863
4609,SAC,MEM,2010-12-29,2010,98,100,1,4.225959183673472,11.661639344262294,3.329632653061225,9.024344262295081
4610,NYK,MIA,2010-12-17,2010,113,91,0,10.002739726027396,6.9930069930069925,8.934246575342465,6.6223776223776225
4611,MIA,HOU,2011-03-27,2010,119,125,1,13.917525773195875,3.3752631578947367,4.11958762886598,7.045789473684211
4612,MIA,TOR,2010-11-13,2010,100,109,1,7.658437500000002,4.7250000000000005,6.345937500000002,6.705
4613,MIA,IND,2010-11-22,2010,93,77,0,12.093467336683414,6.105472636815921,8.790452261306532,10.881592039800994
4614,MIA,NOH,2010-12-13,2010,84,96,1,11.0784375,6.4546875,6.4546875,10.546875
4615,MIA,CHI,2011-03-06,2010,87,86,0,9.18622448979592,4.7357894736842105,5.611224489795919,7.8968421052631586
4616,MIA,NJN,2010-11-06,2010,89,101,1,4.4986764705882365,5.0,4.220735294117647,5.24
4617,MIL,ORL,2011-03-16,2010,93,89,0,3.333333333333333,5.23746835443038,2.1566666666666667,6.075949367088607
4618,MIA,POR,2011-03-08,2010,105,96,0,11.941875,33.9975,14.437499999999998,24.5475
4619,MIA,DAL,2011-06-02,2010,95,93,0,4.1968911917098435,10.744041450777203,4.873056994818652,5.497927461139896
4620,MIA,DAL,2011-06-12,2010,105,95,0,4.1968911917098435,10.744041450777203,4.873056994818652,5.497927461139896
4621,MIL,NYK,2011-03-20,2010,95,100,1,3.886967213114754,2.201825726141079,3.7043852459016393,3.61792531120332
4622,NYK,IND,2011-01-02,2010,92,98,1,8.8425,8.46125,5.6925,8.750000000000002
4623,MIL,SAS,2011-01-12,2010,91,84,0,9.873473684210527,12.783789473684212,9.42157894736842,6.896842105263159
4624,POR,MIL,2010-12-20,2010,80,106,1,23.25981308411215,12.266355140186914,16.984112149532713,21.33644859813084
4625,SAS,PHX,2010-12-20,2010,110,118,1,11.040579710144927,10.997260273972602,11.860144927536233,13.019178082191779
4626,NYK,GSW,2010-11-10,2010,122,117,0,6.8181818181818175,19.475625,5.454545454545455,15.5071875
4627,NYK,IND,2011-03-13,2010,106,93,0,5.261652892561983,5.034793388429753,3.387272727272728,5.206611570247934
4628,LAL,NOH,2011-03-27,2010,84,102,1,4.737272727272726,2.64225,3.444545454545455,6.498375000000001
4629,LAL,MIL,2010-12-21,2010,98,79,0,10.266666666666667,6.6039603960396045,5.650980392156862,6.9306930693069315
4630,LAL,ATL,2011-02-22,2010,80,104,1,32.75816326530612,16.253617021276597,27.511530612244897,18.015319148936168
4631,MIA,DAL,2010-12-20,2010,98,96,0,8.350515463917525,20.94545454545455,9.695876288659793,10.718181818181817
4632,LAL,LAC,2011-03-25,2010,104,112,1,10.649240506329113,6.721991701244812,10.660253164556963,5.04149377593361
4633,TOR,DET,2010-12-22,2010,115,93,0,6.280312500000001,6.555544041450777,8.2753125,4.047202072538861
4634,TOR,ATL,2010-11-28,2010,96,78,0,8.952879581151834,6.8181818181818175,8.952879581151834,7.322727272727272
4635,LAL,DAL,2011-05-04,2010,93,81,0,2.1479104477611943,2.515764705882353,3.234089552238806,1.5890294117647061
4636,LAL,NOH,2011-03-27,2010,84,102,1,4.737272727272726,2.64225,3.444545454545455,6.498375000000001
4637,LAL,WAS,2010-12-07,2010,108,115,1,25.63298969072165,0.0,18.22886597938145,0.0
4638,LAL,OKC,2011-01-17,2010,94,101,1,8.905846153846154,5.938636363636364,6.9341538461538486,8.406818181818183
4639,LAL,DAL,2011-03-31,2010,82,110,1,5.031818181818182,5.94,7.576363636363636,3.751875
4640,PHX,OKC,2011-02-04,2010,111,107,0,11.938309859154927,10.252447552447553,12.574014084507038,8.628671328671329
4641,MIN,HOU,2011-01-24,2010,129,125,0,9.1,7.690476190476191,10.4975,6.762637362637363
4642,TOR,PHI,2010-11-24,2010,90,106,1,10.96530612244898,6.666666666666668,7.870408163265306,6.4
4643,ORL,UTA,2010-11-10,2010,104,94,0,9.745979381443297,12.2484375,10.204329896907216,12.3046875
4644,MIN,UTA,2011-03-11,2010,101,122,1,3.4137931034482767,13.505684210526313,3.90196551724138,14.234684210526314
4645,TOR,SAS,2011-02-09,2010,111,100,0,33.255,17.35659574468085,26.2575,16.498723404255323
4646,PHX,TOR,2011-03-23,2010,106,114,1,19.8,19.21263157894737,19.9008,18.99094736842105
4647,LAC,HOU,2011-03-02,2010,103,106,1,8.594042553191487,6.289221556886227,10.211744680851062,5.534730538922156
4648,NYK,BOS,2011-03-21,2010,96,86,0,2.8703355704697993,8.408135593220338,3.334228187919463,6.639254237288137
4649,LAC,SAS,2010-12-01,2010,85,90,1,2.1590592334494767,4.0841379310344825,3.920174216027875,3.4479310344827585
4650,PHX,DAL,2011-03-27,2010,91,83,0,8.47107438016529,11.0,10.12396694214876,9.338589211618256
4651,MIN,DEN,2010-12-29,2010,119,113,0,3.8308900523560214,6.459793814432991,4.4340314136125665,5.26701030927835
4652,TOR,WAS,2010-12-01,2010,108,127,1,7.573378378378379,0.0,6.585202702702702,0.0
4653,LAC,UTA,2010-11-28,2010,109,97,0,13.34,6.1051546391752565,12.88,10.153608247422678
4654,LAC,DEN,2011-03-05,2010,94,100,1,3.7340663900414937,6.216025104602513,3.931244813278008,6.5809205020920505
4655,PHX,MEM,2010-11-05,2010,118,123,1,15.936249999999998,14.977241379310346,12.504375,15.295655172413793
4656,MIN,SAS,2011-01-11,2010,107,96,0,3.743426294820717,7.684274193548386,5.818326693227093,4.983467741935483
4657,LAC,ORL,2010-12-12,2010,94,85,0,15.33525773195876,18.466875,15.840000000000002,13.597500000000002
4658,GSW,DAL,2011-03-16,2010,112,106,0,13.667539267015707,8.290155440414507,15.82303664921466,7.512953367875648
4659,MIN,WAS,2011-01-13,2010,97,109,1,14.580000000000005,0.0,15.55530612244898,0.0
4660,MIN,OKC,2011-01-26,2010,118,117,0,8.280000000000001,4.432758620689656,8.287931034482758,5.358620689655171
4661,PHX,DEN,2010-11-15,2010,94,100,1,8.041450777202073,8.0703125,9.293264248704663,8.3359375
4662,LAL,DET,2011-01-04,2010,83,108,1,17.50591836734694,6.85125,14.01795918367347,11.25
4663,LAL,DAL,2011-05-02,2010,96,94,0,2.1479104477611943,2.515764705882353,3.234089552238806,1.5890294117647061
4664,LAL,MIN,2011-03-18,2010,98,106,1,4.771784232365144,4.010126582278482,3.1120331950207474,4.840928270042194
4665,TOR,BOS,2010-11-21,2010,101,102,1,9.832394366197184,22.857142857142854,11.443661971830986,22.857142857142854
4666,LAL,ORL,2011-03-14,2010,84,97,1,9.6625,25.284848484848485,10.875,23.224242424242426
4667,LAL,SAS,2011-02-03,2010,89,88,0,11.183333333333332,7.701570680628272,13.222916666666665,3.602094240837696
4668,LAL,SAC,2011-01-28,2010,100,95,0,6.349206349206349,2.9290196078431374,6.1650793650793645,2.352549019607843
4669,LAL,SAC,2010-12-03,2010,80,113,1,10.526315789473683,4.757324840764332,10.221052631578944,3.821019108280255
4670,LAL,POR,2011-03-20,2010,80,84,1,10.269709543568464,7.06311475409836,11.292116182572613,4.854098360655738
4671,PHX,LAL,2010-10-29,2010,114,106,0,4.8592783505154635,13.354166666666664,7.558247422680412,10.6875
4672,TOR,WAS,2011-03-18,2010,107,116,1,4.631652892561983,12.772222222222224,4.027314049586777,14.446666666666667
4673,LAL,NOH,2011-01-07,2010,97,101,1,7.746081081081082,4.4037500000000005,5.632297297297297,10.830625
4674,LAL,ORL,2011-03-14,2010,84,97,1,9.6625,25.284848484848485,10.875,23.224242424242426
4675,PHX,LAL,2011-01-05,2010,99,95,0,3.2284246575342466,8.965034965034965,5.021575342465754,7.174825174825175
4676,LAL,PHX,2011-03-22,2010,137,139,1,7.240594405594406,4.702342657342657,5.213706293706294,6.291188811188811
4677,PHX,LAC,2010-11-26,2010,108,116,1,13.75,4.6791443850267385,13.080000000000002,5.064705882352942
4678,PHX,CHA,2011-01-26,2010,114,107,0,16.522772277227723,17.925742574257427,15.912871287128716,17.925742574257427
4679,LAL,MIA,2010-12-25,2010,96,80,0,27.7128,15.743700000000002,26.7624,20.394900000000003
4680,OKC,UTA,2010-10-31,2010,120,99,0,5.617085427135677,6.146954314720813,6.085175879396986,5.6741116751269045
4681,TOR,HOU,2010-11-19,2010,96,106,1,13.436526315789473,10.29221052631579,10.172842105263156,18.52294736842105
4682,LAL,CHA,2011-03-04,2010,84,92,1,10.736842105263158,11.579381443298967,12.0,9.32783505154639
4683,TOR,SAC,2011-01-09,2010,112,118,1,24.48421052631579,14.890526315789472,22.042105263157893,11.057894736842103
4684,MIN,NOH,2010-12-27,2010,98,113,1,2.509844559585492,6.5,4.664248704663212,5.6010638297872335
4685,MIN,LAL,2011-03-01,2010,90,79,0,7.837974683544303,7.083817427385893,5.907172995780591,7.521991701244812
4686,PHX,SAC,2010-11-12,2010,89,103,1,18.184931506849317,6.245379310344827,16.320205479452053,6.245379310344827
4687,LAL,LAC,2011-02-25,2010,95,108,1,17.899787234042552,11.328671328671328,17.918297872340425,8.496503496503497
4688,LAL,NJN,2011-01-14,2010,88,100,1,21.6631914893617,11.36842105263158,14.287021276595745,18.004736842105263
4689,TOR,BOS,2011-01-02,2010,93,79,0,5.916101694915255,13.675213675213676,6.885593220338983,13.675213675213676
4690,LAL,PHI,2010-12-31,2010,98,102,1,24.609375,20.803125,19.140625,23.471875
4691,LAL,CLE,2011-01-11,2010,57,112,1,15.283723404255321,10.206185567010307,16.79744680851064,6.958762886597937
4692,LAL,CHA,2011-03-04,2010,84,92,1,10.736842105263158,11.579381443298967,12.0,9.32783505154639
4693,PHX,OKC,2011-03-30,2010,116,98,0,7.122857142857143,6.083402489626557,7.502142857142857,5.119917012448132
4694,LAL,BOS,2011-01-30,2010,109,96,0,15.267368421052627,29.10645161290323,24.02105263157895,20.254838709677422
4695,PHX,MIL,2011-02-02,2010,77,92,1,29.63541666666667,13.218947368421054,24.583333333333336,13.23263157894737
4696,TOR,MIL,2011-03-30,2010,104,98,0,5.1245901639344265,3.982,4.30327868852459,4.4
4697,LAL,NYK,2011-01-09,2010,87,109,1,10.86958762886598,14.816249999999998,7.585051546391753,20.08125
4698,LAL,MIN,2011-03-18,2010,98,106,1,4.771784232365144,4.010126582278482,3.1120331950207474,4.840928270042194
4699,LAC,GSW,2011-01-09,2010,91,105,1,7.36875,4.751295336787566,6.25,4.974093264248705
4700,TOR,WAS,2011-03-18,2010,107,116,1,4.631652892561983,12.772222222222224,4.027314049586777,14.446666666666667
4701,LAC,CLE,2011-03-19,2010,92,100,1,25.072164948453608,15.282105263157892,20.618556701030926,15.267368421052627
4702,NJN,PHX,2011-02-28,2010,104,103,0,16.18541666666667,13.642105263157895,20.240625,12.126315789473686
4703,LAC,DEN,2011-01-05,2010,93,106,1,6.206275862068965,10.245724137931036,6.534,10.847172413793103
4704,LAC,WAS,2011-03-23,2010,119,127,1,20.413125,0.0,14.3390625,0.0
4705,UTA,WAS,2011-03-28,2010,100,95,0,17.19375,41.63829787234041,9.1875,46.57021276595744
4706,LAC,ATL,2011-01-02,2010,107,98,0,18.24105263157895,23.073958333333334,18.063157894736843,20.93125
4707,LAC,WAS,2011-03-23,2010,119,127,1,20.413125,0.0,14.3390625,0.0
4708,LAC,DET,2010-11-12,2010,113,107,0,25.24375,17.088659793814433,23.034375,17.665979381443297
4709,LAC,DAL,2011-03-30,2010,106,100,0,8.351694915254237,7.875,6.719491525423727,3.4335
4710,NJN,GSW,2011-03-09,2010,90,94,1,8.185263157894736,16.25170212765957,11.800421052631581,18.71617021276596
4711,NJN,LAC,2011-03-11,2010,98,102,1,21.0752688172043,14.952577319587627,11.546236559139786,11.344329896907215
4712,PHX,NYK,2011-01-07,2010,121,96,0,26.57142857142857,13.13684210526316,18.040816326530614,13.162105263157894
4713,LAC,SAC,2010-11-25,2010,82,100,1,4.734375000000001,4.736842105263158,3.96875,5.052631578947368
4714,OKC,BOS,2010-11-07,2010,92,83,0,10.359375000000002,28.965154639175264,15.000000000000002,18.514020618556703
4715,LAC,NOH,2010-11-22,2010,95,99,1,7.903212435233161,13.348743455497385,11.73077720207254,8.242774869109951
4716,LAC,PHX,2011-03-20,2010,108,99,0,6.5783274021352325,7.0709790209790215,5.9150177935943065,7.897027972027973
4717,UTA,POR,2010-12-27,2010,96,91,0,9.98181818181818,4.435396039603961,6.8181818181818175,7.233861386138614
4718,LAC,DAL,2010-10-31,2010,99,83,0,13.6875,13.125,11.0125,5.722500000000001
4719,UTA,LAL,2010-11-26,2010,96,102,1,6.282722513089006,9.637894736842103,8.10890052356021,9.118421052631579
4720,NYK,NJN,2011-03-30,2010,116,120,1,5.709154929577465,6.515492957746479,2.9049295774647885,3.1225352112676057
4721,NYK,ORL,2011-03-28,2010,106,113,1,3.8432937685459945,6.4362017804154315,4.4647477744807125,5.752522255192879
4722,UTA,NOH,2010-11-24,2010,87,105,1,10.845070422535212,5.21111111111111,7.01056338028169,8.149999999999999
4723,UTA,PHX,2011-02-11,2010,95,83,0,5.691724137931034,6.685069444444443,4.663448275862068,6.6083333333333325
4724,PHX,BOS,2011-01-28,2010,71,88,1,21.0,8.310315789473684,10.995,13.119157894736846
4725,UTA,HOU,2011-02-02,2010,97,96,0,8.954081632653063,7.873124999999999,11.598979591836734,4.63125
4726,UTA,MEM,2011-01-01,2010,92,98,1,6.945631578947369,5.367272727272726,4.960421052631579,9.194438502673796
4727,NJN,TOR,2011-03-05,2010,136,137,1,4.639175257731959,4.18503937007874,4.9963917525773205,3.6929133858267713
4728,NJN,IND,2011-03-21,2010,102,98,0,2.436539792387544,5.51013986013986,4.185467128027682,3.712657342657343
4729,UTA,DET,2011-01-03,2010,97,102,1,15.26792079207921,11.647058823529413,13.692475247524753,13.616470588235295
4730,OKC,CHI,2010-10-27,2010,95,106,1,28.000000000000004,39.822448979591826,29.036000000000005,44.320408163265306
4731,NJN,HOU,2011-03-29,2010,112,87,0,13.371428571428574,8.592157894736843,14.016122448979594,6.232736842105264
4732,UTA,NJN,2010-11-17,2010,88,98,1,22.691666666666666,11.313131313131313,9.5375,21.52323232323232
4733,UTA,OKC,2010-11-15,2010,115,108,0,12.51776649746193,10.795477386934671,10.873096446700506,14.151256281407035
4734,TOR,MIL,2011-03-30,2010,104,98,0,5.1245901639344265,3.982,4.30327868852459,4.4
4735,LAC,PHX,2011-03-20,2010,108,99,0,6.5783274021352325,7.0709790209790215,5.9150177935943065,7.897027972027973
4736,LAC,PHI,2011-03-16,2010,104,94,0,14.99294117647059,11.190297029702972,14.167058823529413,12.001188118811882
4737,LAC,MEM,2010-12-11,2010,84,83,0,9.620904255319148,10.040567010309278,10.053191489361698,10.670103092783503
4738,TOR,IND,2011-03-11,2010,98,108,1,4.9099476439790575,4.589052631578949,6.144502617801048,4.388210526315788
4739,LAC,TOR,2011-03-26,2010,90,94,1,20.199375,12.38,24.2353125,9.55
4740,LAC,NJN,2010-11-15,2010,110,96,0,24.5360824742268,20.961290322580645,20.618556701030926,24.618279569892483
4741,LAC,TOR,2011-03-26,2010,90,94,1,20.199375,12.38,24.2353125,9.55
4742,LAC,LAL,2010-12-08,2010,87,86,0,10.876923076923077,4.506382978723403,7.979020979020978,6.382978723404255
4743,LAC,BOS,2011-02-26,2010,99,92,0,15.464999999999998,21.109687500000003,13.68,18.8025
4744,TOR,UTA,2011-03-09,2010,96,94,0,7.677083333333334,14.65578947368421,14.0625,10.646315789473684
4745,TOR,NYK,2010-12-05,2010,116,99,0,4.7368421052631575,6.866197183098593,3.842105263157895,6.294014084507044
4746,MIN,ORL,2011-01-15,2010,108,99,0,38.016,38.231914893617024,33.984,28.719148936170214
4747,PHX,NOH,2011-01-30,2010,102,104,1,10.559278350515463,5.806217616580311,7.1505154639175235,8.756476683937825
4748,TOR,POR,2011-02-11,2010,102,96,0,14.775,14.432989690721648,10.325,16.65567010309278
4749,TOR,OKC,2010-12-03,2010,99,111,1,14.432989690721648,26.971875,18.56082474226804,18.309375
4750,LAC,CLE,2011-03-19,2010,92,100,1,25.072164948453608,15.282105263157892,20.618556701030926,15.267368421052627
4751,MIN,DAL,2011-03-07,2010,108,105,0,9.173684210526316,6.577202072538861,7.215789473684211,4.434196891191711
4752,LAC,NYK,2010-11-20,2010,124,115,0,33.03999999999999,16.752631578947366,30.004210526315784,18.757894736842104
4753,TOR,DAL,2011-02-27,2010,114,96,0,21.27216494845361,15.587628865979381,23.936082474226804,14.432989690721648
4754,MIN,IND,2011-03-09,2010,75,101,1,27.130434782608692,27.552,22.956521739130434,20.568
4755,TOR,CHI,2010-12-15,2010,110,93,0,8.576870748299319,12.624657534246573,12.168707482993195,8.909589041095892
4756,TOR,DEN,2010-12-10,2010,123,116,0,20.77872340425532,11.673469387755105,18.575531914893613,9.391836734693877
4757,LAC,SAC,2010-12-06,2010,91,98,1,3.1562500000000004,3.146853146853147,2.645833333333333,3.3566433566433567
4758,OKC,PHI,2010-11-10,2010,103,109,1,27.252,15.977319587628868,25.002,20.63969072164949
4759,NJN,LAL,2010-12-12,2010,99,92,0,17.527263157894737,12.188297872340426,23.13757894736842,6.089361702127659
4760,PHI,CLE,2010-12-07,2010,97,117,1,4.3290376569037665,6.832468619246862,5.083682008368201,5.662092050209206
4761,OKC,POR,2010-11-12,2010,108,110,1,6.048652849740933,7.610362694300518,9.512953367875646,5.595854922279793
4762,NJN,GSW,2011-03-09,2010,90,94,1,8.185263157894736,16.25170212765957,11.800421052631581,18.71617021276596
4763,TOR,NOH,2011-03-01,2010,90,96,1,14.036129032258065,23.09684210526316,14.998064516129034,22.247052631578946
4764,PHX,GSW,2011-03-18,2010,97,108,1,6.966552901023889,2.3705190311418685,5.031399317406144,3.298858131487889
4765,LAC,DAL,2011-03-30,2010,106,100,0,8.351694915254237,7.875,6.719491525423727,3.4335
4766,LAC,PHX,2010-12-26,2010,103,108,1,9.885080213903745,10.643684210526317,8.888342245989305,11.887105263157894
4767,NJN,CLE,2010-11-09,2010,93,91,0,8.192307692307693,13.177622377622376,12.461538461538463,10.152447552447553
4768,MIN,TOR,2011-01-29,2010,87,103,1,9.375,14.34255319148936,9.322916666666668,14.34255319148936
4769,MIN,LAL,2011-03-01,2010,90,79,0,7.837974683544303,7.083817427385893,5.907172995780591,7.521991701244812
4770,TOR,CHA,2011-03-13,2010,95,90,0,3.847307692307692,3.587625,2.937307692307692,4.640625
4771,TOR,LAC,2011-02-13,2010,93,98,1,22.21818181818182,23.073958333333334,17.10909090909091,23.073958333333334
4772,PHX,MIN,2010-12-15,2010,122,128,1,13.989637305699482,7.137823834196892,10.259067357512953,7.5979274611398955
4773,PHX,CHI,2010-11-24,2010,123,115,0,19.35,15.468041237113402,19.005,14.3
4774,ORL,SAC,2011-02-23,2010,111,105,0,14.519148936170213,6.0555555555555545,9.804255319148934,8.211111111111112
4775,ORL,LAC,2011-02-08,2010,85,101,1,23.043750000000006,10.824742268041236,18.20625,13.402061855670102
4776,ORL,DET,2010-11-30,2010,79,90,1,10.053556701030926,6.9642857142857135,6.754639175257733,10.319523809523806
4777,ORL,NOH,2011-02-11,2010,99,93,0,31.409375,14.990625,27.69583333333333,16.805208333333333
4778,TOR,MEM,2011-01-24,2010,100,98,0,10.998,44.56310679611651,24.174,28.695145631067962
4779,NYK,LAC,2011-02-09,2010,116,108,0,19.08378947368421,17.325473684210525,16.14315789473684,16.719157894736842
4780,POR,NOH,2011-02-16,2010,96,103,1,6.19125,13.056903765690375,8.125,10.869037656903766
4781,POR,NOH,2010-11-26,2010,97,78,0,10.039864864864867,22.13191489361702,13.175675675675675,18.42340425531915
4782,POR,LAL,2011-02-23,2010,106,101,0,20.350684931506848,21.01818181818182,20.926027397260274,24.236363636363638
4783,TOR,PHI,2011-01-26,2010,107,94,0,7.310204081632652,4.498269896193771,5.246938775510204,4.318339100346022
4784,ORL,CHI,2011-03-04,2010,89,81,0,12.63157894736842,6.367741935483871,8.614736842105264,2.5064516129032257
4785,ORL,NJN,2011-03-25,2010,85,95,1,6.1348101265822805,5.720338983050849,5.69620253164557,6.566949152542372
4786,MIN,POR,2011-02-14,2010,95,81,0,3.604753521126761,3.873249097472924,3.7777816901408463,3.8859205776173287
4787,LAL,HOU,2010-10-26,2010,110,112,1,10.57046979865772,7.0388059701492525,12.080536912751679,4.4758208955223875
4788,ORL,NYK,2011-03-01,2010,110,116,1,11.92116182572614,4.938271604938271,9.000829875518672,8.888888888888891
4789,ORL,CLE,2011-01-30,2010,87,103,1,3.8175789473684207,4.456097560975611,1.8413684210526315,3.797560975609756
4790,POR,CLE,2011-03-17,2010,70,111,1,27.294897959183675,16.979591836734695,26.755102040816325,12.761224489795921
4791,LAL,MEM,2010-11-02,2010,105,124,1,11.260140845070422,10.953931034482755,7.56,13.694896551724137
4792,TOR,MIL,2011-01-28,2010,116,110,0,8.931428571428572,6.9131944444444455,7.5,7.638888888888888
4793,TOR,CHI,2011-02-23,2010,113,118,1,5.188477366255143,7.616528925619835,7.361316872427984,5.375206611570249
4794,MIN,UTA,2010-12-22,2010,112,107,0,5.103092783505155,13.505684210526313,5.832835051546392,14.234684210526314
4795,POR,WAS,2011-03-22,2010,76,111,1,18.138297872340427,0.0,21.11063829787234,0.0
4796,TOR,LAL,2010-12-19,2010,120,110,0,17.137500000000006,23.926595744680853,21.43125,20.30744680851064
4797,TOR,NJN,2010-12-17,2010,92,98,1,6.529896373056995,7.197187499999999,6.022072538860104,3.4762500000000003
4798,POR,MIA,2011-01-09,2010,107,100,0,4.5603,19.425000000000004,5.0625,15.146250000000002
4799,POR,PHI,2011-03-19,2010,101,110,1,16.059789473684212,13.629896907216494,14.988315789473686,15.728659793814435
4800,NYK,PHI,2010-11-07,2010,106,96,0,7.76938775510204,7.074111675126902,3.1775510204081634,5.498477157360406
4801,POR,CHA,2011-03-05,2010,69,93,1,14.967010309278347,16.03636363636364,12.830927835051545,18.181818181818183
4802,MIN,GSW,2011-02-27,2010,123,126,1,8.922751322751322,8.840425531914892,10.819047619047618,5.891489361702128
4803,POR,NYK,2011-01-11,2010,100,86,0,30.78723404255319,10.051546391752575,19.595744680851066,21.13505154639175
4804,TOR,MIN,2011-02-04,2010,100,111,1,17.716595744680852,9.8175,14.442127659574465,10.8590625
4805,POR,SAS,2011-03-25,2010,96,98,1,2.2320675105485237,4.830508474576272,4.717299578059071,4.0118644067796625
4806,LAL,GSW,2010-10-31,2010,83,107,1,8.910461538461538,8.368586387434556,8.464615384615383,6.785340314136126
4807,POR,HOU,2011-03-01,2010,103,87,0,4.269473684210527,3.247587822014052,4.577368421052632,3.3723653395784545
4808,ORL,GSW,2011-01-03,2010,90,110,1,15.88144329896907,9.645263157894737,11.914432989690724,15.434736842105265
4809,ORL,MIA,2010-11-24,2010,95,104,1,8.771573604060912,4.432160804020102,9.055837563451774,4.185929648241205
4810,NYK,POR,2010-10-30,2010,100,95,0,10.63298969072165,15.319148936170215,12.581443298969074,14.292765957446806
4811,TOR,MIA,2011-02-16,2010,103,95,0,9.375,8.575,9.646875,8.858333333333333
4812,SAS,CHA,2011-03-19,2010,98,109,1,9.9975,8.228041237113404,5.895,13.07134020618557
4813,MIN,POR,2011-01-07,2010,108,98,0,5.33203125,5.737379679144385,5.58796875,5.7561497326203215
4814,ORL,NJN,2010-11-05,2010,90,105,1,10.167482517482519,9.375000000000002,9.440559440559444,10.7625
4815,POR,DET,2010-11-09,2010,78,100,1,13.636363636363635,7.0979381443298974,14.57727272727273,8.183505154639175
