,DRPM_adv_h,Net_ORPM_adv_a,weighted_ORPM_a,weighted_DRPM_h,weighted_ORPM_h,Winpercent_h,ORPM_adv_h,weighted_DRPM_a,Net_ORPM_adv_h,Winpercent_a
0,0.5639934603591239,0.6067499960526618,0.9659448269344733,0.8338791725966931,0.5051496827664107,0.5,0.2438796812986025,0.7075272227475244,0.41429519048917857,0.5
1,0.7366200201703926,0.3208565106888258,0.4388457295765061,0.8245841883883043,0.7404612048055591,0.5,0.6676446738179248,0.3573895601544512,0.7141637987560573,0.5
2,0.869687584864878,0.5559074326604323,1.0,0.9770556382477568,0.66325704760739,0.5,0.3128306832682495,0.2471256278908861,0.7252323167026073,0.5
3,0.1968876228658754,0.6438220681873141,0.5051496827664107,0.2353986456899665,0.4522452789937584,0.5,0.4705945409224687,0.8338791725966931,0.3237203835475529,1.0
4,0.4235111878536951,0.17103392336655274,0.16928424708576584,0.8272666668810834,0.5489107497773811,0.5,0.7110049597688716,0.9782900761809756,0.3067736720445787,0.5
5,0.4573119535678992,0.6705304636351668,0.8053918167539298,0.520728402113568,0.7291862678567879,0.5,0.4576432396969177,0.6050138567784487,0.5875683467473517,0.5
6,0.3692150342690419,0.6735233778778167,0.4388457295765061,0.09916105776800076,0.39226982515271824,0.5,0.4741120633847748,0.3573895601544512,0.522323117455446,0.0
7,0.13735831622310574,0.7184690555641482,0.66325704760739,0.2610374141252148,0.3628362916477015,0.5,0.3330193780582745,0.9770556382477568,0.2048535954511353,1.0
8,0.5197977908651652,0.5026899028291759,0.5419710401860692,0.5674325423784039,0.4637218658276599,0.5,0.4565073466410324,0.5283427750102758,0.4785810977051158,0.5
9,0.41990227600880536,0.5832755930679661,0.3367981636785738,0.16914580645321026,0.3723763137791127,0.5,0.5197751370818108,0.327294835244166,0.5259931728128711,0.5
10,0.6317282642370388,0.5869973120048577,0.5140672994040859,0.3623915771618593,0.5874176539170154,0.5,0.5407697789624712,0.10230057812552906,0.7538547714923178,0.5
11,0.4463226359893952,0.5525223351133579,0.3680010824835496,0.267766795857044,0.8139574853367222,0.5,0.7478726120951162,0.3737501192691921,0.7467038138530726,0.5
12,0.5374636817741171,0.2973440683094989,0.2996590290959494,0.7152065032841484,0.4865508653991465,0.5,0.6038786916105308,0.6412363004833624,0.4362754764712508,0.5
13,0.31535111950456296,0.8454182742868055,0.9659448269344733,0.3429470616320739,0.31493530972921513,0.5,0.13815424894442713,0.7075272227475244,0.3094940464947267,0.0
14,0.5918739757410726,0.38682958911217497,0.3604851964252869,0.6000730046268324,0.5075495894248767,0.5,0.581741701668073,0.41867234415098975,0.5560452108027328,0.5
15,0.29208758979659233,0.8117459078171467,0.6583182897493599,0.06357311279112733,0.32954276508695496,0.5,0.3172591590352297,0.4740859726929946,0.4310304586841221,0.5
16,0.6198713840098544,0.3634861349832497,0.28015468289783857,0.5570501312798333,0.8573625726916365,0.5,0.8208251444529762,0.3203699609035783,0.7965693667261728,0.5
17,0.6812596181986343,0.7367767818663202,1.0,0.6050138567784487,0.8053918167539298,0.0,0.3918323889786814,0.2471256278908861,0.8035433621304513,0.0
18,0.6822244286930659,0.4372590553562542,0.6583182897493599,0.8338791725966931,0.5051496827664107,0.5,0.4148654387269018,0.4740859726929946,0.5277834304616422,1.0
19,0.7834295410056893,0.20295810209695125,0.3604851964252869,0.9782900761809756,0.16928424708576584,0.0,0.3937262063182957,0.41867234415098975,0.3696734120539522,0.0
20,0.6315981650157281,0.3332582536652875,0.4637218658276599,0.8272666668810834,0.5489107497773811,1.0,0.5473499002390989,0.5674325423784039,0.5065134283206829,0.0
21,0.18958159274683836,0.6982808700098467,0.4865508653991465,0.10230057812552906,0.5140672994040859,0.0,0.5152942537178749,0.7152065032841484,0.4154751624606776,1.0
22,0.4180144967609065,0.6316449650001721,0.3628362916477015,0.09916105776800076,0.39226982515271824,1.0,0.5163598207950378,0.2610374141252148,0.569165033645809,0.0
23,0.5762121186043361,0.6083515764728896,0.8573625726916365,0.7075272227475244,0.9659448269344733,0.5,0.5603524622903763,0.5570501312798333,0.7413313550240352,1.0
24,0.3963740726033483,0.60046725705483,0.3680010824835496,0.16914580645321026,0.3723763137791127,0.0,0.5024318520887088,0.3737501192691921,0.5034087820070918,0.0
25,0.5177754436344307,0.4893285190408865,0.3367981636785738,0.3623915771618593,0.5874176539170154,1.0,0.6392999568789735,0.327294835244166,0.6444730652242889,1.0
26,0.3718825586650518,0.7515221268565488,0.7291862678567879,0.267766795857044,0.8139574853367222,1.0,0.5471177518089199,0.520728402113568,0.6752498329037468,1.0
27,0.4061026501848042,0.6118242657719819,0.5419710401860692,0.3429470616320739,0.31493530972921513,0.0,0.3738084279377606,0.5283427750102758,0.3966051616013675,1.0
28,0.2075346162497591,0.7677689760848794,0.7404612048055591,0.2471256278908861,1.0,0.5,0.6442575074452881,0.8245841883883043,0.6300319350204779,1.0
29,0.412975538237651,0.6982072360084455,0.4522452789937584,0.06357311279112733,0.32954276508695496,0.0,0.4317991793858593,0.2353986456899665,0.5470690964097941,1.0
30,0.6053319719339493,0.3774423116938076,0.28015468289783857,0.5283427750102758,0.5419710401860692,1.0,0.6455234277500188,0.3203699609035783,0.6228001983664119,0.0
31,0.7729547254790445,0.4514360225242117,0.5140672994040859,0.6412363004833624,0.2996590290959494,0.0,0.3808270546715944,0.10230057812552906,0.5953103219116289,0.0
32,0.4534573453721032,0.5510665549635105,0.3367981636785738,0.2353986456899665,0.4522452789937584,0.5,0.5641681066780031,0.327294835244166,0.5699980436882762,0.5
33,0.4172737918133147,0.7079517219722199,0.7291862678567879,0.3573895601544512,0.4388457295765061,0.0,0.338622190061188,0.520728402113568,0.4685770115930736,0.5
34,0.5383525768367047,0.4499218062489385,0.31493530972921513,0.41867234415098975,0.3604851964252869,0.5,0.5253176528552035,0.3429470616320739,0.5118322213158614,0.0
35,0.7017202463232224,0.4092494279634856,0.3723763137791127,0.5674325423784039,0.4637218658276599,0.5,0.5507719150228201,0.16914580645321026,0.6532058984010661,0.5
36,0.19381870391139627,0.3915125010593937,0.16928424708576584,0.3737501192691921,0.3680010824835496,0.0,0.6104512924182438,0.9782900761809756,0.2070990796921819,0.0
37,0.2452609999850169,0.6148947903694587,0.66325704760739,0.4740859726929946,0.6583182897493599,0.5,0.4972549271566839,0.9770556382477568,0.3676533404775788,1.0
38,0.6683030948345918,0.636676190548586,0.8139574853367222,0.6000730046268324,0.5075495894248767,1.0,0.3296915908364173,0.267766795857044,0.62940844490964,1.0
39,0.21322192270349472,0.655468438771789,0.5489107497773811,0.2610374141252148,0.3628362916477015,0.0,0.3965756255864936,0.8272666668810834,0.2776740019719137,0.5
40,0.8674049859013506,0.2951948953847356,0.39226982515271824,0.8245841883883043,0.7404612048055591,1.0,0.6935326104331501,0.09916105776800076,0.8397024438743378,1.0
41,0.32519918148732685,0.8359652584034641,0.9659448269344733,0.3623915771618593,0.5874176539170154,1.0,0.2896060724220415,0.7075272227475244,0.4596218256588562,0.666666667
42,0.5558092594886525,0.5759842880561705,0.8053918167539298,0.7152065032841484,0.4865508653991465,1.0,0.3227810186162465,0.6050138567784487,0.4538851379283072,0.0
43,0.32991761104829176,0.5336341026918606,0.66325704760739,0.6412363004833624,0.2996590290959494,0.5,0.2979040327161477,0.9770556382477568,0.17004524062420145,1.0
44,0.3282886758218065,0.6326799562156742,0.5075495894248767,0.2610374141252148,0.3628362916477015,0.0,0.4195650900055877,0.6000730046268324,0.3881249563602681,0.5
45,0.6335671163902459,0.5023934582770909,0.32954276508695496,0.327294835244166,0.3367981636785738,0.666666667,0.5040327139361376,0.06357311279112733,0.6346001091509769,0.5
46,0.3516326139052406,0.6641092858112643,0.5419710401860692,0.2353986456899665,0.4522452789937584,0.333333333,0.4501284012144048,0.5283427750102758,0.4722579192294843,1.0
47,0.12947745689116436,0.7085281363226401,0.5051496827664107,0.10230057812552906,0.5140672994040859,0.0,0.5049566121609677,0.8338791725966931,0.3577820496540555,0.666666667
48,0.6302395703814799,0.3345623495045549,0.4637218658276599,0.8245841883883043,0.7404612048055591,1.0,0.6538179570537804,0.5674325423784039,0.6120507044953143,0.666666667
49,0.7726739861382985,0.3411419332474384,0.3723763137791127,0.7075272227475244,0.9659448269344733,0.75,0.8299187473751212,0.16914580645321026,0.9299123324305434,0.333333333
50,0.19444390957731228,0.6636733991566485,0.66325704760739,0.3737501192691921,0.3680010824835496,0.333333333,0.3358900851211533,0.9770556382477568,0.2076992057982729,0.75
51,0.4885653778812466,0.4977118367480099,0.31493530972921513,0.3203699609035783,0.28015468289783857,0.0,0.4806681443122205,0.3429470616320739,0.46757305424602,0.0
52,0.7157775520694706,0.5063195853359869,0.5140672994040859,0.5283427750102758,0.5419710401860692,1.0,0.5155095275470962,0.10230057812552906,0.7288153539465902,0.0
53,0.7330415191007706,0.27730492067694823,0.3680010824835496,0.8338791725966931,0.5051496827664107,0.75,0.5762302807624324,0.3737501192691921,0.576562039248832,0.25
54,0.3447475933820446,0.5292188014149635,0.5489107497773811,0.520728402113568,0.7291862678567879,0.666666667,0.6002011929355687,0.8272666668810834,0.4795194040622422,0.666666667
55,0.26283458448012925,0.6872292166935459,0.4637218658276599,0.09916105776800076,0.39226982515271824,0.666666667,0.4602853466206304,0.5674325423784039,0.42021002319470296,0.5
56,0.5453912331482629,0.7546575540702094,0.8139574853367222,0.3573895601544512,0.4388457295765061,0.0,0.2915044382522681,0.267766795857044,0.591555137643865,1.0
57,0.26997702340069685,0.6211104293435383,0.4865508653991465,0.2610374141252148,0.3628362916477015,0.0,0.431236653731596,0.7152065032841484,0.3321524231364328,0.666666667
58,0.18806594414036992,0.3970344940752519,0.16928424708576584,0.3623915771618593,0.5874176539170154,0.666666667,0.7324079643041153,0.9782900761809756,0.3279895640987993,0.0
59,0.6964618675339624,0.4142968716435213,0.3723763137791127,0.5570501312798333,0.8573625726916365,0.5,0.7695662850847449,0.16914580645321026,0.8700874922754807,0.25
60,0.4616474231632953,0.5118322213158614,0.3604851964252869,0.3429470616320739,0.31493530972921513,0.0,0.4746823471447965,0.41867234415098975,0.4499218062489385,0.666666667
61,0.3212427747338228,0.6394432173541333,0.5075495894248767,0.2471256278908861,1.0,0.333333333,0.7737150286790637,0.6000730046268324,0.7391787935695651,0.666666667
62,0.2481379072864923,0.7287944493446997,0.7404612048055591,0.327294835244166,0.3367981636785738,0.75,0.2756349908415887,0.8245841883883043,0.2646320441714548,1.0
63,0.7742234435521471,0.3673794324635803,0.32954276508695496,0.6050138567784487,0.8053918167539298,0.333333333,0.7644876195185184,0.06357311279112733,0.8927780277104409,0.333333333
64,0.5846566110632748,0.5309130282264104,0.6583182897493599,0.6412363004833624,0.2996590290959494,0.666666667,0.3006491055594638,0.4740859726929946,0.4145656160506312,0.333333333
65,0.632618707177591,0.2730157887224192,0.4865508653991465,0.9770556382477568,0.66325704760739,0.8,0.5982172756733215,0.7152065032841484,0.4976732426283266,0.5
66,0.5975678176297912,0.2396509555028768,0.2996590290959494,0.8338791725966931,0.5051496827664107,0.8,0.614216333167438,0.6412363004833624,0.44652274278404414,0.5
67,0.6315256706785499,0.4266985987154289,0.3628362916477015,0.520728402113568,0.7291862678567879,0.5,0.7036255673490751,0.2610374141252148,0.7547936381625829,0.2
68,0.056337679903331224,0.5234785981332021,0.16928424708576584,0.10230057812552906,0.5140672994040859,0.0,0.691638185341644,0.9782900761809756,0.2875762086692891,0.25
69,0.24380077965025584,0.8754768299199098,0.8053918167539298,0.09916105776800076,0.39226982515271824,0.75,0.27037749314288045,0.6050138567784487,0.4019397422305777,0.5
70,0.5227517550829144,0.4791591010064508,0.3680010824835496,0.41867234415098975,0.3604851964252869,0.5,0.4958225012634605,0.3737501192691921,0.4968572124166616,0.2
71,0.8854292091037537,0.26063458561773817,0.32954276508695496,0.8245841883883043,0.7404612048055591,1.0,0.7283977230945489,0.06357311279112733,0.8570036416648691,0.25
72,0.3180775445419428,0.6963183239157197,0.5419710401860692,0.16914580645321026,0.3723763137791127,0.2,0.4057354316182124,0.5283427750102758,0.4282530483540791,1.0
73,0.2772745772477484,0.8819674104890713,0.9659448269344733,0.267766795857044,0.8139574853367222,1.0,0.4155220126312864,0.7075272227475244,0.5844369650934191,0.8
74,0.5778525342802485,0.40381943655963054,0.28015468289783857,0.4740859726929946,0.6583182897493599,0.5,0.7101918493150532,0.3203699609035783,0.686903266184828,0.333333333
75,0.5985886999083371,0.5327767640549391,0.5874176539170154,0.5570501312798333,0.8573625726916365,0.666666667,0.6500414652875822,0.3623915771618593,0.7761404182484011,0.5
76,0.5544700362795636,0.5623886617816968,0.4522452789937584,0.3429470616320739,0.31493530972921513,0.2,0.4236800267233559,0.2353986456899665,0.5390209241928623,0.25
77,0.33777418663123904,0.6152957489040873,0.4637218658276599,0.2471256278908861,1.0,0.25,0.7980754644990686,0.5674325423784039,0.7550470628304455,0.4
78,0.713345355951293,0.4767193149128326,0.8573625726916365,0.9782900761809756,0.16928424708576584,0.2,0.11755057040830258,0.5570501312798333,0.3024005906958233,0.75
79,0.6552524066179555,0.4795194040622422,0.7291862678567879,0.8272666668810834,0.5489107497773811,0.75,0.3997988070644313,0.520728402113568,0.5292188014149635,0.6
80,0.6748008185126732,0.4596218256588562,0.5874176539170154,0.7075272227475244,0.9659448269344733,0.666666667,0.7103939275779585,0.3623915771618593,0.8359652584034641,0.4
81,0.5536773640106049,0.7467038138530726,0.8139574853367222,0.3737501192691921,0.3680010824835496,0.333333333,0.25212738790488376,0.267766795857044,0.5525223351133579,1.0
82,0.9626514102183908,0.1865100832576924,0.32954276508695496,0.9770556382477568,0.66325704760739,0.666666667,0.6854859138080864,0.06357311279112733,0.814466982282597,0.2
83,0.3783774776679722,0.5763212221639077,0.4637218658276599,0.327294835244166,0.3367981636785738,0.6,0.4294529478953692,0.5674325423784039,0.3896471719814222,0.333333333
84,0.622911861686329,0.4300033692379127,0.4388457295765061,0.6000730046268324,0.5075495894248767,0.75,0.5381871525841492,0.3573895601544512,0.5858380400253113,0.0
85,0.6742137171106507,0.3857229446570232,0.3628362916477015,0.6050138567784487,0.8053918167539298,0.4,0.7459823276521574,0.2610374141252148,0.7967801009919923,0.166666667
86,0.5430354141608101,0.5733645943761267,0.4522452789937584,0.3203699609035783,0.28015468289783857,0.25,0.4043481710355764,0.2353986456899665,0.5198580742853024,0.4
87,0.6424280225035958,0.774050683221039,1.0,0.5283427750102758,0.5419710401860692,1.0,0.24541718885989905,0.2471256278908861,0.6584081744187409,0.4
88,0.501590072585235,0.6463354743121174,0.39226982515271824,0.10230057812552906,0.5140672994040859,0.166666667,0.567697779191241,0.09916105776800076,0.7149677043244169,0.8
89,0.5953397965343098,0.5113625222242286,0.3723763137791127,0.3573895601544512,0.4388457295765061,0.0,0.5369451982586756,0.16914580645321026,0.6395000595853371,0.166666667
90,0.4227777988853629,0.4444989173030749,0.66325704760739,0.8245841883883043,0.7404612048055591,1.0,0.5429118092864624,0.9770556382477568,0.4129110743253011,0.7142857140000001
91,0.5664179121614951,0.4229822864671904,0.31493530972921513,0.4740859726929946,0.6583182897493599,0.6,0.6908599936272737,0.3429470616320739,0.675927333590398,0.166666667
92,0.439895864144326,0.4105618827205101,0.5051496827664107,0.7152065032841484,0.4865508653991465,0.6,0.4896623584430928,0.8338791725966931,0.34262150360109456,0.833333333
93,0.6915555652646168,0.2839851894884641,0.5075495894248767,0.9782900761809756,0.16928424708576584,0.166666667,0.3119845046502226,0.6000730046268324,0.2814848777549072,0.8
94,0.5610336241466362,0.5699586852902954,0.7291862678567879,0.6412363004833624,0.2996590290959494,0.4,0.2612590873087981,0.520728402113568,0.3918902438884951,0.666666667
95,0.4966509648415282,0.35608346155599097,0.5051496827664107,0.8272666668810834,0.5489107497773811,0.6,0.5243233865881952,0.8338791725966931,0.37697951302934507,0.857142857
96,0.662225813368761,0.7550470628304455,1.0,0.5674325423784039,0.4637218658276599,0.428571429,0.20192453550093145,0.2471256278908861,0.6152957489040873,0.5
97,0.5145394120759053,0.5077373465092115,0.5419710401860692,0.5570501312798333,0.8573625726916365,0.8,0.6753017167029572,0.5283427750102758,0.6954626915795303,0.857142857
98,0.481975776797597,0.6651629603642576,0.39226982515271824,0.06357311279112733,0.32954276508695496,0.166666667,0.4651348873386013,0.09916105776800076,0.6133014528067291,0.666666667
99,0.4483116777585711,0.6781588927496416,0.7291862678567879,0.41867234415098975,0.3604851964252869,0.4,0.2950676409772641,0.520728402113568,0.4254032314673359,0.571428571
