,DRPM_adv_h,Net_ORPM_adv_a,weighted_ORPM_a,weighted_DRPM_h,weighted_ORPM_h,Winpercent_h,ORPM_adv_h,weighted_DRPM_a,Net_ORPM_adv_h,Winpercent_a
0,0.8276159564014598,0.03055961145472447,0.0,0.9369568677395828,0.4834943626657077,0.5,0.7417471813328538,0.2817249549366631,0.5973022617007542,0.5
1,0.37423436016210654,1.0,1.0,0.0,0.6700621978013931,0.5,0.3350310989006966,0.2515312796757869,0.7080690794061307,0.5
2,0.4567998885733821,0.4073515773571264,0.4271786667430117,0.6137237452639392,0.9292828286212996,0.5,0.751052080939144,0.7001239681171751,0.624183344099537,0.5
3,0.3435935075647268,0.7852878517608072,0.8862000796296116,0.3219774012147283,0.5699188228521488,0.5,0.3418593716112686,0.6347903860852747,0.4706878097024494,0.5
4,0.5920549130568665,0.4717784716234237,0.7383798015612529,0.8116069981392137,0.7511355515149973,0.5,0.5063778749768723,0.6274971720254806,0.5675966234737246,0.5
5,0.44212592457143457,0.5884875007497508,0.4705238440037264,0.2861223285047161,0.7438577678943934,0.5,0.6366669619453335,0.4018704793618469,0.6732172642510665,0.5
6,0.8726016266525418,0.4687658728668415,0.6700621978013931,0.7452032533050835,0.5228973311146252,0.5,0.426417566656616,0.0,0.7541687109204718,1.0
7,0.8212556702991932,0.3930971972734716,0.489828497136266,0.7097239134042621,0.9067922484239924,0.5,0.7084818756438633,0.06721257280587567,0.9193931858207868,0.5
8,0.6234096391533364,0.2285340929866666,0.0,0.528544233243336,0.7475728718492067,0.5,0.8737864359246034,0.2817249549366631,0.7333710044777444,0.0
9,0.1806273035150291,0.5893105642347203,0.4834943626657077,0.298211474769641,0.4817874714835768,0.5,0.4991465544089346,0.9369568677395828,0.2788047857143329,1.0
10,0.4939827979433476,0.4372653523778933,0.34806716866981485,0.4679209075781899,0.7045960972473877,0.5,0.6782644642887864,0.4799553116914948,0.6151364027750795,0.5
11,0.3082603205646651,0.8519533950652127,0.9292828286212996,0.23024438639326944,0.2705735803426271,0.5,0.1706453758606637,0.6137237452639392,0.3266594480170015,1.0
12,0.4465246106932727,0.7637592614923909,0.6805277407479986,0.1477692983587221,0.132585058675586,0.5,0.2260286589637937,0.2547200769721767,0.4295835789516095,0.5
13,0.7056608934736159,0.6347724373357889,0.6783071716674496,0.4115030675255193,0.457927590313536,0.5,0.3898102093230432,0.00018128057828725733,0.7206046141628946,0.5
14,0.4547940049268005,0.3758076908646418,0.5173205902090593,0.7746142874035928,0.6899719872825893,0.5,0.5863256985367651,0.8650262775499917,0.42094139309717016,0.5
15,0.5461983330759238,0.31118617002013194,0.11508251754155675,0.4803642858880605,0.5455355227999101,0.5,0.7152265026291766,0.3879676197362129,0.5777692975854339,0.5
16,0.2513201177104515,0.6125502383286844,0.7209182980020721,0.5026402354209026,0.4429433884021954,0.5,0.3610125452000617,0.9999999999999998,0.2282304234737509,0.5
17,0.6161015302694925,0.5084115565684452,0.7045960972473877,0.7001239681171751,0.4271786667430117,0.0,0.361291284747812,0.4679209075781899,0.4780282380640747,1.0
18,0.2531640131853517,0.6322411051687514,0.5228973311146252,0.2515312796757869,1.0,0.0,0.7385513344426874,0.7452032533050835,0.6387691877089905,1.0
19,0.5735664430687101,0.4616594250675656,0.5455355227999101,0.6274971720254806,0.7383798015612529,0.0,0.5964221393806715,0.4803642858880605,0.6323455028075654,1.0
20,0.4540061540223591,0.4760220150526739,0.34806716866981485,0.3879676197362129,0.11508251754155675,0.0,0.38350767443587097,0.4799553116914948,0.31138441671400546,0.0
21,0.5105333204106678,0.6558532312109969,0.9292828286212996,0.6347903860852747,0.8862000796296116,0.0,0.4784586255041559,0.6137237452639392,0.6438663424257112,0.5
22,0.3726175857955737,0.7458162308680172,0.5699188228521488,0.06721257280587567,0.489828497136266,0.0,0.4599548371420586,0.3219774012147283,0.5810539552989074,1.0
23,0.3727306018030553,0.8353012727635363,0.6805277407479986,0.00018128057828725733,0.6783071716674496,0.0,0.4988897154597255,0.2547200769721767,0.7107716318908501,0.0
24,0.4490584576325243,0.5277379239195241,0.7511355515149973,0.7097239134042621,0.9067922484239924,1.0,0.5778283484544976,0.8116069981392137,0.5585544458723783,1.0
25,0.11269285629820358,0.8402553769084109,0.6899719872825893,0.0,0.6700621978013931,0.5,0.4900451052594018,0.7746142874035928,0.4545091292326674,1.0
26,0.7894519745226378,0.4487065090245325,0.7438577678943934,0.8650262775499917,0.5173205902090593,0.0,0.38673141115733295,0.2861223285047161,0.6125999302007551,1.0
27,0.26427211662166805,0.5999935001052789,0.7209182980020721,0.528544233243336,0.7475728718492067,1.0,0.5133272869235673,0.9999999999999998,0.3851934075257255,1.0
28,0.4917567400835111,0.5964227712116273,0.4817874714835768,0.2817249549366631,0.0,0.0,0.2591062642582116,0.298211474769641,0.340185899485985,0.0
29,0.3225645314689097,0.6413418628667593,0.4429433884021954,0.1477692983587221,0.132585058675586,1.0,0.3448208351366953,0.5026402354209026,0.3094064328876953,0.0
30,0.5799858939248662,0.8005274578670825,1.0,0.4115030675255193,0.457927590313536,1.0,0.2289637951567681,0.2515312796757869,0.5987648825988632,0.5
