,DRPM_adv_h,Net_ORPM_adv_a,weighted_ORPM_a,weighted_DRPM_h,weighted_ORPM_h,Winpercent_h,ORPM_adv_h,weighted_DRPM_a,Net_ORPM_adv_h,Winpercent_a,DRtg_a,+/-_a,FTA_h,OREB%_h,PIE_h,+/-_h,DRtg_h,DEFRTG_h,Def_Adv_h,Previous_Win_h,DEFRTG_a,3P%_h,TRB%_a,FT_h,TOV%_h,EFG%_h,eFG%_h,BLK_h,DRB%_a,BLK%_a,FT%_a,Previous_Win,AST/TO_a,DRB%_h,ORB_a,BLK%_h,TO RATIO_a,TS%_a_y,Off_Adv_h,DREB%_a
1180,0.3383834387621782,0.4363687282283011,0.4834943626657077,0.6137237452639392,0.9292828286212996,0.6794871790000001,0.7228942329777961,0.9369568677395828,0.5093806505680676,0.6835443040000001,0.7145841428299877,0.2982947078397672,0.4842822358616353,0.1111023435650596,0.25085259979692154,0.5595163608753426,0.41220109665565374,0.11413476645436155,0.4856692427346729,0.8333333333333333,0.21739678195739026,0.7547673336176159,0.3967009869824136,0.538384349411135,0.6188531239566191,0.21081866198089247,0.603870914090541,0.4532357444051621,0.4667633091289545,0.4939191505390445,0.4738015214306932,0.8333333333333333,0.027236140142888342,0.4647167618944169,0.2861950365571453,0.4859575521614877,0.1558722713332131,0.13849182337924415,0.5289347060667157,0.1690517154134197
1181,0.5789889552383832,0.545742768797624,0.5699188228521488,0.4799553116914948,0.34806716866981485,0.179487179,0.38907417290883295,0.3219774012147283,0.508010201006041,0.405063291,0.33895312638394504,0.6150141585968871,0.7644301719501198,0.0,0.17688590886598604,0.4761134636821315,0.8614169203715221,0.04296710555688743,0.5070451362316818,0.6666666666666666,0.11754787683894195,0.2901565278262909,0.31486341018856,0.7896730425160244,0.5695856305670808,0.06841234272683362,0.5299998054506561,0.6265782072891868,0.22985181989712525,0.466114731840203,0.6542196740711731,0.6666666666666666,0.07392799404654984,0.6330493901421437,0.4425520026375891,0.4966389651033308,0.07051491319186827,0.14951657699797902,0.4241508689914687,0.2038626270815313
1182,0.4094101599195369,0.6957666655442318,0.9067922484239924,0.528544233243336,0.7475728718492067,0.5,0.4203903117126071,0.7097239134042621,0.5259022223149517,0.666666667,0.5817021645180785,0.5853265691459699,0.7685477792575508,0.07359956385443643,0.17076744493334936,0.5275379101949978,0.5053919210256576,0.09950718701730073,0.5996862349930301,0.3333333333333333,0.04978616109750167,0.3093139322266623,0.39486782685887895,0.8312485959401064,0.4934818113258432,0.09569377990430622,0.2806591028336084,0.5394093951860474,0.3786817172940447,0.2709122989931002,0.4219535546548153,0.3333333333333333,0.008291254451919274,0.5693260038163269,0.5758914641744091,0.4976618342988236,0.059313501144164775,0.03621797857475547,0.5411424253615433,0.06963308589607638
1183,0.8508942626151794,0.2482451742596085,0.4817874714835768,0.9999999999999998,0.7209182980020721,0.7307692309999999,0.6195654132592476,0.298211474769641,0.7116453066045972,0.41025641,0.6602309572894244,0.3700033719441469,0.3449579943356708,0.1105754814900242,0.19518681047849468,0.5166961013065821,0.3927829412006543,0.1759345385696363,0.6170727329997381,0.0,0.10288506579227527,0.43411927292264496,0.42358177407474856,0.31211307126335897,0.76479709081265,0.1241659332277181,0.4110225234578971,0.7413018752877489,0.5424700115888723,0.4736909202345414,0.8132761104723825,0.0,0.1333294172932331,0.5213484404811983,0.4461795960192896,0.7040580400010734,0.0,0.09251058099268948,0.494732819784664,0.1476458112407211
1184,0.4399272377874081,0.5906190894389972,0.4705238440037264,0.2817249549366631,0.0,0.294871795,0.2647380779981368,0.4018704793618469,0.28993809626713585,0.512820513,0.5887108319936987,0.5903141888456624,0.548498463011753,0.041923224434294484,0.20115405730424168,0.40337779074551694,0.6715319282040881,0.055017731778258194,0.4926293934782671,0.6666666666666666,0.14894091972211365,0.7404536672258641,0.6777713802454904,0.4773092505907401,0.6557404630785576,0.06811771592783779,0.6126919499711421,0.7077146623135443,0.4355317658249994,0.4610160258830099,0.3476080240134506,0.6666666666666666,0.030194914036684062,0.6743497077652021,0.4035116951391019,0.5096337717749188,0.0864026585433398,0.1764755185115294,0.3959887754669903,0.22085362476443926
1185,0.8134224945224353,0.17756937060428218,0.132585058675586,0.7746142874035928,0.6899719872825893,0.772151899,0.7786934643035017,0.1477692983587221,0.7686254914495767,0.602564103,0.4760948353567776,0.5347394800238516,0.6478679812863538,0.05292475713362831,0.1504317764778048,0.6336446523614709,0.4673338738569071,0.14258368534373078,0.5890649313309938,0.5,0.1071138627394148,0.4685738825786406,0.5110732283761981,0.6440166317024798,0.3990770363633674,0.10254692935945378,0.4592722438874058,0.6150905646441492,0.550482937654693,0.450397819180599,0.4062377759801885,0.5,0.14115934998787294,0.5049004332210297,0.6698816386049355,0.5043139475443961,0.0,0.09168787002445107,0.4806434134589294,0.1136250128279684
1186,0.5062216891549353,0.6149381560812062,0.7045960972473877,0.4803642858880605,0.5455355227999101,0.58974359,0.4204697127762612,0.4679209075781899,0.5390126349106533,0.423076923,0.04565491597104765,0.6245603583369788,0.28291957353547204,0.13373104388572266,0.2284570837880843,0.5795882873040781,0.47135090924079603,0.08819961834649159,0.5629418609074753,0.6666666666666666,0.08778059550048678,0.42185084399160827,0.2900359074670125,0.2576868792634166,0.4004170461083833,0.11725318953091456,0.3813804938689578,0.5006099281062183,0.5229470606140061,0.4714742573226974,0.4768845868919345,0.6666666666666666,0.011606300233341976,0.6041243363540258,0.1947399808089884,0.4862399306972627,0.14032983508245878,0.07616722612145252,0.5200795465617911,0.1052663911946466
1187,0.6239600792243629,0.5917386533094546,0.6805277407479986,0.5026402354209026,0.4429433884021954,0.307692308,0.3812078238270984,0.2547200769721767,0.5894984007477373,0.64556962,0.5042321375462392,0.4793450826086586,0.5896615845162454,0.11094452773613192,0.15635259727697426,0.3686791675035793,0.7792515329586374,0.10066856875186306,0.5692897971036625,0.5,0.09173216120016246,0.5209796913683997,0.4257727261142752,0.5673906799014637,0.6125228213771056,0.09322823968132893,0.6638199302116279,0.4954324695551999,0.4322005792673465,0.4560052814859832,0.2309426672533399,0.5,0.01778837337245553,0.4964663139923064,0.06628659162896383,0.5046172378382461,0.0509013785790032,0.09495584605711388,0.4896466775161854,0.09319504435765462
1188,0.5068867133807706,0.6593885534567696,0.9292828286212996,0.6274971720254806,0.7383798015612529,0.455696203,0.4045484864699766,0.6137237452639392,0.5677006617881765,0.6835443040000001,0.4336681092471213,0.4965749240510072,0.1975137031126839,0.16405507493603022,0.20724659638515752,0.6890113777386477,0.3741106112794518,0.16088625272714388,0.6009586872432817,0.6666666666666666,0.10945790571903083,0.35836225809386163,0.3833530404641542,0.2409338433042929,0.518417845579196,0.16252152889521387,0.4023107783183379,0.5335261092527152,0.4267955404207444,0.4539260350018299,0.4053868322071629,0.6666666666666666,0.03646616541353384,0.5799796087759057,0.475036531550377,0.4947920710263236,0.052173913043478265,0.117829934590227,0.5275511053192232,0.09976670201484623
1189,0.4184840932063031,0.5915759978006572,0.2705735803426271,0.06721257280587567,0.489828497136266,0.506329114,0.6096274583968194,0.23024438639326944,0.6255207384361151,0.215189873,0.7167065536015098,0.34963239046826783,0.5698724430585442,0.08217344614889788,0.14074451566454638,0.7321541977349691,0.3038587256599269,0.09802865564089874,0.5201247016432966,0.8333333333333333,0.155059834905795,0.5829933867156181,0.3507083976777912,0.5564384241937115,0.4549661562079141,0.07316319986064151,0.6243856685325209,0.6895173780868259,0.4126138681395976,0.4595649777546211,0.6569792736338664,0.8333333333333333,0.12640601503759402,0.5748794177658928,0.3176457657785667,0.5389856111674382,0.0774540564769162,0.15600480755881527,0.4135717762747904,0.16800603469952227
