0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .F. Oberto",SAS,1,5,120.0,110.0,10.0,66.7,4.00,25.0,40.0,66.7,54.5,0.1,54.5,54.5,98.97,52.8,12-17-2007
"M. Finley, .B. Bowen, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,4,112.5,90.0,22.5,33.3,1.00,11.1,0.0,100,57.1,0.1,58.3,65.4,99.31,48.6,12-17-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,4,157.1,111.1,46.0,75.0,3.00,30.0,0.0,66.7,50.0,0.1,90.0,93.5,94.58,47.4,12-17-2007
"R. Horry, .B. Bowen, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,4,75.0,128.6,-53.6,33.3,0.50,9.1,40.0,100,62.5,0.3,37.5,37.5,88.89,20.0,12-17-2007
"R. Horry, .M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn",SAS,1,4,75.0,55.6,19.4,66.7,1.00,20.0,0.0,100,62.5,0.3,50.0,50.0,94.15,70.0,12-17-2007
"B. Barry, .M. Finley, .T. Duncan, .M. Ginobili, .F. Oberto",SAS,1,3,114.3,128.6,-14.3,66.7,1.00,20.0,50.0,100,80.0,0.3,60.0,68.0,101.82,46.4,12-17-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Bonner",SAS,1,3,116.7,33.3,83.3,100,3.00,33.3,0.0,66.7,40.0,0.2,60.0,64.3,90.95,145.5,12-17-2007
"R. Horry, .B. Barry, .M. Finley, .T. Duncan, .M. Ginobili",SAS,1,3,33.3,80.0,-46.7,0.0,0.00,0.0,33.3,100,55.6,0.0,14.3,14.3,88.99,0.0,12-17-2007
"B. Barry, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,2,66.7,100.0,-33.3,100,1.00,25.0,0.0,50.0,33.3,0.3,50.0,50.0,103.92,26.7,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .M. Ginobili, .F. Oberto",SAS,1,2,80.0,120.0,-40.0,50.0,1.00,16.7,0.0,100,60.0,0.2,50.0,50.0,110.77,17.6,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn",SAS,1,2,100.0,50.0,50.0,50.0,0.00,20.0,0.0,66.7,40.0,0.0,50.0,50.0,78.37,88.9,12-17-2007
"B. Barry, .B. Bowen, .T. Duncan, .M. Ginobili, .M. Bonner",SAS,1,1,200.0,0.0,200.0,100,0.00,25.0,100,100,100,0.0,50.0,69.4,94.43,366.7,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .T. Duncan, .M. Bonner",SAS,1,1,200.0,250.0,-50.0,50.0,0.00,33.3,0.0,0.0,0.0,0.0,100,100,125.22,36.4,12-17-2007
"B. Barry, .M. Finley, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,1,100.0,300.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,53.2,78.55,20.0,12-17-2007
"B. Barry, .M. Finley, .T. Duncan, .M. Ginobili, .M. Bonner",SAS,1,1,150.0,100.0,50.0,100,0.00,25.0,100,100,100,0.0,75.0,75.0,96.00,81.8,12-17-2007
"R. Horry, .B. Barry, .B. Bowen, .T. Duncan, .M. Ginobili",SAS,1,1,33.3,150.0,-116.7,0.0,0.00,0.0,33.3,100,50.0,0.0,0.0,26.6,97.30,0.0,12-17-2007
"B. Barry, .B. Bowen, .M. Ginobili, .M. Bonner, .F. Oberto",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .M. Ginobili, .M. Bonner",SAS,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,100,50.0,0.5,0.0,0.0,436.36,300.0,12-17-2007
"B. Barry, .M. Finley, .B. Bowen, .T. Duncan, .M. Ginobili",SAS,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.00,-200.0,12-17-2007
"B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili, .F. Oberto",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-17-2007
"R. Horry, .B. Barry, .B. Bowen, .M. Ginobili, .F. Oberto",SAS,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.00,-100.0,12-17-2007
"R. Horry, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Ginobili",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,33.3,12-17-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,18,83.9,112.5,-28.6,45.5,0.83,13.9,0.0,61.1,33.3,0.2,52.1,51.3,85.75,24.8,12-21-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .N. Young",WAS,1,8,118.8,112.5,6.3,25.0,0.50,5.0,37.5,66.7,50.0,0.1,37.5,57.9,90.49,52.1,12-21-2007
"A. Jamison, .D. Stevenson, .D. Songaila, .N. Young, .D. McGuire",WAS,1,4,162.5,71.4,91.1,50.0,0.00,27.3,0.0,66.7,50.0,0.0,85.7,87.4,84.71,100,12-21-2007
"A. Jamison, .D. Stevenson, .M. Wilks, .A. Blatche, .D. McGuire",WAS,1,4,116.7,100.0,16.7,50.0,1.00,12.5,33.3,100,50.0,0.2,60.0,59.5,76.46,56.5,12-21-2007
"M. Wilks, .C. Butler, .D. Songaila, .N. Young, .D. McGuire",WAS,1,3,40.0,100.0,-60.0,100,0.00,16.7,0.0,66.7,33.3,0.0,25.0,25.0,77.84,0.0,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .D. Songaila, .A. Blatche",WAS,1,2,100.0,250.0,-150.0,0.0,0.00,0.0,33.3,0.0,33.3,0.0,33.3,38.7,81.95,-23.8,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .D. Songaila, .N. Young",WAS,1,2,175.0,125.0,50.0,50.0,0.00,16.7,50.0,50.0,50.0,0.0,62.5,71.7,79.18,65.0,12-21-2007
"A. Jamison, .M. Wilks, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,2,125.0,0.0,125.0,50.0,0.00,16.7,66.7,100,80.0,0.0,50.0,50.0,98.46,200.0,12-21-2007
"D. Stevenson, .C. Butler, .D. Songaila, .N. Young, .D. McGuire",WAS,1,2,0.0,50.0,-50.0,0.0,0.00,0.0,0.0,25.0,16.7,0.0,0.0,0.0,76.54,120.0,12-21-2007
"A. Jamison, .D. Stevenson, .M. Wilks, .C. Butler, .A. Blatche",WAS,1,1,100.0,100.0,0.0,0.0,0.00,0.0,0.0,100,100,0.3,100,79.8,98.63,50.0,12-21-2007
"A. Jamison, .B. Haywood, .C. Butler, .N. Young, .D. McGuire",WAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-21-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .A. Blatche",WAS,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.89,0.0,12-21-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .D. Songaila",WAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .A. Blatche, .N. Young",WAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,100,0.0,100,0.0,0.0,0.0,288.00,100,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,0,300.0,0.0,300.0,100,0.00,50.0,0.0,100,100,0.0,150.0,150.0,196.36,100,12-21-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .N. Young",WAS,1,0,100.0,200.0,-100.0,0.0,0.00,0.0,66.7,0.0,66.7,0.0,40.0,40.0,364.56,-11.1,12-21-2007
"A. Jamison, .D. Stevenson, .M. Wilks, .D. Songaila, .D. McGuire",WAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-21-2007
"B. Haywood, .M. Wilks, .C. Butler, .N. Young, .D. McGuire",WAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-21-2007
"D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche, .N. Young",WAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-21-2007
"D. Stevenson, .M. Wilks, .C. Butler, .A. Blatche, .N. Young",WAS,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.71,-100.0,12-21-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,26,135.4,122.0,13.4,53.8,2.00,19.7,40.9,67.9,56.0,0.1,63.8,64.9,89.54,56.1,12-26-2007
"A. Jamison, .C. Butler, .R. Mason Jr., .A. Blatche, .N. Young",WAS,1,5,81.3,93.3,-12.1,33.3,0.25,5.3,33.3,85.7,61.5,0.3,33.3,51.9,140.82,57.1,12-26-2007
"A. Jamison, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,4,144.4,100.0,44.4,80.0,4.00,28.6,33.3,66.7,50.0,0.1,68.8,73.2,97.37,73.8,12-26-2007
"A. Jamison, .R. Mason Jr., .D. Songaila, .A. Blatche, .N. Young",WAS,1,4,57.1,87.5,-30.4,50.0,1.00,12.5,0.0,66.7,40.0,0.1,33.3,33.3,86.40,25.0,12-26-2007
"B. Haywood, .C. Butler, .R. Mason Jr., .D. Songaila, .N. Young",WAS,1,2,75.0,40.0,35.0,0.0,0.00,0.0,0.0,33.3,20.0,0.3,50.0,50.0,115.71,40.0,12-26-2007
"D. Stevenson, .C. Butler, .D. Songaila, .A. Blatche, .N. Young",WAS,1,2,0.0,80.0,-80.0,0.0,0.00,0.0,0.0,100,50.0,0.5,0.0,0.0,116.76,-100.0,12-26-2007
"A. Jamison, .B. Haywood, .C. Butler, .R. Mason Jr., .N. Young",WAS,1,1,300.0,0.0,300.0,50.0,0.00,33.3,0.0,100,100,0.0,125.0,123.0,112.50,140.0,12-26-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,1,0.0,166.7,-166.7,0.0,0.00,0.0,50.0,0.0,50.0,0.0,0.0,0.0,180.90,-75.0,12-26-2007
"C. Butler, .R. Mason Jr., .A. Blatche, .N. Young, .D. McGuire",WAS,1,1,100.0,66.7,33.3,0.0,0.00,0.0,0.0,100,50.0,0.0,50.0,50.0,97.30,36.4,12-26-2007
"D. Stevenson, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.51,100,12-26-2007
"A. Jamison, .D. Stevenson, .D. Songaila, .A. Blatche, .N. Young",WAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-26-2007
"B. Haywood, .C. Butler, .R. Mason Jr., .A. Blatche, .N. Young",WAS,1,0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,113.6,169.41,150.0,12-26-2007
"A. Jamison, .D. Stevenson, .B. Haywood, .C. Butler, .R. Mason Jr",WAS,1,26,135.4,122.0,13.4,53.8,2.00,19.7,40.9,67.9,56.0,0.1,63.8,64.9,89.54,56.1,12-26-2007
"A. Jamison, .C. Butler, .R. Mason Jr., .A. Blatche, .N. Young",WAS,1,5,81.3,93.3,-12.1,33.3,0.25,5.3,33.3,85.7,61.5,0.3,33.3,51.9,140.82,57.1,12-26-2007
"A. Jamison, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,4,144.4,100.0,44.4,80.0,4.00,28.6,33.3,66.7,50.0,0.1,68.8,73.2,97.37,73.8,12-26-2007
"A. Jamison, .R. Mason Jr., .D. Songaila, .A. Blatche, .N. Young",WAS,1,4,57.1,87.5,-30.4,50.0,1.00,12.5,0.0,66.7,40.0,0.1,33.3,33.3,86.40,25.0,12-26-2007
"B. Haywood, .C. Butler, .R. Mason Jr., .D. Songaila, .N. Young",WAS,1,2,75.0,40.0,35.0,0.0,0.00,0.0,0.0,33.3,20.0,0.3,50.0,50.0,115.71,40.0,12-26-2007
"D. Stevenson, .C. Butler, .D. Songaila, .A. Blatche, .N. Young",WAS,1,2,0.0,80.0,-80.0,0.0,0.00,0.0,0.0,100,50.0,0.5,0.0,0.0,116.76,-100.0,12-26-2007
"A. Jamison, .B. Haywood, .C. Butler, .R. Mason Jr., .N. Young",WAS,1,1,300.0,0.0,300.0,50.0,0.00,33.3,0.0,100,100,0.0,125.0,123.0,112.50,140.0,12-26-2007
"A. Jamison, .D. Stevenson, .C. Butler, .R. Mason Jr., .A. Blatche",WAS,1,1,0.0,166.7,-166.7,0.0,0.00,0.0,50.0,0.0,50.0,0.0,0.0,0.0,180.90,-75.0,12-26-2007
"C. Butler, .R. Mason Jr., .A. Blatche, .N. Young, .D. McGuire",WAS,1,1,100.0,66.7,33.3,0.0,0.00,0.0,0.0,100,50.0,0.0,50.0,50.0,97.30,36.4,12-26-2007
"D. Stevenson, .C. Butler, .R. Mason Jr., .D. Songaila, .A. Blatche",WAS,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.51,100,12-26-2007
"A. Jamison, .D. Stevenson, .D. Songaila, .A. Blatche, .N. Young",WAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-26-2007
"B. Haywood, .C. Butler, .R. Mason Jr., .A. Blatche, .N. Young",WAS,1,0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,113.6,169.41,150.0,12-26-2007
"R. Horry, .M. Finley, .B. Bowen, .T. Duncan, .T. Parker",SAS,1,14,132.1,96.3,35.8,91.7,2.20,26.2,30.0,100,65.0,0.2,68.2,72.5,92.74,65.5,12-30-2007
"B. Bowen, .I. Udoka, .T. Parker, .M. Bonner, .F. Oberto",SAS,1,5,100.0,136.4,-36.4,33.3,1.00,7.7,33.3,100,42.9,0.1,38.9,51.1,110.77,28.2,12-30-2007
"M. Finley, .B. Bowen, .T. Duncan, .T. Parker, .M. Bonner",SAS,1,4,87.5,75.0,12.5,100,0.00,20.0,0.0,80.0,50.0,0.0,50.0,51.8,94.46,82.4,12-30-2007
"M. Finley, .T. Duncan, .J. Vaughn, .I. Udoka, .M. Bonner",SAS,1,4,116.7,40.0,76.7,66.7,1.00,20.0,100,40.0,57.1,0.3,60.0,64.3,73.67,177.8,12-30-2007
"F. Elson, .D. Johnson, .I. Udoka, .M. Bonner, .K. Langford",SAS,1,3,100.0,66.7,33.3,33.3,0.00,14.3,0.0,100,62.5,0.0,60.0,55.1,115.20,70.0,12-30-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .I. Udoka",SAS,1,3,150.0,80.0,70.0,50.0,0.00,20.0,66.7,100,85.7,0.0,57.1,57.1,102.19,86.4,12-30-2007
"M. Finley, .J. Vaughn, .I. Udoka, .T. Parker, .F. Oberto",SAS,1,3,28.6,150.0,-121.4,100,0.50,12.5,0.0,66.7,33.3,0.3,25.0,25.0,100.11,-11.8,12-30-2007
"B. Bowen, .J. Vaughn, .T. Parker, .M. Bonner, .F. Oberto",SAS,1,2,200.0,133.3,66.7,0.0,0.00,0.0,100,0.0,50.0,0.0,66.7,77.3,77.84,57.9,12-30-2007
"B. Bowen, .T. Duncan, .J. Vaughn, .I. Udoka, .M. Bonner",SAS,1,2,150.0,80.0,70.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,66.7,77.3,105.37,128.6,12-30-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .K. Langford",SAS,1,2,50.0,33.3,16.7,100,1.00,20.0,0.0,60.0,50.0,0.3,100,100,103.92,-200.0,12-30-2007
"M. Finley, .T. Duncan, .J. Vaughn, .T. Parker, .M. Bonner",SAS,1,2,175.0,166.7,8.3,100,3.00,37.5,100,100,100,0.3,75.0,78.8,72.52,65.5,12-30-2007
"R. Horry, .B. Bowen, .T. Duncan, .I. Udoka, .T. Parker",SAS,1,2,0.0,50.0,-50.0,0.0,0.00,0.0,0.0,100,20.0,0.0,0.0,0.0,108.68,-120.0,12-30-2007
"B. Bowen, .T. Duncan, .I. Udoka, .T. Parker, .M. Bonner",SAS,1,1,100.0,0.0,100.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,113.6,169.41,300.0,12-30-2007
"B. Bowen, .T. Duncan, .J. Vaughn, .T. Parker, .M. Bonner",SAS,1,1,100.0,0.0,100.0,100,0.00,25.0,50.0,100,66.7,0.0,75.0,75.0,149.69,125.0,12-30-2007
"J. Vaughn, .F. Elson, .D. Johnson, .I. Udoka, .K. Langford",SAS,1,1,133.3,100.0,33.3,50.0,0.00,25.0,0.0,0.0,0.0,0.0,66.7,66.7,101.65,60.0,12-30-2007
"J. Vaughn, .I. Udoka, .T. Parker, .M. Bonner, .F. Oberto",SAS,1,1,200.0,100.0,100.0,100,0.00,50.0,0.0,100,100,0.0,100,100,93.91,66.7,12-30-2007
"B. Bowen, .J. Vaughn, .I. Udoka, .M. Bonner, .F. Oberto",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-30-2007
"M. Finley, .B. Bowen, .J. Vaughn, .F. Elson, .K. Langford",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-30-2007
"M. Finley, .J. Vaughn, .F. Elson, .D. Johnson, .K. Langford",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-30-2007
"M. Finley, .T. Duncan, .J. Vaughn, .I. Udoka, .T. Parker",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-30-2007
"R. Horry, .M. Finley, .B. Bowen, .T. Duncan, .T. Parker",SAS,1,14,132.1,96.3,35.8,91.7,2.20,26.2,30.0,100,65.0,0.2,68.2,72.5,92.74,65.5,12-30-2007
"B. Bowen, .I. Udoka, .T. Parker, .M. Bonner, .F. Oberto",SAS,1,5,100.0,136.4,-36.4,33.3,1.00,7.7,33.3,100,42.9,0.1,38.9,51.1,110.77,28.2,12-30-2007
"M. Finley, .B. Bowen, .T. Duncan, .T. Parker, .M. Bonner",SAS,1,4,87.5,75.0,12.5,100,0.00,20.0,0.0,80.0,50.0,0.0,50.0,51.8,94.46,82.4,12-30-2007
"M. Finley, .T. Duncan, .J. Vaughn, .I. Udoka, .M. Bonner",SAS,1,4,116.7,40.0,76.7,66.7,1.00,20.0,100,40.0,57.1,0.3,60.0,64.3,73.67,177.8,12-30-2007
"F. Elson, .D. Johnson, .I. Udoka, .M. Bonner, .K. Langford",SAS,1,3,100.0,66.7,33.3,33.3,0.00,14.3,0.0,100,62.5,0.0,60.0,55.1,115.20,70.0,12-30-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .I. Udoka",SAS,1,3,150.0,80.0,70.0,50.0,0.00,20.0,66.7,100,85.7,0.0,57.1,57.1,102.19,86.4,12-30-2007
"M. Finley, .J. Vaughn, .I. Udoka, .T. Parker, .F. Oberto",SAS,1,3,28.6,150.0,-121.4,100,0.50,12.5,0.0,66.7,33.3,0.3,25.0,25.0,100.11,-11.8,12-30-2007
"B. Bowen, .J. Vaughn, .T. Parker, .M. Bonner, .F. Oberto",SAS,1,2,200.0,133.3,66.7,0.0,0.00,0.0,100,0.0,50.0,0.0,66.7,77.3,77.84,57.9,12-30-2007
"B. Bowen, .T. Duncan, .J. Vaughn, .I. Udoka, .M. Bonner",SAS,1,2,150.0,80.0,70.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,66.7,77.3,105.37,128.6,12-30-2007
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .K. Langford",SAS,1,2,50.0,33.3,16.7,100,1.00,20.0,0.0,60.0,50.0,0.3,100,100,103.92,-200.0,12-30-2007
"M. Finley, .T. Duncan, .J. Vaughn, .T. Parker, .M. Bonner",SAS,1,2,175.0,166.7,8.3,100,3.00,37.5,100,100,100,0.3,75.0,78.8,72.52,65.5,12-30-2007
"R. Horry, .B. Bowen, .T. Duncan, .I. Udoka, .T. Parker",SAS,1,2,0.0,50.0,-50.0,0.0,0.00,0.0,0.0,100,20.0,0.0,0.0,0.0,108.68,-120.0,12-30-2007
"B. Bowen, .T. Duncan, .I. Udoka, .T. Parker, .M. Bonner",SAS,1,1,100.0,0.0,100.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,113.6,169.41,300.0,12-30-2007
"B. Bowen, .T. Duncan, .J. Vaughn, .T. Parker, .M. Bonner",SAS,1,1,100.0,0.0,100.0,100,0.00,25.0,50.0,100,66.7,0.0,75.0,75.0,149.69,125.0,12-30-2007
"J. Vaughn, .F. Elson, .D. Johnson, .I. Udoka, .K. Langford",SAS,1,1,133.3,100.0,33.3,50.0,0.00,25.0,0.0,0.0,0.0,0.0,66.7,66.7,101.65,60.0,12-30-2007
"J. Vaughn, .I. Udoka, .T. Parker, .M. Bonner, .F. Oberto",SAS,1,1,200.0,100.0,100.0,100,0.00,50.0,0.0,100,100,0.0,100,100,93.91,66.7,12-30-2007
"B. Bowen, .J. Vaughn, .I. Udoka, .M. Bonner, .F. Oberto",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-30-2007
"M. Finley, .B. Bowen, .J. Vaughn, .F. Elson, .K. Langford",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-30-2007
"M. Finley, .J. Vaughn, .F. Elson, .D. Johnson, .K. Langford",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-30-2007
"M. Finley, .T. Duncan, .J. Vaughn, .I. Udoka, .T. Parker",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12-30-2007
"R. Horry, .M. Finley, .B. Bowen, .T. Duncan, .T. Parker",SAS,1,15,86.7,89.7,-3.0,66.7,1.20,15.0,25.0,80.0,51.6,0.2,42.0,47.0,95.46,41.9,01-03-2008
"M. Finley, .B. Bowen, .T. Duncan, .T. Parker, .M. Bonner",SAS,1,8,108.3,84.6,23.7,100,6.00,31.6,16.7,85.7,53.8,0.1,59.1,54.7,79.12,57.9,01-03-2008
"B. Bowen, .I. Udoka, .T. Parker, .M. Bonner, .F. Oberto",SAS,1,4,50.0,87.5,-37.5,100,0.00,10.0,16.7,28.6,23.1,0.0,21.4,26.9,90.00,-150.0,01-03-2008
"B. Bowen, .T. Duncan, .J. Vaughn, .T. Parker, .M. Bonner",SAS,1,3,200.0,66.7,133.3,40.0,0.00,22.2,0.0,66.7,50.0,0.0,100,97.2,104.58,113.3,01-03-2008
"M. Finley, .J. Vaughn, .I. Udoka, .M. Bonner, .F. Oberto",SAS,1,3,16.7,100.0,-83.3,0.0,0.00,0.0,0.0,50.0,16.7,0.2,0.0,10.2,106.01,1200.0,01-03-2008
"M. Finley, .T. Duncan, .J. Vaughn, .D. Johnson, .F. Oberto",SAS,1,3,33.3,183.3,-150.0,100,0.00,12.5,20.0,100,33.3,0.0,20.0,17.0,89.53,-12.0,01-03-2008
"M. Finley, .B. Bowen, .T. Duncan, .F. Elson, .T. Parker",SAS,1,2,266.7,25.0,241.7,100,0.00,33.3,100,66.7,75.0,0.0,125.0,106.4,106.11,211.1,01-03-2008
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .M. Bonner",SAS,1,2,75.0,0.0,75.0,100,0.00,20.0,0.0,100,60.0,0.0,33.3,43.6,81.29,114.3,01-03-2008
"M. Finley, .B. Bowen, .T. Duncan, .T. Parker, .F. Oberto",SAS,1,2,25.0,66.7,-41.7,0.0,0.00,0.0,0.0,0.0,0.0,0.3,0.0,17.4,97.86,120.0,01-03-2008
"B. Bowen, .T. Duncan, .I. Udoka, .T. Parker, .F. Oberto",SAS,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,50.0,0.5,0.0,0.0,88.62,0.0,01-03-2008
"B. Bowen, .T. Duncan, .I. Udoka, .T. Parker, .M. Bonner",SAS,1,1,66.7,100.0,-33.3,100,1.00,25.0,0.0,100,50.0,0.3,50.0,50.0,114.55,0.0,01-03-2008
"M. Finley, .B. Bowen, .F. Elson, .T. Parker, .M. Bonner",SAS,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,0.0,0.0,83.08,33.3,01-03-2008
"M. Finley, .I. Udoka, .T. Parker, .M. Bonner, .F. Oberto",SAS,1,1,50.0,0.0,50.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,26.6,80.00,0.0,01-03-2008
"M. Finley, .T. Duncan, .J. Vaughn, .T. Parker, .M. Bonner",SAS,1,1,0.0,66.7,-66.7,0.0,0.00,0.0,0.0,50.0,25.0,0.0,0.0,0.0,91.25,-133.3,01-03-2008
"R. Horry, .M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn",SAS,1,1,200.0,100.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,88.16,66.7,01-03-2008
"B. Bowen, .J. Vaughn, .F. Elson, .T. Parker, .M. Bonner",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,100,0.0,100,0.0,0.0,0.0,102.86,200.0,01-03-2008
"M. Finley, .B. Bowen, .T. Duncan, .J. Vaughn, .F. Oberto",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,01-03-2008
"M. Finley, .T. Duncan, .J. Vaughn, .M. Bonner, .F. Oberto",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,01-03-2008
"R. Horry, .B. Bowen, .T. Duncan, .I. Udoka, .T. Parker",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.00,0.0,01-03-2008
"R. Horry, .B. Bowen, .T. Duncan, .T. Parker, .M. Bonner",SAS,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,01-03-2008
"R. Horry, .M. Finley, .T. Duncan, .J. Vaughn, .T. Parker",SAS,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.71,0.0,01-03-2008
"R. Horry, .M. Finley, .B. Bowen, .T. Duncan, .T. Parker",SAS,1,15,86.7,89.7,-3.0,66.7,1.20,15.0,25.0,80.0,51.6,0.2,42.0,47.0,95.46,41.9,01-03-2008
