,weighted_DRPM_h,ORPM_adv_h,weighted_ORPM_a,weighted_ORPM_h,Net_ORPM_adv_h,DRPM_adv_h,+/-_h,Winpercent_h,Net_ORPM_adv_a,weighted_DRPM_a
0,0.8452147731381074,0.4756912258611945,0.6815545338330925,0.6329369855554815,0.6943844649154371,0.8068998442663993,0.3989817875015417,0.5,0.4429320487281665,0.2314150846053089
1,0.6225730781612477,0.31699434261193205,1.0,0.6339886852238641,0.5110998287124879,0.4926396872960677,0.5265118683285629,0.5,0.7179791360198164,0.6372937035691124
2,1.0,0.581921572434509,0.6919524578335877,0.8557956027026057,0.7959987486619711,0.8618957493062231,0.3550253581087789,0.5,0.3785032631337537,0.27620850138755365
3,0.604501830295519,0.8761455202811703,0.0,0.7522910405623404,0.7669348674111857,0.6945598714043375,0.7653918253333674,0.5,0.1791576594543176,0.21538208748684373
4,0.20210569455696606,0.2778991266552685,0.6339886852238641,0.18978693853440096,0.27478642223358923,0.2897663081978592,0.4986417052805537,0.5,0.7082366831648317,0.6225730781612477
5,0.2314150846053089,0.5822973257029926,0.5169598824271073,0.6815545338330925,0.581517270470842,0.3460665477769551,0.693505987657463,1.0,0.6309441064255961,0.5392819890513988
6,0.6276085843641921,0.7993304089700121,0.1454091423975133,0.7440699603375374,0.8183971740169464,0.7678795185200098,0.5841106957596089,0.5,0.2482303838747593,0.09184954732417244
7,0.13856668968583158,0.5909244273870388,0.2565220438442713,0.4383708986183489,0.692784605160031,0.5692833448429158,0.1292750959856514,0.5,0.5305422416097172,0.0
8,0.5878339435228596,0.21064799805640064,1.0,0.4212959961128012,0.3947553082734966,0.4752701199768736,0.5968928454003104,0.5,0.7337156994985614,0.6372937035691124
9,0.3223862353943122,0.5947495454317397,0.4576908526237762,0.6471899434872557,0.5434389221413041,0.3702706884759725,0.4848870616926154,0.5,0.5573142572036199,0.5818448584423673
10,0.6870941682893468,0.4215589323533518,0.28652159083115564,0.12963945553785922,0.4295136828326823,0.7393593812457815,0.4623176538678132,0.5,0.2984734510533704,0.2083754057977837
11,0.4653353181736009,0.4777176772991328,0.7872491440893363,0.742684498687602,0.6055084269673607,0.4525988957564831,0.43208818666026216,0.5,0.6728303059253871,0.5601375266606347
12,0.17476297779704605,0.5129307271347774,0.4599210205065029,0.4857824747760575,0.3088144127680553,0.13494045628064527,0.3573410413873429,0.5,0.6254063876677459,0.9048820652357557
13,0.7404511582233375,0.15675239080718084,0.9199937259273864,0.2334985075417481,0.3848832417679118,0.6540689596142931,0.2255570962209169,0.5,0.6208172221993569,0.4323132389947512
14,0.5247218027564129,0.3704717758658411,0.6919524578335877,0.4328960095652699,0.5646694511527564,0.6242566506844296,0.2860368481730016,0.5,0.5938006675982371,0.27620850138755365
15,0.6451535447299328,0.4674073447341818,0.5498935742705338,0.4847082637388974,0.4936538855882695,0.5748048250008259,0.5399417071784016,0.5,0.4615387145007861,0.4955438947282811
16,0.3999554946983736,0.44661803215454826,0.7168189264265907,0.6100549907356873,0.6373211376395608,0.5351008334615754,0.4435447487736167,0.5,0.6639210028065808,0.3297538277752225
17,0.3297538277752225,0.6477614651568948,0.4212959961128012,0.7168189264265907,0.5788134960425076,0.3709599421261815,0.3769922655485098,0.0,0.5340685303227276,0.5878339435228596
18,0.4955438947282811,0.31494992417157364,0.9199937259273864,0.5498935742705338,0.5579537523795934,0.531615327866765,0.4684111913290938,1.0,0.7317583477775645,0.4323132389947512
19,0.2083754057977837,0.32679230263783704,0.6329369855554815,0.28652159083115564,0.2268460210266468,0.18158031632983815,0.4442466244386421,1.0,0.704821263985379,0.8452147731381074
20,0.8452147731381074,0.5876230664658526,0.4576908526237762,0.6329369855554815,0.5356424456270432,0.63168495734787,0.2788656269443808,0.5,0.3204769105527072,0.5818448584423673
21,0.604501830295519,0.5711180249133265,0.6100549907356873,0.7522910405623404,0.6833245193323696,0.6022731677985727,0.7572406105589713,1.0,0.512862384497757,0.3999554946983736
22,0.6372937035691124,0.676405028256372,0.6471899434872557,1.0,0.8539614900956666,0.6574537340874,0.33207818939268624,0.5,0.5183210175002398,0.3223862353943122
23,0.09184954732417244,0.44444354927662105,0.2565220438442713,0.1454091423975133,0.5325322938232752,0.5459247736620862,0.450118568632954,1.0,0.5517047513835625,0.0
