,weighted_DRPM_h,ORPM_adv_h,weighted_ORPM_a,weighted_ORPM_h,Net_ORPM_adv_h,DRPM_adv_h,+/-_h,Winpercent_h,Net_ORPM_adv_a,weighted_DRPM_a
0,0.08684582827152959,0.3796057366927397,0.2950794572943569,0.054290930679836084,0.3335588815589296,0.3697932975529471,0.30070919163504795,0.5,0.5835054013957529,0.34725923316563545
1,0.6349606898605322,0.7249654812283826,0.32507305556006394,0.7750040180168292,0.6496012410356475,0.5706180792314085,0.37453474346487997,0.5,0.34372339740395463,0.4937245313977152
2,0.7022163787760544,0.5743763913595652,0.5198138802994146,0.6685666630185451,0.6586637780644603,0.6747809587837923,0.3742709381827576,0.5,0.4162029646651264,0.3526544612084699
3,0.4924401556260374,0.5824952328272089,0.3650374351245838,0.5300279007790017,0.6462123613936865,0.6357212298303624,0.7440904581444846,0.5,0.4315458352959027,0.22099769596531266
4,0.16592811484676515,0.37109397469367994,0.6342418122298581,0.3764297616172179,0.6041587074320804,0.5151817854644529,0.4246542915845446,0.5,0.7274929614789344,0.1355645439178592
5,0.5549149667116116,0.7095227641300298,0.43326161451680106,0.8523071427768607,0.6849552179503361,0.5242998740711298,0.547989298208369,0.5,0.4387790392586035,0.506315218569352
6,0.254914545409897,0.33773468111040844,0.7481881925815537,0.4236575548023705,0.4104058450415618,0.3250873504161776,0.5137726733670891,0.5,0.7467402929772109,0.6047398445775418
7,0.3032808187575307,0.23072865764901054,0.8009767195850399,0.26243403488306105,0.2853559386373405,0.30741736916763185,0.5990200300016264,0.5,0.7523247067718722,0.6884460804222671
8,0.6072264727411447,0.2643319219729949,0.5490944630137454,0.07775830695973522,0.37727227073055936,0.6634101356576649,0.4039434641478163,0.5,0.4761469496711265,0.2804062014258148
9,0.30654684085461736,0.3679748946679393,0.7750040180168292,0.5109538073527078,0.44286248176702797,0.3357930754970426,0.16641440459979134,0.5,0.7369481278259288,0.6349606898605322
10,0.4637452776515464,0.3960149503623795,0.6081397567455167,0.4001696574702757,0.39383244243033744,0.4251673842549161,0.5344127125966321,0.5,0.5745944451051318,0.6134105091417141
11,0.2914099519856216,0.6214216492663549,0.32507305556006394,0.5679163540927739,0.5391514973891339,0.3988427102939532,0.7074607255141441,0.5,0.5040421155204603,0.4937245313977152
12,0.6047398445775418,0.5716317035698588,0.604924785441836,0.7481881925815537,0.5193253850350221,0.431246281909535,0.8235647226056619,1.0,0.5070843181880096,0.7422472807584717
13,0.5094720419673335,0.42089721166458977,0.6342418122298581,0.4760362355590376,0.6572835981375049,0.6869537490247372,0.7486654168115723,0.5,0.5671774216161338,0.1355645439178592
14,0.3526544612084699,0.5088695908391113,0.5020746986211919,0.5198138802994146,0.5014029281578808,0.4165075403656957,0.6472371203916646,0.0,0.5698656602121297,0.5196393804770786
15,0.11464869439326394,0.2589849123178679,0.6081397567455167,0.12610958138125244,0.2476631121370691,0.250619092625775,0.17947357086413113,0.5,0.7375011443397517,0.6134105091417141
16,0.08684582827152959,0.26213151495041725,0.5300279007790017,0.054290930679836084,0.2658098802678943,0.2972028363227461,0.290182577998911,1.0,0.7088146296776605,0.4924401556260374
17,0.2804062014258148,0.5579164242484722,0.43326161451680106,0.5490944630137454,0.5232374115121405,0.38704549142823136,0.5279067467930716,1.0,0.5668791668688304,0.506315218569352
18,0.6349606898605322,0.4613484376199842,0.8523071427768607,0.7750040180168292,0.6210465879116402,0.5400228615744603,0.296916502768086,0.0,0.6249225218296101,0.5549149667116116
19,0.484137364346662,0.5983648288187309,0.3650374351245838,0.5617670927620456,0.6631403886438286,0.6315698341906747,0.3244156665563616,0.5,0.4354203513657329,0.22099769596531266
20,0.254914545409897,0.4278706003547984,0.5679163540927739,0.4236575548023705,0.5566219382994058,0.4817522967121377,0.5270009112065197,0.0,0.6505927100141171,0.2914099519856216
21,0.902692169610394,0.3670613465639753,0.6685666630185451,0.4026893561464955,0.3537348609534833,0.6002378954171698,0.6240633811358183,0.5,0.4019874545839842,0.7022163787760544
22,0.7422472807584717,0.5469854890445641,0.5109538073527078,0.604924785441836,0.6462367484924271,0.7178502199519272,0.5659359619635145,0.0,0.3927969548226199,0.30654684085461736
23,0.01948636988018076,0.4000016973297944,0.8009767195850399,0.6009801142446288,0.4659187349405048,0.16552014472895688,0.34689959923774394,0.5,0.8847580193417406,0.6884460804222671
24,0.6072264727411447,0.35066427267125866,0.3764297616172179,0.07775830695973522,0.4306937251751312,0.7206491789471898,0.4579532828522858,0.0,0.3840566163085268,0.16592811484676515
25,0.2652768680643799,0.6139470385480073,0.4001696574702757,0.6280637345662902,0.5852208542355678,0.4007657952064168,0.17427281984861648,0.5,0.5562897825483829,0.4637452776515464
26,0.4924401556260374,0.5531851729883156,0.4236575548023705,0.5300279007790017,0.6303849879491094,0.6187628051080702,0.7680522660137691,1.0,0.4628107453743412,0.254914545409897
27,0.4937245313977152,0.5994817370894058,0.12610958138125244,0.32507305556006394,0.5865281506405081,0.6895379185022257,0.48917569618975,0.5,0.30351484060992423,0.11464869439326394
28,0.1355645439178592,0.5616440024385752,0.5109538073527078,0.6342418122298581,0.6618729193384243,0.4145088515316209,0.5290890478313196,1.0,0.6759068071702936,0.30654684085461736
29,0.6134105091417141,0.6215511608104665,0.3650374351245838,0.6081397567455167,0.6878731455455561,0.6962064065882008,0.5610142030631999,0.5,0.3750947500044042,0.22099769596531266
30,0.5549149667116116,0.6516063398815576,0.5490944630137454,0.8523071427768607,0.7903761646886271,0.6372543826428985,0.6265773341786105,1.0,0.5005582306402048,0.2804062014258148
31,0.7022163787760544,0.4337949717167525,0.8009767195850399,0.6685666630185451,0.5019658699778156,0.5068851491768936,0.3993844185891711,0.5,0.5661605378666459,0.6884460804222671
32,0.5196393804770786,0.7238918839706778,0.054290930679836084,0.5020746986211919,0.6939058516561869,0.7163967761027745,0.4485454724263648,1.0,0.2531173013235021,0.08684582827152959
33,0.6047398445775418,0.5901359192443899,0.5679163540927739,0.7481881925815537,0.7297096300959359,0.6566649462959602,0.7538941954276183,1.0,0.487345953874998,0.2914099519856216
34,0.34725923316563545,0.3876327884974711,0.5198138802994146,0.2950794572943569,0.4594652099516958,0.4973023859785829,0.8339163464024343,0.0,0.5818445083933084,0.3526544612084699
35,0.6349606898605322,0.6992871281998055,0.3764297616172179,0.7750040180168292,0.8025681699664392,0.7345162875068836,0.29970653822305315,0.0,0.3711143820288148,0.16592811484676515
36,0.902692169610394,0.5701276606317172,0.26243403488306105,0.4026893561464955,0.5398990298587096,0.7997056754264316,0.6321128483940563,1.0,0.18537752324350928,0.3032808187575307
37,0.7422472807584717,0.5644442749413993,0.4760362355590376,0.604924785441836,0.5515412507701366,0.6163876193955691,0.5605544815671663,0.5,0.37417374578983104,0.5094720419673335
38,0.01948636988018076,0.7616109036424468,0.07775830695973522,0.6009801142446288,0.5038200460245872,0.206129948569518,0.4258576761789629,1.0,0.4990310921009311,0.6072264727411447
39,0.4637452776515464,0.4192012823541151,0.5617670927620456,0.4001696574702757,0.4541580437916661,0.4898039566524422,0.7144626370439907,0.0,0.5498616882034043,0.484137364346662
40,0.2652768680643799,0.5331483209021223,0.5617670927620456,0.6280637345662902,0.5757048414949054,0.3905697518588589,0.2209154362422429,1.0,0.6424774142194589,0.484137364346662
41,0.4937245313977152,0.4070596241036781,0.5109538073527078,0.32507305556006394,0.4969784525670336,0.593588845271549,0.5997896494114512,0.666666667,0.5087706501398256,0.30654684085461736
42,0.5549149667116116,0.8990081060485122,0.054290930679836084,0.8523071427768607,0.8807015445559416,0.7340345692200408,0.5726869474065817,0.666666667,0.2366558703252437,0.08684582827152959
43,0.506315218569352,0.4326726302120136,0.5679163540927739,0.43326161451680106,0.5617442421263188,0.6074526332918652,0.617639925771754,0.5,0.5332760251370625,0.2914099519856216
44,0.7022163787760544,0.7954041780294048,0.07775830695973522,0.6685666630185451,0.5398671810618979,0.5474949530174548,0.3462464863897743,0.666666667,0.18043361062583635,0.6072264727411447
45,0.3032808187575307,0.4298723393682828,0.4026893561464955,0.26243403488306105,0.18537752324350928,0.20029432457356844,0.498330262409625,0.5,0.5398990298587096,0.902692169610394
46,0.22099769596531266,0.4079714860554192,0.5490944630137454,0.3650374351245838,0.5304919529634791,0.4702957472697489,0.5193048869758923,0.0,0.6563814698337722,0.2804062014258148
47,0.6047398445775418,0.5700242179180185,0.6081397567455167,0.7481881925815537,0.5794473518793728,0.4956646677179138,0.6320635663498364,1.0,0.5087990159618598,0.6134105091417141
48,0.4924401556260374,0.4645238932671865,0.6009801142446288,0.5300279007790017,0.7402480711807178,0.7364768928729283,0.7653947576426751,0.666666667,0.5573853369363162,0.01948636988018076
49,0.6884460804222671,0.7122734789839108,0.3764297616172179,0.8009767195850399,0.8164206524159408,0.761258982787751,0.6582652315789954,0.0,0.3461553052244445,0.16592811484676515
50,0.7422472807584717,0.6023775639857801,0.4001696574702757,0.604924785441836,0.5728797473312814,0.6392510015534627,0.5384312318404736,0.333333333,0.3337104755859868,0.4637452776515464
51,0.5094720419673335,0.4339482394067604,0.6081397567455167,0.4760362355590376,0.4342957126341817,0.4480307664128097,0.6063367614148689,0.5,0.5532559485439869,0.6134105091417141
52,0.3526544612084699,0.6123672115025288,0.2950794572943569,0.5198138802994146,0.5818445083933084,0.5026976140214172,0.6220222900545076,0.333333333,0.4594652099516958,0.34725923316563545
53,0.11464869439326394,0.5241756372107587,0.07775830695973522,0.12610958138125244,0.25054890651683864,0.2537111108260596,0.19622285532677655,0.5,0.4546233811080955,0.6072264727411447
54,0.4937245313977152,0.4624516990448941,0.4001696574702757,0.32507305556006394,0.42362145140588814,0.5149896268730844,0.6680929370655525,0.75,0.44968417090319257,0.4637452776515464
55,0.2804062014258148,0.7474017661669546,0.054290930679836084,0.5490944630137454,0.7189837381177462,0.5967801865771426,0.4982815300777889,0.5,0.3647559979354706,0.08684582827152959
56,0.1355645439178592,0.4166325463224089,0.8009767195850399,0.6342418122298581,0.48365878737097495,0.22355923174779613,0.5191735326960341,0.666666667,0.8305898805156172,0.6884460804222671
57,0.5549149667116116,0.5520594750976535,0.7481881925815537,0.8523071427768607,0.6390251466882715,0.4750875610670349,0.5627235158306163,0.5,0.6067444272282206,0.6047398445775418
58,0.7022163787760544,0.5202514642261274,0.6280637345662902,0.6685666630185451,0.6994387268001739,0.7184697553558372,0.44794239565876,0.75,0.4739377829879286,0.2652768680643799
59,0.5196393804770786,0.5344065420521954,0.43326161451680106,0.5020746986211919,0.4981595250505813,0.5066620809538632,0.46543113692470095,1.0,0.4552404702568619,0.506315218569352
60,0.484137364346662,0.4803934892587084,0.6009801142446288,0.5617670927620456,0.7571760984308598,0.7323254972332406,0.40958949813604856,0.666666667,0.5612598530061463,0.01948636988018076
61,0.254914545409897,0.5806117599596547,0.26243403488306105,0.4236575548023705,0.5510823718424208,0.4758168633261831,0.5179345841821504,0.666666667,0.4876643964394914,0.3032808187575307
62,0.22099769596531266,0.494303836753683,0.3764297616172179,0.3650374351245838,0.5839134074080508,0.5275347905592738,0.5473348707556706,0.25,0.5642911364711726,0.16592811484676515
63,0.2914099519856216,0.3964561680379724,0.7750040180168292,0.5679163540927739,0.4732433290163364,0.32822463106254474,0.4860709310087255,0.25,0.7440117907793555,0.6349606898605322
64,0.4924401556260374,0.4625515576685829,0.604924785441836,0.5300279007790017,0.40297008000692064,0.3750964374337829,0.7712387354366069,0.75,0.5594892185207889,0.7422472807584717
65,0.30654684085461736,0.32932333228792354,0.8523071427768607,0.5109538073527078,0.4802159970158184,0.3758159370715029,0.48744334768722,0.5,0.7781775769926889,0.5549149667116116
66,0.5094720419673335,0.4037347862702463,0.6685666630185451,0.4760362355590376,0.3928542554885335,0.4036278315956396,0.6512373670742715,0.666666667,0.5854845042229744,0.7022163787760544
67,0.3526544612084699,0.6286899227081767,0.26243403488306105,0.5198138802994146,0.6023671335703528,0.5246868212254696,0.6013499992309231,0.5,0.4420538467239853,0.3032808187575307
68,0.6884460804222671,0.6165301827461329,0.5679163540927739,0.8009767195850399,0.7578642732288572,0.6985180642183226,0.5795758517215878,0.4,0.44828425221196616,0.2914099519856216
69,0.6349606898605322,0.6129547775015418,0.5490944630137454,0.7750040180168292,0.7491467155218672,0.6772772442173587,0.3824606318195072,0.2,0.4632047153914144,0.2804062014258148
70,0.506315218569352,0.3995099011434715,0.6342418122298581,0.43326161451680106,0.6344698494130788,0.6853753373257464,0.6618776796885693,0.75,0.5686505602960713,0.1355645439178592
71,0.484137364346662,0.4768136680082644,0.6081397567455167,0.5617670927620456,0.4800200741014133,0.4353634276024739,0.4497004621935257,0.75,0.5650784323644694,0.6134105091417141
72,0.254914545409897,0.648773986710559,0.12610958138125244,0.4236575548023705,0.6391079734194536,0.5701329255083165,0.4990479071185697,0.5,0.4149560532349072,0.11464869439326394
73,0.902692169610394,0.5388081502932157,0.32507305556006394,0.4026893561464955,0.4510280465719866,0.7044838191063394,0.7725281881284002,1.0,0.21878590520575314,0.4937245313977152
74,0.7422472807584717,0.614247511912309,0.3764297616172179,0.604924785441836,0.7118567906329372,0.7881595829558533,0.6412670263269191,0.6,0.3210488550844066,0.16592811484676515
75,0.01948636988018076,0.4864581898391693,0.6280637345662902,0.6009801142446288,0.6633915917628633,0.3771047509079004,0.5680217746897506,0.5,0.7925352644630232,0.2652768680643799
76,0.6072264727411447,0.5117336881399496,0.054290930679836084,0.07775830695973522,0.4675976505978738,0.7601903222348076,0.44357074296602095,0.4,0.2122445893561654,0.08684582827152959
77,0.22099769596531266,0.30842462127151504,0.7481881925815537,0.3650374351245838,0.3791409349631233,0.3081289256938854,0.5037416879126388,0.4,0.7625676664217881,0.6047398445775418
78,0.34725923316563545,0.3965023793365825,0.5020746986211919,0.2950794572943569,0.38154132491647,0.4138099263442784,0.6588548354869539,0.0,0.5723833554123314,0.5196393804770786
79,0.11464869439326394,0.4005182629105943,0.32507305556006394,0.12610958138125244,0.30351484060992423,0.3104620814977744,0.27949258668791416,0.25,0.5865281506405081,0.4937245313977152
80,0.4924401556260374,0.4841304040084781,0.5617670927620456,0.5300279007790017,0.5234176482126,0.5041513956396877,0.5928964278774703,0.6,0.5364711593929118,0.484137364346662
81,0.2804062014258148,0.3740588717143528,0.8009767195850399,0.5490944630137454,0.4382456385870441,0.29598006050177394,0.5278020549993256,0.5,0.7629991979713688,0.6884460804222671
82,0.1355645439178592,0.62890602530632,0.3764297616172179,0.6342418122298581,0.7274929614789344,0.484818214535547,0.47737329195802203,0.4,0.6041587074320804,0.16592811484676515
83,0.6134105091417141,0.6565301497255799,0.2950794572943569,0.6081397567455167,0.6289529175856745,0.6330756379880393,0.4204500582461095,0.333333333,0.33778281856936376,0.34725923316563545
