,weighted_DRPM_h,ORPM_adv_h,weighted_ORPM_a,weighted_ORPM_h,Net_ORPM_adv_h,DRPM_adv_h,+/-_h,Winpercent_h,Net_ORPM_adv_a,weighted_DRPM_a,DRB_h,+/-_a,ORB_a,DRtg_h,EFG%_a,3PA_h,FGA_a,ORtg_h,DRtg_a,TRB_a,OFFRTG_a,Winpercent_a,FT_a,FT_h,AST%_a_y,FG%_a,ORtg_a,AST%_a_x,AST_a,FGA_h,BLK%_a,PTS_h,ORB%_a,TS%_h_x,Previous_Win_Perc_h,TS%_a_y,FG_h,AST_h,AST%_h_x,3P_a
0,0.8452147731381074,0.4756912258611945,0.6815545338330925,0.6329369855554815,0.6943844649154371,0.8068998442663993,0.3989817875015417,0.5,0.4429320487281665,0.2314150846053089,0.458042575397335,0.7047598795889489,0.2802485541111988,0.6323356488731173,0.10527680495498504,0.6352601083778935,0.2988582474434401,0.6203680740453144,0.5006917421198481,0.3113575841417141,0.1170711848190919,0.5,0.09553125883706826,0.37143669596946377,0.060599840787189926,0.3193088117771209,0.3075937872941804,0.30053565249811925,0.30053565249811925,0.5431843599854229,0.419821609272148,0.545996988598416,0.6798485912643885,0.5787032274471287,0.75,0.1305807117629654,0.5499455642088554,0.5867304829667417,0.5867304829667417,0.3847753290419389
1,0.6225730781612477,0.31699434261193205,1.0,0.6339886852238641,0.5110998287124879,0.4926396872960677,0.5265118683285629,0.5,0.7179791360198164,0.6372937035691124,0.1722008356211736,0.3166056539715913,0.3808402629473101,0.6158029956669686,0.046864701727570186,0.17137474567256164,0.4237112537414745,0.3576043122633816,0.6256806342875021,0.4621260559488354,0.11184205053601352,0.5,0.5052799316360528,0.26314585565696136,0.0522884337738425,0.4809003017752456,0.450177746187082,0.27857572697170463,0.27857572697170463,0.1111978739364809,0.5122675272307233,0.1826759695050551,0.5701159727230853,0.35770532509527314,0.75,0.09052126012923374,0.17151444003638322,0.3454884154670296,0.3454884154670296,0.6260425373518569
2,1.0,0.581921572434509,0.6919524578335877,0.8557956027026057,0.7959987486619711,0.8618957493062231,0.3550253581087789,0.5,0.3785032631337537,0.27620850138755365,0.4271821288558362,0.4205491661216532,0.3352397038824961,0.6105646410820202,0.12432848725573205,0.4440229688367022,0.4668932661351552,0.2357930995291136,0.6262626612243917,0.34801329859892394,0.12358613071433915,0.5,0.2479002977638938,0.3827655256732117,0.18508943011202367,0.277519975052021,0.16895425933697428,0.2943582954152443,0.2943582954152443,0.37656856896095997,0.4566521401541831,0.4118237331531106,0.5397584706783943,0.4420130952635857,0.75,0.1354649611363724,0.388872415735622,0.35405725602482274,0.35405725602482274,0.4609313764622711
3,0.604501830295519,0.8761455202811703,0.0,0.7522910405623404,0.7669348674111857,0.6945598714043375,0.7653918253333674,0.5,0.1791576594543176,0.21538208748684373,0.304568702071748,0.2315986877723779,0.5912002846251442,0.4833882548412222,0.08326615521608145,0.40886704571197496,0.7824010404549158,0.6455949327172444,0.7588577841137993,0.626698285314802,0.07840999532781362,0.5,0.7573766199263547,0.4869547842194867,0.09404451961791416,0.5959339266902511,0.4432624375564471,0.5956210695981445,0.5956210695981445,0.3678640579313969,0.4261394987968673,0.4614277226064842,0.5873949497571012,0.6113967447859318,0.5,0.08663039175794215,0.4229685064611398,0.4664959129839224,0.4664959129839224,0.7589432959409335
4,0.20210569455696606,0.2778991266552685,0.6339886852238641,0.18978693853440096,0.27478642223358923,0.2897663081978592,0.4986417052805537,0.5,0.7082366831648317,0.6225730781612477,0.4967686669277174,0.6886533391858661,0.2392341206872389,0.6355151621131344,0.22168273426497925,0.4101662365566436,0.3433925618232223,0.6095417256837421,0.4380685557344067,0.3626303256254767,0.22104651234190614,1.0,0.4992661730019586,0.5712452320497968,0.2152173142998831,0.5536900527926639,0.481379874579039,0.36792242118084173,0.36792242118084173,0.4635263086899879,0.32869326478529953,0.503591223624496,0.5427011619121497,0.6306378211882492,0.25,0.23531420300143036,0.4671942808953252,0.4537118218967245,0.4537118218967245,0.3951906294269795
5,0.2314150846053089,0.5822973257029926,0.5169598824271073,0.6815545338330925,0.581517270470842,0.3460665477769551,0.693505987657463,1.0,0.6309441064255961,0.5392819890513988,0.3699048795651103,0.5875455328512633,0.5782934206778618,0.5281414288598278,0.3504997787910871,0.4030250570286028,0.5918288042996618,0.4552274561477268,0.5289331553058599,0.5899516740546421,0.3532077070068278,0.5,0.7586832743587661,0.3077926075238712,0.32546934221246165,0.498903110998546,0.6042145777401942,0.5222774147932198,0.5222774147932198,0.3229862453385225,0.4576060437784532,0.34646748637915525,0.6801169928296629,0.4286968246450401,0.5,0.3693949314776524,0.3426010773173285,0.3815334840060517,0.3815334840060517,0.6190129550627446
6,0.6276085843641921,0.7993304089700121,0.1454091423975133,0.7440699603375374,0.8183971740169464,0.7678795185200098,0.5841106957596089,0.5,0.2482303838747593,0.09184954732417244,0.5992076118347566,0.5836350262143527,0.24768272963029345,0.5810334030684321,0.06826794485927717,0.4136063816106781,0.21226757578966526,0.6785618663506523,0.5731494826779513,0.22483713180437315,0.0883342288152998,0.5,0.005970025354718522,0.7678631096710484,0.1854733941717596,0.2334076401950144,0.26588168899327497,0.13218714518169933,0.13218714518169933,0.3281770012681871,0.42767434730365583,0.5224602442949153,0.5700342329556841,0.6553290200029611,0.5,0.07619155589912734,0.4334629230266699,0.4439165757811068,0.4439165757811068,0.29606931121396896
7,0.13856668968583158,0.5909244273870388,0.2565220438442713,0.4383708986183489,0.692784605160031,0.5692833448429158,0.1292750959856514,0.5,0.5305422416097172,0.0,1.0,0.19148792241526424,0.2053234988239204,0.7665498541113014,0.16687716432789973,0.6850459433817049,0.28899089929938576,0.8524137283535461,0.8233156963003123,0.2656492476606658,0.1435178558306968,0.5,0.4753137787225055,0.7758692289688888,0.19766592040610587,0.1486856784627728,0.3673617930228077,0.13633291279352894,0.13633291279352894,0.9848888108785436,0.4403757812271653,0.9919388531071064,0.49145284615925,0.8389669589045636,0.25,0.179549511828672,0.9999999999999998,0.8367045129814485,0.8367045129814485,0.18751487481865706
8,0.5878339435228596,0.21064799805640064,1.0,0.4212959961128012,0.3947553082734966,0.4752701199768736,0.5968928454003104,0.5,0.7337156994985614,0.6372937035691124,0.5849384824689362,0.24677215312902215,0.35002826043767304,0.3798795683064087,0.4913196433338598,0.32554210831178515,0.3745092093927736,0.5650483029011185,0.6579841042098751,0.3499831707530888,0.472973231838289,0.0,0.3628042249951451,0.3369258445934485,0.6496711652674957,0.4286825390756957,0.4075886385468601,0.29991847773050884,0.29991847773050884,0.4547511968929643,0.4974243337356391,0.4936246018800614,0.5612833151417285,0.6033275344131394,0.5,0.5226004879192601,0.5399559969570282,0.5896734631581462,0.5896734631581462,0.5421694666682033
9,0.3223862353943122,0.5947495454317397,0.4576908526237762,0.6471899434872557,0.5434389221413041,0.3702706884759725,0.4848870616926154,0.5,0.5573142572036199,0.5818448584423673,0.3984328134301565,0.046761723634488994,0.446843876564161,0.6731102200405817,0.1877169456847948,0.1959084435343001,0.6910879659283113,0.5465287883130421,0.8299620040444113,0.5723476432148789,0.18596834628994788,0.5,0.6623393551111427,0.16688509280023378,0.1649547399368742,0.5864455767434636,0.4725657380227193,0.4666794664406397,0.4666794664406397,0.2406506201381289,0.41974557953598296,0.2685358356833953,0.5734039164894007,0.36729634607429995,1.0,0.1912759714987126,0.2962125328683507,0.2933397683650041,0.2933397683650041,0.6786465813106675
