,weighted_ORPM_h,Net_ORPM_adv_h,DRPM_adv_h,Net_ORPM_adv_a,Winpercent_h,weighted_DRPM_h,ORPM_adv_h,weighted_DRPM_a,Winpercent_a,weighted_ORPM_a,DRtg_h,PIE_h,TOV%_a,DRtg_a,FG_h,+/-_h,EFG%_a,TRB_a,AST/TO_h,TS%_a_x
0,0.7470557822144872,0.37350377698635706,0.3626217617237683,0.6196009757590499,0.5,0.6871472737602871,0.38484075638292253,0.9619037503127504,0.5,0.9773742694486418,0.3721400815786004,0.5036188677806671,0.5381333274608566,0.3572680549719081,0.19429919692040812,0.8118867028859462,0.3366746983709717,0.456563825254294,0.24968710888610754,0.7700381654604963
1,0.4389552851051196,0.4959445927812162,0.4492710526628725,0.6511046918373993,0.5,0.3514275482487833,0.3851135858791681,0.4528854429230382,0.5,0.6687281133467835,0.2691141476463892,0.3132438317875311,0.699900630671888,0.4595092153435538,0.2933109439229773,0.7067406354936816,0.14763572526168778,0.4789500184517577,0.046125116713352,0.4036275463988957
2,0.6683824010096733,0.4698199322657928,0.4338775840162824,0.6574390183808583,0.5,0.5762219153286142,0.3680873687541695,0.7084667472960494,0.5,0.9322076635013344,0.5496488054615947,0.3493761123355441,0.5238740917900571,0.3749799199605471,0.4022541441182963,0.4147708412901303,0.19153591394836728,0.4481023342634837,0.043487171464330406,0.7744340309834463
3,1.0,0.4730982685337141,0.20049305651291785,0.6043066478606469,0.5,0.4009861130258357,0.6865049419077885,1.0,0.5,0.6269901161844229,0.5031040333649147,0.3781991771365038,0.7613944204521857,0.6003168117984095,0.2245341262757334,0.5561267990810131,0.16545975052815926,0.3018879132584339,0.06614645858343335,0.13100712013696916
4,0.6989212925788341,0.5037030826896491,0.5279403807776815,0.450066565230685,0.5,0.7274615915372631,0.5139020215458361,0.6715808299819,0.5,0.6711172494871621,0.3645930942071348,0.6506339910477785,0.5509789593450946,0.4364805400113557,0.570042344217268,0.721073345487809,0.16916354802194672,0.7514495596800806,0.12806372549019604,0.4766726936103121
5,0.3263261223364557,0.3569573390371599,0.26907218189065635,0.5720508624048101,0.5,0.15368365035998394,0.5207872210751944,0.6155392865786712,0.5,0.284751680186067,0.5131712271485721,0.3588122246240417,0.3616657024019319,0.4936686097852089,0.4811017080425508,0.4553207796710154,0.09999988876712118,0.1565215213035802,0.1421108349443063,0.5167580686158865
6,0.22579157111812356,0.6337233328117771,0.5297745693715404,0.5830468259484841,0.5,0.059549138743080876,0.511552007889102,0.0,0.5,0.2026875553399195,0.4417052278576088,0.3561598473958285,0.61680176803953,0.6322208488731264,0.4736071753866996,0.6143525576717029,0.21064017354122333,0.5980651380226699,0.051034112275046985,0.5694591591301027
7,0.7470557822144872,0.5551483734843248,0.5349922301149795,0.5132247818249751,0.0,0.6871472737602871,0.4950091015895874,0.617162813530328,0.5,0.7570375790353123,0.3812688419822221,0.2770271510360514,0.4714964146417323,0.420960780599298,0.4341727532001404,0.8849405526260128,0.1916033489540304,0.5529052216858377,0.037557102628285335,0.7014107965515609
8,0.4389552851051196,0.3612783609766647,0.3214804004763669,0.7783097963178454,0.0,0.3514275482487833,0.2533738108018927,0.7084667472960494,1.0,0.9322076635013344,0.4568388526321982,0.4426609937781445,0.5617914878390629,0.4163301745100929,0.14660379216713648,0.6018408549386278,0.7744924653790299,0.4352557385582699,0.2546721813725489,0.6322710862980236
9,0.599076287296885,0.7159296393693602,0.5963123574506906,0.5936256991433029,0.5,0.3717739579186773,0.5133719589361252,0.17914924301729634,0.5,0.5723323694246346,0.4041602807655504,0.13389201581109156,0.7100320297832063,0.4522428861673368,0.5456781471492329,0.6006635247476382,0.38515861719507616,0.6637422157525709,0.023807022809123644,0.7467737243235755
10,0.6136246498272279,0.43390571867295,0.2658877002440725,0.7152520244726209,0.5,0.2592369920254081,0.4573516786241969,0.7274615915372631,1.0,0.6989212925788341,0.6419481468824496,0.2298172746025513,0.5905122157224764,0.4197288410715958,0.4902921968658731,0.18147959743511086,0.16509175815619365,0.5587537623056882,0.1025441176470588,0.7395085366451182
11,0.6711172494871621,0.6255428270283931,0.6281014854591424,0.4507738194522751,0.0,0.6715808299819,0.5303854552104821,0.41537785906361535,0.5,0.6103463390661982,0.40823688105978506,0.3966460884134973,0.5516100986180591,0.5079137927583692,0.5185543799800216,0.6229975705789024,0.470008422231025,0.5945286314858265,0.15686274509803916,0.5558445973686962
12,0.6950444307881926,0.6143971365525668,0.38656109360253604,0.4265924888006439,0.5,0.2311372159316486,0.8126591052657899,0.4580150287265767,0.5,0.0697262202566129,0.5474283921712273,0.26171888404904875,0.3140159378459437,0.640892016592079,0.5602110287718697,0.4468622792059309,0.10964661750813323,0.3465555731035885,0.07841452732295666,0.15275382687174438
