,FG_h,FGA_h,FG%_h,3P_h,3PA_h,3P%_h,FT_h,FTA_h,FT%_h,ORB_h,DRB_h,TRB_h,AST_h,STL_h,BLK_h,TOV_h,PF_h,PTS_h,+/-_h,TS%_h_x,eFG%_h,3PAr_h,FTr_h,ORB%_h,DRB%_h,TRB%_h,AST%_h_x,STL%_h,BLK%_h,TOV%_h,USG%_h,ORtg_h,DRtg_h,FG_a,FGA_a,FG%_a,3P_a,3PA_a,3P%_a,FT_a,FTA_a,FT%_a,ORB_a,DRB_a,TRB_a,AST_a,STL_a,BLK_a,TOV_a,PF_a,PTS_a,+/-_a,TS%_a_x,eFG%_a,3PAr_a,FTr_a,ORB%_a,DRB%_a,TRB%_a,AST%_a_x,STL%_a,BLK%_a,TOV%_a,USG%_a,ORtg_a,DRtg_a,OFFRTG_h,OFFRTG_a,DEFRTG_h,DEFRTG_a,AST%_h_y,AST%_a_y,AST/TO_h,AST/TO_a,AST RATIO_h,AST RATIO_a,OREB%_h,OREB%_a,DREB%_h,DREB%_a,REB%_h,REB%_a,TO RATIO_h,TO RATIO_a,EFG%_h,EFG%_a,TS%_h_y,TS%_a_y,PACE_h,PACE_a,PIE_h,PIE_a,weighted_ORPM_h,weighted_DRPM_h,Winpercent_h,btb_h,weighted_ORPM_a,weighted_DRPM_a,Winpercent_a,btb_a,Off_Adv_h,Def_Adv_h,ORPM_adv_h,DRPM_adv_h,Net_ORPM_adv_h,Net_ORPM_adv_a,Net_Off_adv_h,Previous_Win,Previous_Win_h,Previous_Win_Perc_h
0,0.19429919692040815,0.13891157407973093,0.5696334274173792,0.3412162727890163,0.26594928097785375,0.6774914464524806,0.32681126529819343,0.31294520093919886,0.29990711043213175,0.30368109270616345,0.25264149825138804,0.24476361871459973,0.2510988109790645,0.15400325696072437,0.5037909044203299,0.20494205237061652,0.33869749512681907,0.2232182021873522,0.8118867028859462,0.636540421148954,0.6343496978015288,0.8079567923818933,0.5708099450393831,0.4853798714158074,0.5404863146601098,0.5413765212549487,0.2510988109790645,0.3752905314565314,0.5566050725822657,0.3540680045024841,0.3815521578782246,0.5245360989713268,0.3721400815786004,0.4622967248192746,0.39995158151986343,0.7954286589585549,0.5245859150963796,0.48032898864587703,0.5475384132605927,0.352336123267601,0.2766715444117538,0.2754995425946145,0.5400459379016332,0.4778533289282003,0.45656382525429395,0.4920685194993548,0.1766219197744509,0.3510388078234602,0.5519295343161468,0.35605890379043953,0.4674732092019392,0.8017408578323013,0.7700381654604963,0.8045852680202293,0.5694369385115519,0.43838030342504775,0.5656769514704243,0.6856781769277569,0.6181773470543348,0.4920685194993548,0.47970323094719014,0.4806147227306233,0.5381333274608566,0.45946770426952444,0.649451788433567,0.3572680549719081,0.45552918072744214,0.3075704997130896,0.26797468346730796,0.3291897951573415,0.43340425531914906,0.30940944971192663,0.24968710888610754,0.02913829787234043,0.4717050964868874,0.29578101484345015,0.3022837650323775,0.45734581201185026,0.4142992619081196,0.4060194243920973,0.3906081466982324,0.5446169018829847,0.20315824468085109,0.5053191489361702,0.4371646589026614,0.33667469837097175,0.4140462740343885,0.37191459234176816,0.4800913240528659,0.31274935368886553,0.5036188677806671,0.4548591990645331,0.7470557822144872,0.687147273760287,0.5,0.0,0.9773742694486418,0.9619037503127503,0.5,0.0,0.6331603116288487,0.48030720163357615,0.38484075638292264,0.3626217617237683,0.37350377698635706,0.6196009757590499,0.5108415765890422,0.16666666666666666,0.16666666666666666,0.5
1,0.2933109439229773,0.349611883849645,0.3548605496917948,0.27643719572526726,0.2570704305632554,0.33708156253539523,0.21529964942529983,0.17284677090609352,0.3660105225343372,0.45028059776111434,0.3394985464013073,0.37305922158075805,0.517866624684649,0.5242325029000593,0.5390305297793172,0.2644495848376469,0.6227524244052663,0.25908047934228073,0.7067406354936816,0.36816024667889596,0.3646025077550647,0.4505245740632243,0.5148534155474339,0.5837199984750684,0.6961555665183193,0.6421238643271076,0.517866624684649,0.5373953202186699,0.5236551102072642,0.5179320911980427,0.4868047891155359,0.4453061384236493,0.2691141476463892,0.5414162743505785,0.5409628324605665,0.46787398826073423,0.33305247050371833,0.40358429923237377,0.3517146796155662,0.30665743630068465,0.3680373643388779,0.43728271232625177,0.493811072740807,0.5315383932794953,0.4789500184517577,0.4654828222914634,0.7504159330825633,0.464371138391876,0.608492399321116,0.4368953200046019,0.49372039436894455,0.44327630282473685,0.40362754639889564,0.4355171875122127,0.3749023553680968,0.5363536618068224,0.393454835604615,0.639902713914732,0.5319418913523521,0.4654828222914634,0.6325297673628059,0.5047144944173743,0.699900630671888,0.5750025643990814,0.3501227101284925,0.4595092153435538,0.2357079146145477,0.18518349254616231,0.08717081006990733,0.28492001500984754,0.17667857142857143,0.19213389222717583,0.046125116713351996,0.03,0.25854390128144283,0.16396497919556166,0.0,0.25280494821634064,0.12215361895353467,0.25446428571428575,0.1682526550094767,0.2091513567530172,0.1732142857142857,0.23989898989898992,0.3373886361886538,0.14763572526168778,0.29908428561646666,0.15170995729247103,0.1754309962015287,0.2085355821854207,0.31324383178753107,0.28556546054706394,0.4389552851051196,0.3514275482487833,0.5,0.0,0.6687281133467835,0.4528854429230382,0.5,0.0,0.5432537586876836,0.35599299349950586,0.3851135858791681,0.44927105266287254,0.49594459278121616,0.6511046918373993,0.3308558419437643,0.6666666666666666,0.6666666666666666,1.0
2,0.4022541441182963,0.41074671290307163,0.33982217448550267,0.35041586156635585,0.2648777070925563,0.42418691625504107,0.3252774861055106,0.4154612464340278,0.41469700599199455,0.5975872019082672,0.41526404154473523,0.4931541341299017,0.43539896412425566,0.42046705400459994,0.41804943625137,0.6118214200639703,0.3856610529400791,0.37841534236285246,0.4147708412901303,0.37780271325895604,0.35196717664103294,0.08092397769706922,0.5541742802905636,0.4559828136413685,0.5052689456693589,0.5018165193650335,0.43539896412425566,0.4728540002591768,0.534435290049542,0.6285243509726745,0.28464715632539717,0.5707362186337541,0.5496488054615947,0.5021826404129421,0.4362611536566762,0.7873446985944603,0.5660678936092562,0.47335910001921266,0.752025402544588,0.45004304437678433,0.4274419055243557,0.33413359239228313,0.4996868034699097,0.48611060936432215,0.4481023342634837,0.6552871830828602,0.3954438989569097,0.5440369095532486,0.5394729160178627,0.3812267420816785,0.5296290154312506,0.6786331361165449,0.7744340309834463,0.8788092470805013,0.8092562113770383,0.5984610898890741,0.5206338167870023,0.49147447065389926,0.5261068243441693,0.6552871830828602,0.5004515762173818,0.5332572238567503,0.5238740917900571,0.6252569690953839,0.7811103746090406,0.374979919960547,0.2768921942527145,0.32092359870609616,0.29694558794341025,0.2062830335305374,0.28391848404255327,0.10082622601279319,0.043487171464330406,0.0,0.19413713154732454,0.11982056171983353,0.3084528214616097,0.45550441120061375,0.18673236411098987,0.19880022321428575,0.23568358899882222,0.3193193173956492,0.319248670212766,0.0,0.2255637857250517,0.19153591394836728,0.2786305693126927,0.20662101260110177,0.3217391855987145,0.16870255469456383,0.3493761123355441,0.43983874019721214,0.6683824010096733,0.5762219153286142,0.5,0.0,0.9322076635013343,0.7084667472960494,0.5,0.0,0.4819974024126812,0.6168418707697392,0.3680873687541695,0.4338775840162824,0.4698199322657928,0.6574390183808583,0.31129111964254136,0.3333333333333333,0.3333333333333333,1.0
3,0.2245341262757334,0.30304164894861774,0.5175015883498817,0.4847296078331146,0.5476189199786341,0.48354871819573697,0.5801244684281017,0.5044510893883547,0.6911716853871314,0.4319974146092086,0.2542661084482277,0.3000524441314064,0.4118750840557174,0.4165915581880795,0.5859687807247068,0.35721172542683066,0.39624735619702256,0.33035601516975266,0.5561267990810131,0.5856302151248818,0.5315142406591178,0.6197295322889611,0.9632745118337025,0.3905297520655205,0.4722834640260725,0.4542579598031665,0.4118750840557174,0.4713660116687466,0.5509697079669944,0.42878636754160404,0.459600279474289,0.5022090088233255,0.5031040333649147,0.433958411327548,0.44032178054450627,0.08321454812412549,0.35710586439684966,0.4007491804680944,0.23340057520897217,0.45657735957404144,0.3836017999182542,0.592581027193667,0.2809554767034662,0.3925083689151737,0.3018879132584339,0.5176614585801798,0.3218214735543843,0.30655665397434584,0.5097972563369155,0.40591141819080534,0.4456905625913456,0.405716065778289,0.13100712013696914,0.02419527501731855,0.2099006892995191,0.5329082770732604,0.40862518083862287,0.3033894156677158,0.38780212547571624,0.5176614585801798,0.4942759242000903,0.4831522602122916,0.7613944204521857,0.3103725963073472,0.056127199760332425,0.6003168117984095,0.4981440477456686,0.16110871342265484,0.5122757986742343,0.17746319738628763,0.28803061224489795,0.12912903693946126,0.06614645858343335,0.03659685863874345,0.35230157976811993,0.17354005852836735,0.2808007985803017,0.14309039095307238,0.31973475249584454,0.1498807965594615,0.32283638999176034,0.1533046594001173,0.445408163265306,0.07536093923528481,0.5537404946698012,0.16545975052815926,0.525446584042693,0.15294173382793472,0.5161999327529134,0.14018582798006027,0.3781991771365038,0.31587314394697014,1.0,0.40098611302583564,0.5,0.0,0.6269901161844229,1.0,0.5,0.0,0.7684137869225833,0.8380427340743496,0.6865049419077885,0.20049305651291782,0.4730982685337141,0.6043066478606469,0.44747024563754895,0.3333333333333333,0.3333333333333333,0.5
4,0.570042344217268,0.4700005096166198,0.7001765382803575,0.4275636783838323,0.43124150704423425,0.5449843516238518,0.35571095054001706,0.33735581599733855,0.4347479909081694,0.4101814518781241,0.6196004681316032,0.5707883979131206,0.5178892799406442,0.3903978817470628,0.6414108148838584,0.4937544178751445,0.5550384892615564,0.5221504760386334,0.721073345487809,0.6616905475677591,0.6983626212239382,0.6720412079393683,0.43836997351592644,0.3345446804356831,0.5442445900789735,0.49292924360416707,0.5178892799406442,0.4603341887515895,0.5770696130684929,0.4958148592289946,0.39365182357695827,0.44522522839048506,0.36459309420713476,0.6449350833145494,0.6314746721170205,0.5683885783095033,0.6808486724497206,0.804321912500311,0.5478302163430359,0.5811817947055474,0.6144215961688375,0.2935211999807601,0.9405507565168456,0.6866884467304257,0.7514495596800806,0.5222061426116937,0.5491795025237656,0.6670652433984186,0.8246560253925488,0.4710196502025355,0.6943517336204542,0.6478622300909253,0.47667269361031206,0.5821663810104936,0.6848931647328464,0.6314550598041581,0.6592464923598481,0.5702344795692105,0.5937223523187392,0.5222061426116937,0.49282169138710796,0.5283838936867281,0.5509789593450946,0.3939633496156552,0.47285778483454544,0.4364805400113557,0.636200615408829,0.29431640479274535,0.5112817076709472,0.4012271088003982,0.521375,0.2110439058352552,0.12806372549019604,0.07482993197278909,0.5123920265780731,0.1396834045684848,0.731728374094203,0.37834754154826494,0.4989462903330838,0.17327806122448983,0.6018521300498159,0.26721218120579004,0.5683593750000001,0.1795162509448224,0.5587698520683124,0.16916354802194672,0.5750811661358646,0.23795624122089337,0.6083969096015147,0.3087681295118811,0.6506339910477785,0.33462556857993286,0.6989212925788341,0.7274615915372631,0.5,0.0,0.6711172494871621,0.6715808299819,0.5,0.0,0.7858709479281376,0.636415933484152,0.513902021545836,0.5279403807776815,0.5037030826896491,0.450066565230685,0.6806254890280723,0.3333333333333333,0.3333333333333333,1.0
5,0.4811017080425508,0.5592965966272585,0.34494275610145475,0.37456757198295665,0.37948916331530796,0.5134263017639272,0.4756353650951254,0.5233470358063845,0.7781180745219796,0.47168777982129073,0.44260197368195925,0.4610747640766224,0.5254824819157934,0.4871599360343014,0.4746999680853718,0.3850862432429273,0.47324317237302294,0.47782130479882506,0.45532077967101536,0.4717098801997231,0.36492431254036795,0.4773041935280231,0.5875085751406958,0.3239936573062775,0.5949813351201321,0.48687505154537786,0.5254824819157934,0.4841472585161031,0.5508988064115204,0.3058567429423492,0.49347778405685366,0.4458516415732664,0.5131712271485721,0.414715342286315,0.4245933749448185,0.5125066329610218,0.46672062931924796,0.4557329378100556,0.45176420821336727,0.4084174383320052,0.36146152342426174,0.4812426739349814,0.26795501494746354,0.1985202531703802,0.1565215213035802,0.4930133778047739,0.5732050377874205,0.4426006843687259,0.14751114952249839,0.4516987356510191,0.43394080796212176,0.5176304984894574,0.5167580686158865,0.5181539034026849,0.552387793575256,0.5336802381220508,0.4704380869913804,0.4424159339778831,0.4589696754671612,0.4930133778047739,0.5258577297558312,0.544254637739258,0.36166570240193185,0.5054593618625628,0.4940597326331709,0.4936686097852089,0.4107989981051562,0.11458406197668558,0.4511305012529316,0.2581833560496788,0.4109976525821597,0.24653094530977845,0.1421108349443063,0.03496503496503496,0.4448083851948904,0.1528810994830412,0.24234325032319518,0.10900960268048876,0.3299415214941278,0.22243381618381625,0.3171788146866336,0.13092979739147778,0.213468309859155,0.11184102093193005,0.42353397510390306,0.09999988876712118,0.3913193240752868,0.10893267697386502,0.450642256067626,0.16882973596562867,0.35881222462404166,0.23658926276507172,0.32632612233645575,0.15368365035998394,0.5,0.0,0.284751680186067,0.6155392865786712,0.5,0.0,0.7312322572830772,0.710162367855615,0.5207872210751944,0.26907218189065635,0.35695733903715987,0.57205086240481,0.4362145767504501,0.5,0.5,1.0
6,0.47360717538669955,0.5806940266220211,0.4189011331704271,0.36615508015299014,0.5235571599749542,0.4046469379220662,0.7022080886733512,0.6500685023810718,0.8336002640364659,0.47041427072524544,0.5080077796621577,0.5106532446508993,0.4917025266862385,0.5011052322304466,0.24726040920711467,0.38907047153530333,0.4496850781562296,0.5271197042088787,0.6143525576717029,0.4856830130509025,0.4364427023627054,0.6584017254730017,0.6884492858727546,0.38354667419781086,0.5661551114944813,0.5018365500171041,0.4917025266862385,0.48814072910380585,0.4646138045959318,0.4934585949965601,0.5345422893843458,0.35310413303474153,0.4417052278576088,0.5344931731001493,0.4944348657292787,0.5969744648292611,0.3824898564905953,0.36532464978816076,0.4857917132889436,0.4862784406680909,0.49407050555300724,0.419368094307623,0.6688679470688601,0.6093399303838252,0.5980651380226699,0.4854684469847288,0.4207502721568567,0.5079678035701872,0.8534694911681594,0.6379218637905419,0.5386168576234103,0.3354588743757596,0.5694591591301027,0.5975920681925299,0.45451178380080404,0.5903765812551739,0.5816245543787093,0.5927402521581785,0.5854809485889629,0.4854684469847288,0.4889490459140136,0.5413923028849155,0.61680176803953,0.42182101614452994,0.556550137879198,0.6322208488731264,0.29335525796293965,0.1863397115083423,0.2566392661138207,0.2389696163159764,0.3321917808219178,0.2774281302845379,0.051034112275046985,0.05891954022988505,0.30230555681973326,0.2883232101009134,0.14603600026470784,0.0637357130155035,0.3339945472132655,0.3217364532019704,0.299440613632472,0.19767110833083734,0.3321917808219178,0.12132822477650064,0.33757627987130995,0.21064017354122333,0.32806298664244116,0.191154988799568,0.37140776549465804,0.2230223458283825,0.3561598473958285,0.34304120777741615,0.22579157111812354,0.059549138743080876,0.5,0.0,0.2026875553399195,0.0,0.5,0.0,0.5882512754036553,0.5509546899481217,0.511552007889102,0.5297745693715404,0.6337233328117771,0.5830468259484841,0.34277422092639565,0.16666666666666666,0.16666666666666666,0.3333333333333333
7,0.43417275320014037,0.38261930046219905,0.7015697888581767,0.5048303029921629,0.46522601918140716,0.7720050388344748,0.5127169585543309,0.46994928216655146,0.5322566076262424,0.3850430747511995,0.38018814959187475,0.37675955502384184,0.5048721210791016,0.30729427886708227,0.5144533376197198,0.3266020531934525,0.4664027160419814,0.4721464875542707,0.8849405526260128,0.7810464780621439,0.7637973475361728,0.9033324053767755,0.6201023974481222,0.45702976364908127,0.4412946160195802,0.47590103611209167,0.5048721210791016,0.38503300324144457,0.556901342962046,0.31644536765748277,0.47421063911000294,0.670723758580215,0.3812688419822221,0.781870603078216,0.731694627728446,0.7510786310845199,0.5446432553187416,0.588913132974267,0.5005764562049819,0.6360667489645211,0.6700410510396667,0.5976491000756229,0.6815821473180018,0.5408052898173734,0.5529052216858377,0.6590111646779653,0.5830516539058336,0.35770306078358,0.6420323025621684,0.41284922527489565,0.8000656753159217,0.7096252078358303,0.7014107965515609,0.7362052509466354,0.5254311033650501,0.66997942620872,0.5906414398751368,0.37737420714859365,0.48070972911140813,0.6590111646779653,0.531978517357446,0.4600956325955156,0.4714964146417323,0.6051966556580963,0.6384191964706138,0.420960780599298,0.2901407610779571,0.17435908073832462,0.2690134808389611,0.23510788499194574,0.1838098404255319,0.13430066734970786,0.03755710262828534,0.0318095238095238,0.19111338092881885,0.16528630869823652,0.190469617252544,0.05784182999372873,0.25799434883949346,0.16164540816326534,0.24721386605569254,0.1109934880247741,0.27571476063829786,0.0913900913900914,0.29623735778503374,0.19160334895403036,0.3090787701866776,0.18548992898639838,0.29448940304468973,0.14224953098681994,0.2770271510360514,0.3209145163857861,0.7470557822144872,0.687147273760287,0.0,1.0,0.7570375790353123,0.617162813530328,0.5,0.0,0.5939919152422846,0.5656447459485962,0.4950091015895874,0.5349922301149795,0.5551483734843248,0.5132247818249751,0.3381719566440169,0.16666666666666666,0.16666666666666666,0.25
8,0.14660379216713648,0.23251941411882304,0.19136277539023172,0.1766640034071181,0.16595858673335598,0.23403917011310318,0.10134923501447807,0.023519528596854744,0.3189670823829742,0.3019520667742736,0.2323343778771984,0.22847578764619103,0.41195554171181065,0.3841225874284356,0.46736588153434694,0.16939506947785876,0.526868344967966,0.10681835938836226,0.6018408549386278,0.24598700018794545,0.19142410214405808,0.3294464268445419,0.3963600883742614,0.3797914512837689,0.7129730203155035,0.5698088144096545,0.41195554171181065,0.49373002700442886,0.5530244103509243,0.40675370703425245,0.4401154884420267,0.35472958011111183,0.4568388526321982,0.45424503245845876,0.45398837543112025,0.6193847448328154,0.45034130312291915,0.384609413710829,0.48128303420107355,0.5336615981335858,0.47038386823761474,0.5222173687658866,0.5151731226589095,0.46075547308534365,0.4352557385582699,0.6256683414799504,0.4728876899872896,0.48253514526711405,0.5298680298337326,0.37005705927650556,0.4942238014304389,0.6226620566711571,0.6322710862980236,0.6231366074917483,0.5222736744493693,0.6302238900937337,0.512934407187278,0.5064672788246037,0.527617386798202,0.6256683414799504,0.5075281606404924,0.5306649634911808,0.5617914878390629,0.4969936024248739,0.6119912666188686,0.4163301745100929,0.49581154105677067,0.6833036436162621,0.7067074670661351,0.5664947175442906,0.8292994791666668,0.6368496948551222,0.25467218137254893,0.1717171717171717,0.7049418604651163,0.9038670337214023,0.3635761058272947,0.38587511736725394,0.49196263597726886,0.661992694805195,0.4159628541744251,0.7458635862817585,0.33154296875,0.5492636805768119,0.5472591564209193,0.77449246537903,0.5039061668057129,0.706440735278151,0.7381702273288512,0.5087361738680534,0.4426609937781445,0.6093544829537092,0.4389552851051196,0.3514275482487833,0.0,1.0,0.9322076635013343,0.7084667472960494,1.0,1.0,0.4050360521206478,0.6654553970690567,0.2533738108018927,0.32148040047636695,0.3612783609766647,0.7783097963178454,0.6843109275244785,0.3333333333333333,0.3333333333333333,1.0
9,0.5456781471492329,0.5934271006406303,0.4824026650900559,0.46770744173374856,0.47596922074196635,0.5340309975139662,0.3223683050386858,0.2749469476314096,0.4687587608901549,0.48064222714391946,0.4512066245524705,0.4714391866299428,0.7290932931012455,0.6395933299935017,0.4089243902131442,0.3284284266684886,0.5654135560225905,0.5019673404502841,0.6006635247476382,0.5512625917573699,0.5377717627830441,0.7300934206195256,0.05022581588384861,0.4299044677293212,0.6249729291828774,0.5538837799934256,0.7290932931012455,0.5169780942274139,0.5344395581106763,0.4109578321868673,0.5342236392721609,0.6311346485705943,0.40416028076555044,0.7268338414557853,0.5851015702523216,0.7615971392852012,0.42843616891634423,0.3349929000978357,0.630583431083503,0.6731572583865576,0.5535062038891247,0.4886709654597545,0.6540276682558321,0.7072095104990227,0.6637422157525709,0.5023440544974458,0.3876325980804409,0.551640245732707,0.8162264804316036,0.45166842487326503,0.7475252452747996,0.6388659014631001,0.7467737243235755,0.7537728200588437,0.33869079451015294,0.6420738994231148,0.5270205098994507,0.5596231541086885,0.5613946639956097,0.5023440544974458,0.48991056919718623,0.5239348667527195,0.7100320297832063,0.4813201894821639,0.5654779581066732,0.45224288616733677,0.1339851251094199,0.41200873776979413,0.14560152642706206,0.3249681653145561,0.11599170918367349,0.2848802034690773,0.023807022809123644,0.13468013468013465,0.14087327954437592,0.37710671205816815,0.0,0.36501700291496997,0.11324855377979674,0.26089015151515155,0.07384410735699329,0.36475990592371565,0.13919005102040818,0.16154814134612117,0.1613432291717305,0.38515861719507616,0.14797022395886675,0.38476966588374656,0.11957389160718429,0.28108156291508063,0.13389201581109156,0.5081133221073931,0.599076287296885,0.37177395791867734,0.5,0.0,0.5723323694246346,0.17914924301729634,0.5,0.0,0.3054049110687891,0.37307679760564183,0.5133719589361252,0.5963123574506906,0.7159296393693602,0.5936256991433029,0.28467229181146675,0.6666666666666666,0.6666666666666666,1.0
