,weighted_ORPM_h,Net_ORPM_adv_h,DRPM_adv_h,Net_ORPM_adv_a,Winpercent_h,weighted_DRPM_h,ORPM_adv_h,weighted_DRPM_a,Winpercent_a,weighted_ORPM_a
0,0.7470557822144872,0.37350377698635706,0.3626217617237683,0.6196009757590499,0.5,0.6871472737602871,0.38484075638292253,0.9619037503127504,0.5,0.9773742694486418
1,0.4389552851051196,0.4959445927812162,0.4492710526628725,0.6511046918373993,0.5,0.3514275482487833,0.3851135858791681,0.4528854429230382,0.5,0.6687281133467835
2,0.6683824010096733,0.4698199322657928,0.4338775840162824,0.6574390183808583,0.5,0.5762219153286142,0.3680873687541695,0.7084667472960494,0.5,0.9322076635013344
3,1.0,0.4730982685337141,0.20049305651291785,0.6043066478606469,0.5,0.4009861130258357,0.6865049419077885,1.0,0.5,0.6269901161844229
4,0.6989212925788341,0.5037030826896491,0.5279403807776815,0.450066565230685,0.5,0.7274615915372631,0.5139020215458361,0.6715808299819,0.5,0.6711172494871621
5,0.3263261223364557,0.3569573390371599,0.26907218189065635,0.5720508624048101,0.5,0.15368365035998394,0.5207872210751944,0.6155392865786712,0.5,0.284751680186067
6,0.22579157111812356,0.6337233328117771,0.5297745693715404,0.5830468259484841,0.5,0.059549138743080876,0.511552007889102,0.0,0.5,0.2026875553399195
7,0.7470557822144872,0.5551483734843248,0.5349922301149795,0.5132247818249751,0.0,0.6871472737602871,0.4950091015895874,0.617162813530328,0.5,0.7570375790353123
8,0.4389552851051196,0.3612783609766647,0.3214804004763669,0.7783097963178454,0.0,0.3514275482487833,0.2533738108018927,0.7084667472960494,1.0,0.9322076635013344
9,0.599076287296885,0.7159296393693602,0.5963123574506906,0.5936256991433029,0.5,0.3717739579186773,0.5133719589361252,0.17914924301729634,0.5,0.5723323694246346
10,0.6136246498272279,0.43390571867295,0.2658877002440725,0.7152520244726209,0.5,0.2592369920254081,0.4573516786241969,0.7274615915372631,1.0,0.6989212925788341
11,0.6711172494871621,0.6255428270283931,0.6281014854591424,0.4507738194522751,0.0,0.6715808299819,0.5303854552104821,0.41537785906361535,0.5,0.6103463390661982
12,0.6950444307881926,0.6143971365525668,0.38656109360253604,0.4265924888006439,0.5,0.2311372159316486,0.8126591052657899,0.4580150287265767,0.5,0.0697262202566129
13,0.4519967960729136,0.3722279100229732,0.4739486661107351,0.3396698469130919,0.5,0.6472928760977078,0.5494149505303878,0.6993955438762376,0.5,0.35316689501213794
14,0.0,0.22328940657081944,0.5273071473420197,0.5007011816183271,0.5,0.6308362100126534,0.16580879949516325,0.5762219153286142,0.0,0.6683824010096733
15,0.4934595671696866,0.4294997465474592,0.4124801220077363,0.5643967042897936,0.5,0.4528891954301474,0.4456644984064349,0.6279289514146746,0.5,0.6021305703568169
16,0.13807772751393965,0.3560080908350353,0.4375958367203073,0.6043886816979438,0.5,0.3235067203162573,0.2986042454378557,0.4483150468756428,0.5,0.5408692366382283
17,0.6683824010096733,0.6784688213512836,0.6318736017033502,0.4430413624191321,0.0,0.5762219153286142,0.5901279785933341,0.3124747119219138,0.5,0.4881264438230051
18,0.9773742694486418,0.4623940745855562,0.4809518751563752,0.30270411191556745,1.0,0.9619037503127504,0.6751920766321096,1.0,0.0,0.6269901161844229
19,0.284751680186067,0.5250248383660807,0.6781511472766315,0.48248980315431395,0.0,0.6155392865786712,0.3355635151794196,0.2592369920254081,0.0,0.6136246498272279
20,0.5408692366382283,0.3782275317971626,0.3402543448508037,0.3782258066177873,1.0,0.4483150468756428,0.6647241167748872,0.7678063571740353,0.5,0.211421003088454
21,0.4519967960729136,0.4083519417438709,0.5082283330425271,0.16916465304623576,1.0,0.6472928760977078,0.7259983980364567,0.6308362100126534,1.0,0.0
22,0.211421003088454,0.456468390883479,0.722149818428889,0.17102762031661906,1.0,0.7678063571740353,0.5366716377872571,0.3235067203162573,0.0,0.13807772751393965
23,0.3263261223364557,0.17445730337728196,0.09588995002361683,0.9064416292820971,1.0,0.15368365035998394,0.17447592644390694,0.9619037503127504,1.0,0.9773742694486418
24,0.7570375790353123,0.7204114325717617,0.6523440508042071,0.42102765149139004,1.0,0.617162813530328,0.6344555676061536,0.3124747119219138,0.0,0.4881264438230051
25,0.5723323694246346,0.7662946401558232,0.5598000521371077,0.5298928347862917,0.0,0.17914924301729634,0.6732703991532556,0.059549138743080876,0.0,0.22579157111812356
26,0.4389552851051196,0.5232904395659922,0.4752207176114738,0.8110392102030141,0.5,0.3514275482487833,0.2194776425525598,0.4009861130258357,1.0,1.0
27,0.6021305703568169,0.4284678895771097,0.4502336799387058,0.5170082493754155,0.0,0.6279289514146746,0.4516046388889914,0.7274615915372631,1.0,0.6989212925788341
28,0.0697262202566129,0.03298735407480391,0.2290075143632884,0.5736424924585524,1.0,0.4580150287265767,0.221368052036095,1.0,0.0,0.6269901161844229
29,0.6950444307881926,0.4872133251779864,0.2658708360277056,0.5634346104193261,0.0,0.2311372159316486,0.6709387678880273,0.6993955438762376,0.0,0.35316689501213794
30,0.4934595671696866,0.5217304742536361,0.5000018762535546,0.5965492846673238,1.0,0.4528891954301474,0.4123657269114516,0.4528854429230382,1.0,0.6687281133467835
31,0.2026875553399195,0.4269045208095079,0.3141130210406613,0.8064383261123189,1.0,0.0,0.3018056340215173,0.3717739579186773,1.0,0.599076287296885
32,0.6103463390661982,0.5770274264498776,0.481244331816734,0.5321011611339238,0.0,0.41537785906361535,0.5584433859482558,0.4528891954301474,1.0,0.4934595671696866
33,0.6683824010096733,0.6318320108551203,0.5876179011513893,0.6901684322660269,0.333333333,0.5762219153286142,0.33419120050483664,0.4009861130258357,0.5,1.0
34,0.6989212925788341,0.4955010965100445,0.520157158888488,0.4867288753948134,1.0,0.7274615915372631,0.4759327551821734,0.6871472737602871,0.0,0.7470557822144872
35,0.6711172494871621,0.6081881657406055,0.6116328915531286,0.4172310186232753,0.5,0.6715808299819,0.5651240064244669,0.4483150468756428,0.5,0.5408692366382283
36,0.4519967960729136,0.4155564780254332,0.5150650312836899,0.5346542869867982,1.0,0.6472928760977078,0.3474796085188005,0.617162813530328,1.0,0.7570375790353123
37,0.0,0.15360937562970972,0.461184731358302,0.6280731923119365,0.5,0.6308362100126534,0.033896168249332885,0.7084667472960494,0.5,0.9322076635013344
38,0.211421003088454,0.3907066675179291,0.6597456551491963,0.3654910463090241,1.0,0.7678063571740353,0.3352758832251128,0.4483150468756428,0.333333333,0.5408692366382283
39,0.6269901161844229,0.7291356234842007,0.910425378491352,0.2558317792463804,0.0,1.0,0.5273288733798941,0.17914924301729634,0.0,0.5723323694246346
40,0.3263261223364557,0.3274289527839555,0.2410514101890419,0.7585840206015808,0.5,0.15368365035998394,0.3276044364246468,0.6715808299819,0.666666667,0.6711172494871621
41,0.7470557822144872,0.8803325285300592,0.8435736368801435,0.2455905284586433,0.0,0.6871472737602871,0.7721841134372838,0.0,0.5,0.2026875553399195
42,0.599076287296885,0.7789471413949927,0.6561124095877983,0.4263195137886534,1.0,0.3717739579186773,0.6866423580893808,0.059549138743080876,0.5,0.22579157111812356
43,0.6687281133467835,0.4699834881738904,0.3722093478134944,0.7237564068515914,0.5,0.4528854429230382,0.3682602249227246,0.7084667472960494,0.666666667,0.9322076635013344
44,0.6021305703568169,0.5929053485799358,0.6062755461755297,0.4742452106146599,0.0,0.6279289514146746,0.4958921156453093,0.41537785906361535,0.5,0.6103463390661982
45,0.284751680186067,0.4911610072487646,0.646016283131207,0.2529008430140177,0.5,0.6155392865786712,0.5733369763360636,0.3235067203162573,0.0,0.13807772751393965
46,0.6136246498272279,0.3103777392854519,0.14866662085632892,0.849686138979186,0.0,0.2592369920254081,0.31812519018929303,0.9619037503127504,1.0,0.9773742694486418
47,0.0697262202566129,0.4381024862604073,0.613438906397464,0.606498386566614,1.0,0.4580150287265767,0.18734089473421006,0.2311372159316486,0.0,0.6950444307881926
48,0.4881264438230051,0.38932078381627455,0.3065395840228381,0.519699856103625,0.0,0.3124747119219138,0.5674797744054335,0.6993955438762376,0.5,0.35316689501213794
49,0.5723323694246346,0.6017828423254533,0.4036876425493095,0.7101106972147806,0.0,0.17914924301729634,0.4866280410638748,0.3717739579186773,1.0,0.599076287296885
50,0.4389552851051196,0.3660579937650464,0.3260160021862729,0.498755115846816,0.666666667,0.3514275482487833,0.5428941950464908,0.6993955438762376,0.333333333,0.35316689501213794
51,0.6103463390661982,0.41109702865857467,0.32378575094479,0.3959359635296933,0.333333333,0.41537785906361535,0.6994626679888721,0.7678063571740353,1.0,0.211421003088454
52,0.6683824010096733,0.5179281330566345,0.4795295508991431,0.5728687779835353,0.5,0.5762219153286142,0.4556724109871805,0.617162813530328,0.666666667,0.7570375790353123
53,0.6989212925788341,0.7357735855459953,0.7481621878028072,0.4616183520601935,1.0,0.7274615915372631,0.5019384308953208,0.2311372159316486,0.333333333,0.6950444307881926
54,0.0,0.3156214542190372,0.6149250484934089,0.6608026061971051,0.333333333,0.6308362100126534,0.0,0.4009861130258357,0.333333333,1.0
55,0.4934595671696866,0.5957131315345754,0.5702072417541167,0.5093567331860436,0.666666667,0.4528891954301474,0.5026665616733408,0.3124747119219138,0.333333333,0.4881264438230051
56,0.9322076635013344,0.6370707112444249,0.5402688979406873,0.426973965817474,0.75,0.7084667472960494,0.6650385465722587,0.6279289514146746,0.333333333,0.6021305703568169
57,0.22579157111812356,0.3975053583706117,0.30561704593371897,0.7463173191525703,0.333333333,0.059549138743080876,0.3424611672399476,0.4483150468756428,0.25,0.5408692366382283
58,0.7570375790353123,0.5814425744273805,0.5204704491008569,0.5080532967595068,0.5,0.617162813530328,0.5443275890128195,0.5762219153286142,0.6,0.6683824010096733
59,0.6687281133467835,0.5022161068287921,0.4027962834126652,0.4919157439688488,0.333333333,0.4528854429230382,0.608365658636935,0.6472928760977078,1.0,0.4519967960729136
60,0.9773742694486418,0.9083196245791072,0.9041100499763832,0.15754675633140675,1.0,0.9619037503127504,0.825524073556093,0.15368365035998394,0.333333333,0.3263261223364557
61,0.6136246498272279,0.4551474025125208,0.28604485913256056,0.7384908404627979,0.0,0.2592369920254081,0.4332844338063704,0.6871472737602871,0.25,0.7470557822144872
