,weighted_ORPM_h,Net_ORPM_adv_h,DRPM_adv_h,Net_ORPM_adv_a,Winpercent_h,weighted_DRPM_h,ORPM_adv_h,weighted_DRPM_a,Winpercent_a,weighted_ORPM_a,DRtg_h,PIE_h,TOV%_a,DRtg_a,FG_h,+/-_h,EFG%_a,TRB_a,AST/TO_h,TS%_a_x,FG%_h,PIE_a,PACE_h,DREB%_h,DEFRTG_a,3P%_a,TO RATIO_h,PF_a,ORB%_h,3P_h
2615,0.2785741762344164,0.5788185618655306,0.630441224601629,0.4824110551436584,0.25,0.3504559088887833,0.474529025057886,0.09692835830295077,0.2,0.3273666131049451,0.6051213190111775,0.4074952583441667,0.5733554368961257,0.602121912604442,0.5694924702296419,0.3824556068065758,0.2883928571428571,0.5728239205929553,0.281060606060606,0.3746663166421028,0.5290598538112739,0.7298572389364177,0.2582242632165736,0.1993939393939394,0.1546457421108259,0.4841408382126253,0.0,0.6130689910425426,0.4926671255441966,0.4426121904734216
2616,0.5008556222973524,0.5779509306883285,0.7608395348689613,0.20902705448423764,0.8,0.8574276011067798,0.6160369414995474,0.3504559088887833,0.333333333,0.2785741762344164,0.4829905058438969,0.5470131924690347,0.5569235382275592,0.5310732332114927,0.6633908413914886,0.6433739711179153,0.2650568501632331,0.5690809896533405,0.10749559082892407,0.458391278658647,0.4595066128806142,0.7295968876888326,0.2623835479133402,0.22061224489795914,0.14620478228138994,0.5528579770930188,0.11662257495590828,0.7428605514812885,0.4622395104693938,0.4715752415476409
2617,0.5096656879557679,0.34075058549059234,0.13311248044950594,0.8106593424706563,0.363636364,0.13516278173453872,0.3832415992698944,0.8482509519523679,0.818181818,0.7333291680414171,0.5591350493610309,0.5178731740509452,0.50941086662168,0.4774650179013588,0.7058794521536129,0.5492845848483283,0.35932944606414,0.5523537990694424,0.056933593749999976,0.5942019009254039,0.7028820786745702,0.7557007184028429,0.2107740964746244,0.17310267857142858,0.20896277505415575,0.5710950439929264,0.19765625,0.699046739934039,0.3795983699797559,0.5995749068522593
2618,0.9560933433324286,0.8638104949036972,0.7338632591601935,0.6613189709871188,0.6,0.7326842462234827,0.4824366846949053,0.2781440542866219,0.6,0.9897377937395514,0.4815242194355202,0.589467037820674,0.5127239498235866,0.4721260671550747,0.60795722639588,0.5150119220362553,0.4453125,0.4831054290283051,0.13794095744680845,0.5555311368139415,0.5249921535917524,0.7593799746019886,0.30758058954267786,0.22499999999999992,0.2510480315991621,0.5335926841646247,0.12845744680851062,0.492214807566336,0.4895418678693402,0.4199566527721546
2619,0.3696835674766496,0.5341979322863298,0.4533232050025012,0.5731209245774685,0.25,0.2011569990734003,0.5049200870713286,0.2918787286573859,0.090909091,0.3602586028504081,0.5529975496530067,0.39783750562463627,0.5010723287723156,0.8030194770556849,0.3873603236246037,0.4984611304250194,0.13718820861678002,0.5152192704783939,0.026499999999999992,0.4107434948541036,0.3747524268658995,0.6898306433218984,0.131271146338578,0.08392857142857144,0.08633030726256981,0.3907651153996292,0.115,0.5503092942168405,0.4132814419444884,0.3067928751558209
2620,0.8059390461554068,0.5026196877397446,0.21579928306257667,0.6270119362502715,0.8888888890000001,0.29852243818874513,0.6366928712491856,0.8508992796354073,0.7777777779999999,0.5440889086465496,0.4027326081205419,0.4479196569752666,0.6193892103877396,0.4553188678965376,0.7075258038124013,0.6685880165549416,0.132994923857868,0.3502189992963461,0.043378461538461525,0.19971047236627906,0.6143291244218916,0.6601211031431697,0.1416891590605065,0.12643516483516484,0.0963075674219437,0.07570349354584233,0.07076923076923076,0.2752537102118401,0.4120087601769912,0.6400880726808382
2621,0.4824811161000109,0.5500605944151346,0.6817548797351696,0.3523335127373384,0.6,0.7402657613356121,0.5246030269913252,0.3870042091920372,0.3,0.4353513284092646,0.535138854538889,0.4343149395343319,0.528948241138541,0.4652754109853301,0.5451959074531315,0.5329955335388826,0.08958157227388,0.4130846483905981,0.03084267015706805,0.3737535003002507,0.4143371516320068,0.654164965572829,0.13367304151133186,0.09432341062079284,0.05850550395028265,0.1915871448990656,0.17611256544502615,0.3903340845338251,0.2621478144908568,0.4326445599247132
2622,0.312935331067056,0.5977411464809091,0.6419093741861196,0.4715727396398222,0.181818182,0.3727455790661938,0.4924664795049071,0.09692835830295077,0.181818182,0.3273666131049451,0.6034328146165806,0.5201711071395102,0.6682393140139836,0.6076525423612413,0.5243242028576005,0.39248291762807225,0.1834507612568837,0.6082044332164498,0.08479999999999997,0.4207830112837288,0.5418659922376574,0.6675976812771028,0.2753857680629242,0.22312087912087916,0.1492922937331357,0.5222803458354529,0.2358974358974359,0.6417656086296458,0.4572870915783702,0.4230070000474263
2623,0.3345345079099412,0.4125658078456141,0.4254367182843828,0.6579587835986341,0.333333333,0.357292622199669,0.33418203923822304,0.5022149520438933,0.272727273,0.6521769381999427,0.6378954688261476,0.5555055587870538,0.5687341185705551,0.6768043921108741,0.6740607735867455,0.3664324149782264,0.17700000000000002,0.6879238935115293,0.06677999999999998,0.5625446638545754,0.6242237439465819,0.6929554720657994,0.2504668165148468,0.20714914285714287,0.06324196927374304,0.5385578065096753,0.207,0.6628901972001409,0.4976742975626026,0.5018314784804533
2624,0.5032265848643939,0.4252221923356447,0.479090900999635,0.331878994928376,0.8888888890000001,0.6265980348057891,0.6072156483534611,0.6672372780412671,0.666666667,0.29784329012566146,0.3846995069357589,0.495241260787599,0.5372955552477359,0.3880085965400955,0.41290946349351204,0.6457284273002638,0.30927835051546393,0.4241289656226159,0.1622448979591836,0.5242007772207367,0.3956935411765791,0.7121932952275059,0.2609869216821947,0.1827930029154519,0.22080357657086916,0.426083821617568,0.11734693877551022,0.4068391578893036,0.4393451623289437,0.4165534087699692
2625,0.7974766838798399,0.7211264483855817,0.6232411826759188,0.48606370686007105,0.636363636,0.6314759846444004,0.6124160767852372,0.3919425451926472,0.4,0.5821313999933111,0.4923493374180138,0.7514575277451576,0.6345535197052252,0.5191053558752246,0.5230378036340457,0.5849668839480181,0.2951739618406285,0.3303001214772885,0.09017361111111108,0.4600806904476493,0.5521256635136997,0.6622644425490322,0.3051737466645636,0.3045208333333333,0.28807864492222035,0.2657563347265305,0.27951388888888884,0.4670224902630447,0.5847955263485756,0.3493061282099599
2626,0.35793586302874425,0.5277285067814341,0.5800714395978492,0.4533337395588441,0.444444444,0.4475067980435931,0.4987874668372961,0.2918787286573859,0.083333333,0.3602586028504081,0.4770469355089391,0.4807366815251413,0.4753761090689636,0.7773276253563495,0.6651369147433575,0.6249244529427977,0.2512886597938143,0.5086517992625169,0.08786842105263153,0.4034246950559159,0.5688778517493167,0.7628184722369582,0.2942983805189064,0.2333178947368421,0.13225861026320335,0.3561620645730577,0.12710526315789472,0.4990321646091331,0.4016759606846476,0.548507608156637
2627,0.8488206461437366,0.8047357432150626,0.6574276789347628,0.7335566871154791,0.7,0.5841228884829152,0.4264374283077639,0.2781440542866219,0.545454545,0.9897377937395514,0.490577473463074,0.7512881789347758,0.5353553999560875,0.5730223842163591,0.6238405245830633,0.6048749236044706,0.16532258064516128,0.43140143255219215,0.12421874999999995,0.4737586128662246,0.5723361308487502,0.6437006514728908,0.3253952923518278,0.2650044642857143,0.13899632816723734,0.38489482582466455,0.26953125,0.4446249939285564,0.4203644817013096,0.5756743347025397
2628,0.6570561321334918,0.5677864296352769,0.7317936685669714,0.38459207833237297,0.583333333,0.998781277777124,0.4659982440602727,0.5482635736344212,0.545454545,0.722190212550383,0.6001599463874759,0.4170002252467652,0.5894945696597648,0.5895516888081017,0.5132899801535084,0.432192020958308,0.1561065877128054,0.6809633237941677,0.10515873015873012,0.4243154085757944,0.5955467095386171,0.6896513010249292,0.0876311406300759,0.10657596371882087,0.11858844472747272,0.5272199556972142,0.04563492063492063,0.6188364872331505,0.4354950238874616,0.34723836872034297
2629,0.5008556222973524,0.388406530358695,0.5602803672461505,0.3213179929600453,0.818181818,0.8574276011067798,0.5095919904178611,0.7402657613356121,0.636363636,0.4824811161000109,0.38458654715683216,0.7201525986357857,0.770581653809851,0.4768865120773134,0.650295848864456,0.7080148004802673,0.4201388888888889,0.4422669325194605,0.1520790378006872,0.43200627350002574,0.5008455432995202,0.7479500217136296,0.41935944171592815,0.2768777614138439,0.3723691612352576,0.4354690700831743,0.3951890034364261,0.5339651122397004,0.4293241907112887,0.4902844657524345
2630,0.5440889086465496,0.4477249511374053,0.5944950414476364,0.2228128831368083,0.7,0.8508992796354073,0.6285468892565055,0.6672372780412671,0.6,0.29784329012566146,0.44287510378240735,0.5051332550909675,0.5819568932166626,0.40350583067395096,0.5355731999487277,0.5353881269248572,0.3323412698412698,0.5385466104598544,0.10927835051546388,0.6305914152970895,0.4292042806748679,0.7092660162739528,0.2514193094381181,0.15394403534609724,0.24845059357541904,0.4481726799103812,0.11855670103092784,0.5635753595628405,0.5928706073041933,0.4017651485963548
2631,0.3893371530140061,0.4427454596698649,0.30955504167612663,0.7674762051268946,0.636363636,0.1320632308167254,0.3627905058313382,0.5022149520438933,0.333333333,0.6521769381999427,0.5674467378311839,0.5460836067912681,0.672640596422886,0.5430316032339586,0.601286630329126,0.5128908133666855,0.2914862914862916,0.77136200716528,0.2898437499999999,0.6844814335375129,0.6349338362117257,0.6840638888398536,0.2297270569620253,0.1632410714285714,0.1901821990858304,0.5290193381002629,0.08984374999999999,0.7090530294712398,0.5402858787837024,0.4929836145867641
